period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,533,4904,10096447,14042,17,45074,13369,7201,747980,27244,290216,4124,0.05
1,6178,15761,10235744,16492,17,45074,13369,8393,759829,27244,290216,4124,0.00
2,6178,18704,11224191,17434,17,45074,13369,9163,769959,27244,290216,4124,0.00
3,17383,21586,12174123,37278,17,45074,13369,10235,808540,27244,290216,4124,0.87
4,24345,24601,13137056,72948,17,45074,13369,10962,837854,27244,290216,4124,0.52
5,31036,27312,14099261,96336,17,45074,13369,11721,867534,27244,290216,4124,0.52
6,37002,33023,16050647,152321,17,45074,13369,13577,908397,27244,290216,4124,0.02
7,39328,35662,17027629,196197,17,45074,13369,14555,928366,27244,290216,4124,0.21
8,45725,38668,17990717,236885,17,45074,13369,15408,956749,27244,290216,4124,0.60
9,52080,41993,18959053,287362,17,45074,13369,16310,980875,27244,290216,4124,0.46
10,57798,44538,19922494,310896,17,45074,13369,17455,1009470,27244,290216,4124,0.51
11,63248,47395,20886702,367064,17,45074,13369,18385,1039482,27244,290216,4124,0.51
12,70656,50050,21847750,380743,17,45074,13369,19331,1069167,27244,290216,4124,0.53
13,82174,52920,22802957,450181,17,45074,13369,20190,1101073,27244,290216,4124,0.91
14,98136,55921,23747391,499527,17,45074,13369,20998,1141062,27244,290216,4124,1.26
15,109652,59329,24696823,576487,17,45074,13369,21932,1181224,27244,290216,4124,1.19
16,120079,61934,25653071,620705,17,45074,13369,22810,1214553,27244,290216,4124,0.89
17,133190,64814,26604939,677061,17,45074,13369,23550,1247125,27244,290216,4124,1.09
18,139887,67884,27570412,696462,17,45074,13369,24738,1275219,27244,290216,4124,0.57
19,141388,70971,28540388,758344,17,45074,13369,25674,1301900,27244,290216,4124,0.50
20,143046,74054,29515101,793330,17,45074,13369,26808,1323405,27244,290216,4124,0.27
21,143046,77154,30507021,819209,17,45074,13369,27525,1330831,27244,290216,4124,0.01
22,153436,80099,31464950,888074,17,45074,13369,28367,1362112,27244,290216,4124,0.86
23,160273,82856,32425407,946532,17,45074,13369,29170,1394165,27244,290216,4124,0.78
24,175113,85734,33375219,987654,17,45074,13369,30106,1429795,27244,290216,4124,1.18
25,181255,88817,34346643,1014235,17,45074,13369,30990,1452399,27244,290216,4124,0.50
26,191350,91834,35299093,1056580,17,45074,13369,31911,1488547,27244,290216,4124,1.01
27,205768,94922,36243745,1128369,17,45074,13369,32542,1527955,27244,290216,4124,1.32
28,209190,97715,37208961,1156539,17,45074,13369,33732,1556729,27244,290216,4124,0.55
29,214647,100793,38173221,1175579,17,45074,13369,34806,1585374,27244,290216,4124,0.48
30,220765,103699,39134244,1235806,17,45074,13369,35615,1616918,27244,290216,4124,0.75
31,231193,106708,40090582,1292127,17,45074,13369,36321,1650547,27244,290216,4124,0.82
32,250133,109786,41029722,1345505,17,45074,13369,37102,1690757,27244,290216,4124,1.50
33,264760,117853,42848614,1393590,17,45074,13369,37911,1727980,27244,290216,4124,1.24
34,267533,128355,42965025,1441171,17,45074,13369,39165,1751418,27244,290216,4124,0.37
35,269137,136598,43934591,1475047,17,45074,13369,40010,1778902,27244,290216,4124,0.41
36,283608,147251,44885002,1538836,17,45074,13369,41060,1819954,27244,290216,4124,1.32
37,291219,150221,45843909,1569486,17,45074,13369,41974,1852744,27244,290216,4124,0.88
38,300303,153559,46804411,1615130,17,45074,13369,42769,1884374,27244,290216,4124,0.91
39,312910,156341,47754348,1655269,17,45074,13369,43584,1922510,27244,290216,4124,1.30
40,318877,159265,48720898,1681689,17,45074,13369,44852,1947850,27244,290216,4124,0.47
41,326469,162353,49672984,1733626,17,45074,13369,45598,1986424,27244,290216,4124,1.08
42,331518,165254,50639491,1746114,17,45074,13369,46658,2012965,27244,290216,4124,0.49
43,337974,168336,51596599,1791648,17,45074,13369,47681,2048732,27244,290216,4124,0.85
44,350098,171329,52551693,1851351,17,45074,13369,48399,2082769,27244,290216,4124,1.05
45,355578,173931,53519198,1883591,17,45074,13369,49519,2108635,27244,290216,4124,0.54
46,363834,177017,54479187,1921304,17,45074,13369,50178,2139483,27244,290216,4124,0.80
47,372339,180277,55444567,1948343,17,45074,13369,51045,2165921,27244,290216,4124,0.74
48,381794,182530,56403544,1996177,17,45074,13369,51834,2197375,27244,290216,4124,0.89
49,384115,185753,57371311,2009031,17,45074,13369,52747,2224249,27244,290216,4124,0.45
50,387241,188716,58339083,2054230,17,45074,13369,53810,2251369,27244,290216,4124,0.43
51,387241,191818,59315455,2072468,17,45074,13369,54973,2272643,27244,290216,4124,0.26
52,391812,200885,60287141,2130784,17,45074,13369,56096,2299932,27244,290216,4124,0.47
53,394276,203605,61257783,2159213,17,45074,13369,57026,2324629,27244,290216,4124,0.35
54,396476,206694,62236003,2178035,17,45074,13369,57918,2341603,27244,290216,4124,0.27
55,398235,209780,63215436,2229116,17,45074,13369,59152,2359156,27244,290216,4124,0.14
56,398706,212864,64197696,2258079,17,45074,13369,60154,2375140,27244,290216,4124,0.07
57,400245,215945,65182900,2285530,17,45074,13369,60903,2387733,27244,290216,4124,0.11
58,405440,219027,66153865,2315950,17,45074,13369,61879,2410353,27244,290216,4124,0.45
59,413333,230079,67143204,2365584,17,45074,13369,62756,2440990,27244,290216,4124,0.72
60,414947,233167,68124673,2371942,17,45074,13369,63601,2456404,27244,290216,4124,0.21
61,416735,236147,69100841,2405699,17,45074,13369,64548,2476785,27244,290216,4124,0.20
62,425468,239100,70064479,2435706,17,45074,13369,65466,2503926,27244,290216,4124,0.69
63,434197,242195,71027994,2473712,17,45074,13369,66413,2530973,27244,290216,4124,0.75
64,436094,249693,72947088,2508310,17,45074,13369,67254,2555789,27244,290216,4124,0.39
65,443019,258919,72981511,2547796,17,45074,13369,68277,2579510,27244,290216,4124,0.54
66,446009,265999,74875272,2588662,17,45074,13369,69133,2601519,27244,290216,4124,0.36
67,450642,275774,74942247,2604164,17,45074,13369,69973,2623553,27244,290216,4124,0.42
68,456732,278856,75910171,2617013,17,45074,13369,70971,2647547,27244,290216,4124,0.51
69,462064,281938,76877078,2672207,17,45074,13369,72041,2674071,27244,290216,4124,0.52
70,469238,285017,77840443,2687171,17,45074,13369,73013,2700310,27244,290216,4124,0.54
71,473022,287901,78818083,2739513,17,45074,13369,73901,2717353,27244,290216,4124,0.30
72,478410,290853,79791474,2764980,17,45074,13369,74860,2736404,27244,290216,4124,0.44
73,482950,299048,80763141,2810184,17,45074,13369,75785,2759915,27244,290216,4124,0.44
74,484758,309464,81748189,2842796,17,45074,13369,76496,2778139,27244,290216,4124,0.34
75,485404,312539,82736967,2878963,17,45074,13369,77211,2787968,27244,290216,4124,0.02
76,494907,315624,83693565,2908082,17,45074,13369,78145,2820894,27244,290216,4124,0.86
77,500546,318713,84660421,2952449,17,45074,13369,79186,2847029,27244,290216,4124,0.56
78,506154,321867,85622194,2970736,17,45074,13369,80227,2877434,27244,290216,4124,0.58
79,511950,324685,86590592,3003701,17,45074,13369,80975,2901815,27244,290216,4124,0.58
80,518546,327668,87555886,3044490,17,45074,13369,82064,2927581,27244,290216,4124,0.60
81,547498,330445,88471631,3117993,17,45074,13369,82766,2983391,27244,290216,4124,2.31
82,571665,333027,89398824,3172657,17,45074,13369,83551,3031735,27244,290216,4124,1.93
83,605239,336037,91280064,3263858,17,45074,13369,84405,3094024,27244,290216,4124,2.80
84,632396,338909,91230114,3310297,17,45074,13369,85222,3143428,27244,290216,4124,2.16
85,649620,341987,93204365,3341706,17,45074,13369,85981,3183035,27244,290216,4124,1.52
86,689357,349443,94120205,3424650,17,45074,13369,86548,3249132,27244,290216,4124,3.19
87,712163,352243,94007996,3478148,17,45074,13369,87356,3291462,27244,290216,4124,1.87
88,755061,355342,94890456,3581186,17,45074,13369,87963,3362501,27244,290216,4124,3.55
89,800302,358241,95760145,3688611,17,45074,13369,88581,3440994,27244,290216,4124,3.61
90,836341,361419,96651935,3766024,17,45074,13369,89299,3508219,27244,290216,4124,3.02
91,857497,364512,97582543,3829376,17,45074,13369,90019,3556986,27244,290216,4124,1.86
92,877132,369445,98509599,3882947,17,45074,13369,90816,3608066,27244,290216,4124,1.66
93,901447,376758,100639556,3941462,17,45074,13369,91546,3663806,27244,290216,4124,2.07
94,923030,386671,100379332,3991826,17,45074,13369,92260,3708780,27244,290216,4124,1.64
95,943994,389902,101315352,4042866,17,45074,13369,92952,3751326,27244,290216,4124,1.69
96,971909,392621,102230209,4117786,17,45074,13369,93665,3808379,27244,290216,4124,2.34
97,990837,395871,103169656,4151357,17,45074,13369,94437,3848065,27244,290216,4124,1.58
