period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,541,2453,4103857,7180,18,19531,24529,3214,698022,1888,206992,4152,0.01
1,6105,13214,4284960,9438,18,19531,24529,4412,711229,1888,206992,4152,0.00
2,6105,15619,5269868,11364,18,19531,24529,5878,724687,1888,206992,4152,0.00
3,129335,18606,5967870,264562,18,19531,24529,6968,961152,1888,206992,4152,16.71
4,246465,21871,6672673,489333,18,19531,24529,8048,1191282,1888,206992,4152,16.49
5,361346,24429,7371546,771310,18,19531,24529,9337,1427267,1888,206992,4152,16.27
6,475153,27668,8071887,1051919,18,19531,24529,10520,1658705,1888,206992,4152,16.73
7,591094,35774,9592762,1318457,18,19531,24529,11712,1895992,1888,206992,4152,16.55
8,708730,47136,9475826,1603915,18,19531,24529,13006,2134825,1888,206992,4152,17.07
9,824113,50114,10171274,1888296,18,19531,24529,14042,2368635,1888,206992,4152,16.53
10,934714,53130,10874256,2161237,18,19531,24529,15191,2596997,1888,206992,4152,16.18
11,1052776,55856,11572720,2396399,18,19531,24529,16410,2832869,1888,206992,4152,16.90
12,1167252,58576,12270006,2650867,18,19531,24529,17547,3064506,1888,206992,4152,16.40
13,1279209,61778,12979159,2875315,18,19531,24529,18749,3289235,1888,206992,4152,16.48
14,1398340,64774,13670385,3114411,18,19531,24529,20059,3529128,1888,206992,4152,16.68
15,1512411,67681,14372665,3342927,18,19531,24529,21178,3759483,1888,206992,4152,16.27
16,1626914,70899,15071366,3572038,18,19531,24529,22431,3989306,1888,206992,4152,16.43
17,1743707,73714,16738193,3806195,18,19531,24529,23616,4223443,1888,206992,4152,16.81
18,1858807,76304,16472496,4034324,18,19531,24529,24719,4449913,1888,206992,4152,16.36
19,1969658,79503,17171457,4259537,18,19531,24529,25951,4677809,1888,206992,4152,16.19
20,2087150,82885,18929232,4495027,18,19531,24529,27108,4912707,1888,206992,4152,17.14
21,2202168,85729,18572996,4724225,18,19531,24529,28223,5142572,1888,206992,4152,16.27
22,2316427,88994,20390928,4951666,18,19531,24529,29337,5372793,1888,206992,4152,16.70
23,2433802,92149,21112873,5189132,18,19531,24529,30548,5608924,1888,206992,4152,16.72
24,2547463,94935,20669636,5418702,18,19531,24529,31693,5839219,1888,206992,4152,16.18
25,2663546,98452,22574123,5648795,18,19531,24529,32909,6068712,1888,206992,4152,16.55
26,2781789,101129,22062093,5881211,18,19531,24529,34029,6305580,1888,206992,4152,16.58
27,2898505,103704,22763093,6110540,18,19531,24529,35113,6537228,1888,206992,4152,16.47
28,3013222,106990,24754347,6337807,18,19531,24529,36256,6767065,1888,206992,4152,16.32
29,3130180,110103,25480630,6572030,18,19531,24529,37513,7001463,1888,206992,4152,16.56
30,3249949,113367,24847146,6806590,18,19531,24529,38761,7236660,1888,206992,4152,16.72
31,3366048,116215,26932371,7035594,18,19531,24529,39778,7465698,1888,206992,4152,16.43
32,3481058,118864,27660904,7269851,18,19531,24529,40957,7697938,1888,206992,4152,16.55
33,3598013,122366,26935020,7503880,18,19531,24529,42260,7933065,1888,206992,4152,16.62
34,3712603,125570,27638670,7730243,18,19531,24529,43457,8159132,1888,206992,4152,16.32
35,3830175,128552,28329751,7962764,18,19531,24529,44595,8391898,1888,206992,4152,16.57
36,3945858,131133,29022907,8196505,18,19531,24529,45606,8627278,1888,206992,4152,16.52
37,4057570,134346,29727174,8421164,18,19531,24529,46691,8855296,1888,206992,4152,16.36
38,4172664,137021,30423005,8652861,18,19531,24529,47893,9090982,1888,206992,4152,16.41
39,4289703,140214,31114261,8888391,18,19531,24529,49185,9327124,1888,206992,4152,16.83
40,4403285,143423,31818122,9113470,18,19531,24529,50333,9553101,1888,206992,4152,16.17
41,4520944,146914,34221078,9347373,18,19531,24529,51321,9788880,1888,206992,4152,16.87
