period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps
22,1227148,116741,9667690,15804278,18,19512,12669,4449268,27231,1856,290608,4152,14.11,99574
23,1295371,120659,9811852,16652729,18,19512,12669,4657408,28305,1856,290608,4152,14.15,99574
24,1363557,123904,9932962,17534361,18,19512,12669,4867130,29443,1856,290608,4152,14.64,99574
25,1432274,127560,22293517,18408223,18,19512,12669,5077512,30560,1856,290608,4152,14.44,99574
26,1498747,130625,23045924,19256052,18,19512,12669,5279397,31677,1856,290608,4152,14.03,99574
27,1567168,136762,10316424,20151145,18,19512,12669,5497317,32873,1856,290608,4152,15.04,99574
28,1633313,140226,10454429,21014909,18,19512,12669,5706489,33998,1856,290608,4152,14.37,99574
29,1698556,143681,10557203,21910323,18,19512,12669,5923310,35055,1856,290608,4152,14.68,99574
30,1764659,147212,25992170,22772246,18,19512,12669,6134268,36156,1856,290608,4152,14.15,99574
31,1828311,150139,10839454,23611942,18,19512,12669,6336089,37146,1856,290608,4152,13.69,99574
32,1893671,153758,10981199,24478294,18,19512,12669,6547035,38308,1856,290608,4152,14.26,99574
33,1963302,157240,11082509,25383261,18,19512,12669,6764757,39404,1856,290608,4152,14.95,99574
34,2032781,160682,28979651,26247891,18,19512,12669,6971814,40501,1856,290608,4152,14.37,99574
35,2085577,165574,11564205,26912844,18,19512,12669,7130662,41555,1856,290608,4152,10.96,99574
36,2155408,169008,11688201,27785378,18,19512,12669,7342574,42616,1856,290608,4152,14.72,99574
37,2221951,172067,31276003,28612064,18,19512,12669,7539863,43772,1856,290608,4152,13.75,99574
38,2285936,175224,12057868,29403482,18,19512,12669,7733094,44888,1856,290608,4152,13.28,99574
39,2354101,178667,12228281,30233922,18,19512,12669,7931435,45969,1856,290608,4152,13.91,99574
40,2423424,182386,12336691,31128007,18,19512,12669,8149720,47050,1856,290608,4152,14.90,99574
41,2493842,185781,12448422,32012600,18,19512,12669,8362804,48203,1856,290608,4152,14.86,99574
42,2561335,188918,12574275,32888007,18,19512,12669,8577916,49329,1856,290608,4152,14.70,99574
43,2628442,192942,12727129,33733118,18,19512,12669,8787514,50398,1856,290608,4152,14.10,99574
44,2694532,196128,12858267,34594561,18,19512,12669,9004104,51510,1856,290608,4152,14.50,99574
45,2760393,202426,13018156,35434629,18,19512,12669,9212615,52638,1856,290608,4152,13.91,99574
46,2822706,205870,37983825,36274922,18,19512,12669,9415030,53731,1856,290608,4152,13.55,99574
47,2885841,208931,13310765,37126477,18,19512,12669,9618847,54871,1856,290608,4152,14.09,99574
48,2953957,214423,13415158,38019041,18,19512,12669,9827240,55921,1856,290608,4152,14.46,99574
49,3022159,217922,13532405,38897862,18,19512,12669,10037887,56973,1856,290608,4152,14.63,99574
50,3086026,223342,13686672,39752358,18,19512,12669,10248380,58062,1856,290608,4152,13.96,99574
51,3153813,226559,13802280,40630122,18,19512,12669,10461327,59210,1856,290608,4152,14.41,99574
52,3218661,229964,13942806,41485210,18,19512,12669,10668880,60307,1856,290608,4152,14.05,99574
53,3285581,233387,14092322,42328056,18,19512,12669,10872626,61431,1856,290608,4152,13.89,99574
54,3350098,236748,43955370,43149692,18,19512,12669,11076231,62543,1856,290608,4152,13.65,99574
55,3415805,239644,44703121,43989723,18,19512,12669,11276480,63681,1856,290608,4152,13.78,99574
56,3481101,242649,14562710,44832627,18,19512,12669,11482824,64766,1856,290608,4152,14.15,99574
57,3550038,246083,14687217,45706032,18,19512,12669,11698521,65942,1856,290608,4152,14.60,99574
58,3613962,249758,14858652,46537627,18,19512,12669,11902631,67044,1856,290608,4152,13.70,99574
59,3681763,253070,14977047,47409192,18,19512,12669,12114484,68171,1856,290608,4152,14.46,99574
60,3749341,256287,15119144,48265322,18,19512,12669,12326504,69259,1856,290608,4152,14.28,99574
61,3811751,259895,15308605,49078143,18,19512,12669,12530022,70352,1856,290608,4152,13.56,99574
62,3879424,263765,49906895,49965683,18,19512,12669,12755432,71441,1856,290608,4152,14.91,99574
63,3947277,267260,15554209,50827291,18,19512,12669,12969783,72537,1856,290608,4152,14.49,99574
64,4009019,270993,15766500,51614614,18,19512,12669,13168697,73659,1856,290608,4152,13.20,99574
65,4073092,274231,15972878,52411880,18,19512,12669,13358253,74743,1856,290608,4152,13.27,99574
66,4141326,278040,16113775,53270129,18,19512,12669,13565489,75848,1856,290608,4152,14.35,99574
67,4207311,281297,16276430,54106544,18,19512,12669,13768940,76931,1856,290608,4152,14.03,99574
68,4277312,284613,16419038,54960480,18,19512,12669,13970910,78006,1856,290608,4152,14.46,99574
69,4342143,288155,16611638,55764270,18,19512,12669,14166400,79101,1856,290608,4152,13.51,99574
70,4410162,296834,16743123,56631591,18,19512,12669,14375807,80275,1856,290608,4152,14.61,99574
71,4481478,303486,16889156,57486037,18,19512,12669,14584906,81400,1856,290608,4152,14.41,99574
72,4550948,306615,16974357,58403082,18,19512,12669,14811080,82434,1856,290608,4152,15.49,99574
73,4617118,310412,17110197,59261592,18,19512,12669,15024283,83562,1856,290608,4152,14.42,99574
74,4684244,313746,17219457,60147889,18,19512,12669,15242832,84753,1856,290608,4152,14.88,99574
75,4749266,317620,17365811,60996010,18,19512,12669,15454585,85820,1856,290608,4152,14.10,99574
76,4818086,320601,60316371,61888048,18,19512,12669,15671859,86945,1856,290608,4152,14.77,99574
77,4885933,323989,17567643,62776400,18,19512,12669,15893431,88078,1856,290608,4152,15.07,99574
78,4950555,327253,17709196,63629548,18,19512,12669,16108157,89210,1856,290608,4152,14.23,99574
79,5014443,331406,17881316,64460091,18,19512,12669,16313992,90284,1856,290608,4152,13.84,99574
80,5077662,334993,18053359,65285781,18,19512,12669,16518919,91421,1856,290608,4152,13.76,99574
81,5137303,338222,18261820,66070209,18,19512,12669,16710852,92489,1856,290608,4152,12.91,99574
82,5198637,341862,18476252,66851043,18,19512,12669,16905549,93616,1856,290608,4152,12.87,99574
83,5262200,345485,18645856,67682822,18,19512,12669,17114443,94691,1856,290608,4152,13.67,99574
84,5325219,349443,18816209,68510929,18,19512,12669,17323049,95804,1856,290608,4152,13.80,99574
85,5389532,353202,18956406,69366182,18,19512,12669,17540199,96962,1856,290608,4152,14.25,99574
86,5458354,356772,19083352,70233597,18,19512,12669,17757883,98020,1856,290608,4152,14.52,99574
87,5525463,359745,19220843,71093716,18,19512,12669,17975122,99165,1856,290608,4152,14.37,99574
88,5587902,363537,19385127,71925989,18,19512,12669,18187044,100213,1856,290608,4152,13.81,99574
89,5654384,370772,19555793,72763039,18,19512,12669,18400322,101339,1856,290608,4152,13.95,99574
90,5722067,374291,19671468,73640687,18,19512,12669,18623786,102464,1856,290608,4152,14.89,99574
91,5789110,377837,19797133,74507212,18,19512,12669,18845256,103622,1856,290608,4152,14.52,99574
92,5857182,381630,19898048,75408859,18,19512,12669,19067406,104753,1856,290608,4152,15.17,99574
93,5926921,384889,20005091,76301542,18,19512,12669,19289072,105872,1856,290608,4152,14.94,99574
94,5996172,388292,20131663,77170061,18,19512,12669,19505715,107013,1856,290608,4152,14.62,99574
95,6060828,391949,20254425,78036411,18,19512,12669,19728102,108056,1856,290608,4152,14.70,99574
96,6129786,396479,20354562,78937013,18,19512,12669,19957944,109194,1856,290608,4152,15.23,99574
97,6198268,399783,20465600,79820890,18,19512,12669,20180734,110371,1856,290608,4152,14.99,99574
98,6263822,404972,20596517,80681869,18,19512,12669,20403314,111495,1856,290608,4152,14.44,99574
99,6328490,410559,20755216,81510972,18,19512,12669,20619609,112583,1856,290608,4152,14.01,99574
100,6393585,416231,20896135,82366909,18,19512,12669,20844516,113733,1856,290608,4152,14.43,99574
101,6462401,419754,21010772,83248542,18,19512,12669,21066915,114895,1856,290608,4152,14.87,99574
102,6529987,422725,79530765,84131019,18,19512,12669,21293958,115985,1856,290608,4152,14.84,99574
103,6596259,425890,21232751,85010372,18,19512,12669,21517322,117023,1856,290608,4152,14.78,99574
104,6662457,429704,21358376,85897969,18,19512,12669,21740946,118082,1856,290608,4152,14.62,99574
105,6727727,432752,21470137,86785470,18,19512,12669,21964747,119268,1856,290608,4152,14.80,99574
106,6796066,436230,21623932,87628878,18,19512,12669,22172194,120402,1856,290608,4152,13.92,99574
107,6859975,440097,21772015,88481640,18,19512,12669,22381150,121527,1856,290608,4152,14.15,99574
108,6927767,443383,21877284,89371361,18,19512,12669,22608927,122691,1856,290608,4152,14.87,99574
109,6993483,452620,22019826,90229430,18,19512,12669,22826053,123784,1856,290608,4152,14.31,99574
110,7048495,459164,22301606,90957799,18,19512,12669,23011601,125109,1856,290608,4152,11.85,99574
111,7077331,465877,86396491,91385685,18,19512,12669,23108017,126487,1856,290608,4152,5.40,99574
112,7118048,469654,23331772,91944797,18,19512,12669,23244229,127840,1856,290608,4152,8.40,99574
113,7188883,473480,23443578,92840629,18,19512,12669,23463837,128945,1856,290608,4152,15.21,99574
114,7257281,477526,23551257,93739085,18,19512,12669,23688580,130077,1856,290608,4152,15.17,99574
115,7325981,481221,23659829,94624503,18,19512,12669,23903908,131074,1856,290608,4152,15.01,99574
116,7395446,484753,90148100,95518419,18,19512,12669,24124278,132238,1856,290608,4152,15.15,99574
117,7468694,490164,90890769,96395210,18,19512,12669,24334097,133297,1856,290608,4152,14.82,99574
118,7531161,493338,24065504,97215053,18,19512,12669,24539112,134408,1856,290608,4152,13.73,99574
119,7599432,496357,24165408,98107078,18,19512,12669,24767680,135539,1856,290608,4152,14.92,99574
120,7666453,500089,24323798,98951278,18,19512,12669,24981990,136675,1856,290608,4152,14.16,99574
121,7733921,503978,24483355,99796219,18,19512,12669,25193336,137756,1856,290608,4152,14.14,99574
122,7803008,507501,24594895,100675768,18,19512,12669,25414736,138910,1856,290608,4152,14.82,99574
123,7871478,510586,24708062,101567784,18,19512,12669,25636428,140033,1856,290608,4152,14.83,99574
124,7935334,513896,24868681,102396153,18,19512,12669,25846967,141081,1856,290608,4152,13.80,99574
125,8005845,517461,24966928,103297139,18,19512,12669,26074298,142179,1856,290608,4152,15.14,99574
126,8072567,521257,25083406,104191071,18,19512,12669,26303963,143301,1856,290608,4152,14.87,99574
127,8142316,527148,25217488,105046726,18,19512,12669,26517599,144408,1856,290608,4152,14.48,99574
128,8209944,532546,25362791,105911064,18,19512,12669,26729922,145540,1856,290608,4152,14.46,99574
129,8279817,539416,25517710,106769016,18,19512,12669,26937750,146647,1856,290608,4152,14.35,99574
130,8348806,542865,25622028,107661053,18,19512,12669,27151606,147766,1856,290608,4152,14.98,99574
131,8419015,546688,25783022,108505871,18,19512,12669,27352403,148868,1856,290608,4152,13.95,99574
132,8487744,549753,101982643,109367139,18,19512,12669,27556391,149979,1856,290608,4152,14.31,99574
133,8555502,553351,26053811,110219011,18,19512,12669,27761121,151143,1856,290608,4152,14.39,99574
134,8623221,559684,26176369,111105391,18,19512,12669,27977562,152211,1856,290608,4152,14.85,99574
135,8687407,563604,26339203,111938221,18,19512,12669,28185893,153290,1856,290608,4152,13.84,99574
136,8755002,566757,26438781,112843963,18,19512,12669,28410805,154394,1856,290608,4152,15.14,99574
137,8824661,573019,26531260,113757140,18,19512,12669,28634015,155527,1856,290608,4152,15.38,99574
138,8887174,576623,26732913,114558276,18,19512,12669,28835714,156631,1856,290608,4152,13.26,99574
139,8955104,584183,26856530,115431811,18,19512,12669,29054544,157720,1856,290608,4152,14.68,99574
140,9021662,587382,27049591,116238232,18,19512,12669,29251111,158792,1856,290608,4152,13.41,99574
141,9090651,592894,27170935,117121576,18,19512,12669,29465723,159940,1856,290608,4152,14.73,99574
142,9157257,596397,27335117,117960121,18,19512,12669,29677254,161118,1856,290608,4152,14.04,99574
143,9223553,600315,27490676,118808475,18,19512,12669,29892176,162264,1856,290608,4152,14.13,99574
144,9291975,607092,110919582,119680304,18,19512,12669,30108412,163389,1856,290608,4152,14.62,99574
145,9356286,610541,111666760,120477772,18,19512,12669,30310217,164520,1856,290608,4152,13.39,99574
146,9422711,613678,112409708,121328936,18,19512,12669,30524205,165540,1856,290608,4152,14.27,99574
147,9487441,616740,28160511,122128686,18,19512,12669,30720015,166617,1856,290608,4152,13.34,99574
148,9550245,620101,28358802,122927212,18,19512,12669,30914688,167737,1856,290608,4152,13.19,99574
149,9614266,623697,28579993,123705679,18,19512,12669,31105344,168836,1856,290608,4152,12.87,99574
150,9678226,627513,28776906,124509976,18,19512,12669,31304864,169973,1856,290608,4152,13.34,99574
151,9746348,637498,28950477,125351932,18,19512,12669,31506342,171077,1856,290608,4152,14.00,99574
152,9808223,642224,29198935,126101632,18,19512,12669,31691943,172128,1856,290608,4152,12.46,99574
153,9871798,645472,29402312,126905926,18,19512,12669,31890559,173196,1856,290608,4152,13.24,99574
154,9935609,648966,118527466,127699822,18,19512,12669,32082333,174314,1856,290608,4152,13.16,99574
155,10001098,656053,29852137,128463862,18,19512,12669,32265102,175398,1856,290608,4152,12.78,99574
156,10057956,659599,30159896,129155588,18,19512,12669,32433425,176486,1856,290608,4152,11.34,99574
157,10125179,662870,30338788,129970382,18,19512,12669,32629837,177549,1856,290608,4152,13.66,99574
158,10190334,666460,30514894,130796884,18,19512,12669,32827891,178673,1856,290608,4152,13.89,99574
159,10256195,670200,30691751,131618010,18,19512,12669,33032012,179710,1856,290608,4152,13.73,99574
160,10323520,674383,30812953,132495723,18,19512,12669,33254808,180791,1856,290608,4152,14.71,99574
161,10389847,677431,30951237,133350856,18,19512,12669,33475009,181935,1856,290608,4152,14.31,99574
162,10453775,680931,31109684,134190541,18,19512,12669,33691055,183097,1856,290608,4152,13.89,99574
163,10519182,684334,125287066,135067541,18,19512,12669,33910070,184224,1856,290608,4152,14.54,99574
164,10586889,687754,31330590,135954440,18,19512,12669,34131135,185335,1856,290608,4152,14.91,99574
165,10653750,691806,31442020,136844386,18,19512,12669,34358848,186364,1856,290608,4152,14.95,99574
166,10719283,695094,31648158,137642247,18,19512,12669,34548951,187481,1856,290608,4152,13.33,99574
167,10786371,698519,31752940,138528048,18,19512,12669,34769194,188602,1856,290608,4152,14.86,99574
168,10852071,701376,31917094,139355673,18,19512,12669,34972616,189749,1856,290608,4152,13.80,99574
169,10917339,704996,129741283,140154629,18,19512,12669,35169258,190877,1856,290608,4152,13.41,99574
170,10984251,713768,32286236,140982493,18,19512,12669,35369566,191997,1856,290608,4152,13.86,99574
171,11051810,717022,32422936,141843349,18,19512,12669,35579003,193153,1856,290608,4152,14.43,99574
172,11120475,720353,32567804,142689591,18,19512,12669,35786350,194217,1856,290608,4152,14.17,99574
173,11187616,724103,132721806,143539830,18,19512,12669,35995260,195333,1856,290608,4152,14.15,99574
174,11255648,730962,32868236,144385071,18,19512,12669,36202102,196476,1856,290608,4152,14.17,99574
175,11320444,738975,33023998,145224838,18,19512,12669,36421808,197599,1856,290608,4152,14.05,99574
176,11388269,742995,33134837,146106568,18,19512,12669,36650690,198738,1856,290608,4152,14.81,99574
177,11453665,746202,33265785,146969627,18,19512,12669,36871244,199839,1856,290608,4152,14.49,99574
178,11525951,749760,33342345,147884571,18,19512,12669,37100126,200960,1856,290608,4152,15.43,99574
179,11592312,752999,33463535,148757840,18,19512,12669,37321271,202112,1856,290608,4152,14.72,99574
