period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,17976,296,0,98408,4318031,19,19456,24451,3202,716464,1814,290608,4152,0.04
1,45138,5468,11405,98408,4452357,19,19456,24451,4277,770801,1814,290608,4152,0.07
2,72501,7502,14192,98408,6269667,19,19456,24451,5066,827760,1814,290608,4152,0.18
3,317182,127447,20516,98408,6063081,19,19456,24451,6076,1078227,1814,290608,4152,16.19
4,563925,238426,23467,98408,6721462,19,19456,24451,7238,1336514,1814,290608,4152,15.68
5,741704,286393,26039,98408,7502139,19,19456,24451,8832,1519597,1814,290608,4152,7.16
6,1012926,399033,28624,98408,8146516,19,19456,24451,10004,1791977,1814,290608,4152,15.28
7,1233890,498734,31470,98408,8846326,19,19456,24451,11212,2023015,1814,290608,4152,13.70
8,1519230,635384,34684,98408,9465213,19,19456,24451,12360,2310226,1814,290608,4152,18.30
9,1790870,765361,37375,98408,11360269,19,19456,24451,13538,2586440,1814,290608,4152,17.26
10,2056612,891376,40514,98408,12057696,19,19456,24451,14707,2858535,1814,290608,4152,16.98
11,2300009,1000555,43129,98408,11411630,19,19456,24451,16013,3109590,1814,290608,4152,15.16
12,2585665,1134482,45904,98408,12031660,19,19456,24451,17268,3403460,1814,290608,4152,17.85
13,2872906,1266612,49061,98408,12638852,19,19456,24451,18605,3698398,1814,290608,4152,18.37
14,3167948,1407932,52073,98408,13238265,19,19456,24451,19855,4000610,1814,290608,4152,18.95
15,3457400,1543639,55259,98408,13850233,19,19456,24451,20989,4296138,1814,290608,4152,18.31
16,3754289,1683822,57906,98408,14451943,19,19456,24451,22185,4597040,1814,290608,4152,18.70
17,4062604,1828430,61091,98408,15041656,19,19456,24451,23323,4910657,1814,290608,4152,19.72
18,4357373,1968152,63993,98408,17465578,19,19456,24451,24536,5205266,1814,290608,4152,18.27
19,4628905,2095304,67188,98408,16288416,19,19456,24451,25696,5486288,1814,290608,4152,16.82
20,4896659,2217337,69588,98408,16931312,19,19456,24451,26840,5762629,1814,290608,4152,16.40
21,5162059,2342367,73094,98408,17576647,19,19456,24451,27919,6034977,1814,290608,4152,16.36
22,5438338,2472784,76270,98408,18204939,19,19456,24451,29118,6318495,1814,290608,4152,17.02
23,5708999,2598777,79273,98408,18839220,19,19456,24451,30228,6596246,1814,290608,4152,16.62
24,5970835,2719457,82469,98408,19480943,19,19456,24451,31318,6870055,1814,290608,4152,16.31
25,6250008,2848240,86046,98408,22324224,19,19456,24451,32586,7155663,1814,290608,4152,17.39
26,6523343,2972088,88785,98408,20753065,19,19456,24451,33721,7432050,1814,290608,4152,16.31
27,6800766,3097530,91971,98408,23703279,19,19456,24451,35010,7712359,1814,290608,4152,16.84
28,7073492,3221799,95090,98408,22023813,19,19456,24451,36117,7989253,1814,290608,4152,16.56
29,7342030,3343875,98060,98408,25084368,19,19456,24451,37256,8263522,1814,290608,4152,16.57
30,7623471,3469131,101669,98408,25776578,19,19456,24451,38485,8552048,1814,290608,4152,16.81
31,7895137,3588298,104604,98408,26473985,19,19456,24451,39829,8828302,1814,290608,4152,16.47
32,8171399,3714690,107260,98408,24574536,19,19456,24451,40945,9109217,1814,290608,4152,16.73
33,8440456,3833970,109978,98408,25215240,19,19456,24451,42225,9382889,1814,290608,4152,16.34
34,8716930,3957465,112726,98408,25845070,19,19456,24451,43390,9664648,1814,290608,4152,16.64
35,8981739,4077339,115175,98408,29248009,19,19456,24451,44637,9932052,1814,290608,4152,16.03
36,9257269,4199142,118533,98408,27131161,19,19456,24451,45759,10209776,1814,290608,4152,16.69
37,9501374,4303561,121214,98408,27808350,19,19456,24451,47185,10454966,1814,290608,4152,14.52
38,9802906,4441525,124573,98408,28408691,19,19456,24451,48409,10756857,1814,290608,4152,18.99
39,10087624,4572740,127439,98408,32017708,19,19456,24451,49581,11039132,1814,290608,4152,17.27
40,10359462,4694536,130217,98408,29679460,19,19456,24451,50566,11314975,1814,290608,4152,16.55
41,10633489,4818302,133045,98408,30315105,19,19456,24451,51641,11595869,1814,290608,4152,16.84
42,10901672,4939316,135686,98408,30964064,19,19456,24451,52783,11863453,1814,290608,4152,16.29
43,11182119,5062603,138980,98408,34792073,19,19456,24451,54025,12145247,1814,290608,4152,17.06
44,11449553,5184984,141753,98408,32231523,19,19456,24451,55210,12419246,1814,290608,4152,16.38
45,11721375,5304948,144109,98408,32872505,19,19456,24451,56362,12692957,1814,290608,4152,16.54
46,11832193,5350238,147298,98408,33717620,19,19456,24451,57897,12813869,1814,290608,4152,6.20
47,12136904,5491668,150606,98408,34321866,19,19456,24451,59160,13115543,1814,290608,4152,18.57
48,12404438,5607786,153735,98408,38429682,19,19456,24451,60299,13386824,1814,290608,4152,16.49
49,12707428,5747902,156860,98408,39090984,19,19456,24451,61648,13686588,1814,290608,4152,18.81
50,12998234,5878112,160163,98408,36188139,19,19456,24451,62798,13973643,1814,290608,4152,17.84
51,13282580,6007174,162972,98408,36813014,19,19456,24451,64163,14256428,1814,290608,4152,17.47
52,13590174,6146299,165599,98408,37410946,19,19456,24451,65454,14560293,1814,290608,4152,18.93
53,13894342,6284795,168771,98408,38006945,19,19456,24451,66673,14864903,1814,290608,4152,19.17
54,14167084,6407455,171464,98408,38645576,19,19456,24451,67874,15143090,1814,290608,4152,16.32
55,14442004,6531370,174821,98408,43149255,19,19456,24451,68978,15417912,1814,290608,4152,16.75
56,14722552,6654916,177581,98408,39920894,19,19456,24451,70162,15700106,1814,290608,4152,16.89
57,14931488,6746541,180537,98408,40638138,19,19456,24451,71371,15914841,1814,290608,4152,12.62
58,15221687,6878848,183965,98408,41250974,19,19456,24451,72708,16207043,1814,290608,4152,18.19
59,15500288,7004299,187033,98408,41881193,19,19456,24451,73851,16487380,1814,290608,4152,17.21
60,15795317,7140374,190152,98408,42486820,19,19456,24451,75081,16781841,1814,290608,4152,18.31
61,15985135,7223267,193541,98408,43232950,19,19456,24451,76309,16978095,1814,290608,4152,11.23
62,16277991,7356585,196132,98408,48099333,19,19456,24451,77460,17268043,1814,290608,4152,18.06
63,16572359,7491822,199073,98408,44460722,19,19456,24451,78743,17558595,1814,290608,4152,17.89
64,16879139,7632146,202637,98408,49427399,19,19456,24451,79955,17866714,1814,290608,4152,19.41
65,17149917,7757201,205858,98408,45704512,19,19456,24451,81182,18142713,1814,290608,4152,16.43
66,17430194,7882096,208648,98408,46335206,19,19456,24451,82260,18426411,1814,290608,4152,16.90
67,17706979,8007287,212329,98408,51491538,19,19456,24451,83530,18705701,1814,290608,4152,16.83
68,17975967,8130758,214830,98408,52185582,19,19456,24451,84675,18977213,1814,290608,4152,16.29
69,18258017,8257733,217740,98408,48247569,19,19456,24451,85963,19262905,1814,290608,4152,16.88
70,18534979,8383049,221310,98408,53549607,19,19456,24451,87220,19543817,1814,290608,4152,16.83
71,18808484,8507872,224118,98408,49521578,19,19456,24451,88309,19820358,1814,290608,4152,16.82
72,19080545,8631759,226832,98408,50167026,19,19456,24451,89489,20094259,1814,290608,4152,16.33
73,19355052,8758757,230392,98408,50799915,19,19456,24451,90573,20372967,1814,290608,4152,16.86
74,19618223,8874080,232813,98408,51448690,19,19456,24451,91801,20639049,1814,290608,4152,15.73
75,19902216,9002155,235833,98408,57023172,19,19456,24451,92901,20925814,1814,290608,4152,17.43
76,20178302,9124245,239288,98408,57716580,19,19456,24451,94054,21200297,1814,290608,4152,16.69
77,20449908,9245216,242283,98408,53355776,19,19456,24451,95161,21473555,1814,290608,4152,16.58
78,20727418,9370549,245364,98408,53987057,19,19456,24451,96419,21752375,1814,290608,4152,16.72
79,21002754,9495000,248187,98408,59793868,19,19456,24451,97657,22028926,1814,290608,4152,16.83
80,21277372,9622404,250681,98408,55255819,19,19456,24451,98811,22305541,1814,290608,4152,16.46
81,21554528,9749406,253930,98408,55887105,19,19456,24451,100059,22583457,1814,290608,4152,16.70
82,21824134,9870152,257492,98408,56526921,19,19456,24451,101245,22856265,1814,290608,4152,16.69
83,22085663,9988530,260011,98408,62577746,19,19456,24451,102317,23120905,1814,290608,4152,15.67
84,22374254,10119691,263241,98408,63250887,19,19456,24451,103494,23411644,1814,290608,4152,17.62
85,22636703,10238337,265946,98408,58460033,19,19456,24451,104649,23675650,1814,290608,4152,15.80
86,22916760,10366750,269012,98408,59084272,19,19456,24451,105788,23958683,1814,290608,4152,17.35
87,23194028,10492424,272420,98408,59717619,19,19456,24451,106853,24239081,1814,290608,4152,16.80
88,23468453,10617197,275374,98408,60349559,19,19456,24451,108054,24516297,1814,290608,4152,16.35
89,23752298,10745773,278843,98408,60973693,19,19456,24451,109203,24801892,1814,290608,4152,17.01
90,24027239,10869878,281647,98408,67392947,19,19456,24451,110504,25080616,1814,290608,4152,16.60
91,24298570,10994372,284256,98408,68082613,19,19456,24451,111600,25358442,1814,290608,4152,16.30
92,24573354,11120663,287498,98408,62891857,19,19456,24451,112689,25634145,1814,290608,4152,16.62
93,24849816,11244969,290356,98408,63523118,19,19456,24451,113871,25916752,1814,290608,4152,16.97
94,25118188,11362488,293624,98408,64153342,19,19456,24451,115229,26194158,1814,290608,4152,16.40
95,25370247,11471606,296888,98408,64815513,19,19456,24451,116479,26450029,1814,290608,4152,15.48
96,25659863,11603949,300006,98408,71555752,19,19456,24451,117696,26742395,1814,290608,4152,17.97
97,25933306,11729924,303027,98408,66071211,19,19456,24451,118847,27020370,1814,290608,4152,16.55
98,26199673,11850706,306112,98408,72938322,19,19456,24451,119888,27290627,1814,290608,4152,16.15
99,26479176,11978210,309654,98408,67352235,19,19456,24451,121042,27572501,1814,290608,4152,17.20
100,26754930,12102682,312191,98408,67986098,19,19456,24451,122256,27851866,1814,290608,4152,16.49
101,27026013,12225604,315210,98408,68622996,19,19456,24451,123418,28125908,1814,290608,4152,16.50
102,27298314,12352983,317904,98408,69256061,19,19456,24451,124502,28404328,1814,290608,4152,16.63
103,27573641,12478389,321361,98408,69883316,19,19456,24451,125813,28685437,1814,290608,4152,16.86
104,27845192,12601189,324417,98408,70524349,19,19456,24451,127020,28960346,1814,290608,4152,16.43
105,28123741,12729400,327675,98408,71158500,19,19456,24451,128265,29240689,1814,290608,4152,16.89
106,28397881,12853077,330885,98408,78469279,19,19456,24451,129562,29518656,1814,290608,4152,16.48
107,28669844,12974927,334532,98408,72428470,19,19456,24451,130710,29794359,1814,290608,4152,16.56
108,28930545,13092666,337228,98408,73080064,19,19456,24451,132100,30056302,1814,290608,4152,15.61
109,29216847,13222628,340673,98408,73699072,19,19456,24451,133189,30343502,1814,290608,4152,17.87
110,29489783,13345180,343642,98408,74335701,19,19456,24451,134346,30619574,1814,290608,4152,16.63
111,29766110,13470645,346680,98408,81943336,19,19456,24451,135491,30898036,1814,290608,4152,16.68
112,30037051,13593208,349934,98408,82643945,19,19456,24451,136512,31171508,1814,290608,4152,16.19
113,30311070,13716514,353169,98408,76249112,19,19456,24451,137785,31446397,1814,290608,4152,16.67
114,30590111,13842367,356418,98408,76883379,19,19456,24451,138948,31724565,1814,290608,4152,17.01
115,30870808,13970645,359085,98408,77516129,19,19456,24451,140097,32008015,1814,290608,4152,16.79
116,31142346,14091749,361734,98408,78156378,19,19456,24451,141236,32283459,1814,290608,4152,16.32
117,31420923,14219697,365190,98408,86082476,19,19456,24451,142179,32565093,1814,290608,4152,16.85
118,31692752,14345733,367975,98408,79431214,19,19456,24451,143359,32839970,1814,290608,4152,16.74
119,31968006,14472340,370853,98408,80073104,19,19456,24451,144466,33116693,1814,290608,4152,16.40
120,32236362,14595383,374296,98408,80714068,19,19456,24451,145570,33385939,1814,290608,4152,16.44
121,32513241,14722153,377565,98408,88848012,19,19456,24451,146835,33665908,1814,290608,4152,16.71
122,32778172,14840887,380963,98408,89552189,19,19456,24451,147987,33934583,1814,290608,4152,16.12
123,33059074,14969024,384236,98408,82633373,19,19456,24451,149097,34213309,1814,290608,4152,17.36
124,33316889,15083312,387659,98408,83289718,19,19456,24451,150442,34474524,1814,290608,4152,15.49
125,33600190,15209860,390268,98408,83912752,19,19456,24451,151783,34760087,1814,290608,4152,17.04
126,33876593,15334549,393735,98408,84552067,19,19456,24451,152933,35037621,1814,290608,4152,17.02
127,34138934,15449476,397428,98408,93024816,19,19456,24451,154103,35301482,1814,290608,4152,15.87
128,34429361,15583686,400362,98408,85819992,19,19456,24451,155253,35590373,1814,290608,4152,17.93
129,34701971,15706794,404020,98408,94391940,19,19456,24451,156480,35869077,1814,290608,4152,16.46
130,34978438,15832906,408590,98408,87088956,19,19456,24451,157710,36147547,1814,290608,4152,17.04
131,35257416,15959132,411631,98408,87727543,19,19456,24451,158893,36429137,1814,290608,4152,16.44
132,35530899,16085156,415167,98408,96460597,19,19456,24451,160034,36707317,1814,290608,4152,16.81
133,35806109,16207181,418454,98408,97154400,19,19456,24451,161185,36983031,1814,290608,4152,16.55
134,36082026,16329966,421662,98408,97845833,19,19456,24451,162584,37258578,1814,290608,4152,16.47
135,36356690,16451139,425007,98408,98529471,19,19456,24451,163723,37535404,1814,290608,4152,16.86
136,36628616,16573788,427546,98408,90934148,19,19456,24451,164842,37807799,1814,290608,4152,16.44
137,36907205,16701006,430974,98408,99909936,19,19456,24451,166041,38086343,1814,290608,4152,16.85
138,37179770,16823784,433789,98408,92208810,19,19456,24451,167181,38359352,1814,290608,4152,16.58
139,37458702,16951388,436657,98408,101281865,19,19456,24451,168295,38640399,1814,290608,4152,16.60
140,37733464,17074594,440063,98408,93481640,19,19456,24451,169469,38920909,1814,290608,4152,16.68
141,38007217,17201035,443714,98408,94122608,19,19456,24451,170579,39195436,1814,290608,4152,16.66
142,38283533,17331704,446578,98408,94758938,19,19456,24451,171818,39473314,1814,290608,4152,16.46
143,38561525,17457868,450084,98408,95386556,19,19456,24451,172970,39753370,1814,290608,4152,16.88
144,38832111,17581534,453391,98408,104724057,19,19456,24451,174070,40027565,1814,290608,4152,16.42
145,39109826,17707665,456566,98408,96663627,19,19456,24451,175105,40308758,1814,290608,4152,16.81
146,39385634,17833168,459238,98408,97303834,19,19456,24451,176280,40587578,1814,290608,4152,16.70
147,39653948,17955507,462388,98408,97942054,19,19456,24451,177487,40861072,1814,290608,4152,16.53
148,39935386,18084081,465154,98408,98571730,19,19456,24451,178752,41143778,1814,290608,4152,16.71
149,40216312,18211105,468284,98408,99204565,19,19456,24451,179790,41425026,1814,290608,4152,16.80
150,40485439,18334730,471506,98408,99846246,19,19456,24451,180916,41698601,1814,290608,4152,16.25
151,40763664,18460954,474951,98408,100475483,19,19456,24451,182080,41981539,1814,290608,4152,16.92
152,41040760,18587113,477803,98408,101113513,19,19456,24451,183238,42259443,1814,290608,4152,16.74
153,41312407,18706489,480927,98408,101753209,19,19456,24451,184424,42534755,1814,290608,4152,16.54
154,41588617,18832443,483790,98408,102390817,19,19456,24451,185480,42814689,1814,290608,4152,16.65
155,41858387,18953005,486250,98408,103042040,19,19456,24451,186706,43083842,1814,290608,4152,16.21
156,42137630,19081824,488809,98408,103678921,19,19456,24451,187795,43363207,1814,290608,4152,16.97
157,42417631,19211042,491745,98408,104311140,19,19456,24451,188977,43646117,1814,290608,4152,16.82
158,42692965,19335250,497182,98408,114361994,19,19456,24451,190199,43923052,1814,290608,4152,16.51
159,42969139,19461997,500450,98408,105581323,19,19456,24451,191220,44202427,1814,290608,4152,16.66
160,43243703,19587856,503882,98408,106216045,19,19456,24451,192398,44481655,1814,290608,4152,16.63
161,43520588,19712273,507148,98408,116418375,19,19456,24451,193656,44761126,1814,290608,4152,16.71
162,43797915,19840008,510457,98408,107483345,19,19456,24451,194802,45042546,1814,290608,4152,16.65
163,44052540,19952952,514090,98408,117822643,19,19456,24451,196217,45301423,1814,290608,4152,15.56
164,44348833,20088641,517045,98408,108755715,19,19456,24451,197216,45596482,1814,290608,4152,17.86
165,44622326,20212692,519711,98408,119179119,19,19456,24451,198368,45870846,1814,290608,4152,16.45
166,44900155,20339515,522987,98408,110035802,19,19456,24451,199513,46151936,1814,290608,4152,16.94
167,45170718,20462731,526244,98408,120555975,19,19456,24451,200692,46425106,1814,290608,4152,16.63
168,45448171,20590823,529332,98408,111307348,19,19456,24451,201939,46705989,1814,290608,4152,16.56
169,45720020,20716918,531927,98408,111946017,19,19456,24451,203067,46982598,1814,290608,4152,16.83
170,45989795,20836840,534927,98408,122633467,19,19456,24451,204261,47252981,1814,290608,4152,16.13
171,46246664,20950609,537526,98408,123348103,19,19456,24451,205542,47509951,1814,290608,4152,15.34
172,46543901,21087885,541015,98408,124008077,19,19456,24451,206805,47806524,1814,290608,4152,18.44
173,46821957,21212400,543783,98408,124701938,19,19456,24451,207885,48086729,1814,290608,4152,16.79
174,47099800,21339319,546273,98408,125386703,19,19456,24451,209111,48364672,1814,290608,4152,16.36
175,47374551,21462458,549567,98408,115777741,19,19456,24451,210255,48643684,1814,290608,4152,16.84
176,47647761,21587824,552134,98408,126766801,19,19456,24451,211404,48916509,1814,290608,4152,16.17
177,47930170,21714766,555467,98408,117044314,19,19456,24451,212741,49200036,1814,290608,4152,16.98
178,48201490,21837911,558861,98408,128154380,19,19456,24451,213987,49472411,1814,290608,4152,16.58
179,48478843,21964637,561849,98408,118315535,19,19456,24451,215186,49754495,1814,290608,4152,16.90
period,experiment_runn,measurer,IDLE,tiT,sys_evt,ipc0,esp_timer,wifi,Tmr Svc,ipc1,Heap,Stack,Mbps,main
3,379,598,5317504,9654,13583,1823,4629,713913,19,19441,290608,4152,0.01,101146
4,1538,11353,5487897,12509,13583,1823,5926,727010,19,19441,290608,4152,0.00,101146
5,1538,13949,6474689,13301,13583,1823,6991,738824,19,19441,290608,4152,0.00,101146
6,126096,16526,7167740,240477,13583,1823,8066,963004,19,19441,290608,4152,16.17,101146
7,248258,19445,7830485,499202,13583,1823,9267,1218819,19,19441,290608,4152,16.73,101146
8,336065,22561,9558082,679995,13583,1823,10516,1398400,19,19441,290608,4152,11.52,101146
9,478846,25840,9190140,998198,13583,1823,11649,1707909,19,19441,290608,4152,19.66,101146
10,607288,28603,9709329,1393674,13583,1823,12904,2101309,19,19441,290608,4152,18.03,101146
11,733214,31145,10215668,1797271,13583,1823,13911,2506532,19,19441,290608,4152,17.79,101146
12,837087,34323,10800973,2134440,13583,1823,14953,2853194,19,19441,290608,4152,15.25,101146
13,932225,37510,11378369,2475992,13583,1823,16045,3209466,19,19441,290608,4152,14.16,101146
14,1042973,40274,11935960,2845964,13583,1823,17178,3593142,19,19441,290608,4152,15.45,101146
15,1133299,44210,13826191,3189635,13583,1823,18172,3955303,19,19441,290608,4152,13.15,101146
16,1234679,47496,13053055,3575391,13583,1823,19199,4360674,19,19441,290608,4152,14.72,101146
17,1342143,50359,15038339,3921190,13583,1823,20302,4713984,19,19441,290608,4152,14.94,101146
18,1452013,53293,14239995,4229210,13583,1823,21491,5029290,19,19441,290608,4152,15.34,101146
19,1555262,56236,16321620,4573443,13583,1823,22575,5387625,19,19441,290608,4152,14.66,101146
20,1678678,59492,16878502,4986529,13583,1823,23941,5802350,19,19441,290608,4152,17.90,101146
21,1780776,62129,15928526,5302876,13583,1823,25035,6126567,19,19441,290608,4152,14.53,101146
22,1886669,65318,16527747,5622742,13583,1823,26098,6454981,19,19441,290608,4152,15.20,101146
23,2083473,71234,17640620,6347765,13583,1823,28323,7207844,19,19441,290608,4152,14.61,101146
24,2188979,74438,19988626,6725357,13583,1823,29424,7597002,19,19441,290608,4152,15.62,101146
25,2295189,77630,20605174,7082168,13583,1823,30604,7963473,19,19441,290608,4152,15.04,101146
26,2395473,80135,19324610,7432531,13583,1823,31632,8325573,19,19441,290608,4152,14.20,101146
27,2506900,83368,19869024,7811591,13583,1823,32897,8716263,19,19441,290608,4152,16.47,101146
28,2610406,86076,20407656,8198310,13583,1823,33976,9109108,19,19441,290608,4152,15.13,101146
29,2716634,89395,20942502,8590122,13583,1823,35151,9512446,19,19441,290608,4152,15.91,101146
30,2929051,95564,21989132,9388502,13583,1823,37561,10338954,19,19441,290608,4152,15.56,101146
31,3035858,98199,22537065,9767273,13583,1823,38599,10728472,19,19441,290608,4152,15.39,101146
32,3142900,100705,23035380,10183734,13583,1823,39704,11162380,19,19441,290608,4152,15.84,101146
33,3249888,103794,25888502,10542389,13583,1823,40870,11525366,19,19441,290608,4152,15.43,101146
34,3356174,106763,24211382,10862711,13583,1823,41979,11859702,19,19441,290608,4152,14.54,101146
35,3460003,109914,24710276,11276208,13583,1823,43120,12289805,19,19441,290608,4152,14.86,101146
36,3564648,112507,25271994,11633888,13583,1823,44213,12657545,19,19441,290608,4152,15.18,101146
37,3658709,116138,28305603,12001173,13583,1823,45366,13036739,19,19441,290608,4152,14.20,101146
38,3761108,118904,26335349,12418736,13583,1823,46371,13464403,19,19441,290608,4152,15.44,101146
39,3860105,121833,26911179,12764882,13583,1823,47473,13821139,19,19441,290608,4152,14.34,101146
40,3953324,124984,27502284,13093296,13583,1823,48570,14163705,19,19441,290608,4152,13.90,101146
41,4057520,127900,28033781,13476112,13583,1823,49720,14558774,19,19441,290608,4152,15.61,101146
42,4159689,130439,28570023,13859875,13583,1823,50830,14959277,19,19441,290608,4152,14.39,101146
43,4273066,133616,29102633,14235235,13583,1823,51901,15348245,19,19441,290608,4152,16.19,101146
44,4380192,136218,29627383,14622712,13583,1823,53034,15753481,19,19441,290608,4152,14.88,101146
45,4492127,139346,33067764,15019664,13583,1823,54153,16163182,19,19441,290608,4152,16.05,101146
46,4582336,142480,30719291,15377342,13583,1823,55361,16530813,19,19441,290608,4152,13.82,101146
47,4695104,146107,31285927,15737501,13583,1823,56516,16895165,19,19441,290608,4152,16.05,101146
48,4808870,149046,31806320,16134055,13583,1823,57657,17302836,19,19441,290608,4152,16.16,101146
49,4910122,152020,35433814,16529112,13583,1823,58676,17707940,19,19441,290608,4152,14.89,101146
50,5022239,154852,32854646,16930560,13583,1823,59967,18116664,19,19441,290608,4152,16.14,101146
51,5124311,157179,36575574,17324169,13583,1823,61082,18512953,19,19441,290608,4152,15.65,101146
52,5232283,160181,33963355,17679097,13583,1823,62077,18874445,19,19441,290608,4152,15.28,101146
53,5324493,163363,34503300,18059232,13583,1823,63237,19271315,19,19441,290608,4152,13.92,101146
54,5440765,166655,35039683,18433588,13583,1823,64395,19652630,19,19441,290608,4152,16.57,101146
55,5580357,169933,35705875,18688140,13583,1823,65607,19897485,19,19441,290608,4152,18.13,101146
56,5720970,173244,39762491,18944429,13583,1823,66913,20146870,19,19441,290608,4152,18.53,101146
57,5868569,176289,37014495,19214947,13583,1823,67960,20404828,19,19441,290608,4152,19.31,101146
58,6009615,179226,37676769,19471802,13583,1823,69110,20647855,19,19441,290608,4152,18.27,101146
59,6146727,182025,41845414,19723792,13583,1823,70133,20888721,19,19441,290608,4152,17.87,101146
60,6287655,185171,39001643,19984351,13583,1823,71222,21139242,19,19441,290608,4152,18.61,101146
61,6429968,187967,39653547,20244144,13583,1823,72352,21389473,19,19441,290608,4152,18.57,101146
62,6573868,191256,43933405,20509518,13583,1823,73496,21642027,19,19441,290608,4152,18.99,101146
63,6728359,194204,44606872,20792096,13583,1823,74728,21909444,19,19441,290608,4152,20.04,101146
64,6878426,197344,41565269,21066502,13583,1823,75805,22168802,19,19441,290608,4152,19.59,101146
65,7033561,200655,42191975,21349077,13583,1823,77006,22435608,19,19441,290608,4152,20.10,101146
66,7182999,203532,42830179,21625748,13583,1823,78320,22698637,19,19441,290608,4152,19.58,101146
67,7334071,206137,43465258,21904439,13583,1823,79622,22961036,19,19441,290608,4152,19.84,101146
68,7486605,209406,44100650,22181873,13583,1823,80878,23222039,19,19441,290608,4152,19.72,101146
69,7638185,212300,44732519,22461068,13583,1823,81865,23485909,19,19441,290608,4152,20.20,101146
70,7795155,215354,45353939,22745515,13583,1823,83032,23756819,19,19441,290608,4152,20.34,101146
71,7951615,218923,45984493,23029006,13583,1823,84242,24023719,19,19441,290608,4152,20.32,101146
72,8106946,221535,46610997,23312289,13583,1823,85524,24288982,19,19441,290608,4152,20.07,101146
73,8250300,224422,47266221,23574935,13583,1823,86762,24538392,19,19441,290608,4152,19.02,101146
74,8398685,227044,47896120,23851350,13583,1823,87963,24803110,19,19441,290608,4152,19.91,101146
75,8549749,229660,48533405,24128253,13583,1823,89144,25065807,19,19441,290608,4152,19.78,101146
76,8699010,232497,49177914,24401810,13583,1823,90462,25324119,19,19441,290608,4152,19.44,101146
77,8852428,235958,49812479,24681472,13583,1823,91695,25588460,19,19441,290608,4152,20.24,101146
78,9003540,238519,54760107,24957914,13583,1823,92935,25847232,19,19441,290608,4152,19.59,101146
79,9150287,241661,51099634,25226838,13583,1823,94144,26103332,19,19441,290608,4152,19.29,101146
80,9295757,244714,56138551,25495493,13583,1823,95356,26355981,19,19441,290608,4152,19.23,101146
81,9441092,247655,52396178,25765886,13583,1823,96614,26612823,19,19441,290608,4152,19.15,101146
82,9594938,250532,53029704,26043764,13583,1823,97771,26876811,19,19441,290608,4152,19.88,101146
83,9748048,253496,58179456,26325970,13583,1823,98976,27144504,19,19441,290608,4152,20.32,101146
84,9881606,256135,54350301,26561617,13583,1823,100144,27367332,19,19441,290608,4152,16.74,101146
85,10010848,258997,55041383,26794478,13583,1823,101268,27587894,19,19441,290608,4152,16.46,101146
86,10137381,261457,55738544,27025718,13583,1823,102431,27809276,19,19441,290608,4152,16.50,101146
87,10265943,264705,56431582,27259832,13583,1823,103679,28033718,19,19441,290608,4152,16.64,101146
88,10395206,267998,57122304,27492307,13583,1823,104990,28255795,19,19441,290608,4152,16.51,101146
89,10518632,270354,57809549,27722292,13583,1823,106328,28476865,19,19441,290608,4152,16.33,101146
90,10646735,273624,58498483,27956879,13583,1823,107441,28699556,19,19441,290608,4152,16.68,101146
91,10774453,277030,59194979,28187521,13583,1823,108602,28921125,19,19441,290608,4152,16.43,101146
92,10902437,279873,59886347,28421813,13583,1823,109705,29145104,19,19441,290608,4152,16.56,101146
93,11032826,282559,60578550,28658614,13583,1823,110915,29369233,19,19441,290608,4152,16.65,101146
94,11158050,285238,61265317,28887556,13583,1823,112162,29589979,19,19441,290608,4152,16.19,101146
95,11283203,288519,61947664,29121869,13583,1823,113385,29813776,19,19441,290608,4152,16.71,101146
96,11413759,291312,67648418,29357800,13583,1823,114378,30037154,19,19441,290608,4152,16.61,101146
97,11537300,294603,63341099,29584858,13583,1823,115649,30255134,19,19441,290608,4152,16.30,101146
98,11627025,298024,64122964,29744698,13583,1823,117019,30411553,19,19441,290608,4152,11.28,101146
99,11780246,301490,64756506,30020218,13583,1823,118169,30671970,19,19441,290608,4152,19.53,101146
100,11924250,304969,65411194,30278901,13583,1823,119231,30920273,19,19441,290608,4152,18.53,101146
101,12034190,307510,66135735,30481928,13583,1823,120487,31118775,19,19441,290608,4152,14.47,101146
102,12180903,310816,66784516,30748156,13583,1823,121716,31370707,19,19441,290608,4152,18.84,101146
103,12310811,314118,67477847,30982137,13583,1823,122836,31591493,19,19441,290608,4152,16.55,101146
104,12438872,317560,68174824,31212968,13583,1823,123911,31810090,19,19441,290608,4152,16.34,101146
105,12562809,320560,74219369,31443500,13583,1823,125191,32032116,19,19441,290608,4152,16.66,101146
106,12686119,323465,69559280,31673061,13583,1823,126469,32255583,19,19441,290608,4152,16.55,101146
107,12811607,326950,75688831,31904010,13583,1823,127668,32478127,19,19441,290608,4152,16.51,101146
108,12938072,330512,76422936,32133388,13583,1823,128782,32696120,19,19441,290608,4152,16.41,101146
109,13064784,333830,71645428,32366521,13583,1823,129849,32919469,19,19441,290608,4152,16.73,101146
110,13190430,336533,72340857,32594282,13583,1823,130982,33134914,19,19441,290608,4152,16.34,101146
111,13313542,339463,73035312,32824093,13583,1823,132180,33354874,19,19441,290608,4152,16.33,101146
