period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
151,48011472,17186092,469488,99642,94569521,19,19418,24073,177980,49015513,1814,290608,4152,14.12
152,48341000,17284036,472953,99642,95162724,19,19418,24073,179083,49357199,1814,290608,4152,14.62
153,48691570,17390616,476397,99642,95730372,19,19418,24073,180145,49715803,1814,290608,4152,15.09
154,49061196,17490062,479834,99642,96281706,19,19418,24073,181259,50094741,1814,290608,4152,15.34
155,49402906,17595032,482668,99642,96865478,19,19418,24073,182432,50444286,1814,290608,4152,14.51
156,49692165,17711240,486061,99642,97491246,19,19418,24073,183543,50737915,1814,290608,4152,16.09
157,49938784,17843069,488634,99642,98158027,19,19418,24073,184663,50978433,1814,290608,4152,17.66
158,50217074,17991892,491327,99642,98792898,19,19418,24073,185875,51242361,1814,290608,4152,19.61
159,50502311,18132369,494283,99642,107982135,19,19418,24073,186977,51516094,1814,290608,4152,18.51
160,50773002,18267002,497076,99642,100063675,19,19418,24073,188129,51781972,1814,290608,4152,17.94
161,51146676,18390380,500056,99642,100607001,19,19418,24073,189260,52153061,1814,290608,4152,17.23
162,51479253,18527587,503749,99642,101189559,19,19418,24073,190494,52473250,1814,290608,4152,18.66
163,51813789,18665104,506287,99642,101771525,19,19418,24073,191839,52798907,1814,290608,4152,18.32
164,52114526,18740950,509532,99642,102408578,19,19418,24073,193113,53111274,1814,290608,4152,11.97
165,52435896,18834288,512645,99642,103017957,19,19418,24073,194535,53439020,1814,290608,4152,12.94
166,52787736,18938621,515298,99642,103582345,19,19418,24073,195697,53797707,1814,290608,4152,15.32
167,53227019,19040148,518773,99642,104067289,19,19418,24073,196831,54248121,1814,290608,4152,15.15
168,53585653,19144126,522221,99642,113640062,19,19418,24073,197951,54616728,1814,290608,4152,15.36
169,53934720,19260762,525186,99642,114258037,19,19418,24073,199058,54967262,1814,290608,4152,16.40
170,54352342,19369745,528652,99642,105695428,19,19418,24073,200188,55394921,1814,290608,4152,15.84
171,54798291,19471429,532015,99642,106164133,19,19418,24073,201322,55857397,1814,290608,4152,15.31
172,55168340,19568545,535098,99642,106721581,19,19418,24073,202469,56239753,1814,290608,4152,14.60
173,55532944,19675224,537810,99642,116538708,19,19418,24073,203595,56613646,1814,290608,4152,15.38
174,55963693,19775039,540858,99642,107779989,19,19418,24073,204786,57053366,1814,290608,4152,15.21
175,56324391,19870585,544122,99642,117696286,19,19418,24073,205932,57425678,1814,290608,4152,14.22
176,56685216,19971243,547288,99642,108901242,19,19418,24073,207048,57795642,1814,290608,4152,15.67
177,57030500,20080321,551089,99642,109479154,19,19418,24073,208142,58143518,1814,290608,4152,15.93
178,57411388,20193016,553919,99642,110026422,19,19418,24073,209487,58525434,1814,290608,4152,16.42
179,57759817,20301549,557558,99642,110595628,19,19418,24073,210510,58883779,1814,290608,4152,15.47
period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,9049,458,506,101147,5240250,19,19468,13322,4218,710250,1821,290608,4152,0.01
1,12501,923,8766,101147,5412552,19,19468,13322,5552,724504,1821,290608,4152,0.00
2,13334,923,11374,101147,6397447,19,19468,13322,6723,737068,1821,290608,4152,0.00
3,192097,100167,13948,101147,7150618,19,19468,13322,8053,921657,1821,290608,4152,13.00
4,451282,226104,16711,101147,7807069,19,19468,13322,9096,1181236,1821,290608,4152,17.26
5,645370,288110,19665,101147,8565291,19,19468,13322,10308,1381561,1821,290608,4152,8.58
6,947468,426975,23101,101147,10174670,19,19468,13322,11511,1684298,1821,290608,4152,18.49
7,1199799,555358,25946,101147,9834806,19,19468,13322,12777,1940377,1821,290608,4152,17.11
8,1476566,697427,28912,101147,10465534,19,19468,13322,14069,2216413,1821,290608,4152,19.33
9,1764182,846807,31847,101147,12233470,19,19468,13322,15396,2507059,1821,290608,4152,19.71
10,2016928,974321,34341,101147,11737056,19,19468,13322,16451,2761252,1821,290608,4152,16.54
11,2260590,1097870,37039,101147,12408046,19,19468,13322,17655,3010463,1821,290608,4152,16.39
12,2507085,1221672,39903,101147,13075260,19,19468,13322,18852,3258522,1821,290608,4152,16.23
13,2757603,1347679,42778,101147,13739224,19,19468,13322,20063,3503416,1821,290608,4152,16.91
14,3010690,1472423,45441,101147,15812543,19,19468,13322,21231,3759368,1821,290608,4152,16.48
15,3266438,1604641,48651,101147,16509202,19,19468,13322,22321,4016866,1821,290608,4152,16.95
16,3519090,1732557,51990,101147,15716000,19,19468,13322,23583,4274300,1821,290608,4152,16.60
17,3763555,1855054,54598,101147,16380794,19,19468,13322,24802,4522248,1821,290608,4152,16.38
18,4017448,1986038,57278,101147,17043827,19,19468,13322,25972,4776785,1821,290608,4152,16.72
19,4268636,2113885,59890,101147,19362130,19,19468,13322,27113,5027704,1821,290608,4152,16.65
20,4514793,2240554,62855,101147,18375092,19,19468,13322,28315,5278556,1821,290608,4152,16.43
21,4766009,2365677,65942,101147,19037027,19,19468,13322,29517,5531959,1821,290608,4152,16.77
22,5017563,2492575,68521,101147,19696495,19,19468,13322,30741,5786827,1821,290608,4152,16.60
23,5266596,2618313,71150,101147,20358522,19,19468,13322,32019,6037823,1821,290608,4152,16.27
24,5519627,2749578,74382,101147,22930127,19,19468,13322,33302,6293222,1821,290608,4152,16.74
25,5749634,2862498,77290,101147,21698454,19,19468,13322,34432,6530259,1821,290608,4152,15.43
26,6021969,3003460,79849,101147,22327698,19,19468,13322,35690,6799081,1821,290608,4152,17.62
27,6281780,3138300,83306,101147,22973081,19,19468,13322,36983,7057492,1821,290608,4152,16.64
28,6534327,3270662,86232,101147,23633642,19,19468,13322,38314,7302290,1821,290608,4152,16.28
29,6787296,3402071,88749,101147,24292225,19,19468,13322,39541,7551720,1821,290608,4152,16.24
30,7039199,3528979,92151,101147,24952621,19,19468,13322,40709,7805171,1821,290608,4152,17.10
31,7294233,3661116,95261,101147,25608143,19,19468,13322,41783,8061751,1821,290608,4152,16.78
32,7546765,3790313,97497,101147,26271750,19,19468,13322,43013,8313996,1821,290608,4152,16.67
33,7797505,3916905,99894,101147,26933720,19,19468,13322,44124,8571335,1821,290608,4152,16.79
34,8051700,4045817,102838,101147,27590222,19,19468,13322,45446,8828222,1821,290608,4152,16.64
35,8296229,4169258,105491,101147,28260039,19,19468,13322,46651,9074986,1821,290608,4152,16.24
36,8552069,4299173,107870,101147,28914604,19,19468,13322,47812,9334395,1821,290608,4152,16.76
37,8798338,4422632,110469,101147,29579774,19,19468,13322,48997,9583361,1821,290608,4152,16.27
38,9049202,4548785,113550,101147,30238542,19,19468,13322,50313,9838015,1821,290608,4152,16.76
39,9296399,4671498,116626,101147,30893986,19,19468,13322,51534,10090969,1821,290608,4152,16.70
40,9547461,4798724,119673,101147,31558267,19,19468,13322,52699,10344601,1821,290608,4152,16.53
41,9799203,4927989,121953,101147,32218908,19,19468,13322,53738,10599642,1821,290608,4152,16.48
42,10049299,5055471,125276,101147,35744214,19,19468,13322,54796,10853275,1821,290608,4152,16.75
43,10299017,5182969,128281,101147,36455214,19,19468,13322,55939,11106154,1821,290608,4152,16.51
44,10553273,5312194,131307,101147,34203419,19,19468,13322,57145,11360809,1821,290608,4152,16.54
45,10795292,5435503,134221,101147,34870592,19,19468,13322,58269,11605839,1821,290608,4152,16.18
46,11045009,5560516,137403,101147,35521535,19,19468,13322,59415,11860907,1821,290608,4152,16.81
47,11294063,5687534,140456,101147,39320697,19,19468,13322,60707,12113610,1821,290608,4152,16.66
48,11551628,5818867,143904,101147,40025546,19,19468,13322,61841,12370050,1821,290608,4152,16.72
49,11800316,5945832,146658,101147,37504723,19,19468,13322,63135,12619640,1821,290608,4152,16.51
50,12049906,6072430,149457,101147,38167702,19,19468,13322,64307,12874228,1821,290608,4152,16.70
51,12286527,6191906,152373,101147,38852134,19,19468,13322,65421,13112340,1821,290608,4152,15.37
52,12550218,6322066,155018,101147,39494450,19,19468,13322,66568,13374615,1821,290608,4152,17.59
53,12800222,6445239,157968,101147,40162423,19,19468,13322,67882,13623302,1821,290608,4152,16.31
54,13056012,6569835,160691,101147,40824515,19,19468,13322,69038,13877224,1821,290608,4152,16.79
55,13302100,6690555,163597,101147,41499316,19,19468,13322,70273,14122930,1821,290608,4152,16.40
56,13563627,6821107,166499,101147,45746859,19,19468,13322,71631,14385639,1821,290608,4152,16.82
57,13814262,6945890,169797,101147,46461661,19,19468,13322,72802,14635439,1821,290608,4152,16.57
58,14074777,7075075,172723,101147,43469102,19,19468,13322,74075,14892853,1821,290608,4152,16.66
59,14326876,7200218,175372,101147,44132493,19,19468,13322,75223,15144216,1821,290608,4152,16.25
60,14583526,7327088,178695,101147,48588338,19,19468,13322,76433,15397707,1821,290608,4152,16.88
61,14815386,7442332,181617,101147,45481549,19,19468,13322,77563,15627771,1821,290608,4152,15.10
62,15090930,7580230,184457,101147,46114730,19,19468,13322,78780,15900522,1821,290608,4152,17.97
63,15339305,7705615,187554,101147,46779886,19,19468,13322,79935,16150571,1821,290608,4152,16.55
64,15598525,7837228,190477,101147,47436752,19,19468,13322,81212,16408153,1821,290608,4152,16.96
65,15851904,7965718,193431,101147,52136252,19,19468,13322,82388,16661969,1821,290608,4152,16.29
66,16106148,8093155,196745,101147,52842474,19,19468,13322,83648,16912293,1821,290608,4152,16.72
67,16364324,8222150,199827,101147,53550552,19,19468,13322,84815,17170716,1821,290608,4152,16.50
68,16618107,8349839,202974,101147,50081874,19,19468,13322,85803,17424471,1821,290608,4152,16.55
69,16870808,8475896,206000,101147,54966692,19,19468,13322,86950,17677580,1821,290608,4152,16.60
70,17124306,8604637,208825,101147,51400289,19,19468,13322,88165,17928819,1821,290608,4152,16.37
71,17379949,8732524,212098,101147,52055279,19,19468,13322,89475,18184009,1821,290608,4152,16.83
72,17629129,8860496,214785,101147,57099928,19,19468,13322,90629,18432010,1821,290608,4152,16.30
73,17885579,8988277,217934,101147,53377770,19,19468,13322,91619,18688026,1821,290608,4152,16.69
74,18141163,9114628,220486,101147,54035866,19,19468,13322,92763,18944340,1821,290608,4152,16.74
75,18397526,9242501,224183,101147,59227031,19,19468,13322,94003,19197650,1821,290608,4152,16.80
76,18654336,9369800,227106,101147,55355047,19,19468,13322,95183,19452251,1821,290608,4152,16.46
77,18901703,9490324,229975,101147,60661641,19,19468,13322,96380,19702588,1821,290608,4152,16.59
78,19152153,9614165,233108,101147,56679596,19,19468,13322,97398,19953202,1821,290608,4152,16.65
79,19408236,9740482,236168,101147,57335660,19,19468,13322,98775,20208791,1821,290608,4152,16.38
80,19663818,9867727,239220,101147,57989630,19,19468,13322,99914,20464211,1821,290608,4152,16.78
81,19914842,9992304,242187,101147,58652992,19,19468,13322,101149,20711681,1821,290608,4152,16.24
82,20170968,10116968,245102,101147,59309912,19,19468,13322,102475,20968721,1821,290608,4152,16.61
83,20425899,10243125,247765,101147,59968999,19,19468,13322,103617,21222083,1821,290608,4152,16.73
84,20679643,10371730,250832,101147,60630380,19,19468,13322,104875,21474141,1821,290608,4152,16.41
85,20932038,10496391,253559,101147,61289518,19,19468,13322,106043,21729753,1821,290608,4152,16.66
86,21185469,10624951,256421,101147,67071546,19,19468,13322,107216,21986117,1821,290608,4152,16.74
87,21438059,10751854,259851,101147,67781277,19,19468,13322,108482,22238118,1821,290608,4152,16.44
88,21692608,10881669,262592,101147,68482758,19,19468,13322,109705,22494849,1821,290608,4152,16.61
89,21947188,11005869,265663,101147,63931913,19,19468,13322,110810,22749021,1821,290608,4152,16.78
90,22166839,11114926,268771,101147,69942424,19,19468,13322,112039,22970539,1821,290608,4152,14.20
91,22424591,11241138,272049,101147,70658869,19,19468,13322,113333,23225926,1821,290608,4152,17.13
92,22698361,11378825,274790,101147,65919888,19,19468,13322,114555,23499070,1821,290608,4152,18.15
93,22950977,11503912,277770,101147,66578381,19,19468,13322,115756,23749888,1821,290608,4152,16.55
94,23204650,11632873,280548,101147,67237653,19,19468,13322,116946,24005900,1821,290608,4152,16.76
95,23463425,11764030,283196,101147,67899340,19,19468,13322,118088,24261496,1821,290608,4152,16.79
96,23715092,11888399,286213,101147,68567482,19,19468,13322,119293,24510242,1821,290608,4152,16.25
97,23971817,12015833,289536,101147,69226560,19,19468,13322,120394,24764440,1821,290608,4152,16.74
98,24223419,12139972,293035,101147,75599316,19,19468,13322,121523,25016381,1821,290608,4152,16.71
99,24478480,12268258,296002,101147,70555672,19,19468,13322,122613,25269392,1821,290608,4152,16.35
100,24729607,12396060,299717,101147,71214796,19,19468,13322,123854,25521685,1821,290608,4152,16.52
101,24991197,12530902,302681,101147,77718722,19,19468,13322,125239,25779496,1821,290608,4152,16.93
102,25242706,12655854,305923,101147,72526511,19,19468,13322,126348,26031916,1821,290608,4152,16.33
103,25497157,12782996,309346,101147,73187468,19,19468,13322,127489,26284126,1821,290608,4152,16.78
104,25754433,12915416,312671,101147,73847903,19,19468,13322,128590,26537562,1821,290608,4152,16.62
105,25995861,13033357,314911,101147,74519107,19,19468,13322,129838,26779585,1821,290608,4152,15.82
106,26257976,13165574,318341,101147,75171233,19,19468,13322,131123,27038445,1821,290608,4152,17.11
107,26518537,13297000,321691,101147,75825431,19,19468,13322,132416,27296594,1821,290608,4152,16.90
108,26772579,13426427,324773,101147,76488563,19,19468,13322,133584,27547509,1821,290608,4152,16.37
109,27027413,13554546,328201,101147,77149131,19,19468,13322,134743,27799164,1821,290608,4152,16.52
110,27286007,13683064,331342,101147,77806770,19,19468,13322,135863,28056436,1821,290608,4152,16.83
111,27539127,13809615,334039,101147,78469800,19,19468,13322,137134,28309173,1821,290608,4152,16.46
112,27793478,13936866,337009,101147,79124489,19,19468,13322,138420,28561354,1821,290608,4152,16.56
113,28043624,14061955,339646,101147,79781784,19,19468,13322,139619,28812275,1821,290608,4152,16.43
114,28300139,14191385,342220,101147,80440915,19,19468,13322,140835,29067017,1821,290608,4152,16.61
115,28503879,14289377,344815,101147,87704152,19,19468,13322,141970,29272439,1821,290608,4152,13.12
116,28783585,14427235,348285,101147,81787611,19,19468,13322,143165,29549864,1821,290608,4152,19.02
117,29055611,14563251,350924,101147,82427246,19,19468,13322,144394,29818849,1821,290608,4152,17.69
118,29311132,14691122,353615,101147,89788745,19,19468,13322,145479,30070844,1821,290608,4152,16.73
119,29559804,14816123,356889,101147,83766351,19,19468,13322,146646,30319876,1821,290608,4152,15.70
120,29824504,14949545,360351,101147,84415039,19,19468,13322,147800,30581276,1821,290608,4152,17.32
121,30074099,15074165,363567,101147,85079483,19,19468,13322,148872,30832713,1821,290608,4152,16.53
122,30328393,15202274,366933,101147,92623469,19,19468,13322,150029,31086839,1821,290608,4152,16.64
123,30586679,15333045,369901,101147,86402124,19,19468,13322,151172,31341097,1821,290608,4152,16.46
124,30838372,15457431,373487,101147,94040031,19,19468,13322,152438,31591482,1821,290608,4152,16.51
125,31095051,15586887,376571,101147,94746055,19,19468,13322,153572,31843821,1821,290608,4152,16.72
126,31352995,15717199,379499,101147,88383224,19,19468,13322,154697,32098257,1821,290608,4152,16.57
127,31605959,15845922,383117,101147,96158281,19,19468,13322,156000,32349568,1821,290608,4152,16.38
128,31860844,15976681,386333,101147,89698525,19,19468,13322,157039,32603974,1821,290608,4152,16.72
129,32113103,16103315,389957,101147,90361011,19,19468,13322,158285,32857237,1821,290608,4152,16.69
130,32366375,16231178,392641,101147,91025698,19,19468,13322,159349,33109711,1821,290608,4152,16.70
131,32621194,16358504,395858,101147,91683383,19,19468,13322,160575,33364282,1821,290608,4152,16.30
132,32877539,16488213,399305,101147,92332941,19,19468,13322,161953,33619098,1821,290608,4152,16.80
133,33126778,16612034,402525,101147,92997729,19,19468,13322,163129,33867809,1821,290608,4152,16.36
134,33387841,16742000,405680,101147,101125846,19,19468,13322,164221,34122356,1821,290608,4152,16.66
135,33644829,16869724,408940,101147,94311979,19,19468,13322,165499,34376236,1821,290608,4152,16.66
136,33894157,16996198,412319,101147,94977354,19,19468,13322,166534,34624536,1821,290608,4152,16.35
137,34149409,17124615,415764,101147,95633377,19,19468,13322,167670,34879114,1821,290608,4152,16.73
138,34399483,17249030,418486,101147,96297664,19,19468,13322,168735,35127903,1821,290608,4152,16.44
139,34659112,17380602,421500,101147,96962095,19,19468,13322,169805,35383018,1821,290608,4152,16.48
140,34916322,17507582,425153,101147,105374472,19,19468,13322,170835,35635605,1821,290608,4152,16.68
141,35169041,17631950,428314,101147,98283107,19,19468,13322,172002,35885737,1821,290608,4152,16.47
142,35417031,17756339,430974,101147,98954669,19,19468,13322,173131,36133003,1821,290608,4152,16.36
143,35678776,17889145,433686,101147,99605300,19,19468,13322,174218,36394943,1821,290608,4152,16.92
144,35934025,18017818,437128,101147,100261795,19,19468,13322,175420,36648867,1821,290608,4152,16.53
145,36181083,18143181,440459,101147,100924957,19,19468,13322,176606,36895671,1821,290608,4152,16.20
146,36439465,18274493,443658,101147,109627872,19,19468,13322,177715,37152636,1821,290608,4152,16.99
147,36697929,18404325,446519,101147,110332873,19,19468,13322,178860,37406930,1821,290608,4152,16.65
148,36899053,18505489,449036,101147,102973333,19,19468,13322,180416,37611948,1821,290608,4152,12.98
149,37171474,18641302,451959,101147,111796385,19,19468,13322,181630,37881059,1821,290608,4152,18.12
150,37446280,18778029,455106,101147,104242370,19,19468,13322,182879,38151988,1821,290608,4152,18.31
151,37701248,18907381,457514,101147,104901917,19,19468,13322,183985,38406186,1821,290608,4152,16.82
152,37947330,19030551,460326,101147,113906212,19,19468,13322,185213,38653738,1821,290608,4152,16.25
153,38207768,19163995,462939,101147,114599142,19,19468,13322,186280,38913310,1821,290608,4152,16.94
154,38459843,19290543,465886,101147,115310641,19,19468,13322,187439,39166514,1821,290608,4152,16.61
155,38714718,19416794,468640,101147,107552454,19,19468,13322,188507,39418451,1821,290608,4152,16.59
156,38973491,19548348,471549,101147,108208920,19,19468,13322,189572,39674692,1821,290608,4152,16.62
157,39229203,19676372,474848,101147,108861035,19,19468,13322,190829,39929362,1821,290608,4152,16.61
158,39482314,19802364,478066,101147,109523980,19,19468,13322,192143,40179887,1821,290608,4152,16.24
159,39706306,19913868,481634,101147,118878224,19,19468,13322,193416,40405946,1821,290608,4152,14.45
160,39988580,20054194,485072,101147,119562190,19,19468,13322,194576,40684279,1821,290608,4152,18.85
161,40246000,20180388,488065,101147,111501767,19,19468,13322,195726,40939453,1821,290608,4152,16.65
162,40504898,20308319,491825,101147,112153609,19,19468,13322,196966,41195230,1821,290608,4152,16.61
163,40762412,20435423,494845,101147,112809265,19,19468,13322,198221,41451660,1821,290608,4152,16.78
164,41013828,20561051,498189,101147,113469431,19,19468,13322,199302,41702640,1821,290608,4152,16.51
165,41260965,20681742,500934,101147,114139659,19,19468,13322,200417,41948184,1821,290608,4152,15.93
166,41523981,20812179,504364,101147,123825381,19,19468,13322,201449,42207752,1821,290608,4152,17.36
167,41778266,20940302,506914,101147,115451568,19,19468,13322,202622,42460639,1821,290608,4152,16.24
168,42036584,21070051,510376,101147,116105370,19,19468,13322,203765,42718197,1821,290608,4152,16.75
169,42285284,21193385,514007,101147,116769112,19,19468,13322,205029,42969129,1821,290608,4152,16.26
170,42544256,21323922,516739,101147,117426390,19,19468,13322,206208,43228775,1821,290608,4152,16.62
171,42797719,21451123,519941,101147,118091685,19,19468,13322,207337,43479128,1821,290608,4152,16.48
172,43048539,21575282,523340,101147,118750836,19,19468,13322,208473,43727861,1821,290608,4152,16.48
173,43306546,21704607,526701,101147,119403308,19,19468,13322,209640,43984611,1821,290608,4152,16.83
174,43557224,21828215,530143,101147,120067915,19,19468,13322,210750,44236426,1821,290608,4152,16.74
175,43810420,21957750,533542,101147,120736107,19,19468,13322,211873,44490379,1821,290608,4152,16.48
176,44064250,22085271,536487,101147,121399000,19,19468,13322,212948,44741981,1821,290608,4152,16.58
177,44315494,22209765,539290,101147,122059095,19,19468,13322,213988,44993051,1821,290608,4152,16.57
178,44573239,22334947,542332,101147,132333066,19,19468,13322,215388,45252159,1821,290608,4152,16.82
179,44825264,22463561,545029,101147,123381287,19,19468,13322,216540,45504694,1821,290608,4152,16.24
