period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,535,4837,9119765,11808,18,19503,29322,5925,727332,1888,206992,4152,0.01
1,6100,15634,9265317,12953,18,19503,29322,7173,739271,1888,206992,4152,0.00
2,6100,18393,10252186,13751,18,19503,29322,8341,750732,1888,206992,4152,0.00
3,23230,20987,11193788,72803,18,19503,29322,10044,798975,1888,206992,4152,2.07
4,115367,23983,11956870,240061,18,19503,29322,11457,982080,1888,206992,4152,12.41
5,116921,26867,13805875,300342,18,19503,29322,12981,1003718,1888,206992,4152,0.21
6,241431,29983,14467292,587907,18,19503,29322,14541,1264898,1888,206992,4152,18.06
7,303951,32791,14428543,758657,18,19503,29322,15987,1398715,1888,206992,4152,8.93
8,308032,36107,15388535,827387,18,19503,29322,17797,1432079,1888,206992,4152,0.98
9,384562,38702,16183098,1021342,18,19503,29322,19541,1594425,1888,206992,4152,10.82
10,445033,41840,17009559,1191304,18,19503,29322,20970,1732818,1888,206992,4152,9.05
11,518189,44906,18565519,1384181,18,19503,29322,22556,1893767,1888,206992,4152,10.66
12,589834,47883,18654263,1606889,18,19503,29322,24008,2043717,1888,206992,4152,9.92
13,603711,50966,19591196,1693588,18,19503,29322,25660,2093911,1888,206992,4152,2.25
14,682284,54025,20371597,1896960,18,19503,29322,27357,2265716,1888,206992,4152,11.59
15,742475,57149,21203740,2060356,18,19503,29322,28929,2400805,1888,206992,4152,8.69
16,789104,60212,22074319,2194166,18,19503,29322,30411,2501395,1888,206992,4152,6.16
17,855277,62849,22894771,2368010,18,19503,29322,32009,2648345,1888,206992,4152,9.64
18,930625,65773,23689845,2562708,18,19503,29322,33492,2811811,1888,206992,4152,10.77
19,991887,68536,24513945,2730364,18,19503,29322,35269,2949461,1888,206992,4152,8.74
20,1050443,71664,25342356,2873975,18,19503,29322,36897,3083556,1888,206992,4152,8.63
21,1108102,75041,26179280,3036207,18,19503,29322,38508,3213262,1888,206992,4152,8.41
22,1162632,77893,27018275,3140506,18,19503,29322,40136,3337515,1888,206992,4152,7.77
23,1222635,81023,27847527,3308447,18,19503,29322,41713,3473708,1888,206992,4152,8.63
24,1278569,84326,29255498,3447080,18,19503,29322,43104,3605765,1888,206992,4152,8.25
25,1334240,87324,29528198,3603910,18,19503,29322,44823,3729209,1888,206992,4152,7.83
26,1394469,95463,30358159,3779938,18,19503,29322,46523,3865373,1888,206992,4152,8.63
27,1453544,105971,31196849,3965687,18,19503,29322,47993,3999864,1888,206992,4152,8.63
28,1503491,109109,32566399,4093603,18,19503,29322,49564,4118414,1888,206992,4152,7.41
29,1531030,111778,32952844,4207245,18,19503,29322,51185,4195883,1888,206992,4152,4.28
30,1622889,114917,33710037,4423478,18,19503,29322,52789,4388415,1888,206992,4152,12.87
31,1675750,117347,34556611,4552231,18,19503,29322,54500,4511303,1888,206992,4152,7.80
32,1736676,120477,35385718,4703232,18,19503,29322,56124,4644003,1888,206992,4152,8.63
33,1794208,123612,36216790,4867163,18,19503,29322,57632,4774806,1888,206992,4152,8.46
34,1845996,126737,37061197,5023233,18,19503,29322,59522,4898215,1888,206992,4152,7.72
35,1903868,129874,37894761,5162877,18,19503,29322,60962,5030942,1888,206992,4152,8.63
36,1960805,132909,38728513,5324731,18,19503,29322,62521,5160059,1888,206992,4152,8.18
37,2016992,135539,39568519,5435246,18,19503,29322,64240,5286425,1888,206992,4152,7.80
38,2075414,138824,40399040,5600444,18,19503,29322,66009,5420569,1888,206992,4152,8.41
39,2130865,141763,41239625,5759972,18,19503,29322,67732,5548220,1888,206992,4152,8.12
40,2188804,144869,42079857,5922389,18,19503,29322,69384,5677248,1888,206992,4152,8.29
41,2248090,147750,42906783,6119625,18,19503,29322,70952,5812302,1888,206992,4152,8.64
42,2300706,161568,43758470,6218380,18,19503,29322,72528,5930760,1888,206992,4152,7.55
43,2360691,165040,44589126,6395754,18,19503,29322,74161,6068277,1888,206992,4152,8.79
44,2419728,167705,45423399,6542447,18,19503,29322,75660,6198299,1888,206992,4152,8.47
45,2472039,171174,46267890,6699763,18,19503,29322,77340,6321806,1888,206992,4152,7.90
46,2529723,173972,47101866,6863206,18,19503,29322,78922,6452120,1888,206992,4152,8.29
47,2586851,176601,47934559,7028866,18,19503,29322,80629,6586831,1888,206992,4152,8.63
48,2641490,179724,48780667,7155048,18,19503,29322,82152,6705031,1888,206992,4152,7.55
49,2699146,182865,49612731,7311905,18,19503,29322,83753,6836978,1888,206992,4152,8.42
50,2753806,185878,50452678,7471237,18,19503,29322,85523,6965566,1888,206992,4152,8.16
51,2771005,188761,51385156,7565863,18,19503,29322,87099,7021428,1888,206992,4152,2.67
52,2862572,191276,52140372,7786419,18,19503,29322,88518,7213778,1888,206992,4152,13.25
53,2923761,194508,52963788,7957116,18,19503,29322,90072,7350850,1888,206992,4152,8.80
54,2978033,197641,53809298,8088259,18,19503,29322,91733,7475990,1888,206992,4152,7.94
55,3042882,205953,54632904,8267811,18,19503,29322,93239,7619276,1888,206992,4152,9.32
56,3103426,216457,55469541,8456994,18,19503,29322,94818,7751757,1888,206992,4152,8.63
57,3158623,219911,56313003,8613918,18,19503,29322,96206,7875399,1888,206992,4152,8.06
58,3206794,222541,57175419,8757089,18,19503,29322,97552,7985197,1888,206992,4152,6.97
59,3268722,225092,58003011,8927475,18,19503,29322,99063,8121258,1888,206992,4152,8.70
60,3327918,228234,58830484,9094516,18,19503,29322,100691,8256489,1888,206992,4152,8.63
61,3385724,231628,59667806,9258109,18,19503,29322,102323,8387836,1888,206992,4152,8.46
62,3427208,234478,60667791,9396518,18,19503,29322,104001,8494420,1888,206992,4152,6.44
63,3503277,237531,61330599,9565613,18,19503,29322,105675,8655588,1888,206992,4152,10.76
64,3556428,240529,62178464,9695584,18,19503,29322,107248,8779198,1888,206992,4152,7.72
65,3615510,243610,63010852,9855788,18,19503,29322,108950,8913158,1888,206992,4152,8.63
66,3665227,246747,63870126,10001698,18,19503,29322,110107,9023716,1888,206992,4152,7.20
67,3727158,249888,64695071,10174038,18,19503,29322,111635,9162032,1888,206992,4152,8.99
68,3786226,253032,65590175,10341265,18,19503,29322,113349,9298173,1888,206992,4152,8.63
69,3841356,255997,66406886,10504212,18,19503,29322,114839,9425706,1888,206992,4152,8.23
70,3895408,263602,67232094,10663551,18,19503,29322,116235,9547997,1888,206992,4152,7.68
71,3954175,274319,68060765,10832631,18,19503,29322,117994,9687236,1888,206992,4152,8.90
72,4006611,277454,68904916,10988187,18,19503,29322,119616,9809107,1888,206992,4152,7.55
73,4066629,280592,69738186,11155339,18,19503,29322,121101,9942003,1888,206992,4152,8.63
74,4127906,283728,70572493,11321875,18,19503,29322,122493,10072360,1888,206992,4152,8.63
75,4180832,286868,71419244,11449427,18,19503,29322,124196,10192703,1888,206992,4152,7.55
76,4240856,290014,72252751,11570838,18,19503,29322,125637,10325735,1888,206992,4152,8.63
77,4258367,293155,73175693,11666061,18,19503,29322,127520,10387420,1888,206992,4152,3.00
78,4328330,296306,73987851,11844562,18,19503,29322,128986,10532732,1888,206992,4152,9.49
79,4400243,299159,74723912,12033951,18,19503,29322,130377,10688088,1888,206992,4152,10.29
80,4434857,302077,75681137,12158724,18,19503,29322,131942,10778577,1888,206992,4152,5.39
81,4529800,305199,76432046,12386586,18,19503,29322,133231,10974251,1888,206992,4152,13.46
82,4589973,308423,77264535,12555743,18,19503,29322,134549,11105630,1888,206992,4152,8.69
83,4593612,311553,78223360,12625354,18,19503,29322,136386,11139431,1888,206992,4152,0.94
84,4694366,314692,78958760,12864101,18,19503,29322,137936,11346277,1888,206992,4152,14.44
85,4757729,325045,79812633,13074157,18,19503,29322,139548,11496587,1888,206992,4152,9.76
86,4810338,328201,80666481,13199770,18,19503,29322,141116,11617061,1888,206992,4152,7.15
87,4867180,331180,81509390,13358412,18,19503,29322,142632,11742576,1888,206992,4152,8.35
88,4920646,334258,82346674,13506958,18,19503,29322,144274,11873097,1888,206992,4152,7.93
89,4987213,337396,83168839,13679677,18,19503,29322,145672,12011719,1888,206992,4152,8.94
90,5046865,340530,84002388,13843787,18,19503,29322,147020,12142501,1888,206992,4152,8.63
91,5103807,343832,84838723,13980339,18,19503,29322,148618,12272628,1888,206992,4152,8.32
92,5117072,346405,85779325,14067536,18,19503,29322,150216,12322458,1888,206992,4152,2.28
93,5219137,349724,86511747,14281910,18,19503,29322,151748,12528918,1888,206992,4152,14.21
94,5277160,353118,87342097,14448974,18,19503,29322,153283,12660256,1888,206992,4152,8.37
95,5328082,355996,88186796,14579223,18,19503,29322,154987,12785206,1888,206992,4152,7.81
96,5385021,358792,88699901,14742990,18,19503,29322,156571,12913616,1888,206992,4152,8.32
97,5442205,361591,89868567,14904953,18,19503,29322,158178,13040792,1888,206992,4152,8.05
98,5500784,369097,90709042,15077248,18,19503,29322,159523,13170356,1888,206992,4152,8.25
99,5552939,379802,91188113,15228892,18,19503,29322,161247,13293284,1888,206992,4152,7.97
100,5617549,383267,92404878,15398037,18,19503,29322,162816,13438526,1888,206992,4152,9.29
101,5674659,386572,93245413,15512377,18,19503,29322,164532,13566222,1888,206992,4152,8.07
102,5727854,389893,94092670,15672116,18,19503,29322,166002,13689862,1888,206992,4152,7.98
103,5787416,393400,94923476,15838058,18,19503,29322,167550,13822633,1888,206992,4152,8.55
104,5845402,395856,95761393,16000602,18,19503,29322,169320,13948738,1888,206992,4152,8.16
105,5901514,398995,96596616,16164455,18,19503,29322,170876,14079249,1888,206992,4152,8.24
106,5958166,402096,97431491,16301653,18,19503,29322,172398,14208040,1888,206992,4152,8.27
107,6014038,405356,97789472,16462230,18,19503,29322,173775,14333731,1888,206992,4152,8.09
108,6071563,407871,99114390,16615921,18,19503,29322,175365,14464967,1888,206992,4152,8.45
109,6129765,411184,99426754,16781356,18,19503,29322,176796,14594733,1888,206992,4152,8.34
110,6186144,414709,100790048,16947820,18,19503,29322,178222,14725048,1888,206992,4152,8.37
111,6244441,417278,101630840,17110853,18,19503,29322,179782,14851795,1888,206992,4152,8.10
112,6296818,420572,102477988,17265105,18,19503,29322,181420,14970102,1888,206992,4152,7.55
113,6355679,423888,103306651,17438161,18,19503,29322,183143,15105074,1888,206992,4152,8.63
114,6412555,429658,104148289,17609291,18,19503,29322,184561,15231793,1888,206992,4152,8.06
115,6478121,435542,104978841,17783041,18,19503,29322,186122,15370314,1888,206992,4152,9.20
116,6534456,438236,105820357,17936659,18,19503,29322,187746,15499233,1888,206992,4152,8.23
117,6589580,440740,106660283,18098020,18,19503,29322,189469,15626235,1888,206992,4152,7.96
118,6648239,444033,107494586,18237975,18,19503,29322,190830,15757996,1888,206992,4152,8.63
119,6701634,447138,108344369,18392336,18,19503,29322,192343,15875433,1888,206992,4152,7.55
120,6748431,450457,109195870,18544206,18,19503,29322,194082,15995467,1888,206992,4152,7.27
121,6820101,453776,110000876,18730499,18,19503,29322,195611,16147942,1888,206992,4152,9.99
122,6873023,457076,110845470,18889598,18,19503,29322,196889,16269574,1888,206992,4152,7.96
123,6929574,459631,111680581,19055712,18,19503,29322,198487,16401998,1888,206992,4152,8.23
124,6985977,462816,112518827,19218103,18,19503,29322,201320,16531350,1888,206992,4152,8.32
125,7039678,465527,113357593,19353331,18,19503,29322,203025,16660226,1888,206992,4152,7.83
126,7099064,468847,114187738,19522418,18,19503,29322,204511,16792831,1888,206992,4152,8.63
127,7151156,472150,115040250,19674230,18,19503,29322,206189,16909786,1888,206992,4152,7.55
128,7208801,480663,114970943,19854670,18,19503,29322,207817,17047853,1888,206992,4152,8.56
129,7269163,491864,116731253,20039328,18,19503,29322,209271,17179189,1888,206992,4152,8.70
130,7327022,494779,117563500,20206949,18,19503,29322,210863,17313520,1888,206992,4152,8.63
131,7384055,498129,117419970,20361696,18,19503,29322,212533,17443624,1888,206992,4152,8.39
132,7439301,501213,119241091,20519548,18,19503,29322,214133,17568437,1888,206992,4152,7.79
133,7492181,504521,120092262,20645857,18,19503,29322,215643,17687203,1888,206992,4152,7.55
134,7553566,507827,120925955,20812873,18,19503,29322,216963,17817889,1888,206992,4152,8.63
135,7600456,511142,121776772,20966266,18,19503,29322,218499,17937401,1888,206992,4152,7.32
136,7664133,514477,121536953,21141804,18,19503,29322,220322,18079902,1888,206992,4152,8.94
137,7681588,516956,123526948,21237805,18,19503,29322,221919,18137414,1888,206992,4152,2.95
138,7779023,519729,123169172,21469150,18,19503,29322,223389,18334636,1888,206992,4152,13.61
139,7797311,522602,125195904,21567711,18,19503,29322,225035,18395070,1888,206992,4152,3.01
140,7888586,525910,125950566,21794927,18,19503,29322,226480,18587489,1888,206992,4152,13.18
141,7916122,529421,125693346,21901105,18,19503,29322,227996,18655472,1888,206992,4152,3.70
142,8009362,532495,126435255,22123603,18,19503,29322,229179,18844074,1888,206992,4152,13.12
143,8013781,535796,128585541,22196606,18,19503,29322,230927,18877061,1888,206992,4152,1.00
144,8118911,539194,129302684,22459978,18,19503,29322,232470,19096713,1888,206992,4152,15.32
145,8184549,542763,130120748,22673039,18,19503,29322,234066,19238639,1888,206992,4152,9.16
146,8194877,545266,131068906,22755744,18,19503,29322,235581,19281930,1888,206992,4152,1.75
147,8265264,548674,131879204,22940409,18,19503,29322,237068,19428909,1888,206992,4152,9.85
148,8327097,551533,132708116,23114665,18,19503,29322,238451,19567575,1888,206992,4152,9.19
149,8410684,554941,133489374,23320385,18,19503,29322,239821,19737355,1888,206992,4152,11.58
150,8414932,558434,134448006,23392703,18,19503,29322,241394,19770965,1888,206992,4152,1.01
151,8517590,561836,135176906,23605323,18,19503,29322,242805,19980594,1888,206992,4152,14.53
152,8548733,565545,134651719,23718291,18,19503,29322,244436,20054613,1888,206992,4152,4.18
153,8645987,568513,136819059,23952784,18,19503,29322,245857,20261490,1888,206992,4152,14.06
154,8655705,571993,137764129,24032720,18,19503,29322,247596,20304518,1888,206992,4152,1.72
155,8657255,575343,138735583,24091329,18,19503,29322,249227,20328241,1888,206992,4152,0.22
156,8658705,578754,139708113,24148148,18,19503,29322,250802,20350077,1888,206992,4152,0.20
157,8808359,582231,140338249,24466130,18,19503,29322,251847,20638873,1888,206992,4152,21.13
158,8922118,590385,139504978,24736460,18,19503,29322,252986,20875033,1888,206992,4152,16.34
159,8987057,601764,141889122,24906926,18,19503,29322,254508,21014646,1888,206992,4152,9.46
160,8991450,604923,142848676,24978319,18,19503,29322,256339,21049798,1888,206992,4152,1.03
161,9104169,608327,143554884,25232717,18,19503,29322,257793,21277910,1888,206992,4152,15.83
162,9143766,611823,144422618,25364526,18,19503,29322,259255,21383659,1888,206992,4152,6.37
163,9181312,615534,143697879,25482018,18,19503,29322,260684,21470979,1888,206992,4152,5.35
164,9251329,618347,146115231,25666559,18,19503,29322,262070,21629471,1888,206992,4152,10.44
165,9288141,621393,147005507,25789075,18,19503,29322,263442,21713849,1888,206992,4152,4.88
166,9394771,624933,147733393,26029748,18,19503,29322,264545,21926658,1888,206992,4152,15.43
167,9399895,627780,148695604,26100145,18,19503,29322,266212,21961777,1888,206992,4152,0.93
168,9481874,631417,149482111,26298577,18,19503,29322,267590,22129257,1888,206992,4152,11.35
