period,experiment_runn,measurer,IDLE,tiT,sys_evt,ipc0,wifi,esp_timer,Tmr Svc,ipc1,Heap,Stack,Mbps
156,8678239,917687,23702868,135860925,24502,1856,30004946,176556,18,19507,290608,4152,13.05,100254
157,8733859,920716,23802049,136758129,24502,1856,30194877,177599,18,19507,290608,4152,12.24,100254
158,8793157,924415,23882773,137670820,24502,1856,30392206,178770,18,19507,290608,4152,13.02,100254
159,8845693,927583,24001886,138545265,24502,1856,30575419,179885,18,19507,290608,4152,11.92,100254
160,8905691,931177,24090990,139453261,24502,1856,30770408,180894,18,19507,290608,4152,13.04,100254
161,8965660,934700,24181711,140393521,24502,1856,30962650,182037,18,19507,290608,4152,12.93,100254
162,9024817,938305,128933237,141337139,24502,1856,31163573,183214,18,19507,290608,4152,13.02,100254
163,9081469,941121,129703968,142245308,24502,1856,31358686,184332,18,19507,290608,4152,12.61,100254
164,9135880,944726,24483007,143106606,24502,1856,31544665,185469,18,19507,290608,4152,12.23,100254
165,9191207,948189,24576673,144009841,24502,1856,31736699,186604,18,19507,290608,4152,12.41,100254
166,9248712,952062,24698900,144882205,24502,1856,31923643,187632,18,19507,290608,4152,12.36,100254
167,9306604,955161,24811217,145798058,24502,1856,32117108,188843,18,19507,290608,4152,12.60,100254
168,9361804,958658,24919933,146682787,24502,1856,32302792,189965,18,19507,290608,4152,12.11,100254
169,9418961,962727,134376114,147574239,24502,1856,32491628,191014,18,19507,290608,4152,12.53,100254
170,9479283,978134,25137074,148506206,24502,1856,32688539,192232,18,19507,290608,4152,13.35,100254
171,9534376,982153,25252300,149417813,24502,1856,32878480,193349,18,19507,290608,4152,12.50,100254
172,9594217,985392,25316019,150353181,24502,1856,33078894,194480,18,19507,290608,4152,13.26,100254
173,9651833,989114,25407989,151259564,24502,1856,33279466,195590,18,19507,290608,4152,12.94,100254
174,9709482,992086,25507242,152197112,24502,1856,33476466,196761,18,19507,290608,4152,12.93,100254
175,9765098,995206,25604183,153087174,24502,1856,33667468,197922,18,19507,290608,4152,12.21,100254
176,9822202,1003691,25693244,153996293,24502,1856,33861790,199008,18,19507,290608,4152,12.68,100254
177,9879793,1015195,25810165,154901215,24502,1856,34052743,200121,18,19507,290608,4152,12.79,100254
178,9937285,1018426,25898794,155808668,24502,1856,34239783,201228,18,19507,290608,4152,12.43,100254
179,9995560,1027111,26009659,156694922,24502,1856,34424182,202318,18,19507,290608,4152,12.30,100254
period,experiment_runn,measurer,IDLE,tiT,sys_evt,ipc0,wifi,esp_timer,Tmr Svc,ipc1,Heap,Stack,Mbps,main
0,10052523,1038771,26153666,157582008,24502,1856,34611414,203410,18,19507,290608,4152,12.52,100254
1,10737996,1047252,143698620,157882348,24502,1856,34683292,204650,18,19507,290608,4152,4.11,100254
2,451,473,4401935,7916,13259,1856,701907,3547,18,19519,290608,4152,0.01,100153
3,5963,10757,4584172,11403,13259,1856,718045,5065,18,19519,290608,4152,0.00,100153
4,5963,13341,5569307,12559,13259,1856,730465,6289,18,19519,290608,4152,0.00,100153
5,78062,16146,6534816,872577,13259,1856,955254,7351,18,19519,290608,4152,14.88,100153
6,146392,20140,6653035,1745533,13259,1856,1179262,8482,18,19519,290608,4152,14.97,100153
7,205975,23256,6771733,2629108,13259,1856,1384732,9527,18,19519,290608,4152,13.22,100153
8,269736,27175,6852301,3542332,13259,1856,1597872,10594,18,19519,290608,4152,14.21,100153
9,331914,30723,6917837,4471587,13259,1856,1806082,11607,18,19519,290608,4152,13.99,100153
10,393668,34125,6998111,5391770,13259,1856,2017146,12639,18,19519,290608,4152,13.92,100153
11,455718,37864,10783727,6293273,13259,1856,2223284,13759,18,19519,290608,4152,13.58,100153
12,520981,51753,7199613,7191470,13259,1856,2433385,14860,18,19519,290608,4152,13.89,100153
13,581811,55076,7307926,8083657,13259,1856,2634629,16032,18,19519,290608,4152,13.34,100153
14,643630,58602,7396508,8989271,13259,1856,2838977,17093,18,19519,290608,4152,13.56,100153
15,705885,61675,7511215,9867681,13259,1856,3039210,18235,18,19519,290608,4152,13.71,100153
16,768163,65666,7635776,10777632,13259,1856,3240691,19317,18,19519,290608,4152,13.80,100153
17,830443,69032,7745813,11662576,13259,1856,3443598,20385,18,19519,290608,4152,13.52,100153
18,892982,72597,7844691,12567357,13259,1856,3652251,21487,18,19519,290608,4152,13.88,100153
19,953662,76082,16865431,13436174,13259,1856,3852923,22556,18,19519,290608,4152,13.21,100153
20,1019313,89371,8068878,14337295,13259,1856,4067128,23679,18,19519,290608,4152,14.09,100153
21,1082867,93359,18357121,15234038,13259,1856,4279144,24716,18,19519,290608,4152,13.93,100153
22,1142894,96519,19112834,16112501,13259,1856,4478260,25716,18,19519,290608,4152,13.20,100153
23,1203884,99738,19865324,16973402,13259,1856,4680394,26759,18,19519,290608,4152,13.24,100153
24,1262867,102944,8548257,17854932,13259,1856,4881168,27802,18,19519,290608,4152,13.09,100153
25,1322030,106662,8677558,18726493,13259,1856,5079365,28853,18,19519,290608,4152,12.96,100153
26,1379357,110158,8806828,19597284,13259,1856,5274777,29868,18,19519,290608,4152,12.95,100153
27,1441488,113661,8929876,20467535,13259,1856,5477750,30973,18,19519,290608,4152,13.42,100153
28,1503877,117570,9063865,21357533,13259,1856,5682779,32082,18,19519,290608,4152,13.32,100153
29,1563566,121393,9176246,22242791,13259,1856,5882506,33142,18,19519,290608,4152,13.23,100153
30,1621300,124863,9305967,23106570,13259,1856,6077135,34181,18,19519,290608,4152,12.86,100153
31,1682259,128265,9406026,24004116,13259,1856,6288771,35215,18,19519,290608,4152,13.93,100153
32,1744752,131643,9542012,24900850,13259,1856,6490443,36311,18,19519,290608,4152,13.38,100153
33,1804060,135820,9660947,25783908,13259,1856,6687010,37384,18,19519,290608,4152,13.11,100153
34,1864348,138789,9818536,26621181,13259,1856,6880872,38483,18,19519,290608,4152,12.82,100153
35,1924277,142322,29129444,27445098,13259,1856,7070481,39507,18,19519,290608,4152,12.48,100153
36,1988339,157104,10124966,28328266,13259,1856,7276116,40569,18,19519,290608,4152,13.99,100153
37,2051607,160738,10228209,29228566,13259,1856,7484388,41716,18,19519,290608,4152,14.13,100153
38,2113369,164277,10351330,30103363,13259,1856,7690855,42635,18,19519,290608,4152,13.75,100153
39,2179548,167800,10429648,31027572,13259,1856,7910164,43592,18,19519,290608,4152,14.58,100153
40,2246184,173080,32874071,31946759,13259,1856,8134865,44619,18,19519,290608,4152,14.86,100153
41,2302917,176086,10703903,32741517,13259,1856,8320052,45673,18,19519,290608,4152,12.15,100153
42,2365120,179553,10814105,33634190,13259,1856,8528696,46776,18,19519,290608,4152,13.76,100153
43,2427293,183098,35162686,34526238,13259,1856,8735004,47820,18,19519,290608,4152,13.71,100153
44,2490467,197491,11053520,35402461,13259,1856,8945987,48943,18,19519,290608,4152,13.85,100153
45,2551068,201262,11171507,36273784,13259,1856,9148230,50008,18,19519,290608,4152,13.48,100153
46,2613582,204553,11306391,37134321,13259,1856,9350236,51084,18,19519,290608,4152,13.30,100153
47,2675889,209156,38183808,38038566,13259,1856,9564747,52224,18,19519,290608,4152,14.02,100153
48,2736257,222351,11591418,38885911,13259,1856,9759163,53334,18,19519,290608,4152,13.19,100153
49,2794443,225832,11733180,39737934,13259,1856,9951793,54377,18,19519,290608,4152,12.58,100153
50,2854585,229175,11833124,40636432,13259,1856,10152627,55487,18,19519,290608,4152,13.45,100153
51,2915789,232628,41264654,41527556,13259,1856,10348997,56546,18,19519,290608,4152,13.29,100153
52,2979824,236241,12044905,42416274,13259,1856,10550857,57625,18,19519,290608,4152,13.78,100153
53,3039246,239372,12147809,43299795,13259,1856,10746953,58617,18,19519,290608,4152,13.22,100153
54,3100188,243241,12250885,44185253,13259,1856,10948873,59767,18,19519,290608,4152,13.24,100153
55,3160340,246449,44309359,45064969,13259,1856,11145600,60904,18,19519,290608,4152,13.36,100153
