period,experiment_runn,measurer,main,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
47,2569811,189314,99308,43329888,6977145,18,19539,24511,73014,6450348,1881,206992,4152,7.81
48,2606886,192604,99308,44228990,7055717,18,19539,24511,74442,6533485,1881,206992,4152,4.88
49,2698949,195021,99308,44978825,7249059,18,19539,24511,75806,6728519,1881,206992,4152,13.55
50,2719595,198326,99308,46168185,7373365,18,19539,24511,77378,6783826,1881,206992,4152,2.76
51,2818933,201040,99308,46644220,7564744,18,19539,24511,78892,6992264,1881,206992,4152,14.44
52,2820514,204266,99308,47617117,7602313,18,19539,24511,80495,7014850,1881,206992,4152,0.20
53,2941801,207403,99308,48307880,7826090,18,19539,24511,81707,7258324,1881,206992,4152,17.19
54,2966429,210708,99308,49567609,7881020,18,19539,24511,83282,7321520,1881,206992,4152,3.16
55,3045176,213203,99308,50025627,8026124,18,19539,24511,84655,7483258,1881,206992,4152,11.06
56,3088599,216895,99308,50903982,8106615,18,19539,24511,86049,7578945,1881,206992,4152,5.85
57,3165653,219551,99308,51696133,8257179,18,19539,24511,87388,7743743,1881,206992,4152,11.31
58,3168409,222787,99308,52669836,8274244,18,19539,24511,88877,7763932,1881,206992,4152,0.18
59,3302892,225760,99308,53335618,8536075,18,19539,24511,90169,8024399,1881,206992,4152,18.93
60,3350042,228434,99308,54202119,8629241,18,19539,24511,91787,8134104,1881,206992,4152,6.46
61,3382757,236043,99308,55574798,8725310,18,19539,24511,93353,8220097,1881,206992,4152,4.96
62,3393331,245183,99308,56550968,8746119,18,19539,24511,94762,8252998,1881,206992,4152,1.29
63,3513309,248144,99308,56772978,8965810,18,19539,24511,95858,8481648,1881,206992,4152,16.42
64,3578255,250519,99308,57594064,9102253,18,19539,24511,97349,8625506,1881,206992,4152,9.40
65,3647071,253651,99308,58403688,9231337,18,19539,24511,98804,8773598,1881,206992,4152,9.64
66,3659829,257123,99308,59350913,9275517,18,19539,24511,100149,8814658,1881,206992,4152,1.66
67,3772818,260099,99308,60069013,9477921,18,19539,24511,101475,9037078,1881,206992,4152,15.47
68,3840920,263374,99308,60885720,9605616,18,19539,24511,102872,9179913,1881,206992,4152,9.30
69,3897170,266355,99308,61727043,9713310,18,19539,24511,104423,9308006,1881,206992,4152,8.09
70,3922697,269487,99308,62648660,9763727,18,19539,24511,105553,9370403,1881,206992,4152,3.55
71,4019602,272252,99308,63405104,9946128,18,19539,24511,106815,9559323,1881,206992,4152,13.19
72,4035899,275064,99308,64339906,9985931,18,19539,24511,108496,9614658,1881,206992,4152,2.36
73,4118109,277461,99308,65125691,10149903,18,19539,24511,109840,9785864,1881,206992,4152,11.65
74,4162440,280536,99308,66000585,10231340,18,19539,24511,111208,9882369,1881,206992,4152,6.05
75,4218440,283344,99308,66835084,10347375,18,19539,24511,112831,10011410,1881,206992,4152,8.23
76,4309516,286849,99308,67602570,10508649,18,19539,24511,114228,10191384,1881,206992,4152,12.37
77,4333342,289368,99308,68517403,10562973,18,19539,24511,115689,10259362,1881,206992,4152,3.70
78,4339089,299422,99308,70368612,10597906,18,19539,24511,117222,10288939,1881,206992,4152,0.69
79,4478524,309914,99308,71073312,10848640,18,19539,24511,118528,10558175,1881,206992,4152,18.98
80,4515289,313193,99308,71051866,10923270,18,19539,24511,120102,10646832,1881,206992,4152,5.29
81,4574911,316060,99308,71892969,11030611,18,19539,24511,121443,10768505,1881,206992,4152,7.91
82,4630322,318768,99308,72737108,11150432,18,19539,24511,122740,10890839,1881,206992,4152,7.71
83,4631942,321904,99308,73710042,11158810,18,19539,24511,124379,10912524,1881,206992,4152,0.20
84,4765956,325059,99308,74378839,11396444,18,19539,24511,125625,11167985,1881,206992,4152,18.46
85,4827075,328584,99308,75218699,11520488,18,19539,24511,127029,11300501,1881,206992,4152,8.49
86,4874275,331813,99308,77176185,11609641,18,19539,24511,128266,11399203,1881,206992,4152,6.22
87,4951019,334538,99308,76886076,11758037,18,19539,24511,129646,11562105,1881,206992,4152,11.10
88,5024617,338091,99308,77685275,11897028,18,19539,24511,131134,11717644,1881,206992,4152,10.54
89,5090090,340745,99308,78513506,12021711,18,19539,24511,132378,11857124,1881,206992,4152,8.94
90,5147300,343466,99308,79357804,12128338,18,19539,24511,134072,11978491,1881,206992,4152,7.84
91,5167518,346606,99308,80285476,12175119,18,19539,24511,135410,12037963,1881,206992,4152,3.14
92,5252324,349753,99308,81061597,12333655,18,19539,24511,136932,12213707,1881,206992,4152,11.82
93,5321319,352992,99308,81866294,12460504,18,19539,24511,138537,12365822,1881,206992,4152,9.69
94,5361580,355908,99308,82750216,12537920,18,19539,24511,139806,12454861,1881,206992,4152,5.45
95,5419299,359039,99308,83587302,12645889,18,19539,24511,141246,12583925,1881,206992,4152,8.36
96,5489342,362368,99308,84397572,12782141,18,19539,24511,142619,12729186,1881,206992,4152,9.80
97,5532538,366978,99308,85273692,12870174,18,19539,24511,144237,12831669,1881,206992,4152,6.45
98,5544235,370300,99308,86223293,12903414,18,19539,24511,145739,12870456,1881,206992,4152,1.52
99,5675984,373159,99308,86901495,13154566,18,19539,24511,146947,13127156,1881,206992,4152,18.31
100,5708615,376553,99308,87791009,13229199,18,19539,24511,148332,13215885,1881,206992,4152,5.25
101,5793869,380015,99308,88567574,13387824,18,19539,24511,149482,13385562,1881,206992,4152,12.03
102,5799095,382896,99308,89532423,13408869,18,19539,24511,150925,13418902,1881,206992,4152,0.90
103,5878103,386388,99308,91904856,13558812,18,19539,24511,152174,13577475,1881,206992,4152,10.79
104,5944432,389156,99308,91148499,13687176,18,19539,24511,153427,13719138,1881,206992,4152,9.52
105,5977862,392794,99308,92046049,13754683,18,19539,24511,154660,13797426,1881,206992,4152,4.53
106,6082435,398294,99308,92783747,13955901,18,19539,24511,155862,14010295,1881,206992,4152,14.97
107,6108719,401695,99308,93693397,14014291,18,19539,24511,157289,14080875,1881,206992,4152,4.14
108,6186234,405012,99308,94493876,14168896,18,19539,24511,158432,14236459,1881,206992,4152,10.74
109,6215296,407681,99308,95403512,14231727,18,19539,24511,159887,14312306,1881,206992,4152,4.45
110,6305693,410995,99308,96165803,14403180,18,19539,24511,161234,14496352,1881,206992,4152,12.50
111,6345775,414004,99308,97044088,14488787,18,19539,24511,162693,14595781,1881,206992,4152,6.12
112,6432401,417325,99308,97821036,14649301,18,19539,24511,163788,14767788,1881,206992,4152,11.99
113,6444178,420848,99308,98766369,14682442,18,19539,24511,165139,14812538,1881,206992,4152,2.09
114,6540964,424157,99308,99505305,14867257,18,19539,24511,166418,15013216,1881,206992,4152,13.90
115,6605868,427332,99308,100332959,14985892,18,19539,24511,169201,15150706,1881,206992,4152,8.70
116,6665520,430118,99308,101164359,15105216,18,19539,24511,170713,15283468,1881,206992,4152,8.63
117,6706962,433350,99308,102037273,15194283,18,19539,24511,171862,15383673,1881,206992,4152,6.37
118,6778425,435986,99308,102847150,15331051,18,19539,24511,173079,15532725,1881,206992,4152,9.82
119,6838410,439461,99308,103675633,15450695,18,19539,24511,174374,15666207,1881,206992,4152,8.63
120,6892344,446360,99308,104526724,15554184,18,19539,24511,175872,15783727,1881,206992,4152,7.55
121,6951764,449671,99308,105352055,15673081,18,19539,24511,177283,15918438,1881,206992,4152,8.63
122,7013773,456528,99308,106185124,15789758,18,19539,24511,178528,16047604,1881,206992,4152,8.63
123,7067644,460167,99308,107033831,15899010,18,19539,24511,179928,16170837,1881,206992,4152,7.96
124,7126581,465599,99308,107871602,16014211,18,19539,24511,181398,16300896,1881,206992,4152,8.21
125,7179507,470311,99308,108720028,16118670,18,19539,24511,182782,16419918,1881,206992,4152,7.55
126,7240739,473656,99308,111752330,16245377,18,19539,24511,184291,16557217,1881,206992,4152,8.76
127,7290252,477670,99308,110402342,16346232,18,19539,24511,185754,16672226,1881,206992,4152,7.35
128,7360016,480604,99308,113474968,16481602,18,19539,24511,187183,16822659,1881,206992,4152,9.78
129,7417386,483943,99308,112058956,16592992,18,19539,24511,188580,16945962,1881,206992,4152,8.02
130,7458242,486938,99308,112936633,16676746,18,19539,24511,190168,17045034,1881,206992,4152,6.04
131,7493458,489530,99308,113823270,16752429,18,19539,24511,191529,17134712,1881,206992,4152,5.27
132,7578781,496113,99308,114603896,16919835,18,19539,24511,192911,17307163,1881,206992,4152,11.73
133,7617519,498949,99308,115487248,17000207,18,19539,24511,194253,17402047,1881,206992,4152,5.66
134,7677588,502564,99308,116323733,17113877,18,19539,24511,195532,17528682,1881,206992,4152,8.47
135,7737621,504984,99308,117157182,17233291,18,19539,24511,197027,17663333,1881,206992,4152,8.61
136,7754015,508312,99308,118098208,17274428,18,19539,24511,198522,17709979,1881,206992,4152,2.09
137,7883144,511424,99308,118760510,17515130,18,19539,24511,199965,17970891,1881,206992,4152,18.32
138,7941771,514413,99308,119602560,17623823,18,19539,24511,201175,18093214,1881,206992,4152,8.11
139,7960821,517731,99308,120530022,17669385,18,19539,24511,202722,18152405,1881,206992,4152,3.09
140,8016301,521112,99308,121380263,17771947,18,19539,24511,204257,18269250,1881,206992,4152,7.66
141,8098464,523949,99308,122161062,17946795,18,19539,24511,205879,18443748,1881,206992,4152,11.80
142,8170678,527446,99308,122970463,18081602,18,19539,24511,207096,18590933,1881,206992,4152,10.02
143,8190776,532193,99308,123894149,18131195,18,19539,24511,208601,18653603,1881,206992,4152,3.22
144,8289859,535593,99308,124643892,18308029,18,19539,24511,210042,18851400,1881,206992,4152,13.70
145,8291428,539065,99308,125618617,18317766,18,19539,24511,211476,18871182,1881,206992,4152,0.20
146,8380759,542453,99308,126387816,18474247,18,19539,24511,212846,19048243,1881,206992,4152,12.19
147,8443494,545718,99308,127213313,18597727,18,19539,24511,214274,19188001,1881,206992,4152,9.11
148,8444975,549126,99308,128187118,18609580,18,19539,24511,215718,19208824,1881,206992,4152,0.20
149,8575692,552694,99308,128853506,18849041,18,19539,24511,216899,19466851,1881,206992,4152,18.39
150,8632232,555654,99308,129703227,18959403,18,19539,24511,218000,19586117,1881,206992,4152,7.70
151,8701661,558443,99308,130513724,19095285,18,19539,24511,219355,19735246,1881,206992,4152,10.12
152,8724730,561737,99308,131434109,19160188,18,19539,24511,220758,19801199,1881,206992,4152,3.55
153,8743315,565769,99308,132367875,19203286,18,19539,24511,222187,19852140,1881,206992,4152,2.41
154,8812637,569252,99308,136097041,19348285,18,19539,24511,223578,20001139,1881,206992,4152,9.91
155,8935240,574825,99308,133868075,19577403,18,19539,24511,224787,20244470,1881,206992,4152,17.38
156,8965674,578289,99308,134767632,19644171,18,19539,24511,226264,20325214,1881,206992,4152,4.63
157,9052437,581692,99308,135541855,19805420,18,19539,24511,227454,20499387,1881,206992,4152,11.99
158,9060052,585173,99308,136497918,19829873,18,19539,24511,228820,20535582,1881,206992,4152,1.43
159,9166485,588309,99308,137219394,20030049,18,19539,24511,230152,20749847,1881,206992,4152,14.88
160,9207423,591442,99308,138094879,20114891,18,19539,24511,231483,20848049,1881,206992,4152,6.01
161,9272012,594619,99308,138917050,20241844,18,19539,24511,232798,20990097,1881,206992,4152,9.31
162,9341600,601070,99308,139735363,20373988,18,19539,24511,233917,21132724,1881,206992,4152,9.73
163,9368921,604469,99308,140642283,20434547,18,19539,24511,235316,21205636,1881,206992,4152,4.18
164,9459014,607877,99308,141404308,20603173,18,19539,24511,236615,21387387,1881,206992,4152,12.57
165,9489633,612857,99308,142306083,20669084,18,19539,24511,237914,21464886,1881,206992,4152,4.64
166,9567329,616256,99308,143094076,20817309,18,19539,24511,239180,21625198,1881,206992,4152,10.96
167,9588340,619627,99308,144016575,20867463,18,19539,24511,240702,21688685,1881,206992,4152,3.37
168,9679140,623024,99308,144777930,21039265,18,19539,24511,241816,21873760,1881,206992,4152,12.79
169,9680592,626510,99308,145754816,21051836,18,19539,24511,243207,21892764,1881,206992,4152,0.19
170,9791364,629901,99308,146467206,21257224,18,19539,24511,244296,22110894,1881,206992,4152,15.34
171,9825478,633110,99308,147360705,21331482,18,19539,24511,245660,22197335,1881,206992,4152,5.21
172,9901208,636508,99308,148162167,21474443,18,19539,24511,246968,22349654,1881,206992,4152,10.30
173,9969046,639267,99308,148972458,21614886,18,19539,24511,248573,22500344,1881,206992,4152,9.69
174,10039645,646432,99308,149788656,21740642,18,19539,24511,249712,22644090,1881,206992,4152,9.70
175,10069504,649280,99308,150697199,21805070,18,19539,24511,251124,22719961,1881,206992,4152,4.36
176,10148628,652681,99308,151489958,21960202,18,19539,24511,252483,22882557,1881,206992,4152,11.00
177,10209316,656076,99308,152308283,22083464,18,19539,24511,253895,23023203,1881,206992,4152,9.04
178,10210735,661332,99308,153281941,22095799,18,19539,24511,255216,23046569,1881,206992,4152,0.45
179,10324428,664727,99308,153988512,22308175,18,19539,24511,256503,23272572,1881,206992,4152,15.98
