period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,6782344,1060194,154398491,114882374,18,19482,24057,234537,24800829,1843,290608,4152,8.26
1,501,523,4393146,7666,18,19453,24382,3559,702559,1837,290608,4152,0.01,99593
2,4443,11728,4565134,13262,18,19453,24382,4897,717904,1837,290608,4152,0.00,99593
3,4443,14331,5551041,14124,18,19453,24382,6023,729466,1837,290608,4152,0.00,99593
4,35632,16924,6420313,335833,18,19453,24382,7567,833642,1837,290608,4152,6.35,99593
5,84433,19730,7492028,908187,18,19453,24382,8892,992794,1837,290608,4152,10.38,99593
6,123013,23524,8070289,1563467,18,19453,24382,10002,1122854,1837,290608,4152,8.09,99593
7,163619,35271,8905965,2226078,18,19453,24382,11229,1262513,1837,290608,4152,8.66,99593
8,197737,38561,9756680,2829995,18,19453,24382,12576,1387511,1837,290608,4152,7.62,99593
9,238734,42529,10612482,3478323,18,19453,24382,13937,1520814,1837,290608,4152,8.57,99593
10,278478,50324,11455922,4154555,18,19453,24382,15000,1660866,1837,290608,4152,8.63,99593
11,318776,60970,12313963,4816260,18,19453,24382,16419,1799990,1837,290608,4152,8.65,99593
12,354420,64011,13164458,5421631,18,19453,24382,17651,1923957,1837,290608,4152,7.58,99593
13,394617,67125,10311200,6110237,18,19453,24382,18802,2065734,1837,290608,4152,9.03,99593
14,433302,70984,14839870,6762699,18,19453,24382,20074,2200627,1837,290608,4152,8.27,99593
15,472875,85746,15700802,7447605,18,19453,24382,21275,2342410,1837,290608,4152,8.66,99593
16,510786,88776,16535274,8087981,18,19453,24382,22520,2478144,1837,290608,4152,8.41,99593
17,546857,102874,17400303,8714386,18,19453,24382,23716,2601422,1837,290608,4152,7.83,99593
18,585815,110752,12083744,9389386,18,19453,24382,24821,2742342,1837,290608,4152,8.66,99593
19,625995,121914,12435448,10068095,18,19453,24382,26059,2881349,1837,290608,4152,8.76,99593
20,665587,125399,19949049,10728154,18,19453,24382,27334,3018140,1837,290608,4152,8.51,99593
21,704394,128516,13120605,11384711,18,19453,24382,28413,3153668,1837,290608,4152,8.65,99593
22,741590,132217,13492350,12007543,18,19453,24382,29550,3282485,1837,290608,4152,7.88,99593
23,772100,136287,13957965,12577482,18,19453,24382,30949,3386852,1837,290608,4152,6.22,99593
24,818171,139772,23358851,13322829,18,19453,24382,32246,3545854,1837,290608,4152,10.26,99593
25,860149,143401,14518245,14011044,18,19453,24382,33423,3691774,1837,290608,4152,9.13,99593
26,896508,146589,14878348,14642471,18,19453,24382,34606,3820716,1837,290608,4152,8.07,99593
27,936061,150405,15222013,15331324,18,19453,24382,35793,3960932,1837,290608,4152,8.46,99593
28,974637,153815,26750771,16005071,18,19453,24382,36842,4093843,1837,290608,4152,8.34,99593
29,1011712,162889,15895104,16657187,18,19453,24382,37902,4230180,1837,290608,4152,8.55,99593
30,1049913,169583,28436394,17283340,18,19453,24382,39170,4363422,1837,290608,4152,8.18,99593
31,1090024,182959,16649356,17936308,18,19453,24382,40382,4499748,1837,290608,4152,8.75,99593
32,1128127,185550,30147354,18593870,18,19453,24382,41354,4629254,1837,290608,4152,8.05,99593
33,1136159,196362,31090730,18899025,18,19453,24382,43114,4680137,1837,290608,4152,2.04,99593
34,1181399,204457,17949757,19629945,18,19453,24382,44326,4835174,1837,290608,4152,9.78,99593
35,1241895,215147,32697279,20554923,18,19453,24382,45382,5035210,1837,290608,4152,13.48,99593
36,1269903,218433,33569035,21089419,18,19453,24382,46744,5144093,1837,290608,4152,6.31,99593
37,1306559,233795,18923987,21695453,18,19453,24382,48192,5264663,1837,290608,4152,7.54,99593
38,1357436,237701,19099151,22512801,18,19453,24382,49344,5435994,1837,290608,4152,11.22,99593
39,1375623,242225,36142437,22918401,18,19453,24382,51001,5514306,1837,290608,4152,4.02,99593
40,1409069,245453,36994203,23519692,18,19453,24382,52526,5638063,1837,290608,4152,7.30,99593
41,1469641,262036,20193738,24459038,18,19453,24382,53730,5841522,1837,290608,4152,13.94,99593
42,1510086,265056,38622975,25139736,18,19453,24382,54815,5975748,1837,290608,4152,8.49,99593
43,1518567,270900,39564731,25463539,18,19453,24382,56383,6026040,1837,290608,4152,2.03,99593
44,1541250,278049,21709826,25936277,18,19453,24382,57874,6114101,1837,290608,4152,4.73,99593
45,1601729,289117,21801787,26875287,18,19453,24382,59020,6317554,1837,290608,4152,13.77,99593
46,1661210,292536,42027426,27792063,18,19453,24382,60156,6514214,1837,290608,4152,13.35,99593
47,1698825,308776,22292128,28398156,18,19453,24382,61454,6644150,1837,290608,4152,7.93,99593
48,1737363,312652,22616501,29082291,18,19453,24382,62656,6784394,1837,290608,4152,8.67,99593
49,1777820,316315,44577526,29733925,18,19453,24382,63831,6919352,1837,290608,4152,8.32,99593
50,1816040,323029,23286957,30417571,18,19453,24382,64938,7056788,1837,290608,4152,8.66,99593
51,1855331,331169,23628197,31066459,18,19453,24382,66004,7189775,1837,290608,4152,8.42,99593
52,1890920,339524,23990378,31712020,18,19453,24382,67096,7321779,1837,290608,4152,7.79,99593
53,1930917,349406,47968974,32381100,18,19453,24382,68283,7460019,1837,290608,4152,8.66,99593
54,1968315,352654,48812325,33036532,18,19453,24382,69518,7592564,1837,290608,4152,8.12,99593
55,2011357,365349,49641536,33730954,18,19453,24382,70552,7738742,1837,290608,4152,9.14,99593
56,2046381,368632,25371727,34347746,18,19453,24382,71718,7867620,1837,290608,4152,7.88,99593
57,2086289,372815,25711542,35050648,18,19453,24382,72920,8007786,1837,290608,4152,8.73,99593
