period,wifi,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
72,16911379,17057919,8373431,285739,114574,53850283,18,36513,24560,101481,1888,206992,4152,22.37
73,17184250,17321047,8516263,288758,114574,54490933,18,36513,24560,102741,1888,206992,4152,19.89
74,17433379,17567341,8646598,291261,114574,55149225,18,36513,24560,104153,1888,206992,4152,17.71
75,17721788,17857392,8812924,293841,114574,55756938,18,36513,24560,105470,1888,206992,4152,21.12
76,17994554,18143016,8960225,296564,114574,59090885,18,36513,24560,106940,1888,206992,4152,19.52
77,18268124,18413235,9106904,302207,114574,59765269,18,36513,24560,108299,1888,206992,4152,19.03
78,18510076,18647018,9234854,311635,114574,60495262,18,36513,24560,109724,1888,206992,4152,17.15
79,18721096,18849914,9342201,314630,114574,58437295,18,36513,24560,111153,1888,206992,4152,14.55
80,18980435,19098306,9478776,318039,114574,59092050,18,36513,24560,112562,1888,206992,4152,18.64
81,19212535,19327193,9597931,320877,114574,62708520,18,36513,24560,113875,1888,206992,4152,16.73
82,19489748,19588085,9744005,323662,114574,60412751,18,36513,24560,115257,1888,206992,4152,20.12
83,19722323,19818406,9864587,326968,114574,61100089,18,36513,24560,116604,1888,206992,4152,16.74
84,19952695,20040706,9982601,330263,114574,61788566,18,36513,24560,117952,1888,206992,4152,16.36
85,20183641,20263424,10100927,333555,114574,62481615,18,36513,24560,119388,1888,206992,4152,16.46
86,20418191,20489199,10224093,340489,114574,66335253,18,36513,24560,120610,1888,206992,4152,16.89
87,20650412,20708002,10346671,346196,114574,63882210,18,36513,24560,121775,1888,206992,4152,16.62
88,20878365,20930583,10463335,349471,114574,64581633,18,36513,24560,123106,1888,206992,4152,16.29
89,21111478,21150946,10582568,352538,114574,65269171,18,36513,24560,124335,1888,206992,4152,16.61
90,21346785,21379289,10703067,355497,114574,65956362,18,36513,24560,125751,1888,206992,4152,16.72
91,21572468,21593747,10822401,358773,114574,66660070,18,36513,24560,127056,1888,206992,4152,16.18
92,21806049,21817360,10941273,362308,114574,67355505,18,36513,24560,128203,1888,206992,4152,16.75
93,22040204,22037384,11064443,365076,114574,71488860,18,36513,24560,129429,1888,206992,4152,16.48
94,22271650,22266655,11183256,369968,114574,68743788,18,36513,24560,130806,1888,206992,4152,16.55
95,22506997,22489844,11303302,374197,114574,72968474,18,36513,24560,132215,1888,206992,4152,16.61
96,22737349,22716457,11424121,383417,114574,70149319,18,36513,24560,133472,1888,206992,4152,16.46
97,22971086,22945224,11547390,387107,114574,74438490,18,36513,24560,134748,1888,206992,4152,16.72
98,23200108,23162992,11668675,390367,114574,71540846,18,36513,24560,136046,1888,206992,4152,16.54
99,23309703,23262123,11718213,393763,114574,72399858,18,36513,24560,137599,1888,206992,4152,7.07
100,23340615,23279726,11725750,397165,114574,73358869,18,36513,24560,139231,1888,206992,4152,0.88
101,23606775,23539765,11864986,401017,114574,73999047,18,36513,24560,140583,1888,206992,4152,19.56
102,23900631,23818980,12019008,404045,114574,78412603,18,36513,24560,141944,1888,206992,4152,21.50
103,24158123,24065131,12153861,408024,114574,75273154,18,36513,24560,143187,1888,206992,4152,18.16
104,24421476,24324762,12293304,411103,114574,79820037,18,36513,24560,144418,1888,206992,4152,19.21
105,24699600,24599103,12441119,416495,114574,80505915,18,36513,24560,145781,1888,206992,4152,20.27
106,24969900,24857312,12582837,419587,114574,81195955,18,36513,24560,147122,1888,206992,4152,19.37
107,25250972,25123086,12726378,422778,114574,77827722,18,36513,24560,148547,1888,206992,4152,20.29
108,25491810,25351544,12852215,425739,114574,78502330,18,36513,24560,149806,1888,206992,4152,17.31
109,25747655,25593727,12983655,428765,114574,79158510,18,36513,24560,151215,1888,206992,4152,18.48
110,25977499,25811824,13101586,432229,114574,79855671,18,36513,24560,152381,1888,206992,4152,16.56
111,26207034,26025308,13217505,435697,114574,80548798,18,36513,24560,153705,1888,206992,4152,16.32
112,26440483,26253934,13337906,439154,114574,81234356,18,36513,24560,155108,1888,206992,4152,16.60
113,26667523,26470469,13456870,442616,114574,81925437,18,36513,24560,156408,1888,206992,4152,16.33
114,26898969,26692056,13575998,445736,114574,87051243,18,36513,24560,157884,1888,206992,4152,16.72
115,27131600,26915715,13695122,449284,114574,83310582,18,36513,24560,158954,1888,206992,4152,16.78
116,27362425,27138691,13818880,452418,114574,84002153,18,36513,24560,160302,1888,206992,4152,16.47
117,27593541,27360176,13938397,456261,114574,84700051,18,36513,24560,161703,1888,206992,4152,16.37
118,27823622,27579673,14061998,459163,114574,85393474,18,36513,24560,163029,1888,206992,4152,16.44
119,28059029,27800335,14181431,461966,114574,90729607,18,36513,24560,164478,1888,206992,4152,16.79
120,28289636,28016203,14298877,464957,114574,86775083,18,36513,24560,165775,1888,206992,4152,16.12
121,28523639,28235647,14417890,467578,114574,87472754,18,36513,24560,167020,1888,206992,4152,16.57
122,28756674,28462598,14540137,470305,114574,88168637,18,36513,24560,168345,1888,206992,4152,16.52
123,28991176,28678644,14657591,473777,114574,88858565,18,36513,24560,169705,1888,206992,4152,16.44
124,29222652,28898705,14777733,477242,114574,89552124,18,36513,24560,170960,1888,206992,4152,16.42
125,29460350,29121971,14901042,480426,114574,90244183,18,36513,24560,172219,1888,206992,4152,16.87
126,29569475,29216832,14946517,483060,114574,91101388,18,36513,24560,173745,1888,206992,4152,6.63
127,29758603,29391778,15043733,486484,114574,96839282,18,36513,24560,175256,1888,206992,4152,13.09
128,29996587,29620866,15168392,489856,114574,92525542,18,36513,24560,176753,1888,206992,4152,17.18
129,30259935,29877410,15310125,492909,114574,98275113,18,36513,24560,178161,1888,206992,4152,19.04
130,30529559,30137953,15452597,495939,114574,93810735,18,36513,24560,179457,1888,206992,4152,19.60
131,30836747,30431721,15612828,498649,114574,94398809,18,36513,24560,180832,1888,206992,4152,22.47
132,31079324,30659724,15738843,502117,114574,95075737,18,36513,24560,182225,1888,206992,4152,17.45
133,31307510,30874432,15856254,505350,114574,95770081,18,36513,24560,183499,1888,206992,4152,16.11
134,31549965,31120882,15984665,507887,114574,96462337,18,36513,24560,184829,1888,206992,4152,17.33
135,31774868,31331909,16101917,511133,114574,97165526,18,36513,24560,186128,1888,206992,4152,15.90
136,32014664,31554103,16224175,514583,114574,97844079,18,36513,24560,187409,1888,206992,4152,16.99
137,32238562,31767981,16341437,518038,114574,98543349,18,36513,24560,188675,1888,206992,4152,16.30
138,32475132,31991543,16464106,520885,114574,104789414,18,36513,24560,189959,1888,206992,4152,16.97
139,32703803,32207600,16583284,523816,114574,99937348,18,36513,24560,191215,1888,206992,4152,16.34
140,32923640,32411099,16693851,527278,114574,100646672,18,36513,24560,192377,1888,206992,4152,15.60
141,32959740,32434620,16701164,530754,114574,101601653,18,36513,24560,194020,1888,206992,4152,1.44
142,33221699,32681440,16835387,534594,114574,107982961,18,36513,24560,195324,1888,206992,4152,18.70
143,33503817,32952688,16988122,539047,114574,108667507,18,36513,24560,196628,1888,206992,4152,20.48
144,33774991,33211483,17130808,542661,114574,103508550,18,36513,24560,197890,1888,206992,4152,19.79
145,34063438,33486560,17281792,545827,114574,110030516,18,36513,24560,199317,1888,206992,4152,20.96
146,34328261,33738790,17418378,548694,114574,104780663,18,36513,24560,200621,1888,206992,4152,19.04
147,34555881,33953003,17535252,551598,114574,111478645,18,36513,24560,201842,1888,206992,4152,16.38
148,34783707,34165534,17649635,555732,114574,106181731,18,36513,24560,202975,1888,206992,4152,16.63
149,35022999,34390648,17773959,558494,114574,112959052,18,36513,24560,204186,1888,206992,4152,16.61
150,35257729,34609148,17895317,563113,114574,107564441,18,36513,24560,205487,1888,206992,4152,16.44
151,35487403,34827186,18013987,566649,114574,114437496,18,36513,24560,206703,1888,206992,4152,16.72
152,35718728,35044229,18134459,569923,114574,108954376,18,36513,24560,207947,1888,206992,4152,16.13
153,35948558,35265395,18258481,572803,114574,115919074,18,36513,24560,209146,1888,206992,4152,16.40
154,36188316,35490694,18383704,576132,114574,110331317,18,36513,24560,210535,1888,206992,4152,16.89
155,36421829,35707340,18503009,579193,114574,111023674,18,36513,24560,211863,1888,206992,4152,16.45
156,36659305,35930349,18627484,581994,114574,111710984,18,36513,24560,213321,1888,206992,4152,16.63
157,36889439,36144501,18741989,585554,114574,112413588,18,36513,24560,214496,1888,206992,4152,16.44
158,37122737,36361868,18860579,588813,114574,113110935,18,36513,24560,215665,1888,206992,4152,16.62
159,37351953,36579977,18978483,592407,114574,113806775,18,36513,24560,217071,1888,206992,4152,16.49
160,37585176,36797426,19098102,595201,114574,121083196,18,36513,24560,218410,1888,206992,4152,16.50
161,37819406,37014857,19217869,598034,114574,115203837,18,36513,24560,219667,1888,206992,4152,16.57
162,38052330,37232984,19336709,600974,114574,115902212,18,36513,24560,220971,1888,206992,4152,16.60
163,38282960,37448245,19455191,603426,114574,116603421,18,36513,24560,222203,1888,206992,4152,16.22
164,38519887,37673000,19577968,607208,114574,124016506,18,36513,24560,223604,1888,206992,4152,16.85
165,38753278,37889893,19696954,610091,114574,117993576,18,36513,24560,224846,1888,206992,4152,16.53
166,38982382,38104307,19811698,613543,114574,118694946,18,36513,24560,226175,1888,206992,4152,16.18
167,39218922,38323744,19934382,617237,114574,119384798,18,36513,24560,227309,1888,206992,4152,16.72
168,39451822,38543885,20054455,621864,114574,126968415,18,36513,24560,228552,1888,206992,4152,16.62
169,39679205,38757561,20171249,625208,114574,120782851,18,36513,24560,229783,1888,206992,4152,16.27
170,39914689,38978475,20290909,628776,114574,121477005,18,36513,24560,231002,1888,206992,4152,16.72
171,40100812,39147983,20379058,631621,114574,122236544,18,36513,24560,232386,1888,206992,4152,12.74
172,40214077,39245395,20436571,635123,114574,123085376,18,36513,24560,233942,1888,206992,4152,7.28
173,40508094,39517343,20592605,638949,114574,130804717,18,36513,24560,235410,1888,206992,4152,21.71
174,40763411,39745948,20721821,641802,114574,124363268,18,36513,24560,236719,1888,206992,4152,18.19
175,40962762,39929610,20821820,645284,114574,125097365,18,36513,24560,238235,1888,206992,4152,13.83
176,41246771,40200732,20972048,648077,114574,125718014,18,36513,24560,239653,1888,206992,4152,20.80
177,41518413,40460338,21114133,652599,114574,133691167,18,36513,24560,241065,1888,206992,4152,19.30
178,41771132,40703737,21246808,655183,114574,127021751,18,36513,24560,242494,1888,206992,4152,18.26
179,42003570,40922710,21365559,657947,114574,135146339,18,36513,24560,243685,1888,206992,4152,16.87
