period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,332,0,4345761,9592,18,19522,24518,3830,705502,1881,206992,4152,0.01,99264
1,5259,11925,4527021,11104,18,19522,24518,5048,716901,1881,206992,4152,0.00,99264
2,5259,14524,5512495,12242,18,19522,24518,6369,729880,1881,206992,4152,0.00,99264
3,24541,17118,6450073,71118,18,19522,24518,8037,779652,1881,206992,4152,2.04,99264
4,129416,19928,7171666,306567,18,19522,24518,9274,992382,1881,206992,4152,14.85,99264
5,175848,22812,8019184,458712,18,19522,24518,10957,1111159,1881,206992,4152,7.33,99264
6,227497,25808,9702703,590041,18,19522,24518,12538,1233111,1881,206992,4152,7.66,99264
7,229494,31868,9837707,597983,18,19522,24518,14224,1256498,1881,206992,4152,0.25,99264
8,343541,34938,10556187,816159,18,19522,24518,15478,1470134,1881,206992,4152,15.17,99264
9,387213,38064,11420602,910044,18,19522,24518,17043,1574638,1881,206992,4152,6.46,99264
10,471221,41427,13140522,1076048,18,19522,24518,18509,1746635,1881,206992,4152,11.80,99264
11,493629,44442,13119162,1126736,18,19522,24518,20191,1810168,1881,206992,4152,3.40,99264
12,575000,47340,13898049,1285870,18,19522,24518,21649,1976700,1881,206992,4152,11.29,99264
13,619752,49894,14763704,1383156,18,19522,24518,23009,2083813,1881,206992,4152,6.82,99264
14,625119,52972,16780806,1396832,18,19522,24518,24847,2111998,1881,206992,4152,0.59,99264
15,764336,57054,16359946,1675890,18,19522,24518,26049,2390963,1881,206992,4152,19.97,99264
16,775957,60183,17301698,1708655,18,19522,24518,27703,2437838,1881,206992,4152,2.10,99264
17,874807,62820,18038208,1900080,18,19522,24518,29024,2642583,1881,206992,4152,14.05,99264
18,917840,66042,18911873,1986629,18,19522,24518,30538,2738789,1881,206992,4152,5.80,99264
19,958272,69128,19782256,2075012,18,19522,24518,32231,2839693,1881,206992,4152,6.11,99264
20,1045827,72252,20535077,2255602,18,19522,24518,33616,3027190,1881,206992,4152,12.89,99264
21,1083856,75487,21417586,2333726,18,19522,24518,35375,3118635,1881,206992,4152,5.39,99264
22,1127927,78614,22290419,2416992,18,19522,24518,36804,3211737,1881,206992,4152,5.72,99264
23,1205819,81261,23068774,2578491,18,19522,24518,38168,3380045,1881,206992,4152,11.38,99264
24,1251107,84470,23941253,2666279,18,19522,24518,39735,3476473,1881,206992,4152,5.80,99264
25,1348258,87350,24683403,2859104,18,19522,24518,41231,3675371,1881,206992,4152,13.81,99264
26,1401945,89847,25530401,2970936,18,19522,24518,42753,3796509,1881,206992,4152,7.63,99264
27,1454175,92876,26377273,3080428,18,19522,24518,44447,3917431,1881,206992,4152,7.55,99264
28,1511950,96012,27206514,3203004,18,19522,24518,46072,4052133,1881,206992,4152,8.63,99264
29,1570297,99152,28041036,3322384,18,19522,24518,47540,4180194,1881,206992,4152,8.35,99264
30,1630989,102287,28859312,3450932,18,19522,24518,49151,4318898,1881,206992,4152,8.90,99264
31,1682112,105429,29708932,3558535,18,19522,24518,50704,4435291,1881,206992,4152,7.55,99264
32,1739968,108575,30534760,3682821,18,19522,24518,52451,4571574,1881,206992,4152,8.63,99264
33,1800803,114759,31356678,3807529,18,19522,24518,54249,4707251,1881,206992,4152,8.63,99264
