period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
138,18104092,544126,96105403,39359445,18,36593,23662,195410,32777120,1877,206992,4144,18.70
139,18229723,547452,96786036,39619890,18,36593,23662,196612,33007862,1877,206992,4144,16.65
140,18354710,550178,97466284,39918716,18,36593,23662,198057,33242819,1877,206992,4144,16.49
141,18479935,552584,98148690,40206338,18,36593,23662,199328,33477327,1877,206992,4144,16.48
142,18604066,556223,98820065,40497572,18,36593,23662,200721,33714543,1877,206992,4144,16.65
143,18727282,558830,102375505,40780388,18,36593,23662,202021,33944556,1877,206992,4144,16.27
144,18854013,561716,100172198,41069893,18,36593,23662,203196,34183721,1877,206992,4144,16.69
145,18977339,565092,100846024,41353313,18,36593,23662,204610,34414548,1877,206992,4144,16.24
146,19115598,568458,101513166,41650301,18,36593,23662,205977,34649775,1877,206992,4144,16.81
147,19249430,571192,102179311,41946777,18,36593,23662,207422,34884804,1877,206992,4144,16.42
148,19379305,574908,102856936,42236835,18,36593,23662,208866,35115324,1877,206992,4144,16.35
149,19514497,582334,106458095,42508825,18,36593,23662,210248,35350332,1877,206992,4144,16.51
150,19650178,597908,107164389,42813763,18,36593,23662,211804,35592072,1877,206992,4144,17.00
151,19787242,608759,104894182,43106727,18,36593,23662,213149,35824097,1877,206992,4144,16.87
152,19925632,612110,105558491,43417624,18,36593,23662,214429,36062562,1877,206992,4144,17.11
153,20056009,615404,109209166,43710695,18,36593,23662,216024,36294080,1877,206992,4144,16.46
154,20191145,618824,109880528,44008242,18,36593,23662,217262,36528320,1877,206992,4144,16.68
155,20320394,621805,107573094,44302393,18,36593,23662,218705,36765712,1877,206992,4144,16.73
156,20441332,624235,111238163,44585417,18,36593,23662,220043,36994457,1877,206992,4144,15.96
157,20566644,627546,111916547,44874148,18,36593,23662,221395,37224797,1877,206992,4144,16.47
158,20689326,630725,109619166,45155599,18,36593,23662,222732,37449667,1877,206992,4144,15.93
159,20815267,633948,110314377,45429572,18,36593,23662,224000,37659997,1877,206992,4144,14.83
160,20948280,637229,110991131,45718998,18,36593,23662,225443,37885143,1877,206992,4144,16.07
161,21098719,642036,114615139,46042507,18,36593,23662,226796,38139432,1877,206992,4144,18.32
162,21250295,647406,112298145,46332660,18,36593,23662,228189,38389908,1877,206992,4144,17.87
163,21385517,650893,112975931,46627735,18,36593,23662,229582,38621726,1877,206992,4144,16.33
164,21520524,653873,113647549,46925523,18,36593,23662,230879,38858179,1877,206992,4144,16.78
165,21646458,657314,114337307,47202112,18,36593,23662,232413,39072717,1877,206992,4144,15.15
166,21777492,660533,115012442,47491836,18,36593,23662,233947,39301600,1877,206992,4144,15.83
167,21926309,663978,115650366,47809189,18,36593,23662,235405,39551871,1877,206992,4144,17.92
168,22065906,666567,116315063,48108730,18,36593,23662,236726,39785055,1877,206992,4144,16.79
169,22202097,669015,116976574,48409857,18,36593,23662,237918,40020194,1877,206992,4144,16.97
170,22332984,671924,117661174,48691816,18,36593,23662,239314,40242099,1877,206992,4144,15.59
171,22465198,675578,118335190,48982213,18,36593,23662,240780,40471904,1877,206992,4144,16.08
172,22611632,678138,118983971,49266008,18,36593,23662,242191,40714502,1877,206992,4144,17.24
173,22746139,680531,119647654,49569587,18,36593,23662,243627,40950710,1877,206992,4144,16.69
174,22881356,683919,120304017,49869047,18,36593,23662,244971,41188806,1877,206992,4144,17.04
175,23009869,687766,120987294,50152272,18,36593,23662,246414,41412958,1877,206992,4144,15.58
176,23148184,690586,121656189,50448653,18,36593,23662,247813,41649148,1877,206992,4144,16.57
177,23291904,693504,125336523,50755821,18,36593,23662,249102,41894236,1877,206992,4144,17.30
178,23420265,696878,126011838,51043980,18,36593,23662,250378,42126371,1877,206992,4144,16.45
