period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,468,225,4450536,7560,18,19524,24523,3654,702747,1881,206992,4152,0.01,99263
1,4043,11602,4622763,12235,18,19524,24523,5135,717605,1881,206992,4152,0.00,99263
2,4043,14196,5608290,13296,18,19524,24523,6367,730499,1881,206992,4152,0.00,99263
3,33959,16797,6514634,100577,18,19524,24523,7966,804806,1881,206992,4152,4.09,99263
4,87472,19610,7356086,209449,18,19524,24523,9497,925442,1881,206992,4152,7.68,99263
5,157907,22517,8151845,433760,18,19524,24523,11141,1082176,1881,206992,4152,10.21,99263
6,214322,25503,8989412,602437,18,19524,24523,12392,1207818,1881,206992,4152,8.20,99263
7,215881,28404,9961770,662369,18,19524,24523,14183,1230139,1881,206992,4152,0.18,99263
8,328133,31469,10654027,975454,18,19524,24523,15519,1466632,1881,206992,4152,16.31,99263
9,362396,34198,11545928,1104933,18,19524,24523,17071,1556000,1881,206992,4152,5.18,99263
10,387385,36652,12463087,1236666,18,19524,24523,18625,1619442,1881,206992,4152,3.23,99263
11,499265,40045,13162547,1518121,18,19524,24523,19717,1850195,1881,206992,4152,16.46,99263
12,533552,47584,14044946,1654022,18,19524,24523,21213,1943772,1881,206992,4152,5.51,99263
13,575325,58103,15534262,1815298,18,19524,24523,22690,2041174,1881,206992,4152,5.88,99263
14,673277,65926,15670446,2091415,18,19524,24523,23953,2244995,1881,206992,4152,14.24,99263
15,727022,72837,16508509,2239113,18,19524,24523,25443,2373145,1881,206992,4152,8.20,99263
16,728473,75921,17481956,2299505,18,19524,24523,27024,2395416,1881,206992,4152,0.20,99263
17,843139,79002,18164757,2610439,18,19524,24523,28401,2632755,1881,206992,4152,16.70,99263
18,861291,82103,19087653,2811619,18,19524,24523,30041,2695104,1881,206992,4152,3.03,99263
19,905719,90395,19942362,3209892,18,19524,24523,31989,2810042,1881,206992,4152,6.59,99263
20,907649,100896,20921652,3454045,18,19524,24523,33882,2840018,1881,206992,4152,0.59,99263
21,909414,104030,21894314,3461131,18,19524,24523,35562,2861996,1881,206992,4152,0.24,99263
22,910559,106584,22868256,3467420,18,19524,24523,37342,2883816,1881,206992,4152,0.15,99263
23,1011252,109714,23595168,3670161,18,19524,24523,38753,3091331,1881,206992,4152,14.34,99263
24,1168815,113070,24183450,3983977,18,19524,24523,40058,3401869,1881,206992,4152,22.75,99263
25,1306939,116138,24989844,4267584,18,19524,24523,41377,3684594,1881,206992,4152,20.32,99263
26,1341048,119002,25702137,4342244,18,19524,24523,42887,3771559,1881,206992,4152,5.06,99263
27,1412690,122117,26498105,4490016,18,19524,24523,44448,3930024,1881,206992,4152,10.47,99263
28,1472623,125338,27325265,4614020,18,19524,24523,46394,4065154,1881,206992,4152,8.63,99263
29,1531959,128481,28152860,4735398,18,19524,24523,48093,4199590,1881,206992,4152,8.63,99263
30,1588319,131836,28988269,4850581,18,19524,24523,49692,4323976,1881,206992,4152,8.16,99263
31,1645410,134557,29822696,4965162,18,19524,24523,51466,4448547,1881,206992,4152,8.19,99263
32,1705896,137725,30656041,5088274,18,19524,24523,53110,4583246,1881,206992,4152,8.25,99263
33,1759012,140860,31503760,5195035,18,19524,24523,54633,4700376,1881,206992,4152,7.55,99263
34,1817137,144003,32331984,5318004,18,19524,24523,56102,4832794,1881,206992,4152,8.63,99263
35,1876055,147147,33163128,5440834,18,19524,24523,57809,4965378,1881,206992,4152,8.63,99263
36,1928951,150476,34523429,5552969,18,19524,24523,59753,5091140,1881,206992,4152,7.88,99263
37,1984786,153331,34836294,5669894,18,19524,24523,61380,5220272,1881,206992,4152,8.26,99263
38,2044915,156466,35664613,5792015,18,19524,24523,62966,5354209,1881,206992,4152,8.62,99263
39,2105404,159593,36492112,5913410,18,19524,24523,64801,5487288,1881,206992,4152,8.63,99263
40,2157166,162725,37337385,6021521,18,19524,24523,66442,5608444,1881,206992,4152,7.55,99263
41,2211253,166178,38856840,6133901,18,19524,24523,68149,5733081,1881,206992,4152,7.95,99263
42,2269461,168804,39018029,6251786,18,19524,24523,69455,5857253,1881,206992,4152,8.22,99263
43,2327778,171946,39845855,6375263,18,19524,24523,71115,5992450,1881,206992,4152,8.80,99263
44,2386191,174677,40676720,6498114,18,19524,24523,72901,6128663,1881,206992,4152,8.40,99263
45,2443540,178059,42298656,6617479,18,19524,24523,74458,6259685,1881,206992,4152,8.62,99263
46,2498478,181090,42357453,6726742,18,19524,24523,75965,6377573,1881,206992,4152,7.55,99263
47,2549655,184229,43204677,6834869,18,19524,24523,77680,6495886,1881,206992,4152,7.55,99263
48,2613560,187034,44903730,6967843,18,19524,24523,79238,6640685,1881,206992,4152,9.44,99263
49,2669860,190305,44859197,7084299,18,19524,24523,80828,6767197,1881,206992,4152,8.21,99263
