period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,357,469,4353523,7901,18,19510,24082,3619,701125,1881,206992,4152,0.01,99268
1,4165,11777,5353513,13029,18,19510,24082,5206,717382,1881,206992,4152,0.00,99268
2,4165,14335,5521137,13803,18,19510,24082,6388,728399,1881,206992,4152,0.00,99268
3,20732,16934,6461829,70965,18,19510,24082,8149,777181,1881,206992,4152,1.99,99268
4,107244,19740,7236399,222463,18,19510,24082,9672,950237,1881,206992,4152,11.54,99268
5,154200,22704,8092833,366020,18,19510,24082,11245,1062530,1881,206992,4152,7.05,99268
6,235447,30398,9712236,569739,18,19510,24082,12751,1231648,1881,206992,4152,11.28,99268
7,259629,41427,9818500,697981,18,19510,24082,14364,1302357,1881,206992,4152,3.92,99268
8,362520,44506,10559609,957055,18,19510,24082,15407,1501331,1881,206992,4152,14.13,99268
9,374296,52443,11502774,1056335,18,19510,24082,17088,1549982,1881,206992,4152,2.05,99268
10,483450,62866,12228067,1313702,18,19510,24082,18478,1767623,1881,206992,4152,15.22,99268
11,487848,65991,13188831,1383982,18,19510,24082,20006,1800190,1881,206992,4152,1.01,99268
12,594943,74192,13914390,1633096,18,19510,24082,21259,2014489,1881,206992,4152,15.17,99268
13,657217,84685,14746527,1823850,18,19510,24082,22998,2151624,1881,206992,4152,8.71,99268
14,661537,87742,15706625,1893256,18,19510,24082,24703,2185506,1881,206992,4152,1.00,99268
15,771316,90821,16426457,2139061,18,19510,24082,25977,2402657,1881,206992,4152,15.22,99268
16,829224,97190,17272345,2337492,18,19510,24082,27625,2540001,1881,206992,4152,8.63,99268
17,887975,100328,18104424,2500844,18,19510,24082,29185,2671976,1881,206992,4152,8.63,99268
18,940092,103468,18955446,2643041,18,19510,24082,30891,2790651,1881,206992,4152,7.55,99268
19,996983,106597,19789405,2837969,18,19510,24082,32556,2925580,1881,206992,4152,8.63,99268
20,1058200,109728,20618118,3029298,18,19510,24082,33927,3059986,1881,206992,4152,8.63,99268
21,1109784,112677,21464174,3180783,18,19510,24082,35660,3181331,1881,206992,4152,7.55,99268
22,1163400,116034,22768134,3340049,18,19510,24082,37272,3303532,1881,206992,4152,7.95,99268
23,1231605,118912,23129365,3541172,18,19510,24082,38757,3450484,1881,206992,4152,9.30,99268
24,1284282,122036,23975332,3692241,18,19510,24082,40572,3570123,1881,206992,4152,7.55,99268
25,1345757,125179,24801232,3882733,18,19510,24082,42338,3707551,1881,206992,4152,8.63,99268
26,1399464,130342,25994090,4038580,18,19510,24082,43959,3831933,1881,206992,4152,7.90,99268
27,1460160,138181,26480029,4209591,18,19510,24082,45465,3969570,1881,206992,4152,8.70,99268
28,1516958,141298,27315527,4399671,18,19510,24082,46965,4099717,1881,206992,4152,8.22,99268
29,1569581,147280,28390594,4585053,18,19510,24082,48459,4227876,1881,206992,4152,8.08,99268
30,1627542,154030,29004715,4719925,18,19510,24082,50093,4355428,1881,206992,4152,8.11,99268
31,1660315,157168,29897138,4869229,18,19510,24082,51332,4442041,1881,206992,4152,5.15,99268
32,1735268,159973,30690458,5065311,18,19510,24082,52879,4605135,1881,206992,4152,10.88,99268
33,1801307,163426,31640422,5252079,18,19510,24082,54521,4745693,1881,206992,4152,9.18,99268
34,1857848,165772,32347753,5415057,18,19510,24082,56035,4874880,1881,206992,4152,8.23,99268
35,1899018,168887,33222918,5545975,18,19510,24082,57402,4973600,1881,206992,4152,6.16,99268
36,1970372,172030,34030582,5752475,18,19510,24082,58913,5121959,1881,206992,4152,9.73,99268
37,2028858,174592,34859297,5919249,18,19510,24082,60808,5258922,1881,206992,4152,8.73,99268
38,2085039,177264,35691815,6083997,18,19510,24082,62514,5394380,1881,206992,4152,8.29,99268
39,2142318,180389,36530174,6270373,18,19510,24082,63978,5519165,1881,206992,4152,8.10,99268
40,2201502,183523,37355872,6456547,18,19510,24082,65822,5655631,1881,206992,4152,8.63,99268
