period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,ipc1,sys_evt,wifi,esp_timer,Heap,Stack,Mbps,main
44,4766254,167226,34695490,12574945,1881,18,19516,24517,10573352,58772,206992,4152,16.18,99188
45,4882765,170417,35386010,12810997,1881,18,19516,24517,10807909,60056,206992,4152,16.71,99188
46,4998446,173603,36079629,13044872,1881,18,19516,24517,11041357,61322,206992,4152,16.72,99188
47,5110572,176652,36782377,13272286,1881,18,19516,24517,11268966,62426,206992,4152,16.18,99188
48,5227542,180055,37472133,13508378,1881,18,19516,24517,11501885,63636,206992,4152,16.72,99188
49,5343341,182680,37935895,13743509,1881,18,19516,24517,11738246,64808,206992,4152,16.68,99188
50,5456319,185616,38865015,13972977,1881,18,19516,24517,11965949,66017,206992,4152,16.21,99188
51,5572267,189087,39566505,14207039,1881,18,19516,24517,12197444,67214,206992,4152,16.70,99188
52,5690533,192228,40116950,14442437,1881,18,19516,24517,12431315,68321,206992,4152,16.73,99188
53,5804409,194826,40960159,14671996,1881,18,19516,24517,12662171,69390,206992,4152,16.18,99188
54,5915839,198013,41657350,14900092,1881,18,19516,24517,12890591,70454,206992,4152,16.41,99188
55,6032704,200859,42350639,15137039,1881,18,19516,24517,13127092,71670,206992,4152,16.73,99188
56,6148325,203886,43047655,15368851,1881,18,19516,24517,13358644,72832,206992,4152,16.47,99188
57,6262563,207089,43767478,15598953,1881,18,19516,24517,13585006,74039,206992,4152,16.32,99188
58,6381307,209765,44434300,15835374,1881,18,19516,24517,13821679,75263,206992,4152,17.06,99188
59,6496426,212380,45138984,16066254,1881,18,19516,24517,14051478,76361,206992,4152,16.23,99188
60,6611013,215885,45835888,16297810,1881,18,19516,24517,14284679,77603,206992,4152,16.70,99188
61,6727356,218718,46676192,16533528,1881,18,19516,24517,14521734,78710,206992,4152,16.58,99188
62,6842911,221757,47232222,16766817,1881,18,19516,24517,14753798,79890,206992,4152,16.33,99188
63,6959469,225031,47926819,16999632,1881,18,19516,24517,14987455,81062,206992,4152,16.71,99188
64,7075970,228178,48623592,17237223,1881,18,19516,24517,15222640,82162,206992,4152,16.65,99188
65,7189711,231068,49324484,17467496,1881,18,19516,24517,15450176,83369,206992,4152,16.19,99188
66,7304656,234599,50312779,17700843,1881,18,19516,24517,15682180,84561,206992,4152,16.73,99188
67,7420467,237406,50714927,17936846,1881,18,19516,24517,15919068,85661,206992,4152,16.62,99188
68,7536225,240146,51418788,18165993,1881,18,19516,24517,16149187,86729,206992,4152,16.26,99188
69,7651426,243608,52115600,18399153,1881,18,19516,24517,16382494,87782,206992,4152,16.71,99188
70,7768538,246419,53213259,18634019,1881,18,19516,24517,16617865,88989,206992,4152,16.69,99188
71,7882046,249391,53511606,18862772,1881,18,19516,24517,16844799,90041,206992,4152,16.19,99188
72,7998100,252581,54205421,19093756,1881,18,19516,24517,17075729,91298,206992,4152,16.44,99188
73,8115021,256285,55397229,19330127,1881,18,19516,24517,17309169,92303,206992,4152,16.86,99188
74,8228671,259083,55594729,19559993,1881,18,19516,24517,17540790,93438,206992,4152,16.31,99188
75,8341584,262366,56292625,19789318,1881,18,19516,24517,17769010,94788,206992,4152,16.37,99188
76,8459632,265128,56986426,20027667,1881,18,19516,24517,18007163,96017,206992,4152,16.72,99188
77,8575365,267813,57688644,20260281,1881,18,19516,24517,18237446,97238,206992,4152,16.27,99188
78,8688882,271513,59048538,20490645,1881,18,19516,24517,18467247,98379,206992,4152,16.74,99188
79,8804570,274339,59081984,20728115,1881,18,19516,24517,18702399,99590,206992,4152,16.69,99188
80,8822691,276854,60011846,20772159,1881,18,19516,24517,18760603,101401,206992,4152,2.85,99188
81,8824198,280088,60982667,20779942,1881,18,19516,24517,18783643,103260,206992,4152,0.19,99188
82,8887935,283492,61804404,20911407,1881,18,19516,24517,18920654,104721,206992,4152,9.27,99188
83,9047751,286344,62389559,21231959,1881,18,19516,24517,19237332,106008,206992,4152,23.09,99188
84,9208573,289100,62966356,21557717,1881,18,19516,24517,19561838,107164,206992,4152,23.29,99188
85,9373457,292403,63533497,21889311,1881,18,19516,24517,19890989,108430,206992,4152,23.67,99188
86,9537910,295033,64097950,22221274,1881,18,19516,24517,20220366,109577,206992,4152,23.80,99188
87,9699592,297736,64674075,22547638,1881,18,19516,24517,20542055,110761,206992,4152,23.52,99188
88,9828468,301314,65328501,22810749,1881,18,19516,24517,20802384,112069,206992,4152,18.63,99188
89,9945220,303798,67081655,23046413,1881,18,19516,24517,21037102,113289,206992,4152,16.66,99188
90,10063253,306591,66708997,23279014,1881,18,19516,24517,21272102,114410,206992,4152,16.58,99188
91,10177511,309876,67408629,23508296,1881,18,19516,24517,21500219,115548,206992,4152,16.18,99188
92,10294000,313165,68098827,23747865,1881,18,19516,24517,21734439,116871,206992,4152,16.70,99188
93,10411183,316454,68789270,23984681,1881,18,19516,24517,21970282,118130,206992,4152,16.73,99188
94,10525019,318983,69485384,24214812,1881,18,19516,24517,22199187,119375,206992,4152,16.18,99188
95,10640722,322300,71438121,24448341,1881,18,19516,24517,22433813,120623,206992,4152,16.69,99188
96,10755552,325559,72164233,24683966,1881,18,19516,24517,22669435,121942,206992,4152,16.71,99188
97,10870096,328862,71575251,24913570,1881,18,19516,24517,22898138,123027,206992,4152,16.20,99188
98,10984257,332326,72273841,25145252,1881,18,19516,24517,23127749,124228,206992,4152,16.55,99188
99,11102727,334900,72965755,25381420,1881,18,19516,24517,23361543,125291,206992,4152,16.74,99188
100,11217549,337435,73663303,25614408,1881,18,19516,24517,23593733,126462,206992,4152,16.31,99188
101,11334530,340885,74354312,25845679,1881,18,19516,24517,23826917,127635,206992,4152,16.41,99188
102,11450445,344347,75049171,26078246,1881,18,19516,24517,24061268,128853,206992,4152,16.54,99188
103,11566824,346946,75743264,26313979,1881,18,19516,24517,24297509,129987,206992,4152,16.64,99188
104,11680668,350726,77979587,26542613,1881,18,19516,24517,24527182,131035,206992,4152,16.70,99188
105,11797341,353565,77145923,26779751,1881,18,19516,24517,24762456,132327,206992,4152,16.59,99188
106,11911341,356965,77840190,27011121,1881,18,19516,24517,24994463,133504,206992,4152,16.31,99188
107,12027457,359831,78540746,27245259,1881,18,19516,24517,25223565,134700,206992,4152,16.44,99188
108,12142558,363241,79237220,27478045,1881,18,19516,24517,25456663,135900,206992,4152,16.50,99188
109,12259763,365714,79935259,27713594,1881,18,19516,24517,25689170,137204,206992,4152,16.67,99188
110,12374176,369005,80633735,27944037,1881,18,19516,24517,25918672,138374,206992,4152,16.64,99188
111,12492114,372038,83064293,28179536,1881,18,19516,24517,26151773,139485,206992,4152,16.43,99188
112,12608004,374930,82027432,28414785,1881,18,19516,24517,26387605,140704,206992,4152,16.54,99188
113,12723371,378152,82718046,28647631,1881,18,19516,24517,26618843,141899,206992,4152,16.37,99188
114,12839731,381626,83412272,28884009,1881,18,19516,24517,26851571,143135,206992,4152,16.88,99188
115,12955242,384039,84106047,29118819,1881,18,19516,24517,27086316,144420,206992,4152,16.36,99188
116,13070631,387491,84808679,29347435,1881,18,19516,24517,27315267,145542,206992,4152,16.37,99188
117,13188298,390636,87420446,29584045,1881,18,19516,24517,27550769,146687,206992,4152,16.71,99188
118,13303825,393652,86202938,29817729,1881,18,19516,24517,27784131,147812,206992,4152,16.34,99188
119,13416654,397088,86897824,30047465,1881,18,19516,24517,28012618,149010,206992,4152,16.37,99188
120,13535097,400448,87590763,30284100,1881,18,19516,24517,28247124,150150,206992,4152,16.83,99188
121,13648908,403507,88284104,30514442,1881,18,19516,24517,28479008,151412,206992,4152,16.41,99188
122,13761972,406966,88984457,30741720,1881,18,19516,24517,28705355,152666,206992,4152,16.18,99188
123,13880153,409755,89673542,30979073,1881,18,19516,24517,28941970,153845,206992,4152,16.94,99188
124,13996458,412989,90368273,31212718,1881,18,19516,24517,29176142,154996,206992,4152,16.49,99188
125,14109906,416613,93267180,31443657,1881,18,19516,24517,29405442,156106,206992,4152,16.44,99188
126,14225536,419831,91755418,31675456,1881,18,19516,24517,29637981,157457,206992,4152,16.70,99188
127,14341536,422398,92449552,31911068,1881,18,19516,24517,29872557,158763,206992,4152,16.46,99188
128,14455402,425591,93151223,32140841,1881,18,19516,24517,30100692,159977,206992,4152,16.19,99188
129,14571558,428153,96179075,32377741,1881,18,19516,24517,30338959,161240,206992,4152,16.91,99188
130,14687445,431237,94535291,32612309,1881,18,19516,24517,30571184,162389,206992,4152,16.53,99188
131,14798819,434508,95233292,32839585,1881,18,19516,24517,30799725,163760,206992,4152,16.44,99188
132,14916394,437230,95929796,33073867,1881,18,19516,24517,31034436,164962,206992,4152,16.44,99188
133,15032853,440701,96622581,33309898,1881,18,19516,24517,31270465,166146,206992,4152,16.73,99188
134,15143949,444158,97316840,33537638,1881,18,19516,24517,31499157,167431,206992,4152,16.18,99188
135,15259308,447762,98007612,33773994,1881,18,19516,24517,31737028,168730,206992,4152,16.86,99188
136,15376473,451071,98697121,34009945,1881,18,19516,24517,31973554,169711,206992,4152,16.57,99188
137,15488563,454327,99397248,34237593,1881,18,19516,24517,32202540,170999,206992,4152,16.18,99188
138,15605709,457597,100093549,34472318,1881,18,19516,24517,32436170,172208,206992,4152,16.71,99188
139,15721105,460418,100787229,34707857,1881,18,19516,24517,32673492,173384,206992,4152,16.69,99188
140,15831692,463651,101485726,34935358,1881,18,19516,24517,32899224,174691,206992,4152,16.18,99188
141,15948486,466828,104925574,35169837,1881,18,19516,24517,33133546,175796,206992,4152,16.72,99188
142,16066352,470143,102874401,35404741,1881,18,19516,24517,33366976,176998,206992,4152,16.68,99188
143,16180079,472808,103578243,35633046,1881,18,19516,24517,33595225,178138,206992,4152,16.21,99188
144,16298208,476461,107098168,35865393,1881,18,19516,24517,33828480,179128,206992,4152,16.70,99188
145,16414292,479922,104973369,36099455,1881,18,19516,24517,34062780,180300,206992,4152,16.73,99188
146,16527519,482798,105678881,36328295,1881,18,19516,24517,34292735,181260,206992,4152,16.18,99188
147,16642135,486618,106379779,36560452,1881,18,19516,24517,34524365,182490,206992,4152,16.67,99188
148,16760196,489135,107078032,36794776,1881,18,19516,24517,34758899,183571,206992,4152,16.60,99188
149,16874517,492146,107779322,37023175,1881,18,19516,24517,34988563,184563,206992,4152,16.33,99188
150,16989697,495584,108473943,37253405,1881,18,19516,24517,35219366,185756,206992,4152,16.37,99188
151,17107975,498517,109170224,37491615,1881,18,19516,24517,35457809,186849,206992,4152,16.86,99188
152,17221544,501450,109874956,37721264,1881,18,19516,24517,35686147,188004,206992,4152,16.19,99188
153,17339490,505335,113632223,37956175,1881,18,19516,24517,35919615,189098,206992,4152,16.70,99188
154,17456024,508043,111263923,38192582,1881,18,19516,24517,36154154,190336,206992,4152,16.70,99188
155,17569704,510581,111965816,38421202,1881,18,19516,24517,36381874,191639,206992,4152,16.21,99188
156,17684808,514227,112664189,38653113,1881,18,19516,24517,36609474,192805,206992,4152,16.56,99188
157,17803536,516725,113359220,38895013,1881,18,19516,24517,36845161,193902,206992,4152,16.88,99188
158,17917261,519278,114061863,39124691,1881,18,19516,24517,37074631,195088,206992,4152,16.18,99188
159,18033945,522934,114761016,39358174,1881,18,19516,24517,37306559,196218,206992,4152,16.56,99188
160,18149875,526276,115461266,39594362,1881,18,19516,24517,37540981,197302,206992,4152,16.77,99188
161,18262451,528910,116165031,39824835,1881,18,19516,24517,37770215,198515,206992,4152,16.18,99188
162,18378459,532649,120161958,40059524,1881,18,19516,24517,38001896,199570,206992,4152,16.71,99188
163,18494563,536163,117563199,40294592,1881,18,19516,24517,38236221,200739,206992,4152,16.70,99188
164,18605271,538820,118265878,40521528,1881,18,19516,24517,38464527,201905,206992,4152,16.18,99188
165,18721226,542571,122345893,40753253,1881,18,19516,24517,38696438,203113,206992,4152,16.65,99188
166,18836666,545007,119670432,40985108,1881,18,19516,24517,38925620,204236,206992,4152,16.37,99188
167,18953098,547734,120366912,41218406,1881,18,19516,24517,39158419,205310,206992,4152,16.40,99188
168,19070435,551457,121065089,41452569,1881,18,19516,24517,39392457,206494,206992,4152,16.65,99188
169,19136170,554162,121870030,41595851,1881,18,19516,24517,39545383,207987,206992,4152,9.87,99188
170,19178673,557574,122745866,41680707,1881,18,19516,24517,39639780,209368,206992,4152,5.79,99188
171,19332139,561119,126900808,41992229,1881,18,19516,24517,39949125,210565,206992,4152,22.43,99188
172,19487831,563927,127531974,42307587,1881,18,19516,24517,40260383,211776,206992,4152,22.52,99188
173,19641195,567064,124530343,42613593,1881,18,19516,24517,40562850,212929,206992,4152,22.01,99188
174,19753096,570516,125234728,42842188,1881,18,19516,24517,40791648,214156,206992,4152,16.44,99188
175,19871199,573312,125924421,43081608,1881,18,19516,24517,41028525,215474,206992,4152,16.65,99188
176,19987267,576317,126620080,43312755,1881,18,19516,24517,41261842,216722,206992,4152,16.53,99188
177,20100271,579790,131084727,43541999,1881,18,19516,24517,41489309,217850,206992,4152,16.25,99188
178,20217596,582943,128010941,43777690,1881,18,19516,24517,41725780,218876,206992,4152,16.63,99188
179,20334285,586112,128707293,44011594,1881,18,19516,24517,41960578,220186,206992,4152,16.73,99188
