period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
36,4085311,129931,30636153,9058213,18,36472,13835,52535,8775541,1888,206992,4152,3.20
37,4234138,132964,31255993,9383150,18,36472,13835,53748,9064033,1888,206992,4152,20.94
38,4329359,135639,31104031,9583591,18,36472,13835,55114,9256149,1888,206992,4152,13.39
39,4467822,138220,31743193,9890723,18,36472,13835,56416,9529323,1888,206992,4152,19.71
40,4609855,140768,32375557,10206399,18,36472,13835,57764,9810623,1888,206992,4152,20.52
41,4763740,143471,32983801,10540296,18,36472,13835,59019,10110826,1888,206992,4152,21.79
42,4922298,146201,34540280,10851708,18,36472,13835,60277,10416371,1888,206992,4152,22.18
43,5054887,149185,34237200,11148354,18,36472,13835,61471,10679894,1888,206992,4152,18.70
44,5177412,152039,34925811,11419797,18,36472,13835,62893,10912068,1888,206992,4152,16.53
45,5293642,155248,35626281,11681854,18,36472,13835,64296,11139675,1888,206992,4152,16.37
46,5415028,158284,37297081,11929588,18,36472,13835,65726,11375868,1888,206992,4152,16.75
47,5531719,160951,37019048,12194129,18,36472,13835,67003,11605667,1888,206992,4152,16.50
48,5651455,164270,37717756,12463238,18,36472,13835,68271,11836263,1888,206992,4152,16.33
49,5773840,166975,39358340,12737845,18,36472,13835,69586,12071349,1888,206992,4152,16.70
50,5890412,170147,40078332,12976458,18,36472,13835,71087,12301324,1888,206992,4152,16.36
51,6004935,172989,39804274,13241116,18,36472,13835,72291,12530800,1888,206992,4152,16.40
52,6123678,176376,41455356,13510784,18,36472,13835,73521,12762648,1888,206992,4152,16.71
53,6241384,179358,41199053,13777545,18,36472,13835,75015,12991222,1888,206992,4152,16.38
54,6263703,182316,42117961,13852422,18,36472,13835,76593,13056122,1888,206992,4152,3.49
55,6360317,185667,43815526,14080051,18,36472,13835,77936,13249343,1888,206992,4152,13.49
56,6500096,188364,43498418,14391365,18,36472,13835,79471,13521559,1888,206992,4152,19.49
57,6655102,191567,44108924,14724661,18,36472,13835,80910,13816238,1888,206992,4152,21.64
58,6791301,194772,44755972,15000738,18,36472,13835,82161,14081342,1888,206992,4152,19.39
59,6945699,197405,45358986,15335441,18,36472,13835,83407,14381833,1888,206992,4152,21.87
60,7061806,200006,46056482,15600900,18,36472,13835,84630,14611923,1888,206992,4152,16.30
61,7179496,202946,47743964,15870289,18,36472,13835,85953,14845914,1888,206992,4152,16.56
62,7299605,208439,48459200,16111442,18,36472,13835,87327,15077371,1888,206992,4152,16.63
63,7421635,211296,48147183,16380945,18,36472,13835,88643,15308507,1888,206992,4152,16.29
64,7539376,214736,49847862,16648181,18,36472,13835,89767,15537875,1888,206992,4152,16.72
65,7659460,217538,50539892,16921593,18,36472,13835,91120,15772441,1888,206992,4152,16.69
66,7775222,220223,50232968,17161439,18,36472,13835,92407,16000072,1888,206992,4152,16.21
67,7889479,223425,50929893,17427499,18,36472,13835,93735,16229993,1888,206992,4152,16.48
68,8014319,227113,51619632,17702790,18,36472,13835,95116,16466453,1888,206992,4152,16.88
69,8128179,229872,52323552,17966312,18,36472,13835,96274,16693986,1888,206992,4152,16.20
70,8244303,233063,54054572,18206856,18,36472,13835,97460,16925096,1888,206992,4152,16.71
71,8364183,236012,54743606,18478651,18,36472,13835,98712,17159726,1888,206992,4152,16.59
72,8477546,239113,54413675,18743064,18,36472,13835,99967,17389492,1888,206992,4152,16.31
73,8595427,242567,56127161,19013371,18,36472,13835,101412,17623074,1888,206992,4152,16.72
74,8712312,245991,55814458,19251822,18,36472,13835,102596,17850841,1888,206992,4152,16.72
75,8826837,248843,56517810,19515541,18,36472,13835,103805,18080764,1888,206992,4152,16.18
76,8943138,252523,58224511,19785038,18,36472,13835,105182,18312570,1888,206992,4152,16.68
77,9060598,255256,57912021,20053180,18,36472,13835,106409,18543809,1888,206992,4152,16.48
78,9178063,258234,58606429,20295840,18,36472,13835,107689,18776207,1888,206992,4152,16.45
79,9291749,261641,59305168,20558925,18,36472,13835,109028,19004402,1888,206992,4152,16.67
80,9413306,264619,59999189,20832467,18,36472,13835,110332,19238218,1888,206992,4152,16.64
81,9532276,267110,60701418,21100576,18,36472,13835,111435,19467406,1888,206992,4152,16.21
82,9649922,270217,62421260,21340256,18,36472,13835,112617,19700299,1888,206992,4152,16.76
83,9766091,272874,62104070,21606905,18,36472,13835,113795,19926796,1888,206992,4152,16.43
84,9882091,275185,62802246,21873933,18,36472,13835,115053,20156933,1888,206992,4152,16.47
85,9987172,278457,63533272,22115204,18,36472,13835,116287,20360234,1888,206992,4152,14.51
86,10124409,280927,64193033,22388888,18,36472,13835,117549,20618842,1888,206992,4152,18.62
87,10239147,283514,64890646,22654616,18,36472,13835,118921,20850484,1888,206992,4152,16.36
88,10358573,286798,65588367,22919090,18,36472,13835,120220,21078907,1888,206992,4152,16.18
89,10478227,289752,67279473,23185220,18,36472,13835,121535,21313213,1888,206992,4152,16.69
90,10597883,292614,66975789,23429359,18,36472,13835,122757,21546676,1888,206992,4152,16.70
91,10614852,295940,67904532,23523214,18,36472,13835,124321,21604087,1888,206992,4152,2.79
92,10615440,299153,68881068,23580532,18,36472,13835,126127,21624428,1888,206992,4152,0.08
93,10729465,307015,70569365,23824021,18,36472,13835,127354,21847524,1888,206992,4152,15.66
94,10770328,318336,70482774,23947374,18,36472,13835,128946,21942300,1888,206992,4152,6.13
95,10772160,321746,71452816,24009365,18,36472,13835,130696,21965988,1888,206992,4152,0.23
96,10904624,325136,72109692,24307009,18,36472,13835,132084,22224101,1888,206992,4152,18.61
97,11057595,328620,73664742,24638944,18,36472,13835,133347,22517253,1888,206992,4152,21.64
98,11194832,331904,74341401,24914253,18,36472,13835,134642,22780466,1888,206992,4152,19.10
99,11332319,335011,74030264,25216014,18,36472,13835,135927,23046560,1888,206992,4152,19.04
100,11476208,338097,75625241,25533012,18,36472,13835,137335,23324197,1888,206992,4152,20.27
101,11537769,346615,75492367,25691349,18,36472,13835,138965,23460748,1888,206992,4152,8.94
102,11539405,357307,76473868,25738484,18,36472,13835,140613,23481323,1888,206992,4152,0.21
103,11668849,360689,77139724,26026998,18,36472,13835,141841,23735584,1888,206992,4152,18.12
104,11817331,364256,77759787,26353336,18,36472,13835,143065,24026659,1888,206992,4152,20.90
105,11974795,366966,79329723,26695367,18,36472,13835,144366,24337259,1888,206992,4152,22.65
106,12125270,369813,78968079,26999931,18,36472,13835,145704,24633115,1888,206992,4152,21.48
107,12273933,373277,79578493,27322791,18,36472,13835,146998,24922937,1888,206992,4152,21.22
108,12400574,375872,80258215,27604301,18,36472,13835,148272,25168921,1888,206992,4152,17.53
109,12403953,379354,81221560,27674876,18,36472,13835,150166,25200061,1888,206992,4152,0.93
110,12408496,382753,82180717,27717737,18,36472,13835,152020,25233481,1888,206992,4152,0.91
111,12509462,386541,82918280,27953940,18,36472,13835,153594,25429915,1888,206992,4152,13.63
112,12652162,389304,83554681,28265200,18,36472,13835,154801,25704363,1888,206992,4152,19.91
113,12783642,392756,85201740,28559511,18,36472,13835,156227,25956943,1888,206992,4152,18.22
114,12928290,395093,84840048,28851735,18,36472,13835,157691,26237114,1888,206992,4152,20.27
115,13077726,398912,85457724,29179647,18,36472,13835,158999,26532316,1888,206992,4152,21.48
116,13221869,401802,86081725,29501142,18,36472,13835,160455,26814959,1888,206992,4152,20.50
117,13373042,404648,86691000,29835621,18,36472,13835,161857,27114966,1888,206992,4152,21.59
118,13522548,407669,87304292,30134930,18,36472,13835,163213,27404684,1888,206992,4152,20.96
119,13675407,411129,87918240,30464668,18,36472,13835,164585,27694244,1888,206992,4152,21.11
120,13830684,414680,89605445,30801810,18,36472,13835,165936,27990976,1888,206992,4152,21.84
121,13985732,417257,90210053,31136647,18,36472,13835,167346,28290957,1888,206992,4152,21.57
122,14144041,420258,89743049,31446669,18,36472,13835,168698,28594563,1888,206992,4152,21.98
123,14284238,423046,90378648,31759352,18,36472,13835,169974,28869373,1888,206992,4152,20.01
124,14432912,425974,92102215,32084396,18,36472,13835,171220,29159749,1888,206992,4152,21.09
125,14570122,429436,92745531,32388525,18,36472,13835,172402,29424611,1888,206992,4152,19.21
126,14684018,434136,92352534,32624425,18,36472,13835,174019,29650512,1888,206992,4152,15.91
127,14830079,437124,92984355,32944633,18,36472,13835,175324,29935606,1888,206992,4152,20.78
128,14980141,439744,93609217,33268082,18,36472,13835,176756,30221582,1888,206992,4152,20.84
129,15114729,443066,94259295,33568826,18,36472,13835,178162,30485156,1888,206992,4152,19.06
130,15267703,446543,96008899,33875776,18,36472,13835,179561,30780190,1888,206992,4152,21.70
131,15406744,449838,95512738,34185698,18,36472,13835,180954,31054044,1888,206992,4152,19.81
132,15521200,452675,97332943,34449631,18,36472,13835,182233,31279522,1888,206992,4152,16.11
133,15569527,455981,98168763,34597699,18,36472,13835,183829,31391633,1888,206992,4152,6.92
134,15716391,463852,98832149,34886626,18,36472,13835,185167,31668015,1888,206992,4152,20.26
135,15861093,466856,98344979,35204517,18,36472,13835,186575,31948577,1888,206992,4152,20.34
136,15995954,469648,100112203,35507785,18,36472,13835,187770,32216264,1888,206992,4152,19.30
137,16098416,472469,99736016,35748953,18,36472,13835,189095,32419881,1888,206992,4152,14.23
138,16227635,479635,100402314,36013647,18,36472,13835,190425,32676523,1888,206992,4152,18.34
139,16348158,482110,102202634,36289377,18,36472,13835,191673,32914257,1888,206992,4152,17.06
140,16461091,485032,102893173,36553633,18,36472,13835,192899,33142287,1888,206992,4152,16.15
141,16580572,488346,103570295,36826965,18,36472,13835,194083,33375550,1888,206992,4152,16.73
142,16697875,494168,103189860,37066457,18,36472,13835,195353,33609471,1888,206992,4152,16.52
143,16815401,496975,104975374,37337279,18,36472,13835,196587,33844830,1888,206992,4152,16.91
144,16927635,499715,104586684,37603755,18,36472,13835,197927,34073762,1888,206992,4152,16.18
145,17043441,503549,106372933,37874854,18,36472,13835,199297,34306477,1888,206992,4152,16.69
146,17164801,511130,105986607,38118923,18,36472,13835,200552,34538719,1888,206992,4152,16.74
147,17277028,514054,106686994,38382963,18,36472,13835,201789,34768461,1888,206992,4152,16.18
148,17395561,517777,108467309,38654577,18,36472,13835,203079,35001139,1888,206992,4152,16.70
149,17513353,522217,109159355,38926492,18,36472,13835,204235,35235246,1888,206992,4152,16.61
150,17634988,529628,109871745,39171435,18,36472,13835,205528,35469726,1888,206992,4152,16.73
151,17754734,532696,109483009,39441774,18,36472,13835,206786,35700950,1888,206992,4152,16.44
152,17865448,536198,110187481,39702342,18,36472,13835,208035,35926758,1888,206992,4152,16.08
153,17987892,539419,110876185,39978776,18,36472,13835,209210,36165601,1888,206992,4152,16.83
154,18106636,543155,112652713,40221484,18,36472,13835,210427,36399068,1888,206992,4152,16.73
155,18223563,545872,112264897,40492370,18,36472,13835,211758,36629024,1888,206992,4152,16.37
156,18341474,549134,114027179,40762163,18,36472,13835,213099,36860635,1888,206992,4152,16.71
157,18457492,551968,113664313,41031650,18,36472,13835,214366,37089189,1888,206992,4152,16.13
158,18580181,555627,114356618,41276332,18,36472,13835,215573,37319799,1888,206992,4152,16.44
159,18711759,558915,115037649,41560126,18,36472,13835,216973,37556700,1888,206992,4152,17.04
160,18836823,561805,115731233,41838203,18,36472,13835,218192,37791607,1888,206992,4152,16.45
161,18959229,567430,117470487,42114644,18,36472,13835,219587,38027665,1888,206992,4152,16.42
162,19088607,575299,118174259,42369456,18,36472,13835,220876,38266021,1888,206992,4152,16.75
163,19217833,578403,117792155,42650685,18,36472,13835,222389,38501822,1888,206992,4152,16.71
164,19344607,580958,118491555,42929512,18,36472,13835,223630,38736375,1888,206992,4152,16.31
165,19466492,583574,119185195,43203140,18,36472,13835,224902,38967756,1888,206992,4152,16.44
166,19583524,586713,120920643,43445163,18,36472,13835,226102,39198756,1888,206992,4152,16.64
167,19699480,589406,120578122,43714084,18,36472,13835,227449,39431758,1888,206992,4152,16.41
168,19818208,593170,122295215,43985579,18,36472,13835,228756,39665600,1888,206992,4152,16.72
169,19937159,596192,121969146,44256365,18,36472,13835,229863,39896410,1888,206992,4152,16.72
170,20053106,598539,122665314,44495769,18,36472,13835,231259,40124979,1888,206992,4152,16.18
171,20169379,602144,123365155,44764275,18,36472,13835,232650,40356918,1888,206992,4152,16.56
172,20287943,604951,124067717,45036197,18,36472,13835,233867,40591323,1888,206992,4152,16.86
173,20403196,608073,124770573,45298301,18,36472,13835,235158,40814590,1888,206992,4152,16.17
174,20522354,610743,125473829,45541473,18,36472,13835,236353,41045066,1888,206992,4152,16.74
175,20643025,613204,126175132,45813926,18,36472,13835,237669,41278994,1888,206992,4152,16.44
176,20762229,616665,126866944,46084483,18,36472,13835,239111,41510866,1888,206992,4152,16.46
177,20878999,620415,128541339,46352179,18,36472,13835,240439,41742351,1888,206992,4152,16.43
178,21002628,623120,129250145,46601253,18,36472,13835,241914,41978110,1888,206992,4152,16.74
