period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,470,0,4353215,9218,19,19510,24512,3682,703013,1882,206992,4152,0.01,99305
1,4232,11719,4527482,12991,19,19510,24512,5129,717429,1882,206992,4152,0.00,99305
2,4232,14322,5514599,13759,19,19510,24512,6276,728947,1882,206992,4152,0.00,99305
3,21121,16907,6451967,72838,19,19510,24512,8250,779965,1882,206992,4152,2.04,99305
4,121348,19707,7178301,273862,19,19510,24512,9726,990749,1882,206992,4152,14.68,99305
5,160287,22684,8057926,452880,19,19510,24512,11217,1082688,1882,206992,4152,5.38,99305
6,230019,25883,9574267,733582,19,19510,24512,12605,1242894,1882,206992,4152,10.76,99305
7,285806,28509,9696001,951447,19,19510,24512,14167,1366338,1882,206992,4152,7.88,99305
8,328362,36334,10547999,1442693,19,19510,24512,15750,1487087,1882,206992,4152,6.76,99305
9,404286,46800,11349724,1611583,19,19510,24512,17499,1648524,1882,206992,4152,10.53,99305
10,443562,49946,12214164,2021405,19,19510,24512,19069,1757659,1882,206992,4152,6.38,99305
11,519637,53124,13089850,2172157,19,19510,24512,20689,1918975,1882,206992,4152,10.91,99305
12,574076,55839,13847661,2286564,19,19510,24512,22245,2042048,1882,206992,4152,7.87,99305
13,632621,58533,14685033,2401328,19,19510,24512,23859,2170048,1882,206992,4152,8.16,99305
14,683655,61597,15535846,2506359,19,19510,24512,25451,2286102,1882,206992,4152,7.55,99305
15,745143,64948,16562011,2631563,19,19510,24512,27061,2425087,1882,206992,4152,8.97,99305
16,802523,67719,17196201,2747039,19,19510,24512,28733,2554407,1882,206992,4152,8.28,99305
17,857419,70873,18034562,2858135,19,19510,24512,30202,2680875,1882,206992,4152,8.03,99305
18,914986,73706,19156264,2976299,19,19510,24512,31727,2809611,1882,206992,4152,8.15,99305
19,972030,76546,19706507,3094559,19,19510,24512,33189,2938718,1882,206992,4152,8.44,99305
20,1025469,79679,20555650,3198580,19,19510,24512,34833,3055252,1882,206992,4152,7.55,99305
21,1084534,82956,21758644,3319838,19,19510,24512,36444,3190483,1882,206992,4152,8.58,99305
22,1141528,86191,22224627,3435631,19,19510,24512,37759,3315985,1882,206992,4152,8.33,99305
23,1197108,88489,23064652,3549098,19,19510,24512,39297,3443251,1882,206992,4152,7.89,99305
24,1256139,92217,23902810,3670204,19,19510,24512,40871,3575717,1882,206992,4152,8.25,99305
25,1315436,95349,24729939,3792949,19,19510,24512,42434,3710976,1882,206992,4152,8.63,99305
26,1372192,98477,25573283,3905093,19,19510,24512,43617,3831945,1882,206992,4152,8.35,99305
27,1428998,100892,26414582,4020756,19,19510,24512,45208,3957649,1882,206992,4152,7.82,99305
28,1482628,103881,27256501,4131766,19,19510,24512,46778,4083891,1882,206992,4152,7.96,99305
29,1546215,106568,28076908,4262000,19,19510,24512,48230,4225009,1882,206992,4152,9.19,99305
30,1594915,109709,28936336,4360062,19,19510,24512,49722,4333359,1882,206992,4152,6.92,99305
31,1659347,112371,29752315,4490220,19,19510,24512,51202,4477390,1882,206992,4152,9.22,99305
32,1717606,115692,30582585,4609733,19,19510,24512,52957,4610604,1882,206992,4152,8.63,99305
33,1771917,118401,31423094,4721183,19,19510,24512,54768,4733477,1882,206992,4152,7.55,99305
34,1832833,121559,32252937,4843634,19,19510,24512,55920,4862312,1882,206992,4152,8.63,99305
35,1883993,124687,33099400,4952414,19,19510,24512,57594,4982225,1882,206992,4152,7.55,99305
36,1943016,127819,33925006,5076566,19,19510,24512,59146,5118226,1882,206992,4152,8.63,99305
37,2001898,130943,34754540,5200135,19,19510,24512,60764,5250092,1882,206992,4152,8.63,99305
38,2056939,134435,35599930,5313280,19,19510,24512,62121,5370359,1882,206992,4152,8.13,99305
39,2108315,137186,36442017,5428928,19,19510,24512,63552,5496958,1882,206992,4152,7.89,99305
40,2172439,140324,37262409,5555588,19,19510,24512,65208,5632263,1882,206992,4152,8.82,99305
41,2211980,143456,38134528,5639689,19,19510,24512,67008,5729491,1882,206992,4152,5.75,99305
42,2279336,146590,38946798,5775176,19,19510,24512,68133,5875672,1882,206992,4152,9.71,99305
43,2339628,149723,39773379,5894599,19,19510,24512,69658,6011624,1882,206992,4152,8.85,99305
44,2403233,152792,41663691,6019828,19,19510,24512,71204,6150085,1882,206992,4152,9.02,99305
45,2457415,155505,41440584,6130271,19,19510,24512,72941,6273223,1882,206992,4152,7.64,99305
46,2516079,158649,42268988,6253662,19,19510,24512,74334,6406862,1882,206992,4152,8.62,99305
47,2570484,162105,43100304,6372654,19,19510,24512,75952,6538508,1882,206992,4152,8.27,99305
