period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
21,2521232,94403,18714687,5793393,18,36443,24531,32911,5445194,1888,206992,4152,16.62
22,2650545,97429,18710381,6099051,18,36443,24531,34402,5676931,1888,206992,4152,16.31
23,2780616,99865,19384206,6377855,18,36443,24531,35928,5911732,1888,206992,4152,16.36
24,2903388,103120,20071867,6680544,18,36443,24531,37450,6138789,1888,206992,4152,15.88
25,3029840,105930,20744873,6983696,18,36443,24531,38787,6372273,1888,206992,4152,16.70
26,3162416,108472,21420690,7289035,18,36443,24531,40229,6605353,1888,206992,4152,16.26
27,3287566,111715,22759893,7557597,18,36443,24531,41694,6823653,1888,206992,4152,15.38
28,3417432,114726,22778123,7865625,18,36443,24531,43087,7059000,1888,206992,4152,16.45
29,3550372,117511,23449429,8172793,18,36443,24531,44554,7291262,1888,206992,4152,16.30
30,3682152,120531,24095378,8461681,18,36443,24531,46085,7543925,1888,206992,4152,17.89
31,3813338,123157,25405664,8774480,18,36443,24531,47497,7784767,1888,206992,4152,16.95
32,3935979,126220,26077967,9065435,18,36443,24531,48842,8005526,1888,206992,4152,15.58
33,4041906,129264,26182597,9335351,18,36443,24531,50168,8206377,1888,206992,4152,13.97
34,4175618,134417,26851428,9620143,18,36443,24531,51604,8444717,1888,206992,4152,16.98
35,4303348,137180,27524626,9925863,18,36443,24531,53089,8680981,1888,206992,4152,16.74
36,4421240,140065,28228455,10208410,18,36443,24531,54514,8896056,1888,206992,4152,14.88
37,4556473,142730,28904485,10489570,18,36443,24531,56080,9126485,1888,206992,4152,16.12
38,4685960,145106,29581735,10793954,18,36443,24531,57481,9355621,1888,206992,4152,16.01
39,4801860,147850,30286933,11074921,18,36443,24531,58885,9565660,1888,206992,4152,14.67
40,4931539,152431,31504964,11382789,18,36443,24531,60304,9806061,1888,206992,4152,17.07
41,5055257,159169,31648481,11645763,18,36443,24531,61809,10024534,1888,206992,4152,15.42
42,5174852,162383,32350488,11932363,18,36443,24531,63249,10238014,1888,206992,4152,14.89
43,5297399,165591,33035542,12224958,18,36443,24531,64669,10456920,1888,206992,4152,15.62
44,5428392,168628,33723152,12498956,18,36443,24531,66137,10680222,1888,206992,4152,15.54
45,5499270,171826,34533910,12703234,18,36443,24531,67832,10813973,1888,206992,4152,8.62
46,5538414,176820,35417015,12830249,18,36443,24531,69595,10901835,1888,206992,4152,5.13
47,5586181,185554,36282369,12998455,18,36443,24531,71034,11003115,1888,206992,4152,6.14
48,5721004,188686,37422142,13280176,18,36443,24531,72418,11241400,1888,206992,4152,16.96
49,5863316,191601,37584419,13611304,18,36443,24531,73754,11501883,1888,206992,4152,18.51
50,6010199,194085,38664515,13947685,18,36443,24531,75185,11770678,1888,206992,4152,19.20
51,6140677,196948,38888731,14236952,18,36443,24531,76507,12024466,1888,206992,4152,17.47
52,6268910,199567,39979416,14549104,18,36443,24531,77867,12269929,1888,206992,4152,17.04
53,6399604,202559,40613139,14862881,18,36443,24531,79202,12518251,1888,206992,4152,17.55
54,6523632,205464,40917802,15169519,18,36443,24531,80438,12763838,1888,206992,4152,17.20
55,6670777,208190,41893687,15485949,18,36443,24531,81939,13039323,1888,206992,4152,19.52
56,6745359,210767,42337381,15706708,18,36443,24531,83482,13200674,1888,206992,4152,10.68
57,6777801,213780,43238090,15830294,18,36443,24531,84939,13275877,1888,206992,4152,4.22
58,6909279,216321,43907547,16113234,18,36443,24531,86543,13526920,1888,206992,4152,17.73
59,7048527,218934,44541867,16448554,18,36443,24531,87861,13803978,1888,206992,4152,19.67
60,7177638,222169,45207023,16761402,18,36443,24531,89262,14062286,1888,206992,4152,18.28
61,7308268,225192,46076895,17082334,18,36443,24531,90839,14324322,1888,206992,4152,18.61
62,7436510,230507,46530149,17364155,18,36443,24531,92220,14571697,1888,206992,4152,17.49
63,7566937,233535,47185158,17678221,18,36443,24531,93579,14832656,1888,206992,4152,18.40
64,7643764,236258,47973608,17902941,18,36443,24531,95024,14997618,1888,206992,4152,11.01
65,7681066,239834,49021548,18020795,18,36443,24531,96612,15082345,1888,206992,4152,5.02
66,7809370,242665,49666224,18333273,18,36443,24531,98014,15333942,1888,206992,4152,17.54
67,7932038,245678,50200868,18640714,18,36443,24531,99485,15585308,1888,206992,4152,17.81
68,7997689,248279,51011810,18848469,18,36443,24531,101096,15734219,1888,206992,4152,9.63
69,7999446,251227,51984427,18906945,18,36443,24531,102495,15755585,1888,206992,4152,0.24
70,8009384,254385,52938905,19003006,18,36443,24531,104297,15791680,1888,206992,4152,1.14
71,8126628,257432,53632917,19291962,18,36443,24531,105652,16030811,1888,206992,4152,17.01
72,8265917,260397,54257847,19591375,18,36443,24531,106955,16297092,1888,206992,4152,18.88
73,8403456,265054,54912897,19927242,18,36443,24531,108327,16575658,1888,206992,4152,19.67
74,8543831,268549,55551529,20260129,18,36443,24531,109832,16855732,1888,206992,4152,20.42
75,8679434,271555,56183604,20573052,18,36443,24531,111099,17121330,1888,206992,4152,18.77
76,8811471,274581,56847075,20848026,18,36443,24531,112396,17361211,1888,206992,4152,16.97
77,8930748,277308,57536630,21130297,18,36443,24531,113734,17586361,1888,206992,4152,15.69
78,9076545,279871,58223544,21428977,18,36443,24531,115141,17803171,1888,206992,4152,15.54
79,9229466,287871,58899686,21724120,18,36443,24531,116676,18039559,1888,206992,4152,16.90
80,9369704,299465,59560097,22026252,18,36443,24531,118166,18282185,1888,206992,4152,17.08
81,9500160,302516,60236575,22321256,18,36443,24531,119628,18513650,1888,206992,4152,16.37
82,9625630,305536,60928563,22606394,18,36443,24531,120935,18738174,1888,206992,4152,15.88
83,9752634,308899,61610821,22870277,18,36443,24531,122353,18964681,1888,206992,4152,15.80
84,9889922,312603,62301765,23173041,18,36443,24531,123902,19205323,1888,206992,4152,16.94
85,10040595,315290,62915384,23498085,18,36443,24531,125330,19467725,1888,206992,4152,18.29
86,10181266,322465,63569180,23798124,18,36443,24531,126785,19712923,1888,206992,4152,17.00
87,10321886,330599,64295358,24091678,18,36443,24531,128219,19957985,1888,206992,4152,17.37
88,10458492,333185,64883379,24399559,18,36443,24531,129682,20202786,1888,206992,4152,17.35
89,10573752,336302,65673524,24670440,18,36443,24531,130980,20414710,1888,206992,4152,14.91
90,10624558,339580,66534799,24809286,18,36443,24531,132181,20517894,1888,206992,4152,6.63
91,10677252,342785,67392254,24976756,18,36443,24531,133375,20623890,1888,206992,4152,6.89
92,10694986,345989,68316775,25087277,18,36443,24531,135008,20682657,1888,206992,4152,2.80
93,10787367,349410,69079708,25322330,18,36443,24531,136388,20859289,1888,206992,4152,12.06
94,10921744,352566,69543755,25608259,18,36443,24531,137751,21116694,1888,206992,4152,18.14
95,11045863,355832,70399056,25904178,18,36443,24531,139172,21361170,1888,206992,4152,17.02
96,11175042,358830,71078692,26200255,18,36443,24531,140509,21595134,1888,206992,4152,16.48
97,11305190,361982,71749304,26476853,18,36443,24531,142011,21829868,1888,206992,4152,16.69
98,11424142,364599,72259161,26752614,18,36443,24531,143384,22043599,1888,206992,4152,14.88
99,11554951,367275,73130023,27051966,18,36443,24531,144684,22279171,1888,206992,4152,16.81
100,11685899,373553,73602262,27343031,18,36443,24531,146048,22515568,1888,206992,4152,16.74
101,11817827,380379,74479714,27618944,18,36443,24531,147360,22756092,1888,206992,4152,16.89
102,11946048,383768,75166339,27905263,18,36443,24531,148818,22982632,1888,206992,4152,15.91
103,12071642,387072,75633831,28195791,18,36443,24531,150353,23213397,1888,206992,4152,16.17
104,12203381,390363,76511843,28475129,18,36443,24531,151743,23453267,1888,206992,4152,16.85
105,12328602,393438,77006132,28760167,18,36443,24531,153255,23686958,1888,206992,4152,16.40
106,12460813,396759,77850357,29061589,18,36443,24531,154792,23927682,1888,206992,4152,17.14
107,12574069,400685,78375541,29334730,18,36443,24531,156313,24140690,1888,206992,4152,14.80
108,12709439,407245,79219464,29615089,18,36443,24531,157906,24377421,1888,206992,4152,16.68
109,12846004,410118,79877103,29921828,18,36443,24531,159549,24618032,1888,206992,4152,16.79
110,12973258,413186,80551505,30218186,18,36443,24531,160923,24852448,1888,206992,4152,16.40
111,13103547,416496,81227202,30490064,18,36443,24531,162321,25083296,1888,206992,4152,16.44
112,13236185,419522,81752420,30793554,18,36443,24531,163863,25318432,1888,206992,4152,16.59
113,13365882,422482,82572547,31088723,18,36443,24531,165545,25548510,1888,206992,4152,15.93
114,13502249,425092,83234599,31395009,18,36443,24531,167033,25787853,1888,206992,4152,16.87
115,13636127,431524,83919562,31660691,18,36443,24531,168386,26019341,1888,206992,4152,16.35
116,13778647,434509,84425872,31971664,18,36443,24531,170020,26267361,1888,206992,4152,17.41
117,13915187,437695,85087189,32269934,18,36443,24531,171374,26501439,1888,206992,4152,16.70
118,14045052,440997,85917757,32537786,18,36443,24531,172736,26731269,1888,206992,4152,16.18
119,14185409,444442,86569084,32846576,18,36443,24531,174294,26976584,1888,206992,4152,17.43
120,14326129,447484,87222038,33157670,18,36443,24531,175775,27229887,1888,206992,4152,17.96
121,14466883,451732,87731362,33473458,18,36443,24531,177266,27478544,1888,206992,4152,17.62
122,14590736,459128,88581803,33733574,18,36443,24531,178801,27692715,1888,206992,4152,14.88
123,14715378,462439,89257846,34024186,18,36443,24531,180353,27920107,1888,206992,4152,15.93
124,14858131,465782,89788494,34332911,18,36443,24531,182014,28166007,1888,206992,4152,17.41
125,14983612,468926,90496814,34589443,18,36443,24531,183412,28384659,1888,206992,4152,15.44
126,15119450,472221,91263574,34891433,18,36443,24531,184793,28631166,1888,206992,4152,17.35
127,15245824,475379,91938643,35182108,18,36443,24531,186338,28859732,1888,206992,4152,16.04
128,15381660,480261,92508934,35478935,18,36443,24531,187849,29093547,1888,206992,4152,16.68
129,15528884,487277,93253623,35774674,18,36443,24531,189421,29349632,1888,206992,4152,17.94
130,15670088,489707,93910439,36083521,18,36443,24531,190775,29596517,1888,206992,4152,17.34
131,15803888,493044,94571743,36377966,18,36443,24531,192280,29837348,1888,206992,4152,16.91
132,15941347,495651,95243092,36643744,18,36443,24531,193840,30073347,1888,206992,4152,16.52
133,16090463,498529,95888560,36947046,18,36443,24531,195411,30325823,1888,206992,4152,18.01
134,16224472,501444,96558704,37231865,18,36443,24531,196888,30560125,1888,206992,4152,16.36
135,16369211,507005,97198473,37520026,18,36443,24531,198470,30803290,1888,206992,4152,17.19
136,16522477,514918,97866024,37807094,18,36443,24531,200020,31054278,1888,206992,4152,17.83
137,16653752,517267,98541851,38095478,18,36443,24531,201440,31284454,1888,206992,4152,16.11
138,16782000,520558,99234186,38367947,18,36443,24531,202963,31507764,1888,206992,4152,15.80
139,16914327,523229,99955477,38610201,18,36443,24531,204405,31734593,1888,206992,4152,15.97
140,17044124,526834,100605166,38868178,18,36443,24531,205843,31959812,1888,206992,4152,15.94
141,17155046,529506,101328804,39116763,18,36443,24531,207119,32156621,1888,206992,4152,13.93
142,17284704,532395,102005424,39377794,18,36443,24531,208598,32385801,1888,206992,4152,16.03
143,17427979,536270,102663685,39656930,18,36443,24531,209941,32625302,1888,206992,4152,16.93
144,17563844,538907,103332407,39938049,18,36443,24531,211560,32864307,1888,206992,4152,16.74
145,17697463,541925,104001589,40220943,18,36443,24531,212964,33104984,1888,206992,4152,17.14
146,17828677,545079,104676908,40480929,18,36443,24531,214470,33340505,1888,206992,4152,16.66
147,17954343,547623,105351831,40743661,18,36443,24531,215841,33571646,1888,206992,4152,16.34
148,18093863,550394,106005282,41032542,18,36443,24531,217109,33818287,1888,206992,4152,17.85
149,18232847,553905,106888329,41320646,18,36443,24531,218618,34068965,1888,206992,4152,17.60
150,18382406,561556,107561504,41607356,18,36443,24531,220115,34337347,1888,206992,4152,19.12
151,18520764,564175,107946344,41894954,18,36443,24531,221563,34596271,1888,206992,4152,18.44
152,18653564,567034,108614178,42180505,18,36443,24531,223003,34834669,1888,206992,4152,16.76
153,18805359,569545,109270942,42475291,18,36443,24531,224508,35093349,1888,206992,4152,18.15
154,18958920,572947,109914305,42794850,18,36443,24531,226049,35356260,1888,206992,4152,18.60
155,19089423,575952,110838315,43089214,18,36443,24531,227421,35605357,1888,206992,4152,17.42
156,19220371,579931,111502026,43383579,18,36443,24531,228858,35857730,1888,206992,4152,17.89
157,19356320,587572,111906680,43673019,18,36443,24531,230213,36115036,1888,206992,4152,18.11
158,19491238,590366,112558116,43961688,18,36443,24531,231576,36370209,1888,206992,4152,17.84
159,19632607,593545,113193951,44269635,18,36443,24531,233096,36640007,1888,206992,4152,19.18
160,19772518,596146,113828888,44554841,18,36443,24531,234577,36908659,1888,206992,4152,19.10
161,19899110,599293,114503697,44824517,18,36443,24531,235957,37144013,1888,206992,4152,16.60
162,20036336,602747,115173239,45117686,18,36443,24531,237472,37376273,1888,206992,4152,16.53
163,20175203,607574,116202264,45406339,18,36443,24531,238947,37612467,1888,206992,4152,16.76
164,20313606,615252,116886455,45688568,18,36443,24531,240607,37858078,1888,206992,4152,17.18
165,20452479,618367,117161690,45983577,18,36443,24531,242191,38102388,1888,206992,4152,17.23
166,20593894,621131,118219377,46278967,18,36443,24531,243659,38350144,1888,206992,4152,17.35
167,20735859,624352,118480013,46557987,18,36443,24531,245146,38590682,1888,206992,4152,16.93
168,20875835,627264,119137687,46845461,18,36443,24531,246708,38828860,1888,206992,4152,16.98
169,21019558,630163,120239846,47148450,18,36443,24531,248029,39081286,1888,206992,4152,17.81
170,21148897,633407,120461322,47419891,18,36443,24531,249455,39309963,1888,206992,4152,15.92
171,21283446,638450,121123046,47684508,18,36443,24531,250981,39544564,1888,206992,4152,16.51
172,21415242,641732,121787393,47960144,18,36443,24531,252493,39776791,1888,206992,4152,16.27
173,21531924,645195,122487408,48212247,18,36443,24531,253853,39985124,1888,206992,4152,14.80
174,21667262,647847,123157418,48480896,18,36443,24531,255169,40220834,1888,206992,4152,16.98
175,21816935,651524,123796974,48785763,18,36443,24531,256758,40480900,1888,206992,4152,18.38
176,21956522,654626,125060679,49088402,18,36443,24531,258195,40742718,1888,206992,4152,18.41
177,22100449,661540,125079328,49394236,18,36443,24531,259692,41014700,1888,206992,4152,18.97
178,22247894,668454,125714336,49696320,18,36443,24531,261075,41290369,1888,206992,4152,19.48
179,22386732,672097,126371368,49998233,18,36443,24531,262556,41545524,1888,206992,4152,18.05
