period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
1,420,0,4408131,7903,18,19480,13756,3545,706225,1837,290608,4152,0.01,100072
2,813,9833,4584383,13309,18,19480,13756,4661,720490,1837,290608,4152,0.00,100072
3,813,12268,5568266,15387,18,19480,13756,5990,734377,1837,290608,4152,0.00,100072
4,46496,14778,6398978,474386,18,19480,13756,7296,867989,1837,290608,4152,8.63,100072
5,82099,17543,7248248,859737,18,19480,13756,8821,989590,1837,290608,4152,7.55,100072
6,116763,20660,8082080,1322097,18,19480,13756,10207,1115268,1837,290608,4152,7.67,100072
7,156680,24585,8946708,1843155,18,19480,13756,11771,1251770,1837,290608,4152,8.56,100072
8,197183,32572,9056190,2371655,18,19480,13756,13177,1391598,1837,290608,4152,8.72,100072
9,238238,38031,9568979,2864944,18,19480,13756,14695,1531054,1837,290608,4152,8.99,100072
10,277032,42090,11478266,3361966,18,19480,13756,16077,1663270,1837,290608,4152,8.02,100072
11,316678,45105,12313734,3883589,18,19480,13756,17520,1800319,1837,290608,4152,8.64,100072
12,352349,48125,13167121,4320820,18,19480,13756,18878,1920126,1837,290608,4152,7.55,100072
13,391620,51166,13999474,4815386,18,19480,13756,20245,2057192,1837,290608,4152,8.64,100072
14,426717,54199,14851559,5255881,18,19480,13756,21671,2178115,1837,290608,4152,7.56,100072
15,467699,57399,12623598,5775074,18,19480,13756,23085,2320463,1837,290608,4152,9.21,100072
16,506361,60725,16523751,6233289,18,19480,13756,24651,2450872,1837,290608,4152,8.03,100072
17,545778,63850,17352526,6743833,18,19480,13756,26254,2590250,1837,290608,4152,8.64,100072
18,584245,80408,14174532,7232540,18,19480,13756,27733,2722732,1837,290608,4152,8.30,100072
19,616799,84370,14737005,7672436,18,19480,13756,29123,2843735,1837,290608,4152,7.40,100072
20,660425,87706,19887454,8221987,18,19480,13756,30437,2985299,1837,290608,4152,9.09,100072
21,698263,90829,20726982,8692631,18,19480,13756,32048,3116513,1837,290608,4152,8.25,100072
22,735609,94116,16223189,9167327,18,19480,13756,33463,3245871,1837,290608,4152,8.07,100072
23,776333,97767,22415596,9659377,18,19480,13756,34832,3379692,1837,290608,4152,8.48,100072
24,815072,100875,17272353,10118524,18,19480,13756,36475,3515332,1837,290608,4152,8.55,100072
25,850499,104629,24103773,10583434,18,19480,13756,37913,3641594,1837,290608,4152,7.63,100072
26,886542,108098,18313929,11070683,18,19480,13756,39336,3771340,1837,290608,4152,7.98,100072
27,929907,111497,18759140,11654234,18,19480,13756,40859,3915561,1837,290608,4152,9.18,100072
28,969156,115428,19246889,12167014,18,19480,13756,42265,4050488,1837,290608,4152,8.38,100072
29,1008007,119537,19758583,12657929,18,19480,13756,43696,4187197,1837,290608,4152,8.43,100072
30,1046165,122928,28337548,13133654,18,19480,13756,45243,4315963,1837,290608,4152,8.00,100072
