period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,332,0,4347986,7477,18,19526,24532,3696,701149,1881,206992,4152,0.01,99303
1,4880,11910,4524948,11743,18,19526,24532,5233,717101,1881,206992,4152,0.00,99303
2,4880,14690,5508489,13951,18,19526,24532,6533,730646,1881,206992,4152,0.00,99303
3,21755,17287,6447039,71968,18,19526,24532,8393,780615,1881,206992,4152,2.05,99303
4,126799,20094,7180077,259153,18,19526,24532,9793,983805,1881,206992,4152,14.07,99303
5,131077,28161,8138721,366490,18,19526,24532,11515,1019942,1881,206992,4152,0.94,99303
6,166968,38397,9036487,556972,18,19526,24532,12951,1101743,1881,206992,4152,4.76,99303
7,296947,41459,9687833,906467,18,19526,24532,14307,1371172,1881,206992,4152,19.30,99303
8,300762,49507,10644846,1051319,18,19526,24532,15952,1409022,1881,206992,4152,0.95,99303
9,415971,59136,11354177,1380308,18,19526,24532,17196,1642923,1881,206992,4152,16.74,99303
10,420357,62266,12313060,1477625,18,19526,24532,18976,1676675,1881,206992,4152,0.98,99303
11,505298,69990,13505969,1744753,18,19526,24532,20389,1857557,1881,206992,4152,11.83,99303
12,587094,81107,13883856,2035952,18,19526,24532,22138,2039401,1881,206992,4152,12.25,99303
13,592805,84167,14840492,2135150,18,19526,24532,23897,2075559,1881,206992,4152,1.25,99303
14,651317,87380,15676441,2352883,18,19526,24532,25209,2204859,1881,206992,4152,8.42,99303
15,733351,90307,16442425,2649585,18,19526,24532,26711,2385228,1881,206992,4152,12.38,99303
16,743864,93091,17430206,2777843,18,19526,24532,28244,2422674,1881,206992,4152,1.36,99303
17,854005,95929,18095808,3069847,18,19526,24532,29758,2655144,1881,206992,4152,16.36,99303
18,889449,104283,18908428,3257908,18,19526,24532,31370,2742239,1881,206992,4152,4.84,99303
19,952835,115372,19814986,3501686,18,19526,24532,32852,2886468,1881,206992,4152,9.68,99303
20,1019614,118512,20623785,3737337,18,19526,24532,34428,3036112,1881,206992,4152,9.67,99303
21,1091202,121905,21148610,3977863,18,19526,24532,35957,3188780,1881,206992,4152,10.25,99303
22,1121616,124621,22322859,4133311,18,19526,24532,37736,3277133,1881,206992,4152,4.73,99303
23,1202626,127763,23103496,4423485,18,19526,24532,39354,3448545,1881,206992,4152,11.35,99303
24,1261443,130988,23928563,4647172,18,19526,24532,40868,3586319,1881,206992,4152,8.64,99303
25,1294806,134128,24816503,4800915,18,19526,24532,42769,3675750,1881,206992,4152,5.16,99303
26,1338479,137284,25687916,5022591,18,19526,24532,44274,3775775,1881,206992,4152,6.03,99303
27,1409448,139869,26496424,5261731,18,19526,24532,45776,3930743,1881,206992,4152,10.30,99303
28,1468049,143104,27325909,5452007,18,19526,24532,47359,4065936,1881,206992,4152,8.61,99303
29,1526011,151441,28160884,5683216,18,19526,24532,49068,4199919,1881,206992,4152,7.97,99303
30,1573382,159111,29025866,5868425,18,19526,24532,50828,4314357,1881,206992,4152,7.56,99303
31,1638587,162160,28873345,6091485,18,19526,24532,52414,4452501,1881,206992,4152,8.96,99303
32,1688798,165084,30695536,6299549,18,19526,24532,54089,4575064,1881,206992,4152,7.71,99303
33,1778357,168239,31457333,6600435,18,19526,24532,55550,4757405,1881,206992,4152,12.41,99303
34,1837882,170972,32286321,6792756,18,19526,24532,57239,4891892,1881,206992,4152,8.52,99303
35,1851534,173947,33222516,6933649,18,19526,24532,58862,4944231,1881,206992,4152,2.33,99303
36,1948675,182259,33964082,7202709,18,19526,24532,60246,5152309,1881,206992,4152,13.94,99303
37,2010149,192833,34796585,7418219,18,19526,24532,61822,5291725,1881,206992,4152,9.18,99303
38,2059375,195805,35649531,7621683,18,19526,24532,63335,5410729,1881,206992,4152,7.20,99303
39,2125087,198949,36470431,7845564,18,19526,24532,64812,5549395,1881,206992,4152,9.03,99303
40,2136724,201785,37416740,7990915,18,19526,24532,66385,5595578,1881,206992,4152,2.05,99303
41,2237393,204922,38144812,8317178,18,19526,24532,67770,5806678,1881,206992,4152,14.56,99303
42,2289289,208139,38993117,8523460,18,19526,24532,69503,5927708,1881,206992,4152,7.62,99303
43,2328059,215531,39877891,8708476,18,19526,24532,70947,6023579,1881,206992,4152,5.41,99303
44,2375930,225831,40745932,8906964,18,19526,24532,72521,6140542,1881,206992,4152,7.46,99303
45,2459174,228970,41516384,9166303,18,19526,24532,74032,6318012,1881,206992,4152,11.98,99303
46,2507935,232566,40407806,9361629,18,19526,24532,75514,6425752,1881,206992,4152,6.68,99303
47,2583772,243253,43198202,9646293,18,19526,24532,77201,6604136,1881,206992,4152,11.51,99303
48,2631600,246477,44050933,9788976,18,19526,24532,78889,6720808,1881,206992,4152,7.28,99303
49,2675638,254684,42769032,9982904,18,19526,24532,80678,6824695,1881,206992,4152,6.10,99303
50,2750820,265865,45739351,10257964,18,19526,24532,82027,6991946,1881,206992,4152,11.46,99303
51,2761497,269103,46683263,10392849,18,19526,24532,83713,7036799,1881,206992,4152,1.80,99303
52,2762904,271655,47653750,10507039,18,19526,24532,85658,7061921,1881,206992,4152,0.20,99303
53,2781478,274801,48584472,10687465,18,19526,24532,87592,7118872,1881,206992,4152,2.53,99303
54,2879432,277737,46744187,10979475,18,19526,24532,88706,7323660,1881,206992,4152,14.59,99303
55,3023909,280851,47314230,11357185,18,19526,24532,90144,7619114,1881,206992,4152,21.36,99303
56,3048870,283322,50855786,11516538,18,19526,24532,91904,7690165,1881,206992,4152,3.83,99303
57,3050535,286225,51825353,11639609,18,19526,24532,93723,7715799,1881,206992,4152,0.25,99303
58,3083482,289529,49819395,11841681,18,19526,24532,95349,7797316,1881,206992,4152,4.57,99303
59,3233072,292552,53348577,12205525,18,19526,24532,96502,8092906,1881,206992,4152,21.09,99303
60,3293772,295767,54171585,12425506,18,19526,24532,98123,8230554,1881,206992,4152,9.10,99303
61,3295605,298908,55138598,12550228,18,19526,24532,100127,8258606,1881,206992,4152,0.27,99303
62,3359217,301229,55960100,12812588,18,19526,24532,101547,8400134,1881,206992,4152,9.36,99303
63,3485182,303657,56633115,13152990,18,19526,24532,102754,8659769,1881,206992,4152,18.24,99303
64,3509433,312019,57543615,13334790,18,19526,24532,104458,8733691,1881,206992,4152,3.63,99303
65,3581081,318719,58343841,13585870,18,19526,24532,106076,8893591,1881,206992,4152,10.56,99303
66,3657006,324005,59129829,13837467,18,19526,24532,107630,9060313,1881,206992,4152,11.13,99303
67,3668813,326941,60070052,13975578,18,19526,24532,109477,9109455,1881,206992,4152,2.06,99303
68,3675961,329470,61031840,14073361,18,19526,24532,111148,9141621,1881,206992,4152,0.85,99303
69,3737803,332793,61849068,14326741,18,19526,24532,112680,9284824,1881,206992,4152,9.18,99303
70,3839429,335487,58789922,14626657,18,19526,24532,113807,9498867,1881,206992,4152,15.13,99303
71,3923537,338696,63342924,14868700,18,19526,24532,115355,9683185,1881,206992,4152,12.44,99303
72,3981906,347089,64175402,15104066,18,19526,24532,116957,9819878,1881,206992,4152,8.61,99303
73,4048318,357589,64996490,15359485,18,19526,24532,118655,9964632,1881,206992,4152,9.33,99303
74,4108634,360501,65816717,15585805,18,19526,24532,120094,10105766,1881,206992,4152,9.11,99303
75,4149076,363023,66695010,15732036,18,19526,24532,121665,10204259,1881,206992,4152,6.15,99303
76,4183063,366167,67592033,15935527,18,19526,24532,123273,10287466,1881,206992,4152,4.62,99303
77,4257719,368769,68384605,16178621,18,19526,24532,124663,10450075,1881,206992,4152,10.79,99303
78,4327359,371850,69196259,16407451,18,19526,24532,126202,10595904,1881,206992,4152,9.62,99303
79,4350996,374404,70109772,16541891,18,19526,24532,127885,10668094,1881,206992,4152,3.93,99303
80,4446935,377160,70851155,16862254,18,19526,24532,129336,10867658,1881,206992,4152,13.75,99303
81,4487532,380388,71718885,17051129,18,19526,24532,131275,10972284,1881,206992,4152,6.03,99303
82,4553810,383119,72529456,17288582,18,19526,24532,132656,11121246,1881,206992,4152,9.94,99303
83,4555462,391414,73502159,17431384,18,19526,24532,134333,11145537,1881,206992,4152,0.22,99303
84,4665662,401181,69452993,17751687,18,19526,24532,135736,11374382,1881,206992,4152,16.14,99303
85,4689853,404242,75125818,17915686,18,19526,24532,137504,11453445,1881,206992,4152,3.97,99303
86,4777938,407155,75876435,18221974,18,19526,24532,138798,11650841,1881,206992,4152,13.32,99303
87,4813984,410661,76770668,18396706,18,19526,24532,140195,11734297,1881,206992,4152,5.03,99303
88,4887696,413663,77560106,18646806,18,19526,24532,141605,11899091,1881,206992,4152,10.86,99303
89,4955947,416458,78371719,18826641,18,19526,24532,143071,12047945,1881,206992,4152,9.68,99303
90,5011057,419615,79206288,19074092,18,19526,24532,144655,12180677,1881,206992,4152,8.24,99303
91,5061930,421957,80056883,19212462,18,19526,24532,146221,12301123,1881,206992,4152,7.67,99303
92,5103184,425464,80935622,19395914,18,19526,24532,147916,12396493,1881,206992,4152,5.57,99303
93,5153539,428406,81789885,19575381,18,19526,24532,149344,12515043,1881,206992,4152,7.49,99303
94,5219370,436572,82605255,19837509,18,19526,24532,150764,12661888,1881,206992,4152,9.69,99303
95,5262337,444837,83477402,20036802,18,19526,24532,152386,12767521,1881,206992,4152,6.36,99303
96,5344580,448162,84253798,20296860,18,19526,24532,153889,12938599,1881,206992,4152,11.77,99303
97,5373884,450754,85148891,20502928,18,19526,24532,155285,13026552,1881,206992,4152,4.82,99303
98,5457466,455751,85922857,20772240,18,19526,24532,156511,13202881,1881,206992,4152,12.31,99303
99,5459064,459141,86892604,20889988,18,19526,24532,158412,13227040,1881,206992,4152,0.23,99303
100,5503613,462437,87760917,21083919,18,19526,24532,160114,13327859,1881,206992,4152,6.37,99303
101,5622218,465002,88441156,21449921,18,19526,24532,161437,13580429,1881,206992,4152,17.79,99303
102,5632733,467749,83309315,21586228,18,19526,24532,162808,13615129,1881,206992,4152,1.27,99303
