period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,327,33,4348834,7626,18,19520,24501,3656,700324,1881,206992,4152,0.01,99269
1,4883,11819,4528562,10496,18,19520,24501,5066,714913,1881,206992,4152,0.00,99269
2,4883,14426,5514614,12096,18,19520,24501,6222,727505,1881,206992,4152,0.00,99269
3,128792,17008,6210194,265090,18,19520,24501,7263,959979,1881,206992,4152,16.69,99269
4,245190,19957,7775283,497601,18,19520,24501,8567,1192140,1881,206992,4152,16.54,99269
5,358315,22537,7609115,778738,18,19520,24501,9754,1425070,1881,206992,4152,16.38,99269
6,472904,25679,9124742,1062078,18,19520,24501,10994,1654765,1881,206992,4152,16.56,99269
7,587575,29600,9014296,1318701,18,19520,24501,12151,1885352,1881,206992,4152,16.86,99269
8,700701,32413,9711974,1603285,18,19520,24501,13526,2119221,1881,206992,4152,16.20,99269
9,815851,35602,11188088,1888256,18,19520,24501,14749,2351894,1881,206992,4152,16.72,99269
10,929630,38854,11104790,2172306,18,19520,24501,16063,2584102,1881,206992,4152,16.35,99269
11,1044831,41823,11799596,2457253,18,19520,24501,17289,2818425,1881,206992,4152,16.55,99269
12,1159056,45338,12498710,2739335,18,19520,24501,18595,3049712,1881,206992,4152,16.67,99269
13,1271057,52981,13195931,3006834,18,19520,24501,19958,3281376,1881,206992,4152,16.17,99269
14,1389158,63826,13891469,3283016,18,19520,24501,21136,3518177,1881,206992,4152,17.02,99269
15,1506881,66684,14584970,3570700,18,19520,24501,22422,3757728,1881,206992,4152,16.96,99269
16,1620221,69643,15286363,3850092,18,19520,24501,23575,3987697,1881,206992,4152,16.18,99269
17,1734822,72840,15983646,4136005,18,19520,24501,24923,4223346,1881,206992,4152,16.72,99269
18,1848133,75838,16679336,4420073,18,19520,24501,26053,4457891,1881,206992,4152,16.72,99269
19,1959446,78400,17382788,4697038,18,19520,24501,27237,4686244,1881,206992,4152,16.18,99269
20,2073554,81805,18079072,4980349,18,19520,24501,28494,4919685,1881,206992,4152,16.70,99269
