period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,ipc1,sys_evt,wifi,esp_timer,Heap,Stack,Mbps,main
23,2287893,77504,21222891,4687036,1881,18,19510,23644,5299087,33051,206992,4152,0.19,100140
24,2418551,80622,21876224,4948430,1881,18,19510,23644,5560856,34548,206992,4152,18.83,100140
25,2533762,83780,22575349,5177197,1881,18,19510,23644,5791199,35654,206992,4152,16.17,100140
26,2687628,86946,24673518,5486269,1881,18,19510,23644,6096996,36928,206992,4152,22.43,100140
27,2831383,89268,23796126,5773426,1881,18,19510,23644,6385149,38151,206992,4152,20.74,100140
28,2941035,91909,24489549,5999578,1881,18,19510,23644,6616034,39719,206992,4152,16.24,100140
29,2942455,94964,25460549,6005954,1881,18,19510,23644,6639632,41872,206992,4152,0.18,100140
30,3037430,97815,26207615,6191885,1881,18,19510,23644,6831565,43409,206992,4152,13.29,100140
31,3202844,100694,28477283,6526879,1881,18,19510,23644,7161029,44672,206992,4152,24.20,100140
32,3351332,103672,27377378,6823719,1881,18,19510,23644,7456497,45857,206992,4152,21.48,100140
33,3504534,106248,29766837,7133620,1881,18,19510,23644,7764260,47060,206992,4152,22.33,100140
34,3666595,109065,30389706,7454812,1881,18,19510,23644,8084189,48255,206992,4152,23.13,100140
35,3819771,112178,29138657,7766897,1881,18,19510,23644,8392474,49607,206992,4152,22.55,100140
36,3939086,114845,29829128,8003087,1881,18,19510,23644,8630766,50678,206992,4152,16.94,100140
37,4050888,118066,30530600,8228610,1881,18,19510,23644,8856951,51938,206992,4152,16.20,100140
38,4166434,121207,33206972,8461807,1881,18,19510,23644,9090737,52968,206992,4152,16.65,100140
39,4285730,124241,31920268,8696638,1881,18,19510,23644,9325531,54170,206992,4152,16.75,100140
40,4398275,127442,32622291,8922667,1881,18,19510,23644,9552812,55317,206992,4152,16.17,100140
41,4509579,130786,33325862,9148851,1881,18,19510,23644,9779937,56527,206992,4152,16.50,100140
42,4630868,133766,34018710,9389959,1881,18,19510,23644,10021256,57712,206992,4152,16.74,100140
43,4744640,136417,34720903,9617283,1881,18,19510,23644,10248055,58831,206992,4152,16.18,100140
44,4862206,139633,35413605,9850463,1881,18,19510,23644,10481525,60087,206992,4152,16.69,100140
45,4978854,143237,36108205,10084815,1881,18,19510,23644,10716546,61283,206992,4152,16.73,100140
46,5091479,145925,36808978,10309559,1881,18,19510,23644,10941392,62411,206992,4152,16.17,100140
47,5207074,149111,37503399,10541091,1881,18,19510,23644,11172971,63735,206992,4152,16.53,100140
48,5321931,152074,38200371,10771149,1881,18,19510,23644,11404378,64871,206992,4152,16.55,100140
49,5438371,154866,38895721,11001306,1881,18,19510,23644,11637035,66003,206992,4152,16.52,100140
50,5553940,158061,39586740,11231598,1881,18,19510,23644,11868028,67303,206992,4152,16.42,100140
51,5671904,161199,40279201,11467120,1881,18,19510,23644,12103486,68453,206992,4152,16.94,100140
52,5785102,163818,40975100,11696334,1881,18,19510,23644,12331324,69800,206992,4152,16.24,100140
53,5901579,167289,41673717,11927482,1881,18,19510,23644,12562557,70908,206992,4152,16.71,100140
54,6017711,169699,42369537,12160342,1881,18,19510,23644,12796138,72155,206992,4152,16.55,100140
55,6133282,172887,43064924,12389454,1881,18,19510,23644,13026282,73492,206992,4152,16.34,100140
56,6249122,176082,43765227,12620183,1881,18,19510,23644,13254659,74736,206992,4152,16.62,100140
57,6365846,178674,44464914,12853898,1881,18,19510,23644,13486130,75935,206992,4152,16.45,100140
58,6483944,181223,45158377,13086150,1881,18,19510,23644,13716544,77107,206992,4152,16.52,100140
59,6598844,184694,48527968,13315601,1881,18,19510,23644,13945605,78284,206992,4152,16.68,100140
60,6715746,188035,46559952,13549531,1881,18,19510,23644,14179286,79430,206992,4152,16.59,100140
61,6830820,190816,47263837,13776786,1881,18,19510,23644,14407733,80548,206992,4152,16.17,100140
62,6947708,194345,50712135,14011784,1881,18,19510,23644,14638123,81647,206992,4152,16.71,100140
63,7066235,197293,51437979,14245996,1881,18,19510,23644,14872765,82869,206992,4152,16.61,100140
64,7178377,200281,52173753,14471114,1881,18,19510,23644,15097165,84003,206992,4152,16.28,100140
65,7294575,203720,50064118,14703889,1881,18,19510,23644,15330793,85208,206992,4152,16.68,100140
66,7410488,206583,53624479,14936595,1881,18,19510,23644,15560892,86347,206992,4152,16.69,100140
67,7524700,209534,51460303,15165852,1881,18,19510,23644,15790472,87688,206992,4152,16.17,100140
68,7638936,213011,55093839,15397203,1881,18,19510,23644,16022098,88946,206992,4152,16.71,100140
69,7757992,215654,52852559,15630289,1881,18,19510,23644,16255812,90224,206992,4152,16.71,100140
70,7870890,218344,53553459,15857223,1881,18,19510,23644,16482446,91453,206992,4152,16.17,100140
71,7987320,221971,57285534,16088775,1881,18,19510,23644,16715489,92594,206992,4152,16.68,100140
72,8103280,224798,54945788,16318940,1881,18,19510,23644,16946958,93896,206992,4152,16.41,100140
73,8220487,227695,55644895,16550057,1881,18,19510,23644,17175596,95158,206992,4152,16.51,100140
74,8337310,231274,56340928,16782000,1881,18,19510,23644,17406648,96366,206992,4152,16.60,100140
75,8454291,233557,57041608,17013217,1881,18,19510,23644,17638214,97464,206992,4152,16.55,100140
76,8568255,236566,57741156,17242484,1881,18,19510,23644,17870182,98564,206992,4152,16.45,100140
77,8681951,239848,58439425,17469045,1881,18,19510,23644,18096293,99909,206992,4152,16.66,100140
78,8802005,242712,62379261,17707810,1881,18,19510,23644,18335756,101079,206992,4152,16.65,100140
79,8915317,245550,59844241,17936118,1881,18,19510,23644,18561497,102242,206992,4152,16.29,100140
80,9033030,249161,60538826,18170982,1881,18,19510,23644,18793306,103322,206992,4152,16.74,100140
81,9150687,252143,64569117,18404166,1881,18,19510,23644,19028198,104658,206992,4152,16.69,100140
82,9262829,255144,61936905,18628697,1881,18,19510,23644,19252187,105920,206992,4152,16.17,100140
83,9376677,258765,62624487,18858384,1881,18,19510,23644,19482810,107241,206992,4152,16.69,100140
84,9496323,261432,66772376,19095916,1881,18,19510,23644,19720530,108407,206992,4152,16.69,100140
85,9609255,264458,64019092,19323949,1881,18,19510,23644,19946763,109630,206992,4152,16.22,100140
86,9728050,267605,64716365,19556632,1881,18,19510,23644,20178258,110780,206992,4152,16.69,100140
87,9842422,270558,68962177,19786792,1881,18,19510,23644,20409308,112055,206992,4152,16.74,100140
88,9955682,273386,66114179,20016212,1881,18,19510,23644,20638609,113283,206992,4152,16.17,100140
89,10069898,276840,66810389,20247559,1881,18,19510,23644,20870718,114519,206992,4152,16.70,100140
90,10184705,279631,71154424,20479750,1881,18,19510,23644,21102577,115832,206992,4152,16.73,100140
91,10298488,282397,68214003,20707297,1881,18,19510,23644,21328217,116934,206992,4152,16.18,100140
92,10413640,285990,72612796,20940444,1881,18,19510,23644,21562078,118200,206992,4152,16.56,100140
93,10529273,288833,69610136,21170754,1881,18,19510,23644,21793061,119302,206992,4152,16.72,100140
94,10642888,291218,70312549,21399538,1881,18,19510,23644,22023448,120468,206992,4152,16.31,100140
95,10756896,294667,71008439,21628934,1881,18,19510,23644,22253588,121692,206992,4152,16.43,100140
96,10874442,297370,71699802,21863067,1881,18,19510,23644,22487503,122833,206992,4152,16.62,100140
97,10990683,300596,72396680,22093490,1881,18,19510,23644,22715243,124002,206992,4152,16.35,100140
98,11104839,304252,73098771,22322537,1881,18,19510,23644,22945002,125251,206992,4152,16.68,100140
99,11223456,306643,77723794,22558487,1881,18,19510,23644,23180764,126393,206992,4152,16.62,100140
100,11336007,309932,74497839,22784093,1881,18,19510,23644,23408488,127549,206992,4152,16.30,100140
101,11453160,313612,75191899,23016444,1881,18,19510,23644,23638900,128757,206992,4152,16.65,100140
102,11568945,316557,79918188,23250950,1881,18,19510,23644,23871548,130013,206992,4152,16.67,100140
103,11680514,319817,76585856,23478567,1881,18,19510,23644,24098705,131262,206992,4152,16.22,100140
104,11796993,323497,77275440,23710377,1881,18,19510,23644,24331193,132460,206992,4152,16.55,100140
105,11914509,326182,77975540,23941806,1881,18,19510,23644,24562127,133633,206992,4152,16.42,100140
106,12030820,328641,78672787,24171432,1881,18,19510,23644,24792297,134746,206992,4152,16.49,100140
107,12148216,332375,83580406,24406527,1881,18,19510,23644,25024584,135918,206992,4152,16.74,100140
108,12264223,335337,80063642,24637958,1881,18,19510,23644,25258149,137191,206992,4152,16.68,100140
109,12376683,338038,85039046,24863704,1881,18,19510,23644,25484833,138307,206992,4152,16.17,100140
110,12493115,341661,81471336,25097130,1881,18,19510,23644,25714580,139360,206992,4152,16.68,100140
111,12607935,344196,82171078,25328682,1881,18,19510,23644,25946952,140416,206992,4152,16.53,100140
112,12722003,348497,82870343,25556901,1881,18,19510,23644,26174862,141675,206992,4152,16.39,100140
113,12838223,351840,83563743,25790370,1881,18,19510,23644,26406761,142883,206992,4152,16.67,100140
114,12953579,355314,84262148,26020972,1881,18,19510,23644,26637076,144180,206992,4152,16.64,100140
115,13068427,357859,84960875,26252393,1881,18,19510,23644,26867895,145405,206992,4152,16.28,100140
116,13186028,361620,90143391,26487479,1881,18,19510,23644,27101298,146533,206992,4152,16.70,100140
117,13303276,364939,90862990,26721791,1881,18,19510,23644,27335599,147682,206992,4152,16.69,100140
118,13418116,368053,87056439,26947473,1881,18,19510,23644,27560481,148729,206992,4152,16.22,100140
119,13533056,371500,87754035,27178052,1881,18,19510,23644,27790228,149817,206992,4152,16.62,100140
120,13650324,374229,88454444,27411363,1881,18,19510,23644,28025253,150995,206992,4152,16.80,100140
121,13762816,376686,89161174,27637789,1881,18,19510,23644,28253570,152137,206992,4152,16.17,100140
122,13877269,380134,89859336,27866118,1881,18,19510,23644,28482006,153386,206992,4152,16.36,100140
123,13996043,383235,90558696,28100861,1881,18,19510,23644,28717349,154477,206992,4152,16.85,100140
124,14111319,385990,91258279,28329265,1881,18,19510,23644,28946594,155593,206992,4152,16.17,100140
125,14227036,389075,96701459,28560722,1881,18,19510,23644,29178202,156837,206992,4152,16.71,100140
126,14344523,392410,92648771,28798049,1881,18,19510,23644,29414586,157926,206992,4152,16.62,100140
127,14458971,395033,93346243,29027164,1881,18,19510,23644,29643960,159167,206992,4152,16.27,100140
128,14577333,398771,98885302,29261687,1881,18,19510,23644,29875352,160464,206992,4152,16.71,100140
129,14694638,402203,99606007,29497646,1881,18,19510,23644,30105192,161448,206992,4152,16.71,100140
130,14809871,405156,95443535,29726644,1881,18,19510,23644,30334021,162664,206992,4152,16.18,100140
131,14925957,408640,101067498,29958771,1881,18,19510,23644,30565466,163834,206992,4152,16.59,100140
132,15041902,411988,96832436,30190501,1881,18,19510,23644,30797973,165100,206992,4152,16.75,100140
133,15155869,414602,97533923,30419164,1881,18,19510,23644,31026186,166261,206992,4152,16.26,100140
134,15270992,417958,103251921,30648455,1881,18,19510,23644,31256743,167276,206992,4152,16.69,100140
135,15387797,420860,98939794,30881275,1881,18,19510,23644,31489776,168404,206992,4152,16.68,100140
136,15501402,423403,99644641,31110269,1881,18,19510,23644,31717518,169643,206992,4152,16.18,100140
137,15616832,426857,100345085,31339842,1881,18,19510,23644,31945579,170844,206992,4152,16.35,100140
138,15732510,429742,101037487,31571405,1881,18,19510,23644,32178168,172021,206992,4152,16.95,100140
139,15847580,432820,101738319,31801732,1881,18,19510,23644,32407240,173169,206992,4152,16.22,100140
140,15964517,436565,107629656,32034518,1881,18,19510,23644,32637476,174421,206992,4152,16.67,100140
141,16079906,439437,108359714,32268380,1881,18,19510,23644,32870964,175600,206992,4152,16.71,100140
142,16193339,442099,103832369,32496303,1881,18,19510,23644,33098386,176856,206992,4152,16.22,100140
143,16306928,445785,109822822,32726116,1881,18,19510,23644,33328322,177956,206992,4152,16.41,100140
144,16425051,448910,105224319,32960188,1881,18,19510,23644,33560596,179041,206992,4152,16.90,100140
145,16538870,451520,105921279,33188508,1881,18,19510,23644,33789406,180255,206992,4152,16.30,100140
146,16651884,455165,112022834,33417665,1881,18,19510,23644,34018300,181527,206992,4152,16.68,100140
147,16771399,458113,107316210,33652071,1881,18,19510,23644,34251173,182648,206992,4152,16.44,100140
148,16888320,461440,108011530,33881060,1881,18,19510,23644,34482528,183682,206992,4152,16.48,100140
149,17002432,464904,108710633,34109004,1881,18,19510,23644,34712545,184761,206992,4152,16.43,100140
150,17118625,467956,109408543,34341210,1881,18,19510,23644,34945961,185858,206992,4152,16.96,100140
151,17232483,470534,110112938,34571150,1881,18,19510,23644,35176606,187119,206992,4152,16.21,100140
152,17345064,473988,110815303,34797982,1881,18,19510,23644,35404373,188160,206992,4152,16.17,100140
153,17461769,476610,111512300,35031816,1881,18,19510,23644,35639280,189317,206992,4152,16.96,100140
154,17575799,479233,112207113,35262410,1881,18,19510,23644,35870068,190481,206992,4152,16.47,100140
155,17689274,482907,118587037,35491635,1881,18,19510,23644,36097431,191689,206992,4152,16.55,100140
156,17806387,485496,113606300,35725475,1881,18,19510,23644,36330272,192788,206992,4152,16.56,100140
157,17922537,488935,114300934,35956111,1881,18,19510,23644,36561774,194076,206992,4152,16.50,100140
158,18036977,492501,114999683,36185349,1881,18,19510,23644,36789775,195287,206992,4152,16.37,100140
159,18154115,495908,115691574,36417671,1881,18,19510,23644,37020760,196601,206992,4152,16.74,100140
160,18270308,498462,116390216,36649890,1881,18,19510,23644,37252516,197659,206992,4152,16.50,100140
161,18383185,501919,117088877,36877430,1881,18,19510,23644,37478944,198816,206992,4152,16.19,100140
162,18500072,504593,117784577,37109786,1881,18,19510,23644,37710987,200014,206992,4152,16.69,100140
163,18617863,508286,118475380,37344087,1881,18,19510,23644,37942356,201222,206992,4152,16.72,100140
164,18734285,511081,119176741,37572093,1881,18,19510,23644,38169839,202473,206992,4152,16.17,100140
165,18849160,514541,119878365,37803920,1881,18,19510,23644,38400313,203602,206992,4152,16.69,100140
166,18963521,517177,126606333,38034704,1881,18,19510,23644,38632488,204706,206992,4152,16.73,100140
167,19079385,520464,121283448,38262008,1881,18,19510,23644,38860286,205957,206992,4152,16.18,100140
168,19195979,523918,128059886,38496586,1881,18,19510,23644,39093931,207275,206992,4152,16.71,100140
169,19312663,527257,122672470,38728487,1881,18,19510,23644,39325403,208364,206992,4152,16.71,100140
170,19424960,530026,123380831,38954364,1881,18,19510,23644,39550619,209465,206992,4152,16.17,100140
171,19542050,533595,124079528,39186457,1881,18,19510,23644,39781040,210630,206992,4152,16.71,100140
172,19659488,536377,124781169,39418619,1881,18,19510,23644,40009695,211765,206992,4152,16.52,100140
173,19773979,539656,125479612,39647320,1881,18,19510,23644,40240012,212892,206992,4152,16.37,100140
174,19888609,543120,126180263,39873388,1881,18,19510,23644,40466237,213963,206992,4152,16.71,100140
175,20008571,546351,126875602,40114782,1881,18,19510,23644,40706214,215173,206992,4152,16.69,100140
176,20121794,548832,127573321,40341918,1881,18,19510,23644,40935163,216280,206992,4152,16.17,100140
177,20237674,552405,134620452,40571570,1881,18,19510,23644,41167270,217352,206992,4152,16.65,100140
178,20353744,555616,135348487,40803039,1881,18,19510,23644,41400646,218497,206992,4152,16.61,100140
179,20467666,558677,129664845,41032028,1881,18,19510,23644,41631481,219664,206992,4152,16.26,100140
