period,wifi,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
55,12948648,13717064,6255643,209119,114701,42619865,18,36512,24545,74635,1881,206992,4152,15.29
56,13198330,14007904,6397266,216513,114701,43288994,18,36512,24545,75987,1881,206992,4152,17.57
57,13437200,14267556,6530000,225005,114701,42797545,18,36512,24545,77286,1881,206992,4152,16.93
58,13673829,14542993,6654863,227894,114701,43494391,18,36512,24545,78457,1881,206992,4152,16.72
59,13898975,14805521,6767738,230851,114701,44196006,18,36512,24545,79816,1881,206992,4152,16.18
60,14129503,15048353,6886911,234056,114701,44893627,18,36512,24545,81108,1881,206992,4152,16.72
61,14361487,15317614,7005906,237488,114701,45590998,18,36512,24545,82315,1881,206992,4152,16.53
62,14508196,15495207,7070022,240356,114701,46403855,18,36512,24545,83902,1881,206992,4152,9.30
63,14603120,15629428,7111642,243467,114701,48410393,18,36512,24545,85361,1881,206992,4152,6.02
64,14856619,15892700,7242510,249153,114701,47943818,18,36512,24545,86711,1881,206992,4152,18.38
65,15014023,16076496,7316439,252072,114701,48735235,18,36512,24545,88161,1881,206992,4152,10.54
66,15293684,16391074,7459812,254805,114701,49362940,18,36512,24545,89511,1881,206992,4152,20.26
67,15551286,16656849,7591445,258012,114701,50021203,18,36512,24545,90810,1881,206992,4152,18.47
68,15618565,16758078,7612193,261238,114701,50938710,18,36512,24545,92589,1881,206992,4152,3.51
69,15757631,16930486,7678738,264366,114701,51756628,18,36512,24545,94161,1881,206992,4152,9.54
70,15992599,17198794,7799293,270350,114701,53641181,18,36512,24545,95436,1881,206992,4152,16.18
71,16293369,17511715,7967792,277726,114701,53058352,18,36512,24545,96933,1881,206992,4152,21.36
72,16581108,17835067,8123956,280419,114701,53679415,18,36512,24545,98225,1881,206992,4152,20.81
73,16878177,18161871,8280673,283528,114701,55498754,18,36512,24545,99743,1881,206992,4152,21.36
74,17014449,18303483,8342374,286257,114701,55110172,18,36512,24545,101271,1881,206992,4152,8.94
75,17220573,18529846,8443409,289460,114701,55838751,18,36512,24545,102771,1881,206992,4152,14.34
76,17479590,18819336,8577563,292305,114701,56496615,18,36512,24545,104160,1881,206992,4152,18.14
77,17510560,18856165,8581235,295600,114701,57459333,18,36512,24545,105919,1881,206992,4152,0.90
78,17538124,18929298,8586954,298815,114701,58426718,18,36512,24545,107549,1881,206992,4152,0.56
79,17721494,19121351,8674508,302483,114701,60428072,18,36512,24545,109142,1881,206992,4152,12.61
80,18004826,19440809,8819644,305314,114701,59817700,18,36512,24545,110446,1881,206992,4152,20.71
81,18297805,19741557,8969690,308574,114701,60435068,18,36512,24545,111695,1881,206992,4152,21.35
82,18571835,20051917,9111472,311653,114701,61067728,18,36512,24545,113044,1881,206992,4152,20.08
83,18847167,20362948,9248986,314366,114701,62992387,18,36512,24545,114435,1881,206992,4152,19.77
84,19003559,20555223,9322081,319641,114701,63787192,18,36512,24545,115978,1881,206992,4152,10.39
85,19273987,20838892,9467380,326007,114701,63138786,18,36512,24545,117246,1881,206992,4152,19.54
86,19561596,21159410,9614866,328760,114701,63757364,18,36512,24545,118557,1881,206992,4152,20.68
87,19841866,21477999,9761351,332017,114701,64388659,18,36512,24545,119839,1881,206992,4152,20.70
88,20139830,21785597,9914677,334704,114701,64994986,18,36512,24545,121340,1881,206992,4152,21.44
89,20400640,22084271,10048357,337841,114701,65640699,18,36512,24545,122584,1881,206992,4152,18.95
90,20667563,22389786,10188048,340887,114701,67662180,18,36512,24545,123775,1881,206992,4152,19.26
91,20938982,22689948,10327480,348700,114701,66939806,18,36512,24545,125040,1881,206992,4152,19.55
92,21219318,22992387,10479004,356866,114701,67571457,18,36512,24545,126368,1881,206992,4152,20.53
93,21516980,23328569,10634485,359332,114701,68181551,18,36512,24545,127701,1881,206992,4152,21.58
94,21784732,23632835,10771304,361934,114701,70236731,18,36512,24545,129021,1881,206992,4152,19.23
95,21869743,23728321,10804935,364843,114701,69723976,18,36512,24545,130591,1881,206992,4152,4.98
96,22138127,24036707,10946007,368073,114701,70366084,18,36512,24545,131809,1881,206992,4152,19.50
97,22423303,24362085,11095277,371538,114701,70981664,18,36512,24545,133210,1881,206992,4152,20.89
98,22720822,24697094,11245822,375003,114701,73017143,18,36512,24545,134669,1881,206992,4152,21.71
99,23015468,25002354,11398884,378328,114701,72197950,18,36512,24545,135924,1881,206992,4152,21.67
100,23274608,25297510,11530054,381589,114701,74317219,18,36512,24545,137313,1881,206992,4152,18.66
101,23561184,25625865,11681476,384155,114701,73469172,18,36512,24545,138711,1881,206992,4152,20.94
102,23824137,25901408,11820133,387207,114701,74112476,18,36512,24545,140137,1881,206992,4152,18.94
103,24105010,26222027,11965098,390602,114701,74741957,18,36512,24545,141506,1881,206992,4152,20.33
104,24354366,26513500,12094853,393766,114701,75403098,18,36512,24545,142987,1881,206992,4152,17.94
105,24590146,26789429,12221173,402033,114701,76090746,18,36512,24545,144271,1881,206992,4152,16.81
106,24825665,27049678,12352763,408770,114701,76777955,18,36512,24545,145691,1881,206992,4152,16.54
107,25061064,27325236,12476473,412222,114701,77462307,18,36512,24545,147004,1881,206992,4152,16.74
108,25288504,27591098,12592387,415680,114701,78162615,18,36512,24545,148207,1881,206992,4152,16.18
109,25344315,27656345,12608614,419163,114701,79094458,18,36512,24545,150098,1881,206992,4152,2.57
110,25594300,27945967,12739409,422570,114701,79755151,18,36512,24545,151286,1881,206992,4152,17.82
111,25884077,28270427,12887349,425993,114701,80374028,18,36512,24545,152472,1881,206992,4152,21.18
112,26182241,28596598,13038220,433655,114701,80984789,18,36512,24545,153796,1881,206992,4152,21.49
113,26454682,28883757,13178753,440453,114701,81637448,18,36512,24545,154917,1881,206992,4152,19.66
114,26684825,29154943,13299351,443679,114701,82333113,18,36512,24545,156444,1881,206992,4152,16.48
115,26916991,29423948,13415443,447604,114701,83019128,18,36512,24545,157879,1881,206992,4152,16.62
116,27154951,29671282,13536548,450607,114701,83713140,18,36512,24545,159223,1881,206992,4152,16.66
117,27377468,29930338,13649058,454068,114701,84422188,18,36512,24545,160487,1881,206992,4152,15.74
118,27606906,30193521,13766480,457354,114701,85120760,18,36512,24545,161803,1881,206992,4152,16.68
119,27840805,30466434,13884667,460101,114701,85814356,18,36512,24545,163113,1881,206992,4152,16.81
120,28071942,30711259,14005192,463558,114701,86503729,18,36512,24545,164665,1881,206992,4152,16.62
121,28302144,30978674,14122210,467208,114701,87195980,18,36512,24545,166037,1881,206992,4152,16.36
122,28535038,31252649,14242431,470087,114701,89449556,18,36512,24545,167373,1881,206992,4152,16.66
123,28765213,31492801,14358636,472578,114701,90169281,18,36512,24545,168603,1881,206992,4152,16.36
124,28996017,31761082,14473066,475557,114701,89286507,18,36512,24545,169712,1881,206992,4152,16.28
125,29226254,32030988,14590208,479008,114701,89979294,18,36512,24545,171029,1881,206992,4152,16.49
126,29456705,32289583,14705268,487189,114701,90672341,18,36512,24545,172494,1881,206992,4152,16.13
127,29698226,32551690,14828407,494799,114701,92973881,18,36512,24545,173817,1881,206992,4152,17.53
128,29923493,32815421,14942351,497666,114701,93664020,18,36512,24545,175055,1881,206992,4152,16.23
129,30158744,33090638,15063958,500299,114701,92766944,18,36512,24545,176352,1881,206992,4152,16.67
130,30388586,33333993,15183120,503929,114701,93459956,18,36512,24545,177670,1881,206992,4152,16.51
131,30622998,33610729,15304070,507309,114701,94147408,18,36512,24545,178924,1881,206992,4152,16.92
132,30849470,33872375,15415518,510567,114701,94850516,18,36512,24545,180209,1881,206992,4152,16.18
133,31084154,34149623,15538995,514220,114701,95535970,18,36512,24545,181519,1881,206992,4152,16.64
134,31315908,34393844,15659821,520264,114701,96238373,18,36512,24545,182918,1881,206992,4152,16.76
135,31540849,34659184,15774877,523225,114701,96940262,18,36512,24545,184140,1881,206992,4152,16.22
136,31771562,34928733,15890892,526946,114701,97632641,18,36512,24545,185457,1881,206992,4152,16.68
137,32002268,35168917,16007071,530049,114701,99943724,18,36512,24545,186688,1881,206992,4152,16.71
138,32224926,35430097,16116479,533140,114701,99046554,18,36512,24545,187962,1881,206992,4152,15.81
139,32456016,35696356,16231819,536601,114701,99747818,18,36512,24545,189026,1881,206992,4152,16.67
140,32691234,35968863,16351313,540058,114701,100438821,18,36512,24545,190287,1881,206992,4152,16.87
141,32914105,36202244,16465066,543529,114701,101141135,18,36512,24545,191610,1881,206992,4152,16.01
142,33032231,36357476,16514715,547014,114701,101985339,18,36512,24545,193343,1881,206992,4152,7.65
143,33264953,36626225,16630534,550679,114701,102671701,18,36512,24545,194828,1881,206992,4152,16.44
144,33524570,36899050,16767083,553586,114701,103325156,18,36512,24545,196109,1881,206992,4152,18.81
145,33794154,37209294,16906153,556863,114701,103967924,18,36512,24545,197406,1881,206992,4152,19.71
146,34075054,37526364,17051157,559557,114701,104597263,18,36512,24545,198673,1881,206992,4152,20.52
147,34305930,37793671,17165332,562132,114701,105292893,18,36512,24545,200031,1881,206992,4152,16.30
148,34534163,38033284,17281150,568119,114701,105997341,18,36512,24545,201193,1881,206992,4152,16.43
149,34742430,38278421,17382534,571571,114701,106720024,18,36512,24545,202519,1881,206992,4152,14.75
150,34853172,38427829,17432281,575277,114701,107579781,18,36512,24545,204015,1881,206992,4152,7.34
151,35120643,38707350,17571952,577823,114701,108228447,18,36512,24545,205358,1881,206992,4152,19.30
152,35417727,39045569,17727644,581224,114701,110498225,18,36512,24545,206694,1881,206992,4152,21.74
153,35687321,39354606,17867021,584268,114701,109481086,18,36512,24545,208048,1881,206992,4152,19.77
154,35917580,39626720,17985305,587743,114701,111836136,18,36512,24545,209460,1881,206992,4152,16.31
155,36155416,39876423,18111051,595321,114701,112540827,18,36512,24545,210715,1881,206992,4152,17.04
156,36386238,40145998,18227611,598617,114701,111565560,18,36512,24545,211939,1881,206992,4152,16.55
157,36615366,40412537,18342955,601335,114701,112266301,18,36512,24545,213247,1881,206992,4152,16.18
158,36844850,40653822,18460095,604855,114701,112963790,18,36512,24545,214538,1881,206992,4152,16.51
159,37077618,40924586,18579658,608290,114701,113650501,18,36512,24545,215857,1881,206992,4152,16.55
160,37311107,41198548,18700800,611592,114701,114337099,18,36512,24545,217161,1881,206992,4152,16.56
161,37546613,41475568,18822119,616721,114701,116710839,18,36512,24545,218471,1881,206992,4152,16.72
162,37782361,41730829,18955781,623186,114701,115704883,18,36512,24545,219839,1881,206992,4152,16.71
163,38012749,42008054,19081699,626634,114701,116397879,18,36512,24545,221089,1881,206992,4152,16.18
164,38244832,42277137,19197966,630138,114701,118776025,18,36512,24545,222374,1881,206992,4152,16.53
165,38477744,42522038,19316085,632912,114701,117780443,18,36512,24545,223696,1881,206992,4152,16.61
166,38707833,42791367,19433891,636703,114701,118482528,18,36512,24545,224955,1881,206992,4152,16.48
167,38944131,43065104,19553084,639907,114701,119176673,18,36512,24545,226232,1881,206992,4152,16.96
168,39172690,43332567,19667344,643704,114701,121550991,18,36512,24545,227503,1881,206992,4152,16.42
169,39371712,43539669,19764390,651155,114701,120628524,18,36512,24545,228923,1881,206992,4152,13.83
170,39393154,43600520,19765591,654630,114701,121601143,18,36512,24545,230706,1881,206992,4152,0.17
171,39571571,43814776,19852764,658033,114701,122361537,18,36512,24545,232224,1881,206992,4152,12.47
172,39865920,44118460,20004628,660853,114701,122981090,18,36512,24545,233483,1881,206992,4152,21.34
173,40153175,44433399,20149043,663479,114701,123605329,18,36512,24545,234786,1881,206992,4152,20.84
174,40420514,44737783,20287935,666616,114701,124245244,18,36512,24545,236306,1881,206992,4152,19.34
175,40702003,45044281,20430803,670821,114701,126596726,18,36512,24545,237756,1881,206992,4152,20.74
176,40985184,45331057,20578486,677910,114701,127268863,18,36512,24545,239125,1881,206992,4152,20.71
177,41248203,45618701,20713658,680750,114701,126145261,18,36512,24545,240411,1881,206992,4152,19.23
178,41475905,45882193,20830838,684231,114701,126840868,18,36512,24545,241610,1881,206992,4152,16.59
179,41705639,46117184,20946617,686964,114701,127540109,18,36512,24545,242839,1881,206992,4152,16.37
