period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,535,4440,9267398,11719,19,19539,29989,6216,725417,1881,206992,4152,0.01,99183
1,6093,15199,9416020,12780,19,19539,29989,7440,737399,1881,206992,4152,0.00,99183
2,6093,17975,10403044,13523,19,19539,29989,8673,748691,1881,206992,4152,0.00,99183
3,23426,20738,11342546,74874,19,19539,29989,10292,797845,1881,206992,4152,2.02,99183
4,130386,23562,12058670,284561,19,19539,29989,11492,1012444,1881,206992,4152,14.87,99183
5,134495,31721,13878162,378020,19,19539,29989,13063,1046344,1881,206992,4152,0.99,99183
6,229107,40397,13773204,624799,19,19539,29989,14329,1243438,1881,206992,4152,13.44,99183
7,230735,43525,14746054,712085,19,19539,29989,15954,1264940,1881,206992,4152,0.22,99183
8,232375,46099,15720082,772088,19,19539,29989,17304,1286036,1881,206992,4152,0.22,99183
9,346126,49162,16415441,1079991,19,19539,29989,18645,1520947,1881,206992,4152,16.43,99183
10,463512,51928,17778750,1380145,19,19539,29989,19844,1774295,1881,206992,4152,17.84,99183
11,503593,54874,18632101,1513813,19,19539,29989,21463,1865297,1881,206992,4152,5.51,99183
12,550480,57342,18829075,1670954,19,19539,29989,23143,1982797,1881,206992,4152,7.32,99183
13,632798,60422,20217117,1887513,19,19539,29989,24460,2152543,1881,206992,4152,11.58,99183
14,646651,63207,20540564,2006837,19,19539,29989,25907,2208613,1881,206992,4152,2.64,99183
15,754428,66396,21257186,2290857,19,19539,29989,27210,2426615,1881,206992,4152,15.01,99183
16,805460,68852,22102771,2454117,19,19539,29989,28724,2550744,1881,206992,4152,7.57,99183
17,857521,72002,22949413,2613852,19,19539,29989,30405,2671117,1881,206992,4152,7.55,99183
18,922893,74691,23761207,2800565,19,19539,29989,31877,2818539,1881,206992,4152,9.48,99183
19,975072,77446,24600200,2960125,19,19539,29989,33562,2945099,1881,206992,4152,7.78,99183
20,1033471,80594,25425328,3119829,19,19539,29989,35186,3079975,1881,206992,4152,8.63,99183
21,1088306,83731,26254492,3292414,19,19539,29989,36815,3213173,1881,206992,4152,8.45,99183
22,1138714,86296,27469306,3482067,19,19539,29989,38539,3339931,1881,206992,4152,7.74,99183
23,1190303,89286,27948885,3613609,19,19539,29989,40076,3457617,1881,206992,4152,7.55,99183
24,1252299,92435,28763746,3797413,19,19539,29989,41640,3601994,1881,206992,4152,9.04,99183
25,1307090,95092,29598583,3991569,19,19539,29989,43290,3730902,1881,206992,4152,8.09,99183
26,1364875,98220,30423865,4164469,19,19539,29989,44817,3866269,1881,206992,4152,8.63,99183
27,1408523,106505,31278495,4447637,19,19539,29989,46702,3981148,1881,206992,4152,6.63,99183
28,1410254,121670,32259080,4866617,19,19539,29989,48522,4011034,1881,206992,4152,0.25,99183
