period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,464,4236,4073397,7172,18,19462,24372,3244,705071,1843,290608,4152,0.01
1,6029,15019,4243291,11254,18,19462,24372,4776,721195,1843,290608,4152,0.00
2,6029,17654,5229714,12454,18,19462,24372,6003,733158,1843,290608,4152,0.00
3,81316,20668,6246279,833037,18,19462,24372,7128,959981,1843,290608,4152,16.03
4,149236,24374,6379434,1694136,18,19462,24372,8306,1176561,1843,290608,4152,15.03
5,194765,27611,6459694,2606252,18,19462,24372,9376,1340157,1843,290608,4152,10.26
6,240916,30983,6517989,3540856,18,19462,24372,10495,1505410,1843,290608,4152,10.50
7,286463,34529,6580206,4513744,18,19462,24372,11640,1676310,1843,290608,4152,10.42
8,330151,41442,6655024,5439643,18,19462,24372,12679,1837954,1843,290608,4152,10.22
9,374220,44787,6731353,6358412,18,19462,24372,13791,1999471,1843,290608,4152,10.06
10,417527,48676,6824928,7266086,18,19462,24372,14782,2157425,1843,290608,4152,9.79
11,462136,52298,6908983,8177506,18,19462,24372,15857,2318240,1843,290608,4152,9.84
12,506622,61804,7004240,9094053,18,19462,24372,16955,2477996,1843,290608,4152,9.94
13,551386,69267,7067930,10025673,18,19462,24372,17867,2639267,1843,290608,4152,10.10
14,597626,73050,7133453,10952539,18,19462,24372,18962,2803057,1843,290608,4152,10.11
15,638193,76463,7235962,11847178,18,19462,24372,20044,2957840,1843,290608,4152,9.55
16,684433,79941,7308121,12799975,18,19462,24372,21099,3124003,1843,290608,4152,9.99
17,727029,85890,7393435,13719202,18,19462,24372,22198,3284920,1843,290608,4152,10.09
18,772223,89509,7468377,14632740,18,19462,24372,23252,3444994,1843,290608,4152,10.02
19,815662,93219,7557034,15533426,18,19462,24372,24394,3605644,1843,290608,4152,9.87
20,860856,97047,7629397,16453325,18,19462,24372,25523,3769787,1843,290608,4152,10.21
21,904381,100779,7724288,17349336,18,19462,24372,26626,3928940,1843,290608,4152,9.48
22,949923,104874,7804187,18271588,18,19462,24372,27639,4088176,1843,290608,4152,10.08
23,996584,108554,7867407,19207257,18,19462,24372,28658,4254815,1843,290608,4152,10.35
24,1040406,112472,7944526,20124958,18,19462,24372,29801,4416584,1843,290608,4152,9.96
25,1082318,115888,8035262,21025162,18,19462,24372,30853,4574701,1843,290608,4152,9.71
26,1129598,119210,8102765,21944847,18,19462,24372,31922,4735203,1843,290608,4152,10.09
27,1174288,122007,25497450,22896410,18,19462,24372,33074,4899219,1843,290608,4152,10.10
28,1217970,136289,8264843,23828847,18,19462,24372,34151,5060191,1843,290608,4152,10.22
29,1262160,139783,8337168,24742471,18,19462,24372,35194,5221399,1843,290608,4152,9.93
30,1307919,143255,8399968,25678608,18,19462,24372,36275,5387869,1843,290608,4152,10.37
31,1354543,146887,8477906,26597727,18,19462,24372,37435,5552189,1843,290608,4152,10.17
32,1399188,154151,8571493,27547650,18,19462,24372,38632,5717703,1843,290608,4152,10.09
33,1441591,160733,8668475,28462824,18,19462,24372,39654,5875058,1843,290608,4152,9.90
34,1487091,163842,31254473,29365431,18,19462,24372,40715,6032997,1843,290608,4152,9.97
35,1529055,166668,8837916,30266646,18,19462,24372,41798,6190121,1843,290608,4152,9.88
36,1576318,170013,32873435,31179061,18,19462,24372,42856,6356445,1843,290608,4152,10.38
37,1618332,174455,9001664,32081143,18,19462,24372,43846,6512794,1843,290608,4152,9.71
38,1663884,182051,9080147,32994138,18,19462,24372,44990,6675830,1843,290608,4152,9.92
39,1706551,189340,9182238,33902224,18,19462,24372,46085,6832713,1843,290608,4152,9.82
40,1752066,192773,9266443,34810799,18,19462,24372,47184,6996057,1843,290608,4152,10.10
41,1797477,200068,9355252,35727754,18,19462,24372,48253,7161436,1843,290608,4152,10.20
42,1841711,206277,9445455,36645739,18,19462,24372,49280,7323877,1843,290608,4152,10.05
43,1886837,213682,9528944,37564463,18,19462,24372,50405,7486213,1843,290608,4152,10.17
44,1930219,218041,9641587,38448103,18,19462,24372,51498,7641985,1843,290608,4152,9.58
45,1972225,224184,9748019,39340370,18,19462,24372,52594,7799619,1843,290608,4152,9.49
46,2017346,231908,9831794,40264330,18,19462,24372,53753,7964881,1843,290608,4152,10.19
47,2063318,239531,9918564,41184716,18,19462,24372,54843,8131733,1843,290608,4152,10.32
48,2107298,247927,10022067,42083466,18,19462,24372,55888,8291636,1843,290608,4152,9.70
49,2149105,257381,43545092,42969236,18,19462,24372,57090,8443694,1843,290608,4152,9.48
50,2193191,270969,44375586,43881193,18,19462,24372,58183,8599558,1843,290608,4152,9.75
51,2235071,273741,10356718,44781086,18,19462,24372,59300,8754469,1843,290608,4152,9.66
52,2280833,277400,10442135,45687068,18,19462,24372,60373,8921389,1843,290608,4152,10.34
53,2329312,281349,10537113,46595368,18,19462,24372,61526,9091516,1843,290608,4152,10.72
54,2377864,284544,47640512,47544616,18,19462,24372,62666,9267710,1843,290608,4152,10.95
55,2419214,300568,10727225,48460808,18,19462,24372,63754,9423821,1843,290608,4152,9.69
56,2462533,304430,10816110,49365034,18,19462,24372,64905,9582067,1843,290608,4152,9.78
57,2507652,308613,10890108,50280006,18,19462,24372,65973,9740970,1843,290608,4152,10.01
58,2549946,311838,10996975,51159760,18,19462,24372,66998,9893122,1843,290608,4152,9.32
59,2594201,315190,11074289,52081785,18,19462,24372,68111,10053270,1843,290608,4152,10.09
60,2638113,318730,52603465,53014533,18,19462,24372,69181,10213425,1843,290608,4152,9.84
61,2683305,337884,53426754,53954864,18,19462,24372,70370,10377937,1843,290608,4152,10.40
62,2728017,350633,11351983,54871194,18,19462,24372,71528,10533612,1843,290608,4152,9.77
63,2770074,353451,11429855,55783117,18,19462,24372,72580,10690990,1843,290608,4152,9.77
64,2815079,356883,11519380,56680086,18,19462,24372,73633,10847628,1843,290608,4152,9.64
65,2858599,361423,11604964,57596003,18,19462,24372,74739,11006412,1843,290608,4152,9.93
66,2901318,364767,11695085,58496789,18,19462,24372,75846,11162576,1843,290608,4152,9.63
67,2943982,368291,11787235,59402957,18,19462,24372,76958,11318339,1843,290608,4152,9.80
68,2986757,371985,11869155,60310700,18,19462,24372,78008,11475317,1843,290608,4152,9.74
69,3031543,374932,11967560,61195301,18,19462,24372,79073,11630042,1843,290608,4152,9.42
70,3074882,379174,12076923,62094917,18,19462,24372,80176,11787135,1843,290608,4152,9.86
71,3120052,382551,61635234,62994985,18,19462,24372,81284,11947118,1843,290608,4152,9.72
72,3163810,396414,62493493,63938350,18,19462,24372,82456,12107116,1843,290608,4152,9.95
73,3209370,411178,12369575,64866280,18,19462,24372,83602,12265528,1843,290608,4152,9.99
74,3254187,421572,12454007,65822562,18,19462,24372,84650,12427008,1843,290608,4152,10.25
75,3301183,424386,12538020,66726713,18,19462,24372,85742,12592487,1843,290608,4152,10.53
76,3343709,433060,12639322,67656128,18,19462,24372,86802,12749690,1843,290608,4152,9.59
77,3387411,440393,66648730,68549576,18,19462,24372,87917,12909500,1843,290608,4152,9.68
78,3432628,456658,12850231,69478277,18,19462,24372,89032,13068562,1843,290608,4152,10.14
79,3476977,463921,12927898,70397655,18,19462,24372,90113,13233199,1843,290608,4152,10.13
80,3522113,467623,13003530,71315482,18,19462,24372,91163,13396318,1843,290608,4152,10.06
81,3568534,471100,69957176,72258870,18,19462,24372,92189,13561394,1843,290608,4152,9.96
82,3613917,486032,13178991,73198407,18,19462,24372,93302,13723618,1843,290608,4152,10.34
83,3657459,489357,71645721,74134074,18,19462,24372,94445,13886648,1843,290608,4152,9.83
84,3703418,503306,72474331,75068480,18,19462,24372,95540,14049370,1843,290608,4152,10.26
85,3749350,506831,13421206,76009788,18,19462,24372,96667,14215183,1843,290608,4152,10.47
86,3795919,509542,13506388,76912191,18,19462,24372,97579,14379969,1843,290608,4152,10.46
87,3837238,513140,13620412,77795343,18,19462,24372,98636,14531282,1843,290608,4152,9.29
88,3881198,516652,13709684,78704817,18,19462,24372,99715,14687378,1843,290608,4152,9.87
89,3925727,520039,76554230,79606360,18,19462,24372,100737,14846543,1843,290608,4152,9.74
90,3968252,534543,13904940,80517088,18,19462,24372,101651,15001510,1843,290608,4152,9.64
91,4011612,540262,14003266,81410596,18,19462,24372,102679,15159134,1843,290608,4152,9.51
92,4053036,551375,79047318,82291972,18,19462,24372,103734,15308135,1843,290608,4152,9.25
93,4096654,558589,14230123,83197074,18,19462,24372,104797,15469671,1843,290608,4152,9.92
94,4139628,564664,14331020,84102376,18,19462,24372,105846,15622981,1843,290608,4152,9.61
95,4181569,568527,81531156,85018539,18,19462,24372,106958,15780218,1843,290608,4152,9.25
96,4224836,584728,14525446,85962916,18,19462,24372,108044,15939016,1843,290608,4152,10.15
97,4268673,588212,83193822,86879392,18,19462,24372,109141,16098161,1843,290608,4152,9.74
98,4312278,602521,84010886,87798612,18,19462,24372,110271,16261128,1843,290608,4152,9.94
99,4354231,619127,14806188,88719531,18,19462,24372,111379,16417215,1843,290608,4152,9.57
100,4397673,622172,85677713,89636041,18,19462,24372,112513,16573896,1843,290608,4152,9.68
101,4438716,625498,14978279,90540614,18,19462,24372,113664,16727147,1843,290608,4152,9.54
102,4482231,629044,15056651,91453040,18,19462,24372,114747,16885064,1843,290608,4152,9.61
103,4527240,632953,15138284,92366420,18,19462,24372,115865,17038719,1843,290608,4152,9.65
104,4566948,640738,15262191,93237982,18,19462,24372,116943,17187849,1843,290608,4152,8.92
105,4609795,653526,15360854,94159483,18,19462,24372,118002,17342897,1843,290608,4152,9.70
106,4651876,660276,90638655,95047644,18,19462,24372,119072,17494455,1843,290608,4152,9.35
107,4694713,679996,15587784,95953457,18,19462,24372,120173,17647592,1843,290608,4152,9.37
108,4739276,687074,15656801,96887513,18,19462,24372,121231,17811919,1843,290608,4152,10.15
109,4780781,690271,15767562,97773679,18,19462,24372,122323,17964516,1843,290608,4152,9.26
110,4823834,695890,93950846,98694313,18,19462,24372,123319,18124098,1843,290608,4152,9.86
111,4864726,699128,15939362,99594721,18,19462,24372,124389,18278636,1843,290608,4152,9.41
112,4908023,704290,16014123,100512822,18,19462,24372,125466,18438009,1843,290608,4152,9.76
113,4949893,708407,16106813,101423179,18,19462,24372,126556,18594144,1843,290608,4152,9.59
114,4993707,711607,16183101,102343957,18,19462,24372,127618,18753383,1843,290608,4152,9.88
115,5038780,715328,98057902,103266094,18,19462,24372,128727,18914821,1843,290608,4152,10.11
