period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
23,2409534,88287,20123598,5717049,18,19515,13761,32677,5629621,1881,206992,4152,16.73,100003
24,2522039,91475,20821354,5942237,18,19515,13761,33913,5857020,1881,206992,4152,16.18,100003
25,2637775,94684,22339241,6173776,18,19515,13761,35268,6090914,1881,206992,4152,16.71,100003
26,2753269,98093,23067275,6407344,18,19515,13761,36509,6325862,1881,206992,4152,16.71,100003
27,2866918,100755,23801934,6632798,18,19515,13761,37830,6553421,1881,206992,4152,16.18,100003
28,2979438,104102,23609355,6862677,18,19515,13761,39137,6783760,1881,206992,4152,16.72,100003
29,3097880,106540,25250972,7097393,18,19515,13761,40162,7018941,1881,206992,4152,16.67,100003
30,3209960,109108,25012536,7322964,18,19515,13761,41332,7243936,1881,206992,4152,16.17,100003
31,3323745,112143,25713490,7550805,18,19515,13761,42545,7471711,1881,206992,4152,16.29,100003
32,3441815,115301,26401976,7786671,18,19515,13761,43846,7709782,1881,206992,4152,17.08,100003
33,3556759,118035,27104420,8015519,18,19515,13761,45057,7937202,1881,206992,4152,16.23,100003
34,3672804,121323,28909450,8246054,18,19515,13761,46273,8167973,1881,206992,4152,16.72,100003
35,3788136,123953,28499243,8478850,18,19515,13761,47375,8400768,1881,206992,4152,16.71,100003
36,3901531,129378,29207777,8704736,18,19515,13761,48441,8628167,1881,206992,4152,16.17,100003
37,4017351,132569,29901764,8937004,18,19515,13761,49728,8860422,1881,206992,4152,16.71,100003
38,4126383,135032,30615592,9157430,18,19515,13761,50969,9081222,1881,206992,4152,15.64,100003
39,4130656,137926,31575853,9174542,18,19515,13761,52839,9114801,1881,206992,4152,1.01,100003
40,4153586,141069,32491016,9225402,18,19515,13761,54642,9181816,1881,206992,4152,3.44,100003
41,4226137,144210,34604085,9371290,18,19515,13761,56156,9332272,1881,206992,4152,10.20,100003
42,4387723,146622,33869333,9695146,18,19515,13761,57419,9651761,1881,206992,4152,23.41,100003
43,4552189,149484,34442303,10024331,18,19515,13761,58871,9978338,1881,206992,4152,23.79,100003
44,4709523,152389,35028729,10344838,18,19515,13761,60148,10294968,1881,206992,4152,22.98,100003
45,4876731,154905,35592752,10678642,18,19515,13761,61359,10625341,1881,206992,4152,24.13,100003
46,5040677,157958,37697826,11008478,18,19515,13761,62554,10956039,1881,206992,4152,23.73,100003
47,5154657,160798,36856642,11241553,18,19515,13761,63775,11191779,1881,206992,4152,16.44,100003
48,5268411,163991,37555541,11469153,18,19515,13761,64938,11420754,1881,206992,4152,16.43,100003
49,5383294,167110,38250109,11699486,18,19515,13761,66111,11653890,1881,206992,4152,16.67,100003
50,5498639,169783,38945092,11930826,18,19515,13761,67271,11885941,1881,206992,4152,16.50,100003
51,5609125,172982,39647351,12155504,18,19515,13761,68413,12112533,1881,206992,4152,16.17,100003
52,5725254,176123,40344331,12388051,18,19515,13761,69621,12347418,1881,206992,4152,16.76,100003
53,5841717,179180,41037224,12620020,18,19515,13761,70844,12582110,1881,206992,4152,16.67,100003
54,5952891,182377,41740715,12844433,18,19515,13761,72150,12807833,1881,206992,4152,16.36,100003
55,6069820,185003,42433227,13079123,18,19515,13761,73392,13042656,1881,206992,4152,16.68,100003
56,6185528,188187,43128610,13312210,18,19515,13761,74765,13277157,1881,206992,4152,16.55,100003
57,6296733,191675,43833965,13536775,18,19515,13761,75975,13503123,1881,206992,4152,16.17,100003
58,6411536,194738,44532025,13767622,18,19515,13761,77190,13733270,1881,206992,4152,16.90,100003
59,6526766,197300,45227847,13999212,18,19515,13761,78453,13966778,1881,206992,4152,16.41,100003
60,6641750,199688,45930254,14229184,18,19515,13761,79461,14195736,1881,206992,4152,16.29,100003
61,6757208,202874,48648240,14459024,18,19515,13761,80553,14425182,1881,206992,4152,16.55,100003
62,6873247,205904,47324298,14693211,18,19515,13761,81712,14659395,1881,206992,4152,16.78,100003
63,6987930,208626,48022185,14923798,18,19515,13761,82883,14894409,1881,206992,4152,16.27,100003
64,7100553,211821,48721290,15151076,18,19515,13761,84094,15124959,1881,206992,4152,16.43,100003
65,7217996,214446,49418265,15386150,18,19515,13761,85271,15358452,1881,206992,4152,16.59,100003
66,7333381,217139,50115611,15615501,18,19515,13761,86460,15590396,1881,206992,4152,16.45,100003
67,7447326,224331,53026642,15846683,18,19515,13761,87738,15822388,1881,206992,4152,16.65,100003
68,7563077,226986,51510023,16077261,18,19515,13761,88924,16055168,1881,206992,4152,16.70,100003
69,7678353,229464,52213652,16306825,18,19515,13761,90084,16284015,1881,206992,4152,16.24,100003
70,7793191,233091,52910004,16539844,18,19515,13761,91430,16518055,1881,206992,4152,16.71,100003
71,7910664,235771,55931607,16774228,18,19515,13761,92645,16752551,1881,206992,4152,16.69,100003
72,8024311,238805,54307995,16999972,18,19515,13761,93792,16979569,1881,206992,4152,16.19,100003
73,8137717,242153,57394184,17231038,18,19515,13761,94965,17210213,1881,206992,4152,16.52,100003
74,8256334,245561,55696840,17466340,18,19515,13761,96298,17445415,1881,206992,4152,16.74,100003
75,8369742,248246,56399828,17694451,18,19515,13761,97614,17672549,1881,206992,4152,16.34,100003
76,8487365,251920,57091072,17926812,18,19515,13761,98790,17905004,1881,206992,4152,16.70,100003
77,8600895,254537,57783047,18158903,18,19515,13761,100042,18137541,1881,206992,4152,16.60,100003
78,8716043,257165,58481308,18388883,18,19515,13761,101261,18368538,1881,206992,4152,16.30,100003
79,8830574,260446,59177639,18618702,18,19515,13761,102454,18597044,1881,206992,4152,16.36,100003
80,8947029,263361,59867917,18853226,18,19515,13761,103769,18831617,1881,206992,4152,16.84,100003
81,9062394,265927,60566033,19084276,18,19515,13761,104882,19065608,1881,206992,4152,16.40,100003
82,9180071,269563,61260361,19318118,18,19515,13761,106015,19301974,1881,206992,4152,16.71,100003
83,9297025,272189,64695884,19553045,18,19515,13761,107398,19537323,1881,206992,4152,16.71,100003
84,9409889,274879,62654692,19779660,18,19515,13761,108822,19766531,1881,206992,4152,16.17,100003
85,9524099,278620,66165231,20010370,18,19515,13761,110121,19999947,1881,206992,4152,16.68,100003
86,9640395,281375,64047806,20244412,18,19515,13761,111278,20234193,1881,206992,4152,16.75,100003
87,9754664,283922,64750285,20472118,18,19515,13761,112456,20461970,1881,206992,4152,16.17,100003
88,9871541,287509,68342019,20706369,18,19515,13761,113597,20695427,1881,206992,4152,16.70,100003
89,9984854,290549,66148182,20936801,18,19515,13761,114766,20926469,1881,206992,4152,16.45,100003
90,10100717,293519,66844825,21166618,18,19515,13761,116050,21157808,1881,206992,4152,16.46,100003
91,10213889,296799,67545316,21393950,18,19515,13761,117283,21383941,1881,206992,4152,16.69,100003
92,10334710,300523,71256758,21633538,18,19515,13761,118393,21625667,1881,206992,4152,16.73,100003
93,10447102,303349,68943607,21858099,18,19515,13761,119531,21852662,1881,206992,4152,16.17,100003
94,10562237,306618,69641834,22086967,18,19515,13761,120721,22083817,1881,206992,4152,16.65,100003
95,10677945,309662,70333777,22322923,18,19515,13761,121982,22322088,1881,206992,4152,16.67,100003
96,10792631,312246,71030485,22552570,18,19515,13761,123154,22551352,1881,206992,4152,16.29,100003
97,10910655,316099,71728994,22785253,18,19515,13761,124232,22782209,1881,206992,4152,16.68,100003
98,11026061,318842,75637861,23016718,18,19515,13761,125392,23014706,1881,206992,4152,16.65,100003
99,11140416,321567,73123969,23245666,18,19515,13761,126650,23246098,1881,206992,4152,16.26,100003
100,11256814,325500,77097821,23477456,18,19515,13761,127803,23479139,1881,206992,4152,16.66,100003
101,11375271,328814,77827306,23710609,18,19515,13761,129224,23713678,1881,206992,4152,16.66,100003
102,11490355,331705,75210276,23942288,18,19515,13761,130438,23941924,1881,206992,4152,16.21,100003
103,11606438,334861,79285762,24173393,18,19515,13761,131526,24172689,1881,206992,4152,16.69,100003
104,11722513,337720,80012422,24407548,18,19515,13761,132776,24406469,1881,206992,4152,16.56,100003
105,11836283,340204,77302162,24635140,18,19515,13761,134049,24634795,1881,206992,4152,16.21,100003
106,11952637,343750,81477642,24866573,18,19515,13761,135306,24866282,1881,206992,4152,16.70,100003
107,12069726,346922,82206443,25102041,18,19515,13761,136507,25103881,1881,206992,4152,16.68,100003
108,12183130,349961,79388446,25329598,18,19515,13761,137706,25333186,1881,206992,4152,16.18,100003
109,12298479,353612,80082490,25561424,18,19515,13761,139039,25566454,1881,206992,4152,16.71,100003
110,12414810,356691,80775334,25794827,18,19515,13761,140402,25802857,1881,206992,4152,16.59,100003
111,12526372,359295,81478042,26020567,18,19515,13761,141613,26031245,1881,206992,4152,16.30,100003
112,12639112,362744,82179562,26247069,18,19515,13761,142764,26258707,1881,206992,4152,16.17,100003
113,12758231,366560,82871296,26486344,18,19515,13761,143963,26498831,1881,206992,4152,17.25,100003
114,12872368,369307,83575542,26714966,18,19515,13761,144972,26727973,1881,206992,4152,16.18,100003
115,12988397,372768,84271898,26947619,18,19515,13761,146124,26960920,1881,206992,4152,16.71,100003
116,13103743,375566,84964297,27180507,18,19515,13761,147431,27196101,1881,206992,4152,16.68,100003
117,13216492,378760,85666986,27406606,18,19515,13761,148691,27423259,1881,206992,4152,16.22,100003
118,13331580,382516,86367650,27638331,18,19515,13761,150002,27653952,1881,206992,4152,16.55,100003
119,13450274,385380,87056128,27875101,18,19515,13761,151177,27891289,1881,206992,4152,16.87,100003
120,13563790,388092,87761296,28100951,18,19515,13761,152281,28117842,1881,206992,4152,16.18,100003
121,13678535,391974,88458676,28332650,18,19515,13761,153580,28350638,1881,206992,4152,16.60,100003
122,13796355,394558,89156372,28564672,18,19515,13761,154660,28583090,1881,206992,4152,16.55,100003
123,13910633,397991,89854643,28794748,18,19515,13761,155813,28814044,1881,206992,4152,16.45,100003
124,14024727,401469,90555030,29024086,18,19515,13761,156991,29042396,1881,206992,4152,16.41,100003
125,14141932,404538,91252157,29258493,18,19515,13761,158169,29276583,1881,206992,4152,16.80,100003
126,14256527,407409,91957569,29488132,18,19515,13761,159338,29505002,1881,206992,4152,16.20,100003
127,14373721,410927,96792505,29720089,18,19515,13761,160442,29735020,1881,206992,4152,16.71,100003
128,14489398,413592,93347807,29952609,18,19515,13761,161587,29966508,1881,206992,4152,16.40,100003
129,14604877,416921,94040764,30181997,18,19515,13761,162667,30197503,1881,206992,4152,16.48,100003
130,14719165,420386,98989622,30412328,18,19515,13761,163833,30427776,1881,206992,4152,16.52,100003
131,14834176,423661,95435677,30643746,18,19515,13761,165172,30659561,1881,206992,4152,16.68,100003
132,14950395,426390,96140198,30875462,18,19515,13761,166402,30891927,1881,206992,4152,16.21,100003
133,15064570,429786,101174854,31104216,18,19515,13761,167648,31121210,1881,206992,4152,16.67,100003
134,15183169,432882,97536177,31342076,18,19515,13761,168880,31358074,1881,206992,4152,16.71,100003
135,15298579,437928,98238141,31571018,18,19515,13761,170078,31587318,1881,206992,4152,16.18,100003
136,15414783,441713,103361624,31804415,18,19515,13761,171335,31821069,1881,206992,4152,16.69,100003
137,15531936,444258,99619499,32037835,18,19515,13761,172630,32058831,1881,206992,4152,16.55,100003
138,15646066,447033,100318370,32264764,18,19515,13761,173706,32286998,1881,206992,4152,16.35,100003
139,15760267,450502,101017672,32493003,18,19515,13761,174873,32516368,1881,206992,4152,16.36,100003
140,15876259,453801,101709927,32728204,18,19515,13761,175951,32753380,1881,206992,4152,17.04,100003
141,15991987,456530,102405611,32958311,18,19515,13761,177209,32983748,1881,206992,4152,16.19,100003
142,16108156,460394,103103061,33187945,18,19515,13761,178401,33212971,1881,206992,4152,16.55,100003
143,16226703,463360,103800968,33422260,18,19515,13761,179531,33448049,1881,206992,4152,16.55,100003
144,16339914,466052,104505526,33647925,18,19515,13761,180835,33677064,1881,206992,4152,16.17,100003
145,16457037,469626,109928821,33880966,18,19515,13761,182058,33910050,1881,206992,4152,16.71,100003
146,16574982,472331,110657665,34112202,18,19515,13761,183084,34142510,1881,206992,4152,16.72,100003
147,16689071,475070,106597970,34342271,18,19515,13761,184355,34372706,1881,206992,4152,16.17,100003
148,16803827,478525,107295050,34573251,18,19515,13761,185547,34603080,1881,206992,4152,16.53,100003
149,16919246,481781,107987288,34804509,18,19515,13761,186865,34836420,1881,206992,4152,16.57,100003
150,17033831,485160,108688695,35034000,18,19515,13761,187975,35064351,1881,206992,4152,16.50,100003
151,17148919,488423,109390681,35263868,18,19515,13761,189075,35296384,1881,206992,4152,16.71,100003
152,17266392,491241,115031704,35499465,18,19515,13761,190308,35534355,1881,206992,4152,16.68,100003
153,17380118,494245,110781860,35726238,18,19515,13761,191602,35763675,1881,206992,4152,16.20,100003
154,17496355,497786,116492701,35958509,18,19515,13761,192758,35995720,1881,206992,4152,16.69,100003
155,17612792,500931,117221042,36191575,18,19515,13761,194038,36231983,1881,206992,4152,16.72,100003
156,17727841,503790,112877321,36419712,18,19515,13761,195151,36459770,1881,206992,4152,16.19,100003
157,17842854,507305,118680954,36651895,18,19515,13761,196416,36693730,1881,206992,4152,16.68,100003
158,17959055,510379,114265269,36888078,18,19515,13761,197722,36928327,1881,206992,4152,16.64,100003
159,18072764,513703,114967918,37114969,18,19515,13761,198981,37155178,1881,206992,4152,16.29,100003
160,18188292,517396,115665648,37345157,18,19515,13761,200121,37386880,1881,206992,4152,16.68,100003
161,18307591,519783,121589745,37582964,18,19515,13761,201365,37623525,1881,206992,4152,16.73,100003
162,18420394,522792,117062227,37809683,18,19515,13761,202510,37850082,1881,206992,4152,16.19,100003
163,18535718,526526,123060598,38040892,18,19515,13761,203843,38082329,1881,206992,4152,16.71,100003
164,18651609,529236,118448849,38273560,18,19515,13761,204860,38315348,1881,206992,4152,16.44,100003
165,18768785,531947,119145513,38503040,18,19515,13761,206030,38547548,1881,206992,4152,16.30,100003
166,18882586,535406,119841529,38730686,18,19515,13761,207294,38775840,1881,206992,4152,16.36,100003
167,19001361,538865,120542382,38967210,18,19515,13761,208394,39011083,1881,206992,4152,17.06,100003
168,19118143,541510,121244118,39195951,18,19515,13761,209754,39239676,1881,206992,4152,16.17,100003
169,19235426,546391,127435112,39429801,18,19515,13761,211060,39474769,1881,206992,4152,16.69,100003
170,19348916,549651,122635607,39660129,18,19515,13761,212145,39708089,1881,206992,4152,16.70,100003
171,19461820,552353,123335419,39888189,18,19515,13761,213404,39937375,1881,206992,4152,16.21,100003
172,19576340,555833,124025529,40120701,18,19515,13761,214495,40172884,1881,206992,4152,16.71,100003
173,19692531,559006,124717840,40353349,18,19515,13761,215752,40405487,1881,206992,4152,16.71,100003
174,19805181,562110,125419235,40578610,18,19515,13761,217053,40633035,1881,206992,4152,16.17,100003
175,19921612,565694,131827626,40810984,18,19515,13761,218355,40866280,1881,206992,4152,16.69,100003
176,20040550,569046,126806110,41044207,18,19515,13761,219543,41097920,1881,206992,4152,16.67,100003
177,20154539,571827,127510369,41271268,18,19515,13761,220673,41324733,1881,206992,4152,16.23,100003
178,20269919,574810,134012901,41503821,18,19515,13761,221712,41557945,1881,206992,4152,16.73,100003
179,20386510,578313,128902811,41737683,18,19515,13761,222882,41793547,1881,206992,4152,16.70,100003
