period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,473,147,4443960,7118,18,19526,24519,3694,700680,1881,206992,4152,0.01,99254
1,4491,11594,4616786,12413,18,19526,24519,5215,716517,1881,206992,4152,0.00,99254
2,4491,14207,5601916,13802,18,19526,24519,6584,729822,1881,206992,4152,0.00,99254
3,53935,16796,6464313,125100,18,19526,24519,8078,835826,1881,206992,4152,6.33,99254
4,132352,19574,8152744,265270,18,19526,24519,9649,990240,1881,206992,4152,10.27,99254
5,188639,22398,8108070,436872,18,19526,24519,11362,1120433,1881,206992,4152,8.21,99254
6,247893,25487,8936623,608960,18,19526,24519,13008,1255117,1881,206992,4152,8.63,99254
7,297356,28233,9785748,791445,18,19526,24519,14683,1379023,1881,206992,4152,7.61,99254
8,358644,30995,10618447,967867,18,19526,24519,16285,1513968,1881,206992,4152,8.43,99254
9,419319,39237,11451762,1148978,18,19526,24519,17820,1648682,1881,206992,4152,8.52,99254
10,472147,49654,12304035,1315812,18,19526,24519,19491,1770891,1881,206992,4152,7.67,99254
11,532582,52732,13134405,1468603,18,19526,24519,21159,1906300,1881,206992,4152,8.63,99254
12,585026,55822,13983925,1649864,18,19526,24519,22760,2026083,1881,206992,4152,7.91,99254
13,650563,58384,14806182,1829918,18,19526,24519,24131,2172940,1881,206992,4152,9.35,99254
14,701287,60909,15656046,1998971,18,19526,24519,25762,2295369,1881,206992,4152,7.56,99254
15,752713,63983,17033776,2181159,18,19526,24519,27349,2418954,1881,206992,4152,7.73,99254
16,778363,66856,17411616,2317896,18,19526,24519,28982,2491748,1881,206992,4152,4.05,99254
17,866332,70039,18613990,2557490,18,19526,24519,30360,2669432,1881,206992,4152,12.32,99254
18,884127,73016,19111476,2652745,18,19526,24519,32108,2729258,1881,206992,4152,2.89,99254
19,932643,76140,19970777,2824716,18,19526,24519,33477,2837298,1881,206992,4152,6.92,99254
20,1024643,79052,20717583,3084057,18,19526,24519,34890,3037890,1881,206992,4152,13.66,99254
21,1026107,82274,21690975,3170371,18,19526,24519,36506,3059664,1881,206992,4152,0.20,99254
22,1153034,90458,22372509,3472626,18,19526,24519,37813,3313513,1881,206992,4152,17.78,99254
23,1219464,102759,23199867,3674081,18,19526,24519,39363,3458498,1881,206992,4152,9.75,99254
24,1238489,113247,24134724,3758581,18,19526,24519,40710,3516345,1881,206992,4152,3.10,99254
25,1332026,116398,24887934,4017235,18,19526,24519,42108,3706432,1881,206992,4152,13.05,99254
26,1368370,119615,25765849,4172486,18,19526,24519,43928,3801206,1881,206992,4152,5.60,99254
27,1411758,122174,26635159,4313653,18,19526,24519,45434,3907925,1881,206992,4152,6.59,99254
28,1471093,125323,27527480,4503401,18,19526,24519,46913,4036310,1881,206992,4152,8.21,99254
29,1528038,128073,28311752,4668316,18,19526,24519,48261,4169043,1881,206992,4152,8.64,99254
30,1548367,131216,29241327,4787434,18,19526,24519,49907,4224949,1881,206992,4152,2.63,99254
31,1665802,133565,29937541,5084452,18,19526,24519,50923,4463777,1881,206992,4152,16.98,99254
32,1696289,136100,30832607,5228944,18,19526,24519,52636,4548458,1881,206992,4152,4.82,99254
33,1788121,139255,31586706,5477642,18,19526,24519,54276,4736038,1881,206992,4152,12.79,99254
34,1828341,147623,32454934,5641010,18,19526,24519,56020,4842677,1881,206992,4152,6.33,99254
35,1879789,158492,33080768,5821403,18,19526,24519,57402,4957402,1881,206992,4152,7.27,99254
36,1950409,167818,34127452,5997171,18,19526,24519,58885,5112064,1881,206992,4152,9.87,99254
37,2005309,179833,34977599,6174359,18,19526,24519,60397,5238520,1881,206992,4152,8.13,99254
38,2041971,190327,35870083,6322262,18,19526,24519,62051,5330563,1881,206992,4152,5.60,99254
39,2109164,193482,36689501,6533339,18,19526,24519,63395,5470810,1881,206992,4152,9.46,99254
40,2164823,196328,37529504,6725178,18,19526,24519,64861,5599475,1881,206992,4152,8.27,99254
41,2247644,199843,38307964,6957305,18,19526,24519,66336,5771272,1881,206992,4152,11.55,99254
42,2302392,202644,39154969,7140177,18,19526,24519,67874,5892769,1881,206992,4152,7.70,99254
43,2371915,205413,39975045,7350596,18,19526,24519,69007,6040191,1881,206992,4152,9.49,99254
44,2383576,208552,40919693,7459943,18,19526,24519,70415,6086239,1881,206992,4152,2.05,99254
45,2464732,211699,41695568,7694313,18,19526,24519,71766,6261588,1881,206992,4152,11.83,99254
46,2535163,215306,42503598,7906811,18,19526,24519,73093,6412614,1881,206992,4152,10.05,99254
47,2596313,217805,43324085,8105349,18,19526,24519,74516,6551087,1881,206992,4152,9.04,99254
48,2609456,224399,43519074,8217049,18,19526,24519,76316,6602134,1881,206992,4152,2.12,99254
49,2694689,236503,44275626,8451852,18,19526,24519,77770,6784699,1881,206992,4152,12.45,99254
50,2739734,247240,45902716,8624560,18,19526,24519,79206,6887780,1881,206992,4152,6.37,99254
51,2817253,255485,45850381,8849379,18,19526,24519,80296,7056429,1881,206992,4152,11.57,99254
52,2818732,271179,47670081,8925909,18,19526,24519,81923,7079935,1881,206992,4152,0.20,99254
53,2945430,286837,48355384,9228310,18,19526,24519,83152,7332729,1881,206992,4152,18.01,99254
54,2977670,302489,49256326,9382778,18,19526,24519,84669,7418602,1881,206992,4152,4.71,99254
55,3052385,313616,50070522,9595016,18,19526,24519,85842,7581860,1881,206992,4152,11.22,99254
56,3081016,317062,50001080,9737163,18,19526,24519,87421,7655397,1881,206992,4152,3.85,99254
57,3159051,319979,51760227,9967730,18,19526,24519,88801,7829298,1881,206992,4152,11.73,99254
58,3160574,323226,52732433,10055899,18,19526,24519,90388,7852784,1881,206992,4152,0.22,99254
59,3186092,326511,52523726,10183303,18,19526,24519,91885,7915182,1881,206992,4152,3.23,99254
60,3346845,329801,53076319,10559934,18,19526,24519,93159,8237374,1881,206992,4152,23.19,99254
61,3366962,332473,55170731,10687431,18,19526,24519,94859,8299527,1881,206992,4152,3.19,99254
62,3431772,335620,55988338,10887784,18,19526,24519,96362,8440553,1881,206992,4152,9.19,99254
63,3462516,338283,56889118,11032552,18,19526,24519,97762,8520663,1881,206992,4152,4.81,99254
64,3560983,341434,57630210,11293102,18,19526,24519,99122,8723467,1881,206992,4152,13.97,99254
65,3591657,344537,58531041,11435974,18,19526,24519,100651,8803942,1881,206992,4152,4.65,99254
66,3593075,359208,59504931,11515188,18,19526,24519,102375,8826822,1881,206992,4152,0.20,99254
67,3664991,370807,58826195,11739045,18,19526,24519,103758,8981016,1881,206992,4152,10.47,99254
68,3803907,376798,60967787,12043449,18,19526,24519,105170,9257143,1881,206992,4152,19.67,99254
69,3805510,380010,61935095,12108287,18,19526,24519,106867,9284429,1881,206992,4152,0.59,99254
70,3915928,383278,61082914,12389545,18,19526,24519,108242,9510738,1881,206992,4152,15.73,99254
71,3958821,386306,63518260,12526127,18,19526,24519,109601,9611301,1881,206992,4152,6.40,99254
72,3960233,389454,64490697,12612498,18,19526,24519,111358,9634923,1881,206992,4152,0.20,99254
73,4077499,392592,65176758,12910286,18,19526,24519,112681,9877606,1881,206992,4152,16.90,99254
74,4078903,395819,66150445,12996640,18,19526,24519,114291,9899175,1881,206992,4152,0.19,99254
75,4080427,398946,67121509,13084135,18,19526,24519,116028,9922896,1881,206992,4152,0.22,99254
76,4195107,402091,67822389,13372248,18,19526,24519,117318,10154983,1881,206992,4152,16.44,99254
77,4304883,405311,68524771,13661280,18,19526,24519,118768,10388227,1881,206992,4152,16.35,99254
78,4306388,420961,67617803,13739308,18,19526,24519,120368,10411282,1881,206992,4152,0.20,99254
79,4403683,436885,70251966,13995994,18,19526,24519,121447,10612950,1881,206992,4152,13.80,99254
80,4456997,443617,71096465,14187399,18,19526,24519,123052,10738906,1881,206992,4152,8.07,99254
81,4501451,451777,70000610,14331410,18,19526,24519,124669,10840761,1881,206992,4152,6.15,99254
82,4578921,467495,72761323,14572238,18,19526,24519,126070,11013404,1881,206992,4152,11.78,99254
83,4596380,482356,73707429,14682992,18,19526,24519,127663,11066173,1881,206992,4152,2.27,99254
84,4719661,497914,74395016,15004209,18,19526,24519,128907,11317778,1881,206992,4152,18.04,99254
85,4758652,508541,75272684,15139349,18,19526,24519,130629,11415687,1881,206992,4152,5.67,99254
86,4798786,511863,76186448,15279389,18,19526,24519,132304,11514428,1881,206992,4152,6.11,99254
87,4887493,515005,76946166,15533032,18,19526,24519,133550,11703958,1881,206992,4152,12.90,99254
88,4949612,518240,77772425,15730675,18,19526,24519,135117,11840350,1881,206992,4152,8.77,99254
89,5000614,521390,78619378,15910649,18,19526,24519,136747,11960083,1881,206992,4152,7.56,99254
90,5052499,524524,79472639,16088772,18,19526,24519,138081,12077015,1881,206992,4152,7.56,99254
91,5118933,528050,80279299,16273183,18,19526,24519,139690,12230564,1881,206992,4152,9.71,99254
92,5178232,530551,81108211,16466315,18,19526,24519,141116,12363234,1881,206992,4152,8.63,99254
93,5224783,533689,81966292,16640422,18,19526,24519,142590,12476684,1881,206992,4152,7.19,99254
94,5226251,536837,82937814,16727388,18,19526,24519,144298,12499696,1881,206992,4152,0.20,99254
95,5353761,540070,83628649,17025364,18,19526,24519,145589,12744162,1881,206992,4152,17.36,99254
96,5360479,543242,84579534,17129540,18,19526,24519,147393,12784360,1881,206992,4152,1.36,99254
97,5465402,551712,85306738,17404779,18,19526,24519,148512,12996100,1881,206992,4152,14.84,99254
98,5477114,555107,86247450,17489931,18,19526,24519,150332,13043681,1881,206992,4152,2.04,99254
99,5562082,558437,87015965,17706768,18,19526,24519,151752,13224630,1881,206992,4152,12.48,99254
100,5603713,561842,87892666,17867283,18,19526,24519,153295,13319548,1881,206992,4152,5.66,99254
101,5663390,565145,88720395,18066991,18,19526,24519,154704,13456837,1881,206992,4152,9.05,99254
102,5676742,568458,89667539,18175516,18,19526,24519,156102,13497410,1881,206992,4152,1.56,99254
103,5803636,571508,90336362,18495328,18,19526,24519,157530,13758396,1881,206992,4152,18.49,99254
104,5867354,574086,91161752,18696623,18,19526,24519,158752,13894952,1881,206992,4152,8.96,99254
105,5877637,577387,92107959,18806674,18,19526,24519,160512,13938300,1881,206992,4152,1.79,99254
106,5879262,580494,93081636,18897430,18,19526,24519,162002,13960863,1881,206992,4152,0.22,99254
107,5917968,583511,93965082,19053349,18,19526,24519,163629,14051964,1881,206992,4152,5.46,99254
108,6072402,586168,94571723,19422697,18,19526,24519,164760,14364311,1881,206992,4152,22.46,99254
109,6121085,594306,95435577,19593062,18,19526,24519,166214,14477280,1881,206992,4152,6.84,99254
110,6137339,610012,93252490,19710778,18,19526,24519,167699,14525507,1881,206992,4152,2.04,99254
111,6260752,621908,93906407,20020366,18,19526,24519,169118,14777321,1881,206992,4152,17.77,99254
112,6262133,632838,98052996,20089392,18,19526,24519,170674,14799004,1881,206992,4152,0.18,99254
113,6380752,636127,98746377,20399733,18,19526,24519,172098,15038277,1881,206992,4152,16.95,99254
114,6385173,639528,99703761,20500511,18,19526,24519,173739,15073449,1881,206992,4152,1.02,99254
115,6496829,642833,100411175,20787527,18,19526,24519,175024,15300172,1881,206992,4152,15.85,99254
116,6508709,646230,101350626,20900984,18,19526,24519,176817,15349553,1881,206992,4152,2.05,99254
117,6597400,649511,98672866,21147321,18,19526,24519,178021,15533655,1881,206992,4152,12.82,99254
118,6648358,652242,102967576,21324905,18,19526,24519,179516,15652794,1881,206992,4152,7.27,99254
119,6688890,655550,103833245,21493237,18,19526,24519,181139,15757967,1881,206992,4152,6.46,99254
120,6741584,658849,104686095,21673399,18,19526,24519,182784,15873623,1881,206992,4152,7.33,99254
121,6812833,661549,105484781,21866730,18,19526,24519,184218,16031285,1881,206992,4152,10.58,99254
122,6825729,665051,102773684,21977104,18,19526,24519,185761,16075590,1881,206992,4152,2.03,99254
123,6942590,667588,107121983,22280153,18,19526,24519,186975,16318662,1881,206992,4152,16.87,99254
124,6999496,686862,104256586,22444579,18,19526,24519,188499,16442388,1881,206992,4152,7.84,99254
125,7022989,697390,108890656,22575963,18,19526,24519,190119,16511682,1881,206992,4152,3.85,99254
126,7129539,700704,109616964,22858872,18,19526,24519,191389,16723326,1881,206992,4152,14.76,99254
127,7133577,704099,110574996,22963090,18,19526,24519,193169,16757603,1881,206992,4152,0.96,99254
128,7234817,707421,111306702,23230855,18,19526,24519,194653,16965222,1881,206992,4152,14.61,99254
129,7250222,710211,112243606,23350890,18,19526,24519,196517,17021262,1881,206992,4152,2.27,99254
130,7287740,713523,113131525,23504579,18,19526,24519,197922,17108764,1881,206992,4152,5.31,99254
131,7409149,716518,113827583,23808065,18,19526,24519,199235,17352180,1881,206992,4152,16.92,99254
132,7413680,719937,114784566,23908554,18,19526,24519,201156,17387506,1881,206992,4152,0.99,99254
133,7525830,723252,115495402,24194634,18,19526,24519,202681,17613713,1881,206992,4152,15.87,99254
134,7579199,731904,116341134,24356991,18,19526,24519,204127,17735743,1881,206992,4152,7.64,99254
135,7582525,747713,117318756,24474426,18,19526,24519,205691,17765331,1881,206992,4152,0.82,99254
136,7584012,763473,118304023,24560214,18,19526,24519,207239,17787347,1881,206992,4152,0.22,99254
137,7735598,774015,118925513,24930329,18,19526,24519,208392,18089264,1881,206992,4152,22.12,99254
138,7785019,782071,115478223,25084013,18,19526,24519,209854,18207535,1881,206992,4152,7.28,99254
139,7866031,793432,116227568,25335010,18,19526,24519,211142,18373215,1881,206992,4152,11.37,99254
140,7896909,796271,121499254,25448965,18,19526,24519,212770,18451900,1881,206992,4152,4.45,99254
141,7981423,803925,117852468,25673086,18,19526,24519,214132,18632116,1881,206992,4152,12.04,99254
142,8012218,815336,123191745,25781873,18,19526,24519,215955,18714466,1881,206992,4152,4.88,99254
143,8101869,818624,119472350,26036916,18,19526,24519,217237,18897692,1881,206992,4152,12.56,99254
144,8161940,821524,124789039,26235580,18,19526,24519,218907,19034902,1881,206992,4152,8.78,99254
145,8179907,824915,125715651,26357965,18,19526,24519,220633,19094641,1881,206992,4152,2.85,99254
146,8275756,827513,126462022,26621280,18,19526,24519,221708,19294303,1881,206992,4152,14.01,99254
147,8311257,830835,127341875,26777744,18,19526,24519,223613,19388638,1881,206992,4152,5.28,99254
148,8385619,834097,128131176,27003582,18,19526,24519,225015,19553959,1881,206992,4152,10.95,99254
149,8444087,837580,128959251,27198749,18,19526,24519,226696,19689182,1881,206992,4152,8.63,99254
150,8503341,840977,129791669,27366804,18,19526,24519,228004,19820908,1881,206992,4152,8.63,99254
151,8557581,844370,130626592,27555785,18,19526,24519,229716,19949218,1881,206992,4152,8.33,99254
152,8611272,846954,131475622,27727108,18,19526,24519,231171,20072359,1881,206992,4152,7.86,99254
