period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,328,331,4338672,9549,18,19524,24111,3909,703814,1881,206992,4152,0.01,99241
1,4381,12138,4513777,11449,18,19524,24111,5089,716485,1881,206992,4152,0.00,99241
2,4381,14741,5498357,12530,18,19524,24111,6361,729449,1881,206992,4152,0.00,99241
3,122712,17531,6192122,264560,18,19524,24111,7510,964052,1881,206992,4152,16.37,99241
4,238835,20307,6888520,490235,18,19524,24111,8644,1198557,1881,206992,4152,16.73,99241
5,354772,23032,7587813,764664,18,19524,24111,9825,1432378,1881,206992,4152,16.39,99241
6,399657,26051,8529985,968099,18,19524,24111,11479,1544826,1881,206992,4152,7.02,99241
7,401303,29128,9498588,1197353,18,19524,24111,13246,1571998,1881,206992,4152,0.26,99241
8,402806,32187,10473004,1203667,18,19524,24111,14987,1593628,1881,206992,4152,0.19,99241
9,528099,35268,11140089,1455903,18,19524,24111,16340,1847959,1881,206992,4152,18.09,99241
10,688040,38232,12443594,1776673,18,19524,24111,17607,2168479,1881,206992,4152,23.36,99241
11,850028,41226,12301221,2100093,18,19524,24111,18773,2492255,1881,206992,4152,23.79,99241
12,1013993,44360,12877267,2424317,18,19524,24111,20005,2816403,1881,206992,4152,23.11,99241
13,1176317,47238,13446435,2750676,18,19524,24111,21339,3143898,1881,206992,4152,23.76,99241
14,1339647,50157,14015396,3083269,18,19524,24111,22676,3471841,1881,206992,4152,24.12,99241
15,1501035,52825,14601062,3403442,18,19524,24111,24083,3789675,1881,206992,4152,23.00,99241
16,1616684,55859,16268235,3637065,18,19524,24111,25251,4023363,1881,206992,4152,16.72,99241
17,1730481,58517,15999080,3866448,18,19524,24111,26322,4252359,1881,206992,4152,16.51,99241
18,1841892,61728,16698604,4092785,18,19524,24111,27607,4479393,1881,206992,4152,16.43,99241
19,1961220,64305,18458903,4327187,18,19524,24111,28769,4715474,1881,206992,4152,16.70,99241
20,2077155,67360,18095495,4559613,18,19524,24111,29982,4947301,1881,206992,4152,16.46,99241
21,2192405,70560,18791326,4786668,18,19524,24111,31218,5174926,1881,206992,4152,16.17,99241
22,2308509,73766,19483211,5021911,18,19524,24111,32366,5412545,1881,206992,4152,16.88,99241
23,2425909,76803,20177139,5255196,18,19524,24111,33552,5645312,1881,206992,4152,16.55,99241
24,2537957,80003,20884644,5480279,18,19524,24111,34656,5872249,1881,206992,4152,16.17,99241
25,2652521,82856,21583526,5711029,18,19524,24111,35883,6104904,1881,206992,4152,16.34,99241
26,2770276,86064,22274820,5945424,18,19524,24111,37190,6340248,1881,206992,4152,16.83,99241
27,2881869,89278,22981380,6169774,18,19524,24111,38298,6564671,1881,206992,4152,16.17,99241
28,2997189,92480,23676937,6401561,18,19524,24111,39514,6796835,1881,206992,4152,16.90,99241
29,3110119,95214,24376616,6630675,18,19524,24111,40642,7027950,1881,206992,4152,16.33,99241
30,3224626,98095,25078928,6858974,18,19524,24111,41870,7259985,1881,206992,4152,16.18,99241
31,3341558,101293,25774226,7090565,18,19524,24111,43040,7492321,1881,206992,4152,16.69,99241
32,3458782,103879,26471498,7325110,18,19524,24111,44096,7724475,1881,206992,4152,16.60,99241
33,3573248,107075,27172712,7552273,18,19524,24111,45311,7952312,1881,206992,4152,16.17,99241
34,3689733,110398,29401475,7784685,18,19524,24111,46516,8184534,1881,206992,4152,16.74,99241
35,3805448,113578,30129473,8018726,18,19524,24111,47796,8417340,1881,206992,4152,16.61,99241
36,3919397,116300,29260959,8247659,18,19524,24111,48895,8646648,1881,206992,4152,16.25,99241
37,4034137,119501,29960222,8476508,18,19524,24111,49981,8875919,1881,206992,4152,16.43,99241
38,4151108,122785,32315226,8713251,18,19524,24111,51108,9113151,1881,206992,4152,16.99,99241
39,4263016,125574,31358462,8940113,18,19524,24111,52272,9344383,1881,206992,4152,16.17,99241
40,4365924,128774,32078160,9149791,18,19524,24111,53549,9558576,1881,206992,4152,15.07,99241
41,4367294,131980,33051730,9156015,18,19524,24111,55205,9579646,1881,206992,4152,0.18,99241
42,4382341,135194,35760946,9192730,18,19524,24111,56774,9629892,1881,206992,4152,2.38,99241
43,4470847,138239,36551930,9369033,18,19524,24111,58110,9812892,1881,206992,4152,12.55,99241
44,4632793,141257,35328678,9695014,18,19524,24111,59374,10136141,1881,206992,4152,23.61,99241
45,4795053,143904,35903836,10019116,18,19524,24111,60692,10459051,1881,206992,4152,23.43,99241
