period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
129,16329396,428101,95774500,36873771,19,36620,29470,179875,29454307,1867,206992,4144,15.88
130,16460162,431321,96446798,37179974,19,36620,29470,181347,29683190,1867,206992,4144,16.13
131,16606629,434217,97739816,37491092,19,36620,29470,182628,29930550,1867,206992,4144,17.63
132,16740734,437663,98412461,37785325,19,36620,29470,183962,30164569,1867,206992,4144,16.66
133,16875823,440889,98439527,38080317,19,36620,29470,185419,30396312,1867,206992,4144,16.74
134,16992841,443465,99141039,38377085,19,36620,29470,186738,30609237,1867,206992,4144,14.92
135,17121144,446901,99807044,38664620,19,36620,29470,188087,30839655,1867,206992,4144,16.20
136,17253609,449779,100480825,38958132,19,36620,29470,189370,31071288,1867,206992,4144,16.63
137,17386753,452789,101811356,39247533,19,36620,29470,190736,31300011,1867,206992,4144,16.33
138,17520262,455972,101813934,39574634,19,36620,29470,192074,31542676,1867,206992,4144,17.33
139,17656994,458941,102476401,39875951,19,36620,29470,193478,31780411,1867,206992,4144,16.78
140,17780925,461865,103157708,40158571,19,36620,29470,194830,32005310,1867,206992,4144,16.00
141,17911815,465161,104500929,40443836,19,36620,29470,196175,32233681,1867,206992,4144,16.20
142,18037802,468135,104498217,40750008,19,36620,29470,197460,32462570,1867,206992,4144,16.14
143,18171365,471711,105855247,41041448,19,36620,29470,198859,32698251,1867,206992,4144,16.86
144,18301765,475149,106533150,41330392,19,36620,29470,200227,32926619,1867,206992,4144,16.14
145,18433820,478215,106518987,41617482,19,36620,29470,201607,33151973,1867,206992,4144,15.80
146,18574977,481247,107852211,41949101,19,36620,29470,203011,33393734,1867,206992,4144,17.14
147,18716757,483908,107833210,42256035,19,36620,29470,204374,33634727,1867,206992,4144,17.18
148,18725759,487338,108782861,42335384,19,36620,29470,206041,33674624,1867,206992,4144,1.46
149,18788807,490894,109617868,42498125,19,36620,29470,207518,33792609,1867,206992,4144,7.19
150,18912223,493746,110932437,42795878,19,36620,29470,208870,34008941,1867,206992,4144,15.25
151,19052392,496956,110962545,43082278,19,36620,29470,210195,34246997,1867,206992,4144,16.67
152,19191642,499959,111630024,43377284,19,36620,29470,211394,34480851,1867,206992,4144,16.65
153,19338581,503013,112942976,43675161,19,36620,29470,212637,34733477,1867,206992,4144,17.80
154,19472218,505905,113600729,43978653,19,36620,29470,214037,34971988,1867,206992,4144,16.75
155,19614786,508604,113598108,44279284,19,36620,29470,215291,35220795,1867,206992,4144,17.25
156,19751080,512054,114258613,44572363,19,36620,29470,216650,35458766,1867,206992,4144,17.00
157,19894777,514971,115597065,44871910,19,36620,29470,217971,35705636,1867,206992,4144,17.45
158,20032680,518037,115564103,45196217,19,36620,29470,219393,35949453,1867,206992,4144,17.63
159,20161354,520821,116942049,45466468,19,36620,29470,220777,36174940,1867,206992,4144,15.71
160,20300141,524141,116902731,45760785,19,36620,29470,222217,36414843,1867,206992,4144,17.05
161,20425380,527485,117586819,46022422,19,36620,29470,223647,36630437,1867,206992,4144,15.51
162,20557043,530746,118991480,46325537,19,36620,29470,224953,36858249,1867,206992,4144,15.94
163,20693709,533687,118929299,46612042,19,36620,29470,226436,37097190,1867,206992,4144,16.64
164,20821911,536607,120373065,46878344,19,36620,29470,227795,37317725,1867,206992,4144,15.57
165,20950279,539618,120295023,47154226,19,36620,29470,229211,37546888,1867,206992,4144,15.88
166,21084136,542827,121741813,47455673,19,36620,29470,230645,37784962,1867,206992,4144,16.56
167,21228374,546134,122401037,47755773,19,36620,29470,231920,38034535,1867,206992,4144,17.66
168,21364536,549485,122266887,48033490,19,36620,29470,233109,38271144,1867,206992,4144,16.77
169,21507602,552941,123757145,48332781,19,36620,29470,234584,38516720,1867,206992,4144,17.44
170,21630603,556140,123602749,48618552,19,36620,29470,235966,38737658,1867,206992,4144,15.69
171,21764087,559205,124276184,48895812,19,36620,29470,237367,38962936,1867,206992,4144,15.87
172,21910997,562393,125795135,49201090,19,36620,29470,238834,39212475,1867,206992,4144,17.83
173,22060593,565672,125558414,49508541,19,36620,29470,240241,39469015,1867,206992,4144,18.30
174,22193797,569142,126231021,49798954,19,36620,29470,241531,39702150,1867,206992,4144,16.50
175,22330378,571931,126906118,50083334,19,36620,29470,242856,39936542,1867,206992,4144,16.80
176,22466842,574701,128477966,50367778,19,36620,29470,244168,40170508,1867,206992,4144,16.45
177,22612530,577973,128221216,50663599,19,36620,29470,245546,40420055,1867,206992,4144,17.71
178,22752626,581117,129785703,50983146,19,36620,29470,246845,40671248,1867,206992,4144,18.04
179,22887485,584292,129526999,51269300,19,36620,29470,248288,40913297,1867,206992,4144,16.98
180,23026108,587079,130178299,51563073,19,36620,29470,249572,41162811,1867,206992,4144,17.68
