period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
52,1894690,326743,25714445,30479208,18,19482,24057,69924,7420764,1843,290608,4152,8.63
53,1945967,330633,25937565,31256425,18,19482,24057,71158,7598113,1843,290608,4152,11.45
54,1956084,333833,49214953,31627570,18,19482,24057,72447,7652417,1843,290608,4152,2.45
55,1978699,336952,50108219,32128666,18,19482,24057,73853,7740285,1843,290608,4152,4.83
56,2043647,340842,27145642,33044419,18,19482,24057,75018,7956916,1843,290608,4152,14.49
57,2096185,344582,27338590,33840327,18,19482,24057,76325,8133248,1843,290608,4152,11.33
58,2136479,347874,52479251,34503623,18,19482,24057,77506,8269604,1843,290608,4152,8.29
59,2171520,354026,28065773,35109438,18,19482,24057,78834,8399905,1843,290608,4152,7.72
60,2212276,361216,28421605,35774382,18,19482,24057,80164,8542634,1843,290608,4152,8.81
61,2226903,368814,55095961,36103996,18,19482,24057,81649,8608529,1843,290608,4152,3.10
62,2228554,380324,56132800,36522169,18,19482,24057,83394,8639175,1843,290608,4152,0.24
63,2278755,395872,30029154,37267067,18,19482,24057,84544,8811744,1843,290608,4152,11.01
64,2346095,403639,57661088,38196002,18,19482,24057,85733,9038704,1843,290608,4152,15.28
65,2405872,420315,30298383,38993392,18,19482,24057,86886,9239030,1843,290608,4152,13.26
66,2444015,427644,30731142,39556296,18,19482,24057,88252,9371312,1843,290608,4152,8.16
67,2483912,432310,60105598,40148332,18,19482,24057,89358,9506374,1843,290608,4152,8.65
68,2520559,439546,60952764,40717455,18,19482,24057,90364,9635633,1843,290608,4152,8.16
69,2560357,448160,31991445,41304431,18,19482,24057,91465,9771515,1843,290608,4152,8.49
70,2599613,451368,62635499,41879129,18,19482,24057,92498,9904375,1843,290608,4152,8.17
71,2637080,458024,63473153,42495035,18,19482,24057,93742,10044344,1843,290608,4152,8.28
72,2670319,467373,33179595,43118212,18,19482,24057,94889,10164202,1843,290608,4152,7.26
73,2715152,471490,33450719,43843552,18,19482,24057,96148,10317370,1843,290608,4152,9.45
74,2751990,474762,66004779,44449720,18,19482,24057,97487,10447365,1843,290608,4152,8.02
75,2790216,477851,34177159,45113629,18,19482,24057,98722,10588236,1843,290608,4152,8.64
76,2829867,483470,34542750,45745122,18,19482,24057,99959,10727143,1843,290608,4152,8.37
77,2869255,486912,68519730,46392081,18,19482,24057,101192,10863546,1843,290608,4152,8.33
78,2905372,489893,69356442,47057409,18,19482,24057,102474,11001847,1843,290608,4152,8.40
79,2944783,495388,35568800,47713869,18,19482,24057,103836,11138437,1843,290608,4152,8.24
80,2983799,498656,71038621,48364910,18,19482,24057,105077,11273602,1843,290608,4152,8.26
81,3019423,506785,36319394,48963823,18,19482,24057,106541,11408066,1843,290608,4152,7.91
82,3061878,517452,36654820,49651103,18,19482,24057,107751,11554542,1843,290608,4152,9.19
83,3099819,521258,36992644,50311912,18,19482,24057,108907,11692603,1843,290608,4152,8.53
84,3136465,525048,74420965,50897627,18,19482,24057,110263,11823792,1843,290608,4152,7.87
85,3170633,527618,75273400,51467464,18,19482,24057,111716,11950658,1843,290608,4152,7.60
86,3209708,531121,38175843,52138577,18,19482,24057,113165,12092769,1843,290608,4152,8.65
87,3250481,534948,76948089,52842848,18,19482,24057,114346,12238826,1843,290608,4152,8.92
88,3289809,538065,77785144,53538394,18,19482,24057,115627,12376195,1843,290608,4152,8.29
89,3326472,547346,78628096,54218112,18,19482,24057,116871,12506768,1843,290608,4152,8.03
90,3364807,560637,79463315,54927924,18,19482,24057,117970,12644807,1843,290608,4152,8.69
91,3404308,577002,39686752,55642441,18,19482,24057,119300,12784993,1843,290608,4152,8.63
92,3444001,580506,81154659,56320096,18,19482,24057,120709,12918586,1843,290608,4152,8.21
93,3480197,584077,40352518,56971558,18,19482,24057,121883,13047987,1843,290608,4152,8.08
94,3520879,587410,40681662,57638725,18,19482,24057,123208,13189672,1843,290608,4152,8.70
95,3559890,590782,83669027,58305265,18,19482,24057,124418,13321716,1843,290608,4152,8.11
96,3594478,593997,84517020,58934440,18,19482,24057,125796,13446103,1843,290608,4152,7.58
97,3634504,597610,41627298,59673461,18,19482,24057,127054,13594119,1843,290608,4152,8.95
98,3673018,601022,86182587,60355921,18,19482,24057,128364,13728824,1843,290608,4152,8.34
99,3708498,604321,42286538,61007492,18,19482,24057,129598,13855991,1843,290608,4152,7.89
100,3748925,608382,42611812,61685902,18,19482,24057,130953,13999598,1843,290608,4152,8.77
101,3788594,611953,88703183,62348973,18,19482,24057,132218,14133475,1843,290608,4152,8.17
102,3828464,615291,89534454,63013963,18,19482,24057,133513,14273805,1843,290608,4152,8.66
103,3862625,631563,90390007,63633167,18,19482,24057,134806,14397913,1843,290608,4152,7.58
104,3901068,634875,91225506,64282242,18,19482,24057,136083,14534567,1843,290608,4152,8.28
105,3939931,638128,44300806,64996200,18,19482,24057,137318,14678768,1843,290608,4152,9.00
106,3980367,641777,92932796,65718877,18,19482,24057,138648,14819607,1843,290608,4152,8.67
107,4017490,661377,93774475,66349770,18,19482,24057,140049,14955408,1843,290608,4152,8.20
108,4056287,666680,94609199,67012476,18,19482,24057,141428,15095782,1843,290608,4152,8.42
109,4097035,679964,45686519,67670367,18,19482,24057,142728,15240247,1843,290608,4152,8.59
110,4132544,683368,46105833,68253038,18,19482,24057,144119,15368691,1843,290608,4152,7.72
111,4173604,687216,46465042,68895830,18,19482,24057,145544,15512041,1843,290608,4152,8.71
112,4214211,691408,46753940,69608547,18,19482,24057,146733,15654992,1843,290608,4152,8.73
113,4250629,694611,98811385,70300445,18,19482,24057,148179,15789781,1843,290608,4152,7.89
114,4288374,697084,47337946,71014997,18,19482,24057,149488,15931348,1843,290608,4152,8.61
115,4326353,703420,47639669,71714660,18,19482,24057,150842,16068048,1843,290608,4152,8.13
116,4364869,708751,47939584,72420644,18,19482,24057,152133,16209262,1843,290608,4152,8.28
117,4404155,714732,102170800,73113082,18,19482,24057,153376,16345702,1843,290608,4152,8.47
118,4441783,718128,103009442,73721441,18,19482,24057,154697,16479324,1843,290608,4152,8.16
119,4480243,721244,103843731,74342456,18,19482,24057,156059,16617950,1843,290608,4152,8.51
120,4520994,736567,49380510,74984910,18,19482,24057,157443,16758111,1843,290608,4152,8.44
121,4560528,739992,105527862,75604542,18,19482,24057,158862,16895456,1843,290608,4152,8.40
122,4594607,743680,50184589,76179795,18,19482,24057,159990,17022657,1843,290608,4152,7.68
123,4634055,747615,50479658,76885986,18,19482,24057,161423,17169784,1843,290608,4152,8.90
124,4673758,750848,108052175,77550181,18,19482,24057,162861,17307319,1843,290608,4152,8.28
125,4712912,758547,108891484,78211775,18,19482,24057,164219,17442114,1843,290608,4152,8.24
126,4753156,770401,51435411,78962660,18,19482,24057,165431,17581857,1843,290608,4152,8.87
127,4791597,774068,51726278,79676170,18,19482,24057,166761,17720723,1843,290608,4152,8.40
128,4829421,777631,111433263,80339418,18,19482,24057,168135,17851498,1843,290608,4152,8.01
129,4864590,784863,52420645,80978234,18,19482,24057,169372,17984758,1843,290608,4152,8.05
130,4904284,791061,52719558,81682716,18,19482,24057,170544,18127367,1843,290608,4152,8.85
131,4943039,794362,53062891,82331272,18,19482,24057,171713,18263408,1843,290608,4152,8.31
132,4981324,798009,114802532,83011884,18,19482,24057,173056,18400609,1843,290608,4152,8.29
133,5017416,801752,53692723,83695152,18,19482,24057,174178,18534786,1843,290608,4152,8.38
134,5055766,809169,54004087,84381254,18,19482,24057,175422,18671222,1843,290608,4152,8.15
135,5095066,812891,117334797,85088512,18,19482,24057,176897,18808455,1843,290608,4152,8.34
136,5132800,816013,54622362,85759535,18,19482,24057,178123,18943337,1843,290608,4152,8.24
137,5170602,822669,54910145,86473634,18,19482,24057,179226,19079930,1843,290608,4152,8.50
138,5210268,829718,55227575,87157290,18,19482,24057,180443,19215922,1843,290608,4152,8.41
139,5249383,833433,120696614,87840960,18,19482,24057,181629,19348668,1843,290608,4152,8.35
140,5283993,836817,121545654,88444644,18,19482,24057,182885,19473498,1843,290608,4152,7.58
141,5323109,842669,56249691,89129375,18,19482,24057,184208,19617213,1843,290608,4152,8.79
142,5364090,849365,123222206,89848280,18,19482,24057,185440,19755959,1843,290608,4152,8.56
143,5404689,852768,124060364,90570021,18,19482,24057,186757,19900322,1843,290608,4152,8.60
144,5441824,867108,124894805,91249313,18,19482,24057,188090,20038639,1843,290608,4152,8.25
145,5481084,883499,57442372,91990905,18,19482,24057,189357,20177066,1843,290608,4152,8.70
146,5520165,887596,57726150,92700609,18,19482,24057,190667,20310286,1843,290608,4152,8.42
147,5560210,891009,127445638,93364648,18,19482,24057,192063,20442312,1843,290608,4152,8.15
148,5596141,894822,58420724,93991302,18,19482,24057,193373,20574227,1843,290608,4152,7.94
149,5635670,900867,58739550,94683795,18,19482,24057,194697,20717201,1843,290608,4152,8.76
150,5675194,904347,129965211,95329414,18,19482,24057,195982,20852542,1843,290608,4152,8.16
151,5709419,907628,130818812,95938583,18,19482,24057,197392,20975331,1843,290608,4152,7.58
152,5749252,911126,131641445,96639589,18,19482,24057,198761,21125743,1843,290608,4152,9.08
153,5790192,927846,60047963,97387423,18,19482,24057,199864,21265033,1843,290608,4152,8.91
154,5810964,931249,133403394,97861744,18,19482,24057,201673,21350828,1843,290608,4152,4.53
155,5819030,934639,61234700,98207107,18,19482,24057,203422,21394716,1843,290608,4152,1.35
156,5879341,938631,61313918,99123199,18,19482,24057,204521,21598287,1843,290608,4152,13.75
157,5942095,941768,135868743,100010170,18,19482,24057,205631,21796765,1843,290608,4152,13.32
158,5960181,945214,136773482,100446038,18,19482,24057,207172,21875813,1843,290608,4152,4.17
159,5969864,947914,62610355,100825724,18,19482,24057,208579,21924647,1843,290608,4152,1.81
160,6034964,951417,62687569,101733937,18,19482,24057,209676,22145410,1843,290608,4152,14.79
161,6091275,954908,62866715,102542596,18,19482,24057,210927,22331543,1843,290608,4152,12.30
162,6093125,958172,140201815,102845304,18,19482,24057,212747,22360129,1843,290608,4152,0.26
163,6129439,961834,63926038,103485012,18,19482,24057,214271,22490772,1843,290608,4152,7.77
164,6185042,965359,64040795,104364952,18,19482,24057,215434,22679357,1843,290608,4152,12.35
165,6242174,969728,142590462,105268756,18,19482,24057,216525,22874909,1843,290608,4152,13.02
166,6254675,984835,143545316,105664619,18,19482,24057,218194,22933349,1843,290608,4152,2.64
167,6294968,988290,65011668,106409765,18,19482,24057,219306,23072020,1843,290608,4152,8.80
168,6357443,992316,145132497,107308870,18,19482,24057,220511,23283417,1843,290608,4152,13.88
169,6396130,995739,65458173,107949753,18,19482,24057,221539,23416748,1843,290608,4152,8.39
170,6436291,999146,65817914,108587041,18,19482,24057,222869,23551413,1843,290608,4152,8.19
171,6474820,1002856,147665508,109288941,18,19482,24057,224039,23685671,1843,290608,4152,8.27
172,6503711,1006235,66515836,109885796,18,19482,24057,225489,23803573,1843,290608,4152,6.82
173,6547562,1010122,149351825,110625197,18,19482,24057,226650,23956058,1843,290608,4152,9.49
174,6587110,1013423,150184645,111318644,18,19482,24057,227944,24097393,1843,290608,4152,8.54
175,6624922,1016456,151017856,112012214,18,19482,24057,229380,24235136,1843,290608,4152,8.26
176,6663714,1033705,67668894,112739046,18,19482,24057,230656,24378755,1843,290608,4152,8.63
177,6703297,1040075,152697595,113429391,18,19482,24057,231943,24519281,1843,290608,4152,8.32
178,6743678,1056964,68270241,114173392,18,19482,24057,233176,24661750,1843,290608,4152,8.73
