period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,479,3309,4105208,7133,18,19473,24348,3242,697544,1843,290608,4072,0.01
1,6038,14108,4282280,11200,18,19473,24348,4843,714749,1843,290608,4072,0.00
2,6038,16722,5268029,12409,18,19473,24348,6092,727309,1843,290608,4072,0.00
3,51900,19320,6095091,475746,18,19473,24348,7600,864636,1843,290608,4072,8.63
4,59647,22206,7041415,644838,18,19473,24348,9070,910508,1843,290608,4072,1.97
5,73580,37798,8036173,1110767,18,19473,24348,10559,975344,1843,290608,4072,3.09
6,134429,41779,8142007,1998425,18,19473,24348,11682,1173362,1843,290608,4072,13.20
7,189824,45120,8244502,2886843,18,19473,24348,12857,1355250,1843,290608,4072,12.32
8,232874,48580,10375012,3583825,18,19473,24348,14216,1503041,1843,290608,4072,9.39
9,236992,51634,9271533,3862672,18,19473,24348,15630,1533873,1843,290608,4072,0.74
10,301575,56576,9400068,4732226,18,19473,24348,16601,1739044,1843,290608,4072,13.59
11,356406,65119,9564381,5572151,18,19473,24348,17717,1925039,1843,290608,4072,12.34
12,373351,72876,13810539,5945993,18,19473,24348,18973,1996281,1843,290608,4072,3.52
13,399072,76022,14696079,6375206,18,19473,24348,19906,2089105,1843,290608,4072,5.49
14,465124,79188,10862576,7271248,18,19473,24348,21030,2313507,1843,290608,4072,15.22
15,507646,83311,11283722,7853970,18,19473,24348,22150,2456600,1843,290608,4072,9.17
16,548807,90909,11726773,8412576,18,19473,24348,23181,2591874,1843,290608,4072,8.34
17,587630,94390,17951955,9012969,18,19473,24348,24211,2724471,1843,290608,4072,8.30
18,626963,99960,18785794,9615961,18,19473,24348,25233,2861229,1843,290608,4072,8.66
19,662060,103274,12917263,10215000,18,19473,24348,26317,2989499,1843,290608,4072,8.01
20,702783,106670,20476492,10836612,18,19473,24348,27397,3121960,1843,290608,4072,8.21
21,741370,109854,21312862,11475284,18,19473,24348,28486,3258508,1843,290608,4072,8.66
22,778798,124118,14021110,12113799,18,19473,24348,29544,3393422,1843,290608,4072,8.30
23,814142,127998,23024714,12660756,18,19473,24348,30724,3517627,1843,290608,4072,7.68
24,815685,130862,24000305,12855259,18,19473,24348,32550,3545845,1843,290608,4072,0.23
25,877178,147136,24765805,13675633,18,19473,24348,33639,3741319,1843,290608,4072,13.34
26,929003,150328,15736587,14410550,18,19473,24348,34840,3916777,1843,290608,4072,11.62
27,932644,154224,26529029,14693660,18,19473,24348,36152,3952015,1843,290608,4072,0.88
28,970000,157019,16855277,15302762,18,19473,24348,37376,4078449,1843,290608,4072,7.95
29,1035669,160604,16969764,16186932,18,19473,24348,38566,4297528,1843,290608,4072,14.86
30,1084457,164160,17283916,16875675,18,19473,24348,39768,4458777,1843,290608,4072,10.55
31,1122939,167661,17700539,17456335,18,19473,24348,40856,4588906,1843,290608,4072,8.13
32,1162427,171086,30620098,18088804,18,19473,24348,41890,4719071,1843,290608,4072,8.19
33,1200172,173959,18367043,18785031,18,19473,24348,42936,4855126,1843,290608,4072,8.53
34,1215190,177398,18958512,19200595,18,19473,24348,44531,4917507,1843,290608,4072,2.80
35,1272755,181284,19033228,20116026,18,19473,24348,45607,5104652,1843,290608,4072,12.74
36,1295282,184811,34074274,20669620,18,19473,24348,47257,5196282,1843,290608,4072,4.97
37,1314594,188450,19999659,21158402,18,19473,24348,48575,5275629,1843,290608,4072,3.96
38,1376117,192336,20063025,22093053,18,19473,24348,49669,5477488,1843,290608,4072,13.93
39,1428979,195448,36529881,22891732,18,19473,24348,50792,5652283,1843,290608,4072,11.56
40,1446897,198626,37437195,23296237,18,19473,24348,52338,5731485,1843,290608,4072,4.15
41,1457964,201946,21536382,23616765,18,19473,24348,53918,5783090,1843,290608,4072,2.13
42,1526651,205561,21636725,24504763,18,19473,24348,55013,6005284,1843,290608,4072,15.17
43,1574952,209264,39902168,25182964,18,19473,24348,56244,6175759,1843,290608,4072,10.84
44,1576554,212946,40872583,25345723,18,19473,24348,57731,6201703,1843,290608,4072,0.23
45,1619887,216580,23190758,25942161,18,19473,24348,58795,6352550,1843,290608,4072,9.28
46,1687090,223339,23316758,26819086,18,19473,24348,59921,6573562,1843,290608,4072,14.74
47,1719344,227295,43318760,27320033,18,19473,24348,61367,6690822,1843,290608,4072,7.01
48,1720990,232926,44288352,27502363,18,19473,24348,62831,6717793,1843,290608,4072,0.23
49,1783940,237073,24808908,28329460,18,19473,24348,63865,6927727,1843,290608,4072,13.77
50,1849299,242938,24937031,29201141,18,19473,24348,65038,7145904,1843,290608,4072,14.26
51,1884420,246277,25359949,29773148,18,19473,24348,66237,7277764,1843,290608,4072,7.86
52,1924475,250042,47475105,30372768,18,19473,24348,67489,7416153,1843,290608,4072,8.42
53,1964583,254440,48309080,30981143,18,19473,24348,68587,7555814,1843,290608,4072,8.67
54,2000259,266465,26563888,31566764,18,19473,24348,69590,7687742,1843,290608,4072,8.27
55,2012202,273558,50085194,31892638,18,19473,24348,71147,7745232,1843,290608,4072,2.43
56,2028544,279395,27843642,32293676,18,19473,24348,72546,7817318,1843,290608,4072,3.65
57,2093436,285948,27966532,33158529,18,19473,24348,73574,8037959,1843,290608,4072,14.52
58,2150463,292419,28166130,33960883,18,19473,24348,74727,8230088,1843,290608,4072,12.77
59,2188815,299394,28581533,34544782,18,19473,24348,75872,8363361,1843,290608,4072,8.07
60,2228711,302950,54215708,35151687,18,19473,24348,77100,8498674,1843,290608,4072,8.53
61,2241843,306146,55140548,35472900,18,19473,24348,78490,8563617,1843,290608,4072,3.14
62,2266315,322315,56024802,35952662,18,19473,24348,79806,8661327,1843,290608,4072,5.36
63,2331511,336206,30323544,36823485,18,19473,24348,80949,8879559,1843,290608,4072,14.64
64,2379917,340504,57574073,37490994,18,19473,24348,82095,9040507,1843,290608,4072,10.22
65,2402938,343694,58467489,37915726,18,19473,24348,83435,9130657,1843,290608,4072,5.08
66,2404475,346493,59442760,38141336,18,19473,24348,84666,9153904,1843,290608,4072,0.23
67,2428943,350168,32522900,38615118,18,19473,24348,85956,9247558,1843,290608,4072,5.24
68,2494071,353947,32625403,39521179,18,19473,24348,87057,9467593,1843,290608,4072,14.49
69,2557120,363653,32751137,40399904,18,19473,24348,88279,9683442,1843,290608,4072,14.02
70,2609000,372054,62666719,41145075,18,19473,24348,89388,9859815,1843,290608,4072,11.48
71,2647192,389575,33427816,41746776,18,19473,24348,90451,9993629,1843,290608,4072,8.31
72,2674945,396101,33978111,42201547,18,19473,24348,91535,10099808,1843,290608,4072,6.03
73,2723273,399414,65202202,42885559,18,19473,24348,92835,10268147,1843,290608,4072,10.70
74,2761701,402631,34700369,43470376,18,19473,24348,93884,10405043,1843,290608,4072,8.52
75,2797717,408849,66895009,44041495,18,19473,24348,94932,10537447,1843,290608,4072,8.26
76,2836465,418388,35638844,44558864,18,19473,24348,96032,10671749,1843,290608,4072,8.29
77,2875490,421849,68600339,45090688,18,19473,24348,97144,10805991,1843,290608,4072,8.48
78,2914930,425087,36543306,45658373,18,19473,24348,98159,10945037,1843,290608,4072,8.59
79,2948528,430513,70299784,46191013,18,19473,24348,99364,11069569,1843,290608,4072,7.42
80,2950119,433640,71273294,46417752,18,19473,24348,100685,11093240,1843,290608,4072,0.23
81,3008469,437181,38032304,47173434,18,19473,24348,101760,11293124,1843,290608,4072,13.15
82,3066474,445584,72802149,47936796,18,19473,24348,103065,11485963,1843,290608,4072,12.66
83,3102796,451201,38727956,48480238,18,19473,24348,104145,11616569,1843,290608,4072,8.21
84,3142114,454343,74504148,49051502,18,19473,24348,105197,11746451,1843,290608,4072,8.04
85,3182999,462052,75360247,49655383,18,19473,24348,106247,11884126,1843,290608,4072,8.62
86,3223135,477611,76197423,50264489,18,19473,24348,107472,12022271,1843,290608,4072,8.66
87,3261024,487683,40400989,50836899,18,19473,24348,108708,12156609,1843,290608,4072,8.48
88,3299440,491196,40816556,51444004,18,19473,24348,109841,12296550,1843,290608,4072,8.30
89,3338015,494473,78740273,52009671,18,19473,24348,111263,12432595,1843,290608,4072,8.11
