period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,588,1238,3525908,7681,18,19510,24514,3470,699515,1881,206992,4152,0.01,99165
1,4697,11424,4511752,11011,18,19510,24514,6408,715293,1881,206992,4152,0.00,99165
2,4697,14009,5497403,11747,18,19510,24514,7586,727263,1881,206992,4152,0.00,99165
3,126591,16603,6191308,262081,18,19510,24514,8748,960727,1881,206992,4152,16.67,99165
4,243986,19731,6885825,496272,18,19510,24514,10049,1195970,1881,206992,4152,16.37,99165
5,356505,22699,7580190,784302,18,19510,24514,11198,1429115,1881,206992,4152,16.53,99165
6,471743,25794,9181393,1015342,18,19510,24514,12520,1660993,1881,206992,4152,16.73,99165
7,589480,28858,9906850,1249756,18,19510,24514,13881,1899282,1881,206992,4152,16.66,99165
8,704516,31768,9665999,1478216,18,19510,24514,15097,2131520,1881,206992,4152,16.22,99165
9,821003,35261,10363543,1709301,18,19510,24514,16262,2363528,1881,206992,4152,16.76,99165
10,934343,37908,11063148,1938443,18,19510,24514,17462,2595243,1881,206992,4152,16.39,99165
11,1050319,40463,11763402,2168642,18,19510,24514,18629,2826721,1881,206992,4152,16.45,99165
12,1164971,43956,13555084,2399874,18,19510,24514,19905,3059662,1881,206992,4152,16.71,99165
13,1280373,46411,13164041,2630949,18,19510,24514,21089,3290421,1881,206992,4152,16.69,99165
14,1391867,50583,13864174,2856835,18,19510,24514,22208,3520284,1881,206992,4152,16.20,99165
15,1508475,53798,15750909,3088438,18,19510,24514,23395,3752010,1881,206992,4152,16.71,99165
16,1622854,56774,15254824,3322177,18,19510,24514,24590,3985382,1881,206992,4152,16.64,99165
17,1737232,59589,15954328,3548958,18,19510,24514,25701,4215133,1881,206992,4152,16.25,99165
18,1849545,62786,16656372,3775001,18,19510,24514,26882,4444148,1881,206992,4152,16.71,99165
19,1965358,65398,17357336,4007734,18,19510,24514,28110,4679271,1881,206992,4152,16.48,99165
20,2079357,68211,18053864,4236029,18,19510,24514,29375,4908829,1881,206992,4152,16.41,99165
21,2192020,71409,18754589,4462704,18,19510,24514,30633,5135983,1881,206992,4152,16.36,99165
22,2311275,74592,19452802,4702300,18,19510,24514,31866,5375297,1881,206992,4152,16.71,99165
23,2424346,77221,20156582,4928065,18,19510,24514,33069,5600530,1881,206992,4152,16.17,99165
24,2538341,80760,22327519,5159786,18,19510,24514,34247,5830547,1881,206992,4152,16.69,99165
25,2654552,83498,23053491,5390264,18,19510,24514,35392,6063411,1881,206992,4152,16.58,99165
26,2770552,86510,22251410,5617982,18,19510,24514,36670,6291580,1881,206992,4152,16.33,99165
27,2884878,89735,24514404,5845414,18,19510,24514,37703,6521000,1881,206992,4152,16.43,99165
28,3001262,93020,25238551,6079012,18,19510,24514,38934,6758025,1881,206992,4152,16.74,99165
29,3118309,95942,24340926,6308687,18,19510,24514,40045,6990537,1881,206992,4152,16.43,99165
30,3230262,98458,25048388,6532457,18,19510,24514,41213,7216885,1881,206992,4152,16.17,99165
31,3347091,101291,27420678,6767877,18,19510,24514,42428,7453669,1881,206992,4152,16.77,99165
32,3461922,104269,28145532,6997654,18,19510,24514,43465,7682073,1881,206992,4152,16.53,99165
33,3575030,106695,27147881,7224347,18,19510,24514,44721,7907432,1881,206992,4152,16.37,99165
34,3689867,109204,27840941,7455977,18,19510,24514,46048,8141658,1881,206992,4152,16.33,99165
35,3693525,112396,28805188,7470670,18,19510,24514,47716,8171358,1881,206992,4152,0.89,99165
36,3717248,115523,29725521,7520135,18,19510,24514,49283,8232815,1881,206992,4152,3.20,99165
37,3873276,118847,32180060,7838003,18,19510,24514,50645,8549175,1881,206992,4152,22.93,99165
38,4038533,121709,30876386,8169072,18,19510,24514,51923,8879821,1881,206992,4152,23.79,99165
39,4187185,125034,31480745,8467694,18,19510,24514,53203,9178949,1881,206992,4152,21.55,99165
40,4335428,127447,34095794,8764603,18,19510,24514,54529,9477585,1881,206992,4152,21.40,99165
41,4489828,130500,32688584,9070725,18,19510,24514,55659,9782087,1881,206992,4152,22.12,99165
42,4600459,133677,33390081,9294343,18,19510,24514,56842,10008519,1881,206992,4152,16.36,99165
43,4715863,136174,34090970,9526146,18,19510,24514,57974,10241685,1881,206992,4152,16.90,99165
44,4834066,139006,34793931,9757735,18,19510,24514,59198,10475230,1881,206992,4152,16.21,99165
45,4947854,142354,37658458,9985593,18,19510,24514,60428,10704019,1881,206992,4152,16.60,99165
46,5065417,145497,36194877,10218721,18,19510,24514,61658,10938614,1881,206992,4152,16.36,99165
47,5182859,148462,36895190,10449239,18,19510,24514,62894,11168245,1881,206992,4152,16.55,99165
48,5297453,152016,37593383,10679760,18,19510,24514,64058,11397713,1881,206992,4152,16.69,99165
49,5412233,154866,38294938,10908651,18,19510,24514,65203,11628190,1881,206992,4152,16.55,99165
50,5528118,157341,38995334,11138056,18,19510,24514,66343,11859146,1881,206992,4152,16.36,99165
51,5643396,160786,42035209,11365803,18,19510,24514,67539,12089385,1881,206992,4152,16.55,99165
52,5761484,163405,42757584,11600582,18,19510,24514,68701,12326651,1881,206992,4152,16.66,99165
53,5877848,166457,41092618,11828423,18,19510,24514,69865,12558103,1881,206992,4152,16.39,99165
54,5991828,170033,41784298,12058204,18,19510,24514,71123,12790865,1881,206992,4152,16.65,99165
55,6108679,172672,42481090,12291510,18,19510,24514,72329,13026800,1881,206992,4152,16.61,99165
56,6225154,175592,43185027,12519080,18,19510,24514,73386,13254168,1881,206992,4152,16.34,99165
