period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,474,357,4331617,7406,18,19523,24383,3572,699924,1881,206992,4152,0.01,99353
1,4344,11673,4512531,12526,18,19523,24383,5148,715650,1881,206992,4152,0.00,99353
2,4344,14291,5498808,13339,18,19523,24383,6386,727912,1881,206992,4152,0.00,99353
3,23753,16880,6440931,68875,18,19523,24383,8110,774858,1881,206992,4152,1.96,99353
4,67292,19689,7316732,146776,18,19523,24383,9733,867354,1881,206992,4152,5.45,99353
5,182413,22385,8009177,416149,18,19523,24383,11224,1109372,1881,206992,4152,16.96,99353
6,183872,25519,8986405,450945,18,19523,24383,12694,1129248,1881,206992,4152,0.18,99353
7,239540,28494,9825014,613753,18,19523,24383,14320,1259107,1881,206992,4152,8.23,99353
8,267421,31120,10736087,719453,18,19523,24383,15818,1328673,1881,206992,4152,3.85,99353
9,417521,33950,11361551,1018658,18,19523,24383,17033,1619129,1881,206992,4152,21.37,99353
10,432170,37049,12296085,1108792,18,19523,24383,18552,1671783,1881,206992,4152,2.48,99353
11,526445,39705,13056066,1325863,18,19523,24383,19606,1862868,1881,206992,4152,13.17,99353
12,544038,42732,13990085,1391008,18,19523,24383,21189,1919056,1881,206992,4152,2.85,99353
13,580915,46143,14883846,1513220,18,19523,24383,22800,2002990,1881,206992,4152,4.83,99353
14,700348,48934,15573613,1791529,18,19523,24383,24231,2249710,1881,206992,4152,17.30,99353
15,702131,57041,16544123,1846412,18,19523,24383,25994,2276031,1881,206992,4152,0.40,99353
16,809947,66418,17268774,2082235,18,19523,24383,27351,2497715,1881,206992,4152,15.55,99353
17,811488,69660,18242849,2141644,18,19523,24383,28745,2518466,1881,206992,4152,0.20,99353
18,924333,72778,19625183,2401724,18,19523,24383,30020,2741479,1881,206992,4152,15.92,99353
19,960786,75773,19838999,2501884,18,19523,24383,31616,2832104,1881,206992,4152,5.42,99353
20,1003798,79209,20719972,2633080,18,19523,24383,33076,2924220,1881,206992,4152,5.77,99353
21,1094343,82106,21470760,2859075,18,19523,24383,34487,3119405,1881,206992,4152,13.37,99353
22,1095905,85264,22443595,2892254,18,19523,24383,36081,3141228,1881,206992,4152,0.19,99353
23,1204839,88384,23160275,3145945,18,19523,24383,37475,3358900,1881,206992,4152,15.27,99353
24,1252871,91184,24024175,3291975,18,19523,24383,38955,3470556,1881,206992,4152,7.08,99353
25,1260543,94324,24983394,3362049,18,19523,24383,40593,3502785,1881,206992,4152,0.96,99353
26,1397959,98198,25632409,3638865,18,19523,24383,41838,3776315,1881,206992,4152,19.57,99353
27,1451595,101416,26477455,3795407,18,19523,24383,43309,3897592,1881,206992,4152,7.63,99353
28,1456348,104550,27433335,3867327,18,19523,24383,45025,3934180,1881,206992,4152,1.05,99353
29,1568992,107676,28146998,4094287,18,19523,24383,46275,4159228,1881,206992,4152,16.05,99353
30,1617107,110913,28993410,4247524,18,19523,24383,47800,4281558,1881,206992,4152,7.53,99353
31,1687320,114056,29796294,4432560,18,19523,24383,49397,4431056,1881,206992,4152,9.84,99353
32,1734929,117090,30656406,4549210,18,19523,24383,50787,4542094,1881,206992,4152,7.12,99353
33,1749608,119620,31592463,4637652,18,19523,24383,52508,4597489,1881,206992,4152,2.48,99353
34,1798525,122532,32452924,4775724,18,19523,24383,53956,4707592,1881,206992,4152,6.89,99353
35,1891058,125367,33202095,4999420,18,19523,24383,55437,4906778,1881,206992,4152,13.65,99353
36,1892698,139370,34172163,5033639,18,19523,24383,57431,4930467,1881,206992,4152,0.22,99353
37,1998715,142624,35398772,5279683,18,19523,24383,58818,5142003,1881,206992,4152,14.86,99353
38,2064417,145652,35718684,5452679,18,19523,24383,60263,5288266,1881,206992,4152,9.46,99353
39,2142285,148770,36504756,5622602,18,19523,24383,61876,5454173,1881,206992,4152,11.15,99353
40,2202607,152265,37333921,5788732,18,19523,24383,63314,5587994,1881,206992,4152,8.46,99353
41,2257180,155136,38177696,5926015,18,19523,24383,64934,5711214,1881,206992,4152,7.72,99353
42,2315856,158279,39008714,6063475,18,19523,24383,66560,5847501,1881,206992,4152,8.63,99353
43,2369791,160796,39859900,6212021,18,19523,24383,68193,5965611,1881,206992,4152,7.55,99353
44,2429815,163938,40691782,6348386,18,19523,24383,69858,6097956,1881,206992,4152,8.63,99353
45,2489755,172214,41527087,6507098,18,19523,24383,71477,6233068,1881,206992,4152,8.63,99353
46,2549299,182696,42843629,6633823,18,19523,24383,73035,6362447,1881,206992,4152,8.50,99353
47,2600670,185577,43220061,6782836,18,19523,24383,74773,6487318,1881,206992,4152,7.68,99353
48,2661103,188724,44053891,6947640,18,19523,24383,76166,6620841,1881,206992,4152,8.63,99353
49,2715650,191851,44906581,7048166,18,19523,24383,77626,6736685,1881,206992,4152,7.55,99353
50,2777556,195001,45732815,7214020,18,19523,24383,79084,6873530,1881,206992,4152,8.96,99353
51,2836905,198132,46569328,7331314,18,19523,24383,80649,7001806,1881,206992,4152,8.29,99353
52,2890740,201269,47406991,7459838,18,19523,24383,82382,7129046,1881,206992,4152,8.07,99353
53,2948005,204035,48246590,7616984,18,19523,24383,84053,7260698,1881,206992,4152,8.11,99353
54,3009248,207083,49072756,7779251,18,19523,24383,85545,7395702,1881,206992,4152,8.63,99353
55,3070038,215352,49907305,7932133,18,19523,24383,87141,7529055,1881,206992,4152,8.48,99353
56,3118594,224677,50778148,8058461,18,19523,24383,88483,7638453,1881,206992,4152,7.15,99353
57,3178788,227804,52039782,8225756,18,19523,24383,90064,7778979,1881,206992,4152,9.04,99353
58,3237477,230943,52433040,8389078,18,19523,24383,91663,7910805,1881,206992,4152,8.30,99353
59,3295952,233800,53277512,8494035,18,19523,24383,93236,8032487,1881,206992,4152,8.02,99353
60,3351809,236948,54114347,8628460,18,19523,24383,94825,8161263,1881,206992,4152,8.18,99353
61,3415900,240463,55380048,8801066,18,19523,24383,96696,8306086,1881,206992,4152,9.03,99353
62,3470222,243045,55776493,8927671,18,19523,24383,98217,8428263,1881,206992,4152,7.59,99353
63,3524859,246186,56617442,9085078,18,19523,24383,99849,8554746,1881,206992,4152,8.18,99353
64,3580989,248823,57463381,9242713,18,19523,24383,101348,8681246,1881,206992,4152,8.00,99353
65,3640729,251964,58293790,9382051,18,19523,24383,102936,8814864,1881,206992,4152,8.63,99353
66,3673789,255309,59581362,9506317,18,19523,24383,104439,8899694,1881,206992,4152,4.73,99353
67,3737153,257765,60016600,9673582,18,19523,24383,105829,9036863,1881,206992,4152,9.14,99353
68,3816689,261192,61162586,9874844,18,19523,24383,107329,9210406,1881,206992,4152,11.47,99353
69,3867232,263961,61656036,9967495,18,19523,24383,109015,9321179,1881,206992,4152,7.01,99353
70,3926802,266789,62493351,10105811,18,19523,24383,110534,9454045,1881,206992,4152,8.32,99353
71,3987574,269934,63320148,10274111,18,19523,24383,112138,9589602,1881,206992,4152,8.75,99353
72,4047960,273030,64157291,10411119,18,19523,24383,113867,9719561,1881,206992,4152,8.51,99353
73,4106156,276294,64995980,10575152,18,19523,24383,115351,9852999,1881,206992,4152,8.45,99353
74,4164417,278994,66203208,10711314,18,19523,24383,116908,9979435,1881,206992,4152,8.09,99353
75,4221049,283892,66683309,10847948,18,19523,24383,118367,10107523,1881,206992,4152,8.26,99353
76,4272204,295339,67535181,10974062,18,19523,24383,119786,10226929,1881,206992,4152,7.55,99353
77,4333811,298484,68357096,11145106,18,19523,24383,121445,10365407,1881,206992,4152,8.90,99353
78,4391898,301196,69193674,11309544,18,19523,24383,123086,10496672,1881,206992,4152,8.24,99353
79,4454792,304324,70026183,11449360,18,19523,24383,124479,10627463,1881,206992,4152,8.63,99353
80,4509924,307474,70864486,11610242,18,19523,24383,126184,10755889,1881,206992,4152,8.33,99353
81,4563835,310158,71709363,11770147,18,19523,24383,127723,10882010,1881,206992,4152,7.85,99353
82,4616015,313298,72558092,11897341,18,19523,24383,129433,11000312,1881,206992,4152,7.55,99353
83,4675478,316447,73384817,12065277,18,19523,24383,131048,11134006,1881,206992,4152,8.63,99353
84,4735656,319589,74212403,12234496,18,19523,24383,132744,11270110,1881,206992,4152,8.63,99353
85,4793910,327879,75045793,12391584,18,19523,24383,134356,11404733,1881,206992,4152,8.42,99353
86,4829361,336396,75947080,12497346,18,19523,24383,135925,11491922,1881,206992,4152,5.38,99353
87,4909952,339546,76735981,12694876,18,19523,24383,137293,11654875,1881,206992,4152,11.01,99353
88,4969160,342760,77569124,12861428,18,19523,24383,138876,11788281,1881,206992,4152,8.63,99353
89,5028483,346117,78636877,13001644,18,19523,24383,140314,11920445,1881,206992,4152,8.60,99353
90,5080465,349256,79463944,13153993,18,19523,24383,141893,12039465,1881,206992,4152,7.32,99353
91,5139750,351331,80087075,13293972,18,19523,24383,143464,12174177,1881,206992,4152,8.85,99353
92,5200785,354277,81138644,13436711,18,19523,24383,144736,12308397,1881,206992,4152,8.63,99353
93,5255801,357276,81771824,13589928,18,19523,24383,146271,12426889,1881,206992,4152,7.55,99353
94,5316452,360415,82600370,13732239,18,19523,24383,147871,12563477,1881,206992,4152,8.63,99353
95,5370468,363551,83451746,13857560,18,19523,24383,149383,12681053,1881,206992,4152,7.55,99353
96,5414306,367067,84315456,14003200,18,19523,24383,151006,12788925,1881,206992,4152,6.39,99353
97,5489746,370189,85108905,14200859,18,19523,24383,152414,12953067,1881,206992,4152,10.87,99353
98,5542617,373984,86111209,14332148,18,19523,24383,154020,13078210,1881,206992,4152,8.08,99353
99,5599544,376570,86796606,14441448,18,19523,24383,155607,13207020,1881,206992,4152,8.08,99353
100,5657012,379886,87630074,14579612,18,19523,24383,157349,13338757,1881,206992,4152,8.45,99353
101,5709986,382488,88478369,14721819,18,19523,24383,158943,13458364,1881,206992,4152,7.65,99353
102,5771616,385153,89305577,14866326,18,19523,24383,160560,13594678,1881,206992,4152,8.71,99353
103,5830027,387827,90135168,15018309,18,19523,24383,162040,13728477,1881,206992,4152,8.63,99353
104,5883415,391131,90978701,15176099,18,19523,24383,163636,13852686,1881,206992,4152,7.80,99353
105,5942798,394567,91819078,15314808,18,19523,24383,165267,13981019,1881,206992,4152,8.38,99353
106,5991084,408722,92674958,15410034,18,19523,24383,167112,14095706,1881,206992,4152,7.11,99353
107,6057314,412286,93720339,15554580,18,19523,24383,168601,14238838,1881,206992,4152,9.40,99353
108,6115071,415355,94330474,15719424,18,19523,24383,170203,14366574,1881,206992,4152,8.30,99353
109,6168012,418634,95183069,15846373,18,19523,24383,171731,14484256,1881,206992,4152,7.55,99353
110,6229102,421950,96009850,16015741,18,19523,24383,173346,14618168,1881,206992,4152,8.63,99353
111,6290567,425263,96840994,16183131,18,19523,24383,174842,14751048,1881,206992,4152,8.63,99353
112,6350872,428570,97667033,16325793,18,19523,24383,176609,14886873,1881,206992,4152,8.63,99353
113,6402448,431890,98521040,16478694,18,19523,24383,178057,15004128,1881,206992,4152,7.55,99353
114,6462149,435201,99351339,16647937,18,19523,24383,179621,15139414,1881,206992,4152,8.63,99353
115,6522238,443729,100184937,16795578,18,19523,24383,181169,15270849,1881,206992,4152,8.58,99353
116,6573950,454171,101036866,16944733,18,19523,24383,182735,15394373,1881,206992,4152,7.60,99353
117,6622150,457490,101888095,17095099,18,19523,24383,184406,15509819,1881,206992,4152,7.23,99353
118,6687175,460810,102819441,17269825,18,19523,24383,185839,15649657,1881,206992,4152,9.02,99353
119,6746126,463929,103668939,17393461,18,19523,24383,187543,15781112,1881,206992,4152,8.56,99353
120,6806929,467048,104375616,17562638,18,19523,24383,189105,15913780,1881,206992,4152,8.63,99353
121,6866423,470366,105206789,17732047,18,19523,24383,190483,16048491,1881,206992,4152,8.63,99353
122,6922919,473673,106042497,17865503,18,19523,24383,192108,16179083,1881,206992,4152,8.37,99353
123,6976450,476973,106887186,18023666,18,19523,24383,193929,16303327,1881,206992,4152,7.81,99353
124,7026503,480288,107738340,18178032,18,19523,24383,195363,16421759,1881,206992,4152,7.55,99353
125,7088106,488003,108565297,18343680,18,19523,24383,196900,16560515,1881,206992,4152,8.69,99353
126,7148782,495279,109399461,18491194,18,19523,24383,198347,16695293,1881,206992,4152,8.57,99353
127,7206202,498005,110234985,18625303,18,19523,24383,200100,16827644,1881,206992,4152,8.32,99353
128,7265409,501301,111087007,18791093,18,19523,24383,201610,16957551,1881,206992,4152,8.31,99353
129,7317007,504421,111925810,18891142,18,19523,24383,203419,17076393,1881,206992,4152,7.71,99353
130,7373442,506914,112771592,19048977,18,19523,24383,204980,17197896,1881,206992,4152,7.71,99353
131,7435282,510487,113586862,19222322,18,19523,24383,206554,17337612,1881,206992,4152,9.03,99353
132,7492660,513271,114432693,19350025,18,19523,24383,208272,17468549,1881,206992,4152,8.22,99353
133,7550995,516177,115270675,19514552,18,19523,24383,209791,17598632,1881,206992,4152,8.49,99353
134,7607325,518800,116109538,19648895,18,19523,24383,211434,17727082,1881,206992,4152,8.04,99353
135,7665622,521316,116950667,19787542,18,19523,24383,213069,17857447,1881,206992,4152,8.28,99353
136,7724807,525072,117786336,19900362,18,19523,24383,214621,17992486,1881,206992,4152,8.62,99353
137,7776634,528369,118634608,20053739,18,19523,24383,216093,18111386,1881,206992,4152,7.55,99353
138,7834476,531684,119470686,20191891,18,19523,24383,217641,18241724,1881,206992,4152,8.19,99353
139,7895047,534471,120298747,20337847,18,19523,24383,219284,18383103,1881,206992,4152,9.07,99353
140,7952418,537952,121123048,20503217,18,19523,24383,220695,18512809,1881,206992,4152,8.45,99353
141,8007943,541054,121979067,20633976,18,19523,24383,222214,18636377,1881,206992,4152,7.73,99353
142,8066807,544426,122806604,20773948,18,19523,24383,223825,18771687,1881,206992,4152,8.63,99353
143,8124060,547820,123638928,20912556,18,19523,24383,225418,18902512,1881,206992,4152,8.36,99353
144,8178858,551207,124482747,21070281,18,19523,24383,227136,19025182,1881,206992,4152,7.83,99353
145,8237519,559305,125298074,21228472,18,19523,24383,228653,19162768,1881,206992,4152,8.44,99353
146,8271547,570623,126215868,21338686,18,19523,24383,230365,19252872,1881,206992,4152,5.34,99353
147,8345307,574026,127014689,21529632,18,19523,24383,231940,19408539,1881,206992,4152,10.29,99353
