period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,414,157,4410862,10245,18,19470,13588,3732,704784,1836,290608,4152,0.01,98833
1,798,7664,4597662,13552,18,19470,13588,4906,717649,1836,290608,4152,0.00,98833
2,798,10285,5583432,14672,18,19470,13588,6171,730329,1836,290608,4152,0.00,98833
3,10802,12856,6526013,148953,18,19470,13588,7761,778354,1836,290608,4152,1.99,98833
4,49319,16087,7867693,552602,18,19470,13588,9045,899305,1836,290608,4152,8.02,98833
5,119610,19670,8024271,1392900,18,19470,13588,10182,1112295,1836,290608,4152,15.06,98833
6,126049,22777,9073192,1525853,18,19470,13588,11787,1153806,1836,290608,4152,1.44,98833
7,182764,25792,9202641,2204518,18,19470,13588,12898,1325644,1836,290608,4152,12.00,98833
8,217424,29380,10713489,2680931,18,19470,13588,14411,1447490,1836,290608,4152,7.68,98833
9,220458,33501,11687459,2775317,18,19470,13588,16100,1470628,1836,290608,4152,0.22,98833
10,296874,39401,10710961,3690813,18,19470,13588,17308,1714862,1836,290608,4152,17.05,98833
11,332911,44232,13290791,4200575,18,19470,13588,18761,1843037,1836,290608,4152,8.21,98833
12,341851,47690,12071670,4375350,18,19470,13588,20338,1886149,1836,290608,4152,1.60,98833
13,413661,51503,12177514,5259687,18,19470,13588,21474,2118280,1836,290608,4152,16.10,98833
14,449414,55378,15823108,5744915,18,19470,13588,22972,2243183,1836,290608,4152,7.86,98833
15,477801,58426,16699086,6131915,18,19470,13588,24473,2344076,1836,290608,4152,6.01,98833
16,537544,61925,17474549,6858144,18,19470,13588,25766,2530990,1836,290608,4152,12.65,98833
17,539116,65116,18448833,6951172,18,19470,13588,27500,2553248,1836,290608,4152,0.20,98833
18,540693,68242,19423589,7018907,18,19470,13588,29148,2575182,1836,290608,4152,0.20,98833
19,589168,71437,15803712,7626416,18,19470,13588,30421,2734307,1836,290608,4152,10.41,98833
20,659709,75506,15923881,8503717,18,19470,13588,31586,2958854,1836,290608,4152,15.74,98833
