period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,444,704,4333388,9577,19,19466,24040,3729,704127,1837,290608,4120,0.01,98598
1,4402,11003,4510056,12906,19,19466,24040,5058,716903,1837,290608,4120,0.00,98598
2,4402,13597,5494770,13824,19,19466,24040,6284,729580,1837,290608,4120,0.00,98598
3,14604,16170,6435716,149871,19,19466,24040,7925,778660,1837,290608,4120,2.05,98598
4,68020,19383,7581333,763817,19,19466,24040,9089,944861,1837,290608,4120,11.26,98598
5,115953,22841,8037950,1464333,19,19466,24040,10441,1109331,1837,290608,4120,10.64,98598
6,117157,30883,8671635,1683435,19,19466,24040,12029,1133121,1837,290608,4120,0.17,98598
7,181155,41334,8796083,2566815,19,19466,24040,13189,1330492,1837,290608,4120,13.47,98598
8,240392,44520,8950724,3397755,19,19466,24040,14114,1516715,1837,290608,4120,12.80,98598
9,264640,48310,11484500,3897593,19,19466,24040,15738,1612651,1837,290608,4120,5.32,98598
10,271782,50734,10238993,4147093,19,19466,24040,17320,1648775,1837,290608,4120,1.13,98598
11,335893,59382,10318301,5069751,19,19466,24040,18428,1859386,1837,290608,4120,14.20,98598
12,393172,70003,14001685,5893074,19,19466,24040,19654,2038573,1837,290608,4120,12.32,98598
13,397409,73122,14958233,6149415,19,19466,24040,21441,2077377,1837,290608,4120,1.04,98598
14,453857,76637,11410164,6990693,19,19466,24040,22709,2262031,1837,290608,4120,12.14,98598
15,510346,81472,16520927,7799523,19,19466,24040,23835,2440680,1837,290608,4120,12.10,98598
16,542568,84649,17379850,8336680,19,19466,24040,25151,2559391,1837,290608,4120,7.37,98598
17,553350,88355,12716484,8676426,19,19466,24040,26944,2612399,1837,290608,4120,2.18,98598
18,619247,93602,12788043,9604129,19,19466,24040,27946,2822174,1837,290608,4120,14.55,98598
19,663973,96973,13105401,10275199,19,19466,24040,29038,2966405,1837,290608,4120,9.48,98598
20,683818,100487,20809426,10698447,19,19466,24040,30700,3049056,1837,290608,4120,4.46,98598
21,685437,103619,21778929,10940988,19,19466,24040,32314,3076418,1837,290608,4120,0.22,98598
22,744460,108231,14605230,11773385,19,19466,24040,33397,3269558,1837,290608,4120,12.94,98598
23,806331,111624,23307337,12672979,19,19466,24040,34530,3471144,1837,290608,4120,13.65,98598
24,857125,128130,14981307,13416356,19,19466,24040,35647,3631702,1837,290608,4120,10.60,98598
25,893116,131321,15392488,13993120,19,19466,24040,36879,3764617,1837,290608,4120,8.09,98598
26,933756,142071,15767842,14650860,19,19466,24040,38096,3904596,1837,290608,4120,8.62,98598
27,972414,145756,16178072,15237344,19,19466,24040,39428,4031976,1837,290608,4120,7.61,98598
28,1014163,153653,16498298,15924116,19,19466,24040,40468,4177586,1837,290608,4120,9.17,98598
29,1052654,163407,16905713,16509527,19,19466,24040,41578,4308988,1837,290608,4120,8.29,98598
30,1089730,166925,17337439,17081017,19,19466,24040,42895,4443413,1837,290608,4120,8.20,98598
