period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,ipc1,sys_evt,wifi,esp_timer,Heap,Stack,Mbps,main
59,6553724,188914,45244786,13388807,1881,18,19508,24533,13919121,76534,206992,4152,16.71,99230
60,6669392,192126,45933499,13623937,1881,18,19508,24533,14155646,77685,206992,4152,16.71,99230
61,6782797,195326,46636078,13849602,1881,18,19508,24533,14379218,78957,206992,4152,16.17,99230
62,6898690,198709,47331621,14081468,1881,18,19508,24533,14610202,80182,206992,4152,16.69,99230
63,7016147,201780,48029536,14313087,1881,18,19508,24533,14838310,81393,206992,4152,16.58,99230
64,7131764,204519,48731255,14543215,1881,18,19508,24533,15068401,82590,206992,4152,16.33,99230
65,7247935,207988,49426407,14775250,1881,18,19508,24533,15299071,83630,206992,4152,16.72,99230
66,7362653,210734,52908741,15007458,1881,18,19508,24533,15531552,84803,206992,4152,16.61,99230
67,7478844,213789,50825552,15234598,1881,18,19508,24533,15758758,85959,206992,4152,16.26,99230
68,7592882,217136,54369994,15464837,1881,18,19508,24533,15988929,87217,206992,4152,16.43,99230
69,7708305,220176,52219014,15695399,1881,18,19508,24533,16222118,88390,206992,4152,16.82,99230
70,7825096,222749,52922701,15928298,1881,18,19508,24533,16452748,89466,206992,4152,16.24,99230
71,7937980,225953,53626772,16155366,1881,18,19508,24533,16680761,90638,206992,4152,16.69,99230
72,8058444,229020,57277861,16391121,1881,18,19508,24533,16917124,91833,206992,4152,16.53,99230
73,8172896,232028,55031349,16619228,1881,18,19508,24533,17142097,92951,206992,4152,16.37,99230
74,8284562,235302,55730110,16845995,1881,18,19508,24533,17368918,94224,206992,4152,16.36,99230
75,8399216,237908,56423233,17079137,1881,18,19508,24533,17601831,95386,206992,4152,17.03,99230
76,8514242,240434,57125619,17309715,1881,18,19508,24533,17832305,96668,206992,4152,16.21,99230
77,8629820,243717,57819924,17538935,1881,18,19508,24533,18063403,97890,206992,4152,16.68,99230
78,8746957,246816,58515319,17773505,1881,18,19508,24533,18297034,99025,206992,4152,16.75,99230
79,8861813,249638,59213124,18004808,1881,18,19508,24533,18528695,100316,206992,4152,16.18,99230
80,8978612,253203,59906691,18237423,1881,18,19508,24533,18762116,101480,206992,4152,16.69,99230
81,9091877,256265,60611740,18465290,1881,18,19508,24533,18989714,102416,206992,4152,16.38,99230
82,9207005,259858,61312498,18694449,1881,18,19508,24533,19220953,103605,206992,4152,16.52,99230
83,9323475,266515,62008025,18926856,1881,18,19508,24533,19453732,104880,206992,4152,16.72,99230
84,9439894,269817,62703923,19157713,1881,18,19508,24533,19684855,105964,206992,4152,16.50,99230
85,9553134,272446,63406281,19386331,1881,18,19508,24533,19914254,107251,206992,4152,16.21,99230
86,9670459,275739,64100558,19619976,1881,18,19508,24533,20145874,108428,206992,4152,16.70,99230
87,9786775,278868,68232029,19852721,1881,18,19508,24533,20378177,109523,206992,4152,16.70,99230
88,9901875,281901,65500754,20079135,1881,18,19508,24533,20607202,110628,206992,4152,16.21,99230
89,10018798,285532,69692733,20311064,1881,18,19508,24533,20840088,111964,206992,4152,16.62,99230
90,10133762,288029,70423643,20539410,1881,18,19508,24533,21068352,113046,206992,4152,16.49,99230
91,10248678,290880,67593221,20772375,1881,18,19508,24533,21301499,114280,206992,4152,16.20,99230
92,10363689,293575,68291487,21001786,1881,18,19508,24533,21533272,115374,206992,4152,16.70,99230
93,10481659,296320,68988101,21237835,1881,18,19508,24533,21768511,116591,206992,4152,16.72,99230
94,10594939,299261,69690362,21464872,1881,18,19508,24533,21995556,117723,206992,4152,16.17,99230
95,10711031,302732,74067611,21696855,1881,18,19508,24533,22226481,118862,206992,4152,16.69,99230
96,10825107,305995,71092488,21926847,1881,18,19508,24533,22455614,120056,206992,4152,16.66,99230
97,10939367,308751,71794480,22156757,1881,18,19508,24533,22684034,121210,206992,4152,16.24,99230
98,11054154,312568,72494280,22387870,1881,18,19508,24533,22918668,122416,206992,4152,16.69,99230
99,11172165,315452,73191847,22618812,1881,18,19508,24533,23150681,123544,206992,4152,16.61,99230
100,11286488,318020,73889385,22848619,1881,18,19508,24533,23381165,124732,206992,4152,16.29,99230
101,11402095,321708,78444235,23080036,1881,18,19508,24533,23611508,125798,206992,4152,16.60,99230
102,11519149,324986,79169252,23314470,1881,18,19508,24533,23848255,126947,206992,4152,16.83,99230
103,11633216,328230,75995276,23540314,1881,18,19508,24533,24072902,128013,206992,4152,16.17,99230
104,11749515,331947,80626658,23771222,1881,18,19508,24533,24305669,129194,206992,4152,16.72,99230
105,11864040,334568,81355668,24003231,1881,18,19508,24533,24538911,130367,206992,4152,16.47,99230
106,11980497,337743,78082957,24234928,1881,18,19508,24533,24769463,131587,206992,4152,16.41,99230
107,12095658,341375,78780248,24466199,1881,18,19508,24533,25000049,132827,206992,4152,16.60,99230
108,12210467,344153,79478432,24698933,1881,18,19508,24533,25235282,133872,206992,4152,16.74,99230
109,12324608,347264,80187338,24927619,1881,18,19508,24533,25462541,135083,206992,4152,16.17,99230
110,12440139,351047,85000257,25158942,1881,18,19508,24533,25693754,136214,206992,4152,16.70,99230
111,12556745,353895,81581949,25394299,1881,18,19508,24533,25930679,137422,206992,4152,16.71,99230
112,12670439,356593,82284819,25620410,1881,18,19508,24533,26157617,138594,206992,4152,16.17,99230
113,12787028,360021,87180989,25852924,1881,18,19508,24533,26389293,139871,206992,4152,16.71,99230
114,12903765,363256,83677380,26086421,1881,18,19508,24533,26624640,140976,206992,4152,16.71,99230
115,13016434,365787,84376745,26313056,1881,18,19508,24533,26854629,142216,206992,4152,16.18,99230
116,13130194,369251,85078132,26541466,1881,18,19508,24533,27081869,143461,206992,4152,16.36,99230
117,13246576,372638,85771192,26774590,1881,18,19508,24533,27317749,144580,206992,4152,16.76,99230
118,13288918,376097,86637414,26866676,1881,18,19508,24533,27421540,146186,206992,4152,6.32,99230
119,13395456,379940,87355208,27080836,1881,18,19508,24533,27640673,147666,206992,4152,15.22,99230
120,13559171,382566,92359430,27408451,1881,18,19508,24533,27966524,148931,206992,4152,23.70,99230
121,13702941,385835,88549217,27697215,1881,18,19508,24533,28252290,150174,206992,4152,20.83,99230
122,13818302,389363,89249710,27926547,1881,18,19508,24533,28480643,151418,206992,4152,16.69,99230
123,13936076,392388,89946088,28162994,1881,18,19508,24533,28717965,152562,206992,4152,16.62,99230
124,14049718,395264,90654446,28388060,1881,18,19508,24533,28943029,153566,206992,4152,16.29,99230
125,14161702,398709,91355349,28617096,1881,18,19508,24533,29172601,154874,206992,4152,16.56,99230
126,14278125,401675,96663817,28854868,1881,18,19508,24533,29409872,156041,206992,4152,16.85,99230
127,14392756,404530,92745644,29083642,1881,18,19508,24533,29641026,157227,206992,4152,16.18,99230
128,14507619,407973,93442580,29311353,1881,18,19508,24533,29870340,158464,206992,4152,16.62,99230
129,14624238,411174,98850745,29546710,1881,18,19508,24533,30105767,159495,206992,4152,16.79,99230
130,14737517,413988,94844686,29776177,1881,18,19508,24533,30335289,160718,206992,4152,16.18,99230
131,14851365,417449,95544298,30005959,1881,18,19508,24533,30565207,161895,206992,4152,16.43,99230
132,14966874,420499,101043634,30240153,1881,18,19508,24533,30799663,163194,206992,4152,16.69,99230
133,15081660,423679,96942922,30469256,1881,18,19508,24533,31031122,164437,206992,4152,16.47,99230
134,15195963,427544,102502288,30698955,1881,18,19508,24533,31260729,165684,206992,4152,16.71,99230
135,15313021,430484,98339011,30933832,1881,18,19508,24533,31496766,166689,206992,4152,16.71,99230
136,15427385,433271,99038209,31160997,1881,18,19508,24533,31724061,167973,206992,4152,16.17,99230
137,15540164,436940,104698943,31389912,1881,18,19508,24533,31952697,169242,206992,4152,16.71,99230
138,15659336,440163,100429573,31625689,1881,18,19508,24533,32188992,170377,206992,4152,16.65,99230
139,15772610,442857,101132289,31850598,1881,18,19508,24533,32415123,171541,206992,4152,16.23,99230
140,15887857,446462,101831557,32081415,1881,18,19508,24533,32645733,172585,206992,4152,16.71,99230
141,16004684,449320,102529033,32314398,1881,18,19508,24533,32879834,173782,206992,4152,16.66,99230
142,16120439,451945,103227801,32542970,1881,18,19508,24533,33108804,175025,206992,4152,16.22,99230
143,16236800,455688,103930368,32773315,1881,18,19508,24533,33338857,176120,206992,4152,16.71,99230
144,16352153,458656,109802077,33006026,1881,18,19508,24533,33571994,177276,206992,4152,16.44,99230
145,16466500,461669,105331956,33234846,1881,18,19508,24533,33801734,178430,206992,4152,16.45,99230
146,16582642,464856,111262304,33467934,1881,18,19508,24533,34034236,179879,206992,4152,16.71,99230
147,16697376,467994,106719790,33697317,1881,18,19508,24533,34267712,180973,206992,4152,16.38,99230
148,16812221,471456,107424734,33926265,1881,18,19508,24533,34497802,182040,206992,4152,16.51,99230
149,16928029,475161,108129163,34157980,1881,18,19508,24533,34729991,183155,206992,4152,16.62,99230
150,17042690,478397,108828730,34387740,1881,18,19508,24533,34963684,184175,206992,4152,16.52,99230
151,17159896,481041,109523727,34619237,1881,18,19508,24533,35196780,185240,206992,4152,16.45,99230
152,17273901,484836,110216451,34848832,1881,18,19508,24533,35427423,186525,206992,4152,16.48,99230
153,17391618,487795,110910188,35083634,1881,18,19508,24533,35659691,187710,206992,4152,16.38,99230
154,17508046,491155,111602506,35317216,1881,18,19508,24533,35896006,188887,206992,4152,16.71,99230
155,17621729,494185,117809455,35544811,1881,18,19508,24533,36124612,190042,206992,4152,16.41,99230
156,17737730,497493,113003984,35777945,1881,18,19508,24533,36360124,191141,206992,4152,16.68,99230
157,17853871,500719,113698597,36008861,1881,18,19508,24533,36592706,192423,206992,4152,16.50,99230
158,17965924,503513,114400850,36234509,1881,18,19508,24533,36822048,193565,206992,4152,16.18,99230
159,18082162,506967,115096451,36465067,1881,18,19508,24533,37055816,194690,206992,4152,16.95,99230
160,18198875,509560,115792550,36699651,1881,18,19508,24533,37291309,195986,206992,4152,16.36,99230
161,18313415,512394,116490509,36929961,1881,18,19508,24533,37524272,197069,206992,4152,16.43,99230
162,18429286,515799,122904669,37164969,1881,18,19508,24533,37760952,198308,206992,4152,16.68,99230
163,18545706,518651,117871150,37395757,1881,18,19508,24533,37993241,199568,206992,4152,16.49,99230
164,18651222,522305,118589298,37608983,1881,18,19508,24533,38208264,200763,206992,4152,15.47,99230
165,18659467,524682,119545427,37634321,1881,18,19508,24533,38248350,202511,206992,4152,1.41,99230
166,18739472,529712,120326846,37793763,1881,18,19508,24533,38413575,203844,206992,4152,11.48,99230
167,18885937,532400,120944578,38087563,1881,18,19508,24533,38706912,205151,206992,4152,21.12,99230
168,19030508,535828,121556320,38379653,1881,18,19508,24533,38999956,206610,206992,4152,21.07,99230
169,19184661,538687,122156047,38690065,1881,18,19508,24533,39309658,207883,206992,4152,22.33,99230
170,19342191,541544,128756466,39006638,1881,18,19508,24533,39624500,209298,206992,4152,22.79,99230
171,19458353,544690,123441719,39237525,1881,18,19508,24533,39857675,210413,206992,4152,16.36,99230
172,19574091,548062,130212874,39468974,1881,18,19508,24533,40090649,211632,206992,4152,16.78,99230
173,19690212,551129,124840793,39697602,1881,18,19508,24533,40321075,212718,206992,4152,16.46,99230
174,19803960,554870,125536721,39929568,1881,18,19508,24533,40553661,214075,206992,4152,16.36,99230
175,19919555,558392,126228761,40163139,1881,18,19508,24533,40789061,215370,206992,4152,16.69,99230
176,20038508,561661,126920344,40394963,1881,18,19508,24533,41021825,216585,206992,4152,16.55,99230
177,20151598,564575,127621266,40620131,1881,18,19508,24533,41250794,217670,206992,4152,16.17,99230
178,20267609,567521,128321346,40854045,1881,18,19508,24533,41487508,218887,206992,4152,16.90,99230
179,20383808,570366,129022968,41087282,1881,18,19508,24533,41719845,220073,206992,4152,16.18,99230
