period,experiment_runn,measurer,main,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,354,567,99245,4348056,7674,18,19518,24526,3560,706081,1881,206992,4152,0.01
1,5170,11733,99245,4515970,11235,18,19518,24526,5079,721459,1881,206992,4152,0.00
2,5170,14343,99245,5502014,12238,18,19518,24526,6294,733892,1881,206992,4152,0.00
3,28615,16939,99245,6428260,82885,18,19518,24526,7892,794031,1881,206992,4152,3.04
4,68382,19787,99245,8193230,156133,18,19518,24526,9437,883993,1881,206992,4152,5.38
5,165275,27829,99245,8056127,400132,18,19518,24526,10815,1086673,1881,206992,4152,14.13
6,171068,38395,99245,9027168,482852,18,19518,24526,12375,1114633,1881,206992,4152,0.64
7,298371,41685,99245,9711913,788326,18,19518,24526,13565,1366387,1881,206992,4152,18.09
8,335474,44729,99245,10593578,900827,18,19518,24526,15167,1462218,1881,206992,4152,5.68
9,379697,47352,99245,11456647,1040772,18,19518,24526,16787,1570722,1881,206992,4152,6.73
10,391247,50418,99245,12409978,1115331,18,19518,24526,18248,1607707,1881,206992,4152,1.37
11,529366,53565,99245,13067243,1431145,18,19518,24526,19493,1881594,1881,206992,4152,19.42
12,544177,56378,99245,14006843,1546552,18,19518,24526,21021,1934131,1881,206992,4152,2.29
13,626206,63747,99245,14784090,1726057,18,19518,24526,22399,2111034,1881,206992,4152,11.86
14,627366,66877,99245,15755121,1812308,18,19518,24526,24236,2134590,1881,206992,4152,0.15
15,755516,69957,99245,16432807,2090534,18,19518,24526,25336,2385392,1881,206992,4152,18.00
16,771850,72703,99245,17358375,2210050,18,19518,24526,27021,2446631,1881,206992,4152,2.87
17,872903,75778,99245,18094842,2471850,18,19518,24526,28417,2652049,1881,206992,4152,14.27
18,876155,80070,99245,19068042,2532095,18,19518,24526,29974,2672838,1881,206992,4152,0.16
19,992929,82807,99245,19767017,2822029,18,19518,24526,31253,2908852,1881,206992,4152,16.75
20,1049101,85998,99245,20607961,2980490,18,19518,24526,32856,3034000,1881,206992,4152,8.06
21,1106599,89119,99245,21821646,3168625,18,19518,24526,34497,3163140,1881,206992,4152,8.31
22,1117226,92094,99245,22388631,3250898,18,19518,24526,36228,3207491,1881,206992,4152,1.96
23,1118196,95292,99245,23364503,3336468,18,19518,24526,37803,3229026,1881,206992,4152,0.13
24,1238810,98822,99245,24308281,3633263,18,19518,24526,39082,3473386,1881,206992,4152,17.29
25,1319937,104645,99245,24846628,3832065,18,19518,24526,40476,3644261,1881,206992,4152,11.40
26,1336729,107881,99245,25779020,3948521,18,19518,24526,41847,3697468,1881,206992,4152,2.50
27,1452408,111008,99245,26481529,4206370,18,19518,24526,43338,3929231,1881,206992,4152,16.31
28,1464320,114226,99245,27425025,4316036,18,19518,24526,45017,3976634,1881,206992,4152,2.01
29,1509604,117354,99245,28396089,4449491,18,19518,24526,46427,4076965,1881,206992,4152,6.25
30,1592152,119769,99245,29085519,4677316,18,19518,24526,47456,4244821,1881,206992,4152,11.51
31,1682251,122974,99245,29844611,4894595,18,19518,24526,48584,4434054,1881,206992,4152,13.00
32,1683775,126189,99245,30817000,4954531,18,19518,24526,50303,4456097,1881,206992,4152,0.18
33,1775784,129772,99245,31590012,5194871,18,19518,24526,51520,4638699,1881,206992,4152,12.72
34,1872829,135645,99245,33200947,5507654,18,19518,24526,54227,4863311,1881,206992,4152,4.13
35,1874606,138595,99245,34252319,5568767,18,19518,24526,56000,4886303,1881,206992,4152,0.28
36,1965323,141734,99245,35023730,5798065,18,19518,24526,57531,5068008,1881,206992,4152,12.18
37,2036810,147002,99245,35671947,6003072,18,19518,24526,58742,5218417,1881,206992,4152,10.13
38,2038542,156540,99245,36825981,6064363,18,19518,24526,60256,5241474,1881,206992,4152,0.30
39,2175947,159693,99245,37253060,6365750,18,19518,24526,61413,5502854,1881,206992,4152,19.06
40,2255850,162307,99245,38276548,6562934,18,19518,24526,62897,5674947,1881,206992,4152,11.54
41,2264662,165531,99245,39234050,6640592,18,19518,24526,64434,5709164,1881,206992,4152,1.06
42,2391969,168675,99245,39624325,6911181,18,19518,24526,65692,5963184,1881,206992,4152,18.00
43,2408011,171697,99245,40846469,7025513,18,19518,24526,67287,6015844,1881,206992,4152,2.40
44,2501895,174848,99245,41595999,7263835,18,19518,24526,68728,6213910,1881,206992,4152,13.55
45,2513149,178060,99245,42548641,7324340,18,19518,24526,70246,6250698,1881,206992,4152,1.36
46,2612178,181179,99245,43282833,7562791,18,19518,24526,71866,6459360,1881,206992,4152,14.38
47,2656931,184407,99245,44144731,7695927,18,19518,24526,73506,6567164,1881,206992,4152,6.62
48,2717541,187562,99245,44983689,7875211,18,19518,24526,74875,6694130,1881,206992,4152,8.37
49,2759126,190712,99245,45857212,8005601,18,19518,24526,76417,6793417,1881,206992,4152,6.22
50,2760590,193851,99245,46829880,8085180,18,19518,24526,78087,6817025,1881,206992,4152,0.19
51,2855640,197060,99245,47585883,8309192,18,19518,24526,79604,7010284,1881,206992,4152,13.36
52,2964147,199803,99245,48306054,8559386,18,19518,24526,80900,7230680,1881,206992,4152,15.59
53,2965820,202737,99245,49272610,8651556,18,19518,24526,82472,7258867,1881,206992,4152,0.60
54,3078772,205862,99245,49975449,8904521,18,19518,24526,83822,7486331,1881,206992,4152,15.87
55,3083146,209086,99245,50937234,8997125,18,19518,24526,85521,7518884,1881,206992,4152,0.98
56,3187010,212417,99245,51667777,9241163,18,19518,24526,87041,7730208,1881,206992,4152,14.96
57,3236604,215196,99245,52528911,9423464,18,19518,24526,88232,7842779,1881,206992,4152,7.10
58,3288875,218172,99245,53377322,9550517,18,19518,24526,89582,7960035,1881,206992,4152,7.70
59,3351068,220777,99245,54206395,9753983,18,19518,24526,91135,8093896,1881,206992,4152,8.70
60,3388385,223472,99245,55085559,9912435,18,19518,24526,92907,8192036,1881,206992,4152,5.79
61,3417674,226613,99245,55995637,10020344,18,19518,24526,94128,8261255,1881,206992,4152,4.19
62,3530950,229212,99245,56701628,10311246,18,19518,24526,95419,8495750,1881,206992,4152,16.58
63,3532382,232447,99245,57673557,10369254,18,19518,24526,97119,8518397,1881,206992,4152,0.18
64,3533804,235583,99245,58646832,10458107,18,19518,24526,98627,8540264,1881,206992,4152,0.20
65,3538689,243866,99245,59613940,10534984,18,19518,24526,100348,8569241,1881,206992,4152,0.52
66,3681611,254682,99245,60256408,10856394,18,19518,24526,101443,8853819,1881,206992,4152,20.49
67,3827152,257124,99245,60886922,11199813,18,19518,24526,102755,9143842,1881,206992,4152,20.89
68,3838416,260340,99245,61826960,11283349,18,19518,24526,104525,9191120,1881,206992,4152,2.07
69,3886938,263681,99245,62692349,11445187,18,19518,24526,105541,9296584,1881,206992,4152,6.61
70,3994708,266373,99245,63405061,11694798,18,19518,24526,106663,9518671,1881,206992,4152,15.72
71,3999188,269587,99245,64363892,11764259,18,19518,24526,108383,9552739,1881,206992,4152,0.98
72,4102493,272725,99245,65089541,12028658,18,19518,24526,109892,9764740,1881,206992,4152,14.71
