period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
120,6759092,376299,103939177,14186237,18,19531,24505,185194,15766430,1888,206992,4152,18.75
121,6813425,379651,104778995,14299754,18,19531,24505,186585,15889932,1888,206992,4152,7.95
122,6833214,384691,105704343,14345646,18,19531,24505,187927,15947815,1888,206992,4152,3.03
123,6934025,388123,110712908,14543810,18,19531,24505,189064,16147403,1888,206992,4152,14.10
124,6986499,393784,111586429,14654013,18,19531,24505,190574,16267262,1888,206992,4152,7.67
125,7041126,396494,108126765,14771572,18,19531,24505,192050,16397510,1888,206992,4152,8.07
126,7082305,400547,109007450,14857617,18,19531,24505,193389,16491837,1888,206992,4152,5.89
127,7148258,403261,114195020,14993691,18,19531,24505,194797,16635535,1888,206992,4152,9.56
128,7164252,406393,110764095,15026417,18,19531,24505,196382,16681407,1888,206992,4152,2.02
129,7259334,409561,111501992,15222092,18,19531,24505,197827,16882617,1888,206992,4152,13.86
130,7296318,412967,112396533,15294205,18,19531,24505,199047,16962991,1888,206992,4152,4.89
131,7312579,416283,113327067,15335220,18,19531,24505,200371,17016553,1888,206992,4152,2.75
132,7363050,419604,118694332,15437629,18,19531,24505,201766,17124958,1888,206992,4152,6.94
133,7509840,423023,114802914,15730389,18,19531,24505,202973,17415722,1888,206992,4152,20.96
134,7513855,425567,115764339,15746175,18,19531,24505,204662,17447485,1888,206992,4152,0.95
135,7606375,428882,116521018,15926624,18,19531,24505,205966,17631072,1888,206992,4152,12.72
136,7638579,431607,117412064,16001490,18,19531,24505,207687,17719718,1888,206992,4152,5.04
137,7724298,434924,118167979,16178033,18,19531,24505,209274,17903634,1888,206992,4152,12.45
138,7731618,438296,119130395,16196784,18,19531,24505,210611,17932669,1888,206992,4152,0.81
139,7792269,441446,119959531,16318551,18,19531,24505,211665,18058482,1888,206992,4152,8.46
140,7903446,444726,120659171,16544571,18,19531,24505,213098,18288875,1888,206992,4152,16.21
141,7955325,448136,121498512,16653933,18,19531,24505,214875,18412903,1888,206992,4152,7.67
142,7999635,451442,122359822,16750994,18,19531,24505,216576,18520483,1888,206992,4152,6.54
143,8001750,454225,123333899,16757767,18,19531,24505,218048,18541195,1888,206992,4152,0.25
144,8126003,457528,124007840,17006746,18,19531,24505,219271,18788868,1888,206992,4152,17.64
145,8154179,460793,124911266,17072043,18,19531,24505,220857,18868152,1888,206992,4152,4.55
146,8232650,464198,125698606,17229464,18,19531,24505,222007,19028138,1888,206992,4152,10.97
147,8305339,467680,126497111,17372629,18,19531,24505,223443,19178915,1888,206992,4152,10.26
148,8367923,470519,127319622,17504896,18,19531,24505,224801,19320407,1888,206992,4152,9.11
149,8397244,474249,128219490,17569920,18,19531,24505,226454,19398350,1888,206992,4152,4.61
150,8455010,477034,129056496,17693133,18,19531,24505,227734,19526066,1888,206992,4152,8.45
151,8456775,480445,130026280,17700174,18,19531,24505,229484,19549995,1888,206992,4152,0.25
152,8596904,484226,135822361,17975911,18,19531,24505,230768,19821879,1888,206992,4152,19.64
153,8611844,487089,131602069,18013997,18,19531,24505,232303,19874459,1888,206992,4152,2.53
154,8644445,490484,132501498,18081842,18,19531,24505,233945,19952690,1888,206992,4152,4.50
155,8750757,493874,133219649,18294377,18,19531,24505,235128,20168121,1888,206992,4152,15.12
156,8787662,496622,134102861,18376961,18,19531,24505,236758,20261489,1888,206992,4152,5.63
157,8845109,500035,140233141,18490390,18,19531,24505,238263,20385177,1888,206992,4152,7.97
158,8925348,502994,135721313,18652014,18,19531,24505,239323,20553717,1888,206992,4152,11.48
159,8986465,506467,136538824,18784657,18,19531,24505,240682,20694134,1888,206992,4152,9.26
160,9048163,509879,137361932,18912982,18,19531,24505,242277,20829673,1888,206992,4152,8.81
161,9107584,513274,138185771,19037523,18,19531,24505,243657,20964650,1888,206992,4152,8.63
162,9150742,516672,139054474,19127914,18,19531,24505,244947,21063998,1888,206992,4152,6.24
163,9220060,520071,139864026,19268425,18,19531,24505,246279,21210297,1888,206992,4152,9.93
164,9278745,523477,140691175,19390136,18,19531,24505,248059,21344418,1888,206992,4152,8.62
165,9337412,526811,141519893,19513943,18,19531,24505,249556,21479143,1888,206992,4152,8.63
166,9373900,529904,142402727,19593756,18,19531,24505,251249,21568836,1888,206992,4152,5.34
167,9447847,533003,143192927,19746704,18,19531,24505,252793,21731698,1888,206992,4152,10.83
168,9506490,536499,144023561,19869831,18,19531,24505,254161,21863809,1888,206992,4152,8.62
169,9559691,539887,144871077,19975862,18,19531,24505,255735,21981323,1888,206992,4152,7.55
170,9597852,543295,145744820,20059703,18,19531,24505,257076,22076795,1888,206992,4152,5.78
171,9650825,546685,146580506,20173538,18,19531,24505,258591,22204525,1888,206992,4152,8.10
172,9727408,550092,147367992,20326799,18,19531,24505,260032,22365748,1888,206992,4152,10.92
173,9770853,553464,148237608,20419308,18,19531,24505,261624,22469444,1888,206992,4152,6.49
174,9824919,557103,149082890,20527342,18,19531,24505,262864,22585715,1888,206992,4152,7.63
175,9873742,560278,149934224,20632534,18,19531,24505,264411,22703052,1888,206992,4152,7.32
176,9958665,563688,150698056,20803123,18,19531,24505,265800,22878297,1888,206992,4152,11.98
177,10011430,567183,151543111,20910800,18,19531,24505,267494,22997409,1888,206992,4152,7.55
178,10054703,570104,158357483,20998736,18,19531,24505,269012,23096957,1888,206992,4152,6.24
179,10131608,572701,153202654,21155091,18,19531,24505,270545,23263108,1888,206992,4152,11.01
