period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,465,182,4444491,7824,18,19520,24515,3851,701370,1881,206992,4152,0.01,99258
1,3524,11712,4616724,12913,18,19520,24515,5321,716797,1881,206992,4152,0.00,99258
2,3524,14313,5603742,13690,18,19520,24515,6520,728393,1881,206992,4152,0.00,99258
3,26362,16896,6521220,87281,18,19520,24515,8120,789929,1881,206992,4152,3.04,99258
4,104527,22117,8184793,256848,18,19520,24515,9591,950219,1881,206992,4152,10.85,99258
5,152814,33362,8192820,427563,18,19520,24515,10940,1056857,1881,206992,4152,6.28,99258
6,154184,48496,9174146,543156,18,19520,24515,12668,1080270,1881,206992,4152,0.20,99258
7,303450,64068,9812832,931754,18,19520,24515,13817,1376783,1881,206992,4152,21.35,99258
8,316274,74537,10759021,1033152,18,19520,24515,15709,1428363,1881,206992,4152,2.21,99258
9,371999,77797,12224927,1253155,18,19520,24515,17401,1553147,1881,206992,4152,8.15,99258
10,460356,88730,12372477,1535766,18,19520,24515,18783,1750599,1881,206992,4152,13.24,99258
11,525693,92125,13192043,1772228,18,19520,24515,20440,1892666,1881,206992,4152,9.19,99258
12,583054,94688,14013819,1998647,18,19520,24515,21929,2035600,1881,206992,4152,9.05,99258
13,584494,97748,14985790,2110195,18,19520,24515,23660,2059098,1881,206992,4152,0.19,99258
14,699914,100818,15680127,2404802,18,19520,24515,25003,2297762,1881,206992,4152,16.67,99258
15,753062,103630,16520926,2548264,18,19520,24515,26858,2423584,1881,206992,4152,8.07,99258
16,811626,106696,17345622,2745215,18,19520,24515,28360,2560256,1881,206992,4152,8.63,99258
17,863694,113368,18426870,2953991,18,19520,24515,29825,2687390,1881,206992,4152,7.92,99258
18,916286,118927,19040693,3163976,18,19520,24515,31464,2809479,1881,206992,4152,7.66,99258
19,973727,122247,19874260,3327155,18,19520,24515,33271,2940420,1881,206992,4152,8.41,99258
20,1033695,130351,20717809,3496127,18,19520,24515,34975,3072736,1881,206992,4152,8.24,99258
21,1091484,133489,21550320,3676976,18,19520,24515,36626,3204016,1881,206992,4152,8.63,99258
22,1133411,136625,22422139,3856738,18,19520,24515,38183,3306821,1881,206992,4152,6.29,99258
23,1205379,140107,23209912,4105113,18,19520,24515,39690,3472788,1881,206992,4152,10.85,99258
24,1256328,142589,24054512,4267065,18,19520,24515,41335,3593904,1881,206992,4152,7.64,99258
25,1306914,145738,24900910,4401935,18,19520,24515,43347,3716485,1881,206992,4152,7.55,99258
26,1373640,148877,25714333,4672522,18,19520,24515,44337,3866448,1881,206992,4152,9.72,99258
27,1423274,152004,26559702,4877546,18,19520,24515,45998,3986982,1881,206992,4152,7.52,99258
28,1481306,159821,27109823,5081347,18,19520,24515,47628,4120182,1881,206992,4152,8.10,99258
29,1542937,176095,28251562,5247143,18,19520,24515,49269,4258644,1881,206992,4152,8.99,99258
30,1602836,191740,29094327,5439338,18,19520,24515,50539,4390419,1881,206992,4152,8.63,99258
31,1654501,202168,29947579,5628734,18,19520,24515,52322,4512232,1881,206992,4152,7.56,99258
32,1713233,205308,30780326,5813693,18,19520,24515,53870,4645673,1881,206992,4152,8.63,99258
33,1770859,208024,31612599,5966692,18,19520,24515,55557,4780249,1881,206992,4152,8.63,99258
34,1825932,211172,32450778,6155004,18,19520,24515,57056,4909329,1881,206992,4152,8.23,99258
35,1877843,214159,33292577,6368299,18,19520,24515,58516,5036334,1881,206992,4152,7.99,99258
36,1936731,217286,34116770,6582482,18,19520,24515,60058,5173366,1881,206992,4152,8.64,99258
37,1988059,220416,34963909,6790230,18,19520,24515,61515,5294715,1881,206992,4152,7.56,99258
38,2049872,223555,35795230,7011180,18,19520,24515,63019,5426133,1881,206992,4152,8.64,99258
39,2109633,231528,36622386,7229640,18,19520,24515,64782,5564092,1881,206992,4152,8.61,99258
40,2168661,246544,36604335,7434610,18,19520,24515,66192,5698474,1881,206992,4152,8.62,99258
41,2223485,262787,37460090,7590244,18,19520,24515,67724,5821973,1881,206992,4152,7.90,99258
42,2278778,269231,39178293,7755581,18,19520,24515,69253,5951670,1881,206992,4152,7.94,99258
43,2311455,272364,40068097,7893128,18,19520,24515,70786,6039475,1881,206992,4152,5.14,99258
44,2390985,275508,40856363,8143821,18,19520,24515,72069,6203173,1881,206992,4152,11.05,99258
45,2449283,278724,41685291,8363682,18,19520,24515,73657,6339057,1881,206992,4152,8.64,99258
46,2506519,281858,42516809,8584776,18,19520,24515,74920,6473170,1881,206992,4152,8.64,99258
47,2562050,285239,42146397,8797678,18,19520,24515,76423,6598497,1881,206992,4152,7.96,99258
48,2618713,288150,44197823,8970323,18,19520,24515,77966,6727130,1881,206992,4152,8.23,99258
49,2677074,291272,45028901,9153907,18,19520,24515,79764,6863116,1881,206992,4152,8.63,99258
50,2734277,301591,45870345,9300883,18,19520,24515,81089,6992168,1881,206992,4152,8.18,99258
51,2789067,317249,46718837,9455170,18,19520,24515,82752,7121695,1881,206992,4152,8.25,99258
52,2843556,332871,47563551,9655639,18,19520,24515,84274,7258512,1881,206992,4152,8.39,99258
53,2903160,341595,48393618,9853457,18,19520,24515,85916,7393904,1881,206992,4152,8.46,99258
54,2961824,344749,49229022,10080102,18,19520,24515,87166,7524609,1881,206992,4152,8.64,99258
55,3012777,347877,50075638,10288518,18,19520,24515,88841,7645317,1881,206992,4152,7.56,99258
56,3066329,351220,49377401,10481683,18,19520,24515,90686,7772458,1881,206992,4152,7.96,99258
57,3126013,353865,51743424,10675088,18,19520,24515,92132,7906829,1881,206992,4152,8.42,99258
58,3151783,356848,52647578,10839901,18,19520,24515,93719,7985023,1881,206992,4152,4.23,99258
59,3240875,364050,53407452,11113576,18,19520,24515,95220,8177394,1881,206992,4152,12.85,99258
60,3297576,367551,54243555,11255102,18,19520,24515,96836,8307253,1881,206992,4152,8.48,99258
61,3352851,373827,53348521,11415584,18,19520,24515,98475,8436231,1881,206992,4152,8.02,99258
62,3391022,387546,54182063,11581168,18,19520,24515,99680,8523801,1881,206992,4152,5.07,99258
63,3460764,402643,56817193,11797506,18,19520,24515,101281,8680420,1881,206992,4152,10.11,99258
64,3529028,416023,55742144,12058333,18,19520,24515,102875,8833412,1881,206992,4152,10.04,99258
65,3591587,427679,58468762,12242027,18,19520,24515,104594,8974341,1881,206992,4152,8.67,99258
66,3647883,443237,59312873,12452475,18,19520,24515,105897,9105896,1881,206992,4152,8.66,99258
67,3705118,453768,60163365,12612312,18,19520,24515,107586,9227835,1881,206992,4152,7.84,99258
68,3764175,456914,60995720,12743319,18,19520,24515,109225,9359924,1881,206992,4152,8.46,99258
69,3822392,459777,61814773,12942447,18,19520,24515,111009,9502388,1881,206992,4152,8.80,99258
70,3873918,462905,62661296,13148545,18,19520,24515,112200,9619452,1881,206992,4152,7.56,99258
71,3930297,465469,63489017,13367385,18,19520,24515,113840,9757572,1881,206992,4152,8.64,99258
72,3990732,468595,64314449,13592718,18,19520,24515,115223,9894816,1881,206992,4152,8.64,99258
73,4049760,471721,65147525,13786107,18,19520,24515,116638,10025279,1881,206992,4152,8.60,99258
74,4102829,474325,65991101,13971111,18,19520,24515,118192,10149099,1881,206992,4152,7.59,99258
75,4155498,477414,66840636,14133398,18,19520,24515,119832,10267841,1881,206992,4152,7.55,99258
76,4218068,480007,67655081,14315547,18,19520,24515,121459,10413317,1881,206992,4152,9.38,99258
77,4270344,483185,68496191,14533820,18,19520,24515,123145,10541964,1881,206992,4152,7.89,99258
78,4328246,486327,69320069,14734816,18,19520,24515,124761,10676601,1881,206992,4152,8.64,99258
79,4383216,489471,70152879,14904859,18,19520,24515,126531,10809617,1881,206992,4152,8.32,99258
80,4436770,492300,70995014,15116708,18,19520,24515,128057,10935951,1881,206992,4152,7.87,99258
81,4497154,494877,71818688,15339711,18,19520,24515,129746,11072500,1881,206992,4152,8.64,99258
82,4545822,498187,70001029,15540608,18,19520,24515,131432,11191734,1881,206992,4152,7.55,99258
83,4603522,501214,73505694,15722273,18,19520,24515,132958,11321840,1881,206992,4152,8.27,99258
84,4668171,505234,74332420,15947809,18,19520,24515,134674,11462589,1881,206992,4152,9.02,99258
85,4722110,519222,72413802,16077421,18,19520,24515,136325,11585523,1881,206992,4152,7.94,99258
86,4782223,535067,76016299,16316809,18,19520,24515,137943,11725655,1881,206992,4152,8.86,99258
87,4835272,545470,76866735,16510720,18,19520,24515,139825,11853038,1881,206992,4152,8.02,99258
88,4888921,548609,77700278,16674201,18,19520,24515,141425,11982103,1881,206992,4152,8.20,99258
89,4942669,551311,78534171,16888036,18,19520,24515,143215,12112002,1881,206992,4152,7.94,99258
90,4983938,554452,79404652,17078631,18,19520,24515,144895,12214338,1881,206992,4152,6.26,99258
91,5060281,557600,80190115,17327368,18,19520,24515,146349,12381464,1881,206992,4152,11.02,99258
92,5119794,560822,81019282,17514691,18,19520,24515,147786,12515172,1881,206992,4152,8.63,99258
93,5169224,563968,81860845,17683452,18,19520,24515,149664,12637779,1881,206992,4152,7.55,99258
94,5221719,567108,79602006,17835483,18,19520,24515,151262,12755931,1881,206992,4152,7.77,99258
95,5284878,570305,83533266,18012006,18,19520,24515,152783,12896800,1881,206992,4152,8.96,99258
96,5342014,574778,84375683,18151211,18,19520,24515,154588,13024494,1881,206992,4152,8.08,99258
97,5387212,578090,85225089,18334091,18,19520,24515,156339,13144066,1881,206992,4152,7.30,99258
98,5451850,581418,86031546,18562596,18,19520,24515,158020,13295366,1881,206992,4152,9.77,99258
99,5508279,584501,86876318,18763981,18,19520,24515,159567,13419806,1881,206992,4152,7.76,99258
100,5566833,587727,87708937,18953841,18,19520,24515,161111,13554387,1881,206992,4152,8.64,99258
101,5588759,591028,88627059,19100918,18,19520,24515,162418,13619379,1881,206992,4152,3.44,99258
102,5665896,594087,89404882,19352751,18,19520,24515,163935,13790970,1881,206992,4152,11.54,99258
103,5700203,602725,90284847,19500200,18,19520,24515,165915,13885747,1881,206992,4152,5.39,99258
104,5727237,613272,91205239,19663099,18,19520,24515,167798,13954953,1881,206992,4152,3.73,99258
105,5832221,615967,91922245,19911266,18,19520,24515,169184,14179137,1881,206992,4152,15.61,99258
106,5900854,619364,92736861,20144601,18,19520,24515,170585,14323124,1881,206992,4152,9.68,99258
107,5912445,622663,93676510,20279064,18,19520,24515,172224,14373386,1881,206992,4152,2.16,99258
108,6005468,625980,94417345,20531198,18,19520,24515,173653,14573475,1881,206992,4152,13.71,99258
109,6057373,629384,95267162,20725009,18,19520,24515,175163,14690795,1881,206992,4152,7.38,99258
110,6099330,632295,96134408,20908634,18,19520,24515,176708,14798390,1881,206992,4152,6.70,99258
111,6100807,635042,97105389,21019257,18,19520,24515,178570,14824099,1881,206992,4152,0.20,99258
112,6235337,638355,97750271,21360570,18,19520,24515,179968,15100345,1881,206992,4152,19.60,99258
113,6288458,646056,98599930,21546617,18,19520,24515,181359,15221573,1881,206992,4152,7.56,99258
114,6353813,658749,95346615,21756911,18,19520,24515,182982,15367544,1881,206992,4152,9.32,99258
115,6414307,672700,100268505,21932116,18,19520,24515,184383,15501454,1881,206992,4152,8.58,99258
116,6466283,683202,101123752,22099049,18,19520,24515,186033,15622945,1881,206992,4152,7.60,99258
117,6522141,686516,101961415,22237815,18,19520,24515,187662,15749610,1881,206992,4152,8.02,99258
118,6578879,689523,102790000,22404003,18,19520,24515,189388,15882540,1881,206992,4152,8.49,99258
119,6637842,692804,99435287,22602127,18,19520,24515,191020,16018751,1881,206992,4152,8.71,99258
120,6694887,695788,104455598,22805192,18,19520,24515,192555,16149448,1881,206992,4152,8.21,99258
121,6745594,699459,105302439,23004562,18,19520,24515,194340,16271847,1881,206992,4152,7.42,99258
122,6816957,702421,101770667,23201396,18,19520,24515,195938,16420409,1881,206992,4152,9.85,99258
123,6869917,705378,106958089,23382131,18,19520,24515,197887,16544826,1881,206992,4152,7.56,99258
124,6925035,708702,103392429,23542876,18,19520,24515,199332,16673431,1881,206992,4152,8.47,99258
125,6986805,711715,104202041,23709637,18,19520,24515,200867,16807248,1881,206992,4152,8.70,99258
126,7039310,717062,109495396,23877408,18,19520,24515,202422,16930242,1881,206992,4152,7.58,99258
127,7099403,720371,110326361,24013192,18,19520,24515,204224,17063336,1881,206992,4152,8.63,99258
128,7156002,723787,106699752,24202370,18,19520,24515,205956,17201811,1881,206992,4152,8.64,99258
129,7198635,726230,112027979,24380753,18,19520,24515,207435,17302246,1881,206992,4152,6.17,99258
130,7256228,729537,112864089,24591060,18,19520,24515,208859,17430240,1881,206992,4152,8.44,99258
131,7319842,732300,113684212,24807246,18,19520,24515,210429,17573571,1881,206992,4152,9.15,99258
132,7383363,735612,114499273,24990159,18,19520,24515,212292,17717971,1881,206992,4152,9.21,99258
133,7439310,738279,115343994,25168839,18,19520,24515,213768,17843295,1881,206992,4152,8.06,99258
134,7500261,745298,111398160,25382549,18,19520,24515,215391,17980975,1881,206992,4152,8.64,99258
135,7555840,759038,117026745,25541402,18,19520,24515,217147,18107133,1881,206992,4152,7.87,99258
