period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,408,165,4336571,9203,18,19465,13782,3438,700485,1836,290608,4152,0.01,100168
1,4233,11725,4522570,13727,18,19465,13782,4723,714312,1836,290608,4152,0.00,100168
2,4233,14339,5509085,14210,18,19465,13782,5846,726106,1836,290608,4152,0.00,100168
3,42815,16935,6951878,400587,18,19465,13782,6856,826719,1836,290608,4152,7.18,100168
4,88496,20245,7216712,854444,18,19465,13782,8086,951665,1836,290608,4152,8.98,100168
5,113296,23098,8117011,1169550,18,19465,13782,9395,1030850,1836,290608,4152,5.18,100168
6,132591,25969,8912493,1423399,18,19465,13782,10725,1100204,1836,290608,4152,4.01,100168
7,206042,29728,9759336,2276502,18,19465,13782,11980,1325828,1836,290608,4152,16.00,100168
8,241726,32814,10613260,2656886,18,19465,13782,13629,1444673,1836,290608,4152,7.55,100168
9,282689,35861,11443452,3121224,18,19465,13782,15194,1581184,1836,290608,4152,8.63,100168
10,320982,39014,12281036,3608878,18,19465,13782,16740,1715850,1836,290608,4152,8.49,100168
11,362303,55331,11216694,4126968,18,19465,13782,18196,1854425,1836,290608,4152,8.78,100168
12,398883,58709,11752725,4580640,18,19465,13782,19749,1983062,1836,290608,4152,7.98,100168
13,436787,61997,14841140,5051874,18,19465,13782,21271,2110799,1836,290608,4152,8.18,100168
14,471414,64572,15693550,5484026,18,19465,13782,22676,2232934,1836,290608,4152,7.55,100168
15,512077,67624,16529129,5972552,18,19465,13782,24104,2367407,1836,290608,4152,8.63,100168
16,552704,70665,17365178,6462882,18,19465,13782,25581,2502480,1836,290608,4152,8.63,100168
17,591666,73644,14377474,6923768,18,19465,13782,27045,2639099,1836,290608,4152,8.63,100168
18,629087,76931,14908935,7380739,18,19465,13782,28731,2769804,1836,290608,4152,7.99,100168
19,667698,80702,19887105,7855884,18,19465,13782,30218,2903362,1836,290608,4152,8.15,100168
20,706706,83812,20724504,8349017,18,19465,13782,31756,3037099,1836,290608,4152,8.38,100168
21,747113,99857,16465596,8838474,18,19465,13782,33306,3174941,1836,290608,4152,8.84,100168
22,780187,103567,17072303,9227477,18,19465,13782,34919,3289497,1836,290608,4152,6.98,100168
23,824577,107366,23270288,9728377,18,19465,13782,36419,3434429,1836,290608,4152,9.23,100168
24,863523,111047,18070686,10215818,18,19465,13782,38008,3571457,1836,290608,4152,8.57,100168
25,901973,114961,18630991,10653284,18,19465,13782,39682,3702183,1836,290608,4152,7.97,100168
26,939814,118591,25797177,11128840,18,19465,13782,41162,3833487,1836,290608,4152,8.24,100168
27,981757,121699,26630768,11625805,18,19465,13782,42492,3968500,1836,290608,4152,8.63,100168
28,1014832,124953,20240385,12024913,18,19465,13782,44028,4089395,1836,290608,4152,7.35,100168
29,1056019,128574,28323301,12531238,18,19465,13782,45513,4228081,1836,290608,4152,8.82,100168
30,1096068,131268,29194804,13058050,18,19465,13782,46934,4364031,1836,290608,4152,8.64,100168
31,1134244,134677,21736235,13548621,18,19465,13782,48438,4501765,1836,290608,4152,8.63,100168
32,1169956,138191,30880466,13989761,18,19465,13782,49879,4623252,1836,290608,4152,7.56,100168
33,1210047,141317,31714914,14481937,18,19465,13782,51324,4758439,1836,290608,4152,8.63,100168
34,1245665,144421,32563690,14921977,18,19465,13782,52782,4883072,1836,290608,4152,7.56,100168
35,1284265,147884,23845978,15407523,18,19465,13782,54158,5017648,1836,290608,4152,8.56,100168
36,1326635,151303,34235879,15906708,18,19465,13782,55518,5154777,1836,290608,4152,8.68,100168
37,1365474,154427,24849608,16391736,18,19465,13782,56822,5289105,1836,290608,4152,8.59,100168
38,1401697,158247,35926398,16833460,18,19465,13782,58451,5413808,1836,290608,4152,7.64,100168
39,1441404,166157,25943998,17304874,18,19465,13782,59927,5545566,1836,290608,4152,8.54,100168
40,1478398,175027,26530216,17745628,18,19465,13782,61425,5665875,1836,290608,4152,7.87,100168
41,1522811,178854,38524748,18253573,18,19465,13782,62563,5788696,1836,290608,4152,8.73,100168
42,1564157,182161,27530699,18745764,18,19465,13782,63805,5920785,1836,290608,4152,8.68,100168
43,1605010,185505,40219477,19216357,18,19465,13782,64985,6040022,1836,290608,4152,8.13,100168
44,1647301,188613,41056754,19708786,18,19465,13782,66210,6168439,1836,290608,4152,8.63,100168
45,1685902,191724,29103717,20159307,18,19465,13782,67566,6298240,1836,290608,4152,8.32,100168
46,1726237,195156,42755420,20597155,18,19465,13782,68958,6418220,1836,290608,4152,7.84,100168
47,1766044,198284,43590183,21089362,18,19465,13782,70394,6555393,1836,290608,4152,8.63,100168
48,1801463,201405,44450929,21528975,18,19465,13782,71709,6671067,1836,290608,4152,7.56,100168
49,1841509,204536,45285883,22033258,18,19465,13782,73152,6807188,1836,290608,4152,8.64,100168
50,1879967,208367,31701808,22522308,18,19465,13782,74540,6942123,1836,290608,4152,8.61,100168
51,1919013,212320,32214601,22998690,18,19465,13782,75902,7073076,1836,290608,4152,8.30,100168
52,1956675,216058,47820865,23457399,18,19465,13782,77418,7198544,1836,290608,4152,7.85,100168
53,1989052,219183,48676378,23882504,18,19465,13782,79018,7317112,1836,290608,4152,7.28,100168
54,2036206,222448,33781645,24421140,18,19465,13782,80251,7463407,1836,290608,4152,9.70,100168
55,2073110,226099,34321384,24884840,18,19465,13782,81681,7591078,1836,290608,4152,8.04,100168
56,2112090,230394,34845300,25363272,18,19465,13782,83226,7727197,1836,290608,4152,8.31,100168
57,2154429,233719,52024768,25861312,18,19465,13782,84944,7864843,1836,290608,4152,8.65,100168
58,2189247,236833,52876311,26301228,18,19465,13782,86528,7987793,1836,290608,4152,7.56,100168
59,2229211,239969,53711464,26793260,18,19465,13782,87945,8122609,1836,290608,4152,8.63,100168
60,2269214,243839,36918443,27255265,18,19465,13782,89334,8257978,1836,290608,4152,8.58,100168
61,2303908,247434,55403332,27664056,18,19465,13782,90819,8377779,1836,290608,4152,7.46,100168
62,2345765,250669,56244073,28145010,18,19465,13782,92223,8515032,1836,290608,4152,8.74,100168
63,2384374,254276,38549583,28611850,18,19465,13782,93524,8653023,1836,290608,4152,8.63,100168
64,2420734,257598,39109129,29042743,18,19465,13782,94765,8777954,1836,290608,4152,7.96,100168
65,2461482,261057,58778549,29523488,18,19465,13782,96159,8909508,1836,290608,4152,8.22,100168
66,2496564,264040,59632769,29962707,18,19465,13782,97517,9029337,1836,290608,4152,7.56,100168
67,2533602,267292,40688974,30444765,18,19465,13782,98945,9164217,1836,290608,4152,8.47,100168
68,2576027,271111,61305066,30951245,18,19465,13782,100429,9306411,1836,290608,4152,8.76,100168
69,2611870,274221,41672414,31456451,18,19465,13782,101925,9440582,1836,290608,4152,8.25,100168
70,2652959,280327,42175446,31949347,18,19465,13782,103460,9576889,1836,290608,4152,8.55,100168
71,2689782,284086,63833778,32413997,18,19465,13782,104741,9703203,1836,290608,4152,8.01,100168
72,2730183,286717,64665807,32910287,18,19465,13782,106192,9841237,1836,290608,4152,8.63,100168
73,2765405,289826,65518979,33349110,18,19465,13782,107682,9962059,1836,290608,4152,7.56,100168
74,2801695,293356,44279184,33821601,18,19465,13782,109280,10096877,1836,290608,4152,8.20,100168
75,2841663,296681,44793340,34301870,18,19465,13782,110883,10230999,1836,290608,4152,8.27,100168
76,2884192,300854,68037444,34818555,18,19465,13782,112359,10374291,1836,290608,4152,9.10,100168
77,2921997,304327,68892781,35249774,18,19465,13782,113941,10504790,1836,290608,4152,7.90,100168
78,2963212,308118,69744070,35718556,18,19465,13782,115526,10637483,1836,290608,4152,8.52,100168
79,3001529,310887,46879361,36229951,18,19465,13782,116930,10767567,1836,290608,4152,8.38,100168
80,3040212,314267,71443064,36666159,18,19465,13782,118360,10887598,1836,290608,4152,7.38,100168
81,3083230,316918,72271473,37181224,18,19465,13782,119739,11026909,1836,290608,4152,9.03,100168
82,3122823,320585,48446113,37644367,18,19465,13782,121293,11161570,1836,290608,4152,8.55,100168
83,3160177,324166,49012123,38076914,18,19465,13782,122811,11288618,1836,290608,4152,7.72,100168
84,3199807,327530,74799178,38546715,18,19465,13782,124597,11427130,1836,290608,4152,8.50,100168
85,3240242,330647,75633581,39038895,18,19465,13782,126089,11562691,1836,290608,4152,8.63,100168
86,3275762,333747,76484411,39467251,18,19465,13782,127616,11684615,1836,290608,4152,7.55,100168
87,3314880,336875,77317208,39961954,18,19465,13782,128892,11821889,1836,290608,4152,8.68,100168
88,3355091,340149,78158979,40456305,18,19465,13782,130333,11958848,1836,290608,4152,8.58,100168
89,3389610,347008,52124698,40954225,18,19465,13782,131781,12086358,1836,290608,4152,8.13,100168
90,3429578,352694,52638830,41436658,18,19465,13782,133195,12220437,1836,290608,4152,8.35,100168
91,3468136,356380,80695204,41918219,18,19465,13782,134452,12350607,1836,290608,4152,8.30,100168
92,3510534,359495,81538524,42409399,18,19465,13782,135759,12474887,1836,290608,4152,8.63,100168
93,3538933,362599,82420196,42777700,18,19465,13782,137114,12570001,1836,290608,4152,6.20,100168
94,3582830,366259,54761953,43297615,18,19465,13782,138211,12700177,1836,290608,4152,9.21,100168
95,3611161,369598,84139773,43667912,18,19465,13782,139865,12799759,1836,290608,4152,6.09,100168
96,3644152,373350,55966792,44089913,18,19465,13782,141422,12914934,1836,290608,4152,7.23,100168
97,3695649,376854,85799156,44727578,18,19465,13782,142739,13082915,1836,290608,4152,11.37,100168
98,3728443,380238,56907431,45137643,18,19465,13782,144068,13193158,1836,290608,4152,7.00,100168
99,3759656,384135,87539909,45550680,18,19465,13782,145591,13302247,1836,290608,4152,6.92,100168
