period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,12488110,730042,33105317,149049258,18,19460,24113,212624,39999569,1837,290608,4152,15.90,100423
1,420,279,4427370,8669,18,19470,12958,3868,701978,1836,290608,4152,0.02,100128
2,3894,11837,4615702,13159,18,19470,12958,5365,717088,1836,290608,4152,0.00,100128
3,3894,14525,5603049,13994,18,19470,12958,6597,728167,1836,290608,4152,0.00,100128
4,77546,17543,6599231,830194,18,19470,12958,7694,954798,1836,290608,4152,15.89,100128
5,152197,21183,7045001,1706366,18,19470,12958,8917,1190759,1836,290608,4152,16.56,100128
6,212118,35432,7832592,2523675,18,19470,12958,10051,1378124,1836,290608,4152,13.32,100128
7,265056,51512,8649523,3254058,18,19470,12958,11188,1543017,1836,290608,4152,11.55,100128
8,318639,54608,7456623,4000992,18,19470,12958,12385,1711074,1836,290608,4152,11.88,100128
9,382617,58811,7560113,4901063,18,19470,12958,13575,1923028,1836,290608,4152,14.56,100128
10,448919,61763,7652607,5795417,18,19470,12958,14702,2133504,1836,290608,4152,14.49,100128
11,511869,68091,7768589,6677360,18,19470,12958,15867,2344307,1836,290608,4152,14.16,100128
12,579417,75584,12450899,7598272,18,19470,12958,17095,2566951,1836,290608,4152,15.38,100128
13,645961,91756,7961419,8513667,18,19470,12958,18299,2782979,1836,290608,4152,15.00,100128
14,710460,95069,8061266,9403980,18,19470,12958,19390,2994730,1836,290608,4152,14.37,100128
15,773881,98635,8164845,10297070,18,19470,12958,20614,3206033,1836,290608,4152,14.41,100128
16,837806,102483,8266333,11189167,18,19470,12958,21753,3415393,1836,290608,4152,14.36,100128
17,903628,105856,16217413,12088180,18,19470,12958,22879,3628639,1836,290608,4152,14.62,100128
18,970988,119738,8465230,13002393,18,19470,12958,24046,3848246,1836,290608,4152,15.28,100128
19,1037860,126085,17750178,13950712,18,19470,12958,25311,4064849,1836,290608,4152,14.98,100128
20,1105129,142320,18509285,14859836,18,19470,12958,26430,4280306,1836,290608,4152,14.82,100128
21,1171160,158537,19278235,15758658,18,19470,12958,27585,4493719,1836,290608,4152,14.73,100128
22,1235426,178033,20051666,16650033,18,19470,12958,28860,4701919,1836,290608,4152,14.37,100128
23,1301549,191132,9046925,17535484,18,19470,12958,30084,4912178,1836,290608,4152,14.48,100128
24,1367184,194355,9144947,18435351,18,19470,12958,31300,5124035,1836,290608,4152,14.50,100128
25,1430937,198006,22327191,19332719,18,19470,12958,32469,5333793,1836,290608,4152,14.47,100128
26,1494005,201648,9352051,20220209,18,19470,12958,33524,5540690,1836,290608,4152,14.35,100128
27,1557995,204899,23842936,21105938,18,19470,12958,34772,5747039,1836,290608,4152,14.17,100128
