period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,470,214,4352954,8185,18,19524,24517,3641,703162,1881,206992,4152,0.01,99266
1,4324,11690,4525801,12503,18,19524,24517,5112,718025,1881,206992,4152,0.00,99266
2,4324,14292,5512757,13286,18,19524,24517,6262,729603,1881,206992,4152,0.00,99266
3,21025,16877,6453563,71532,18,19524,24517,7888,777359,1881,206992,4152,2.02,99266
4,113664,19669,7204458,304782,18,19524,24517,9069,967033,1881,206992,4152,13.08,99266
5,147186,27724,8742998,588920,18,19524,24517,10761,1065296,1881,206992,4152,5.46,99266
6,148847,37741,9058457,860710,18,19524,24517,12497,1093896,1881,206992,4152,0.27,99266
7,280319,40576,9682324,1379580,18,19524,24517,13681,1386547,1881,206992,4152,20.55,99266
8,299270,43533,10598694,1675164,18,19524,24517,15212,1455019,1881,206992,4152,3.29,99266
9,386211,48107,11337394,2090349,18,19524,24517,16484,1658266,1881,206992,4152,13.57,99266
10,402027,51242,12266558,2141051,18,19524,24517,18269,1715322,1881,206992,4152,2.57,99266
11,476118,54303,13052276,2332705,18,19524,24517,19615,1883822,1881,206992,4152,11.26,99266
12,522365,57588,13918379,2425470,18,19524,24517,21059,1984920,1881,206992,4152,6.30,99266
13,591233,60484,14721332,2569685,18,19524,24517,22367,2140196,1881,206992,4152,10.30,99266
14,635951,63809,15548302,2660140,18,19524,24517,24006,2241324,1881,206992,4152,6.42,99266
15,697663,66788,16409790,2793881,18,19524,24517,25648,2383253,1881,206992,4152,9.09,99266
16,706568,69850,17366028,2814793,18,19524,24517,27173,2416911,1881,206992,4152,1.10,99266
17,833903,72909,18022648,3074450,18,19524,24517,28528,2679068,1881,206992,4152,18.73,99266
18,881659,75491,18886676,3168472,18,19524,24517,29911,2782102,1881,206992,4152,6.45,99266
19,908584,78636,19783835,3233817,18,19524,24517,32070,2864477,1881,206992,4152,4.45,99266
20,1009202,81720,20515979,3434852,18,19524,24517,33334,3068674,1881,206992,4152,14.31,99266
21,1014385,84927,21475803,3454372,18,19524,24517,34996,3102165,1881,206992,4152,1.13,99266
22,1062553,88161,22336596,3550753,18,19524,24517,36460,3207654,1881,206992,4152,6.56,99266
23,1173918,90721,23031311,3780021,18,19524,24517,37826,3443078,1881,206992,4152,16.39,99266
24,1232708,93554,23853092,3905754,18,19524,24517,39728,3580342,1881,206992,4152,8.68,99266
25,1234174,96682,24824805,3913600,18,19524,24517,41640,3602650,1881,206992,4152,0.18,99266
26,1325804,99819,25582187,4096092,18,19524,24517,43071,3787338,1881,206992,4152,12.84,99266
27,1402346,103331,26367854,4254735,18,19524,24517,44589,3952758,1881,206992,4152,11.09,99266
28,1424920,105872,27282771,4307766,18,19524,24517,46216,4019830,1881,206992,4152,3.54,99266
29,1517550,109503,28042900,4484851,18,19524,24517,47671,4206220,1881,206992,4152,12.78,99266
30,1549558,113227,29391720,4556222,18,19524,24517,48961,4287066,1881,206992,4152,4.83,99266
31,1566310,116450,29887890,4592105,18,19524,24517,50520,4335514,1881,206992,4152,2.16,99266
32,1690273,121524,30567547,4843663,18,19524,24517,51846,4585172,1881,206992,4152,17.93,99266
33,1709081,124280,31488975,4890153,18,19524,24517,53966,4646941,1881,206992,4152,3.03,99266
34,1767815,127424,32322684,5011943,18,19524,24517,55663,4776348,1881,206992,4152,8.28,99266
35,1844302,130558,33106699,5173504,18,19524,24517,57242,4943202,1881,206992,4152,11.46,99266
36,1845805,133783,34079131,5183743,18,19524,24517,58981,4965755,1881,206992,4152,0.19,99266
37,1984477,136913,34715947,5460886,18,19524,24517,60262,5242864,1881,206992,4152,19.85,99266
38,2037764,139609,35557701,5574142,18,19524,24517,61980,5366708,1881,206992,4152,7.59,99266
39,2095937,142187,36379063,5698828,18,19524,24517,63657,5503658,1881,206992,4152,8.63,99266
40,2146488,145323,37224151,5806545,18,19524,24517,65414,5625660,1881,206992,4152,7.55,99266
41,2203163,148580,38830089,5926195,18,19524,24517,66917,5756614,1881,206992,4152,8.39,99266
42,2265206,151316,38875210,6055396,18,19524,24517,68647,5896412,1881,206992,4152,8.78,99266
43,2322647,154447,40542798,6175983,18,19524,24517,70382,6027268,1881,206992,4152,8.54,99266
44,2365241,157180,40577048,6269513,18,19524,24517,71899,6129427,1881,206992,4152,6.34,99266
45,2429009,160565,41400612,6401397,18,19524,24517,73397,6266469,1881,206992,4152,8.97,99266
46,2490754,163213,42226548,6531315,18,19524,24517,74939,6403728,1881,206992,4152,8.71,99266
47,2526937,166402,44053256,6612955,18,19524,24517,76884,6499198,1881,206992,4152,5.51,99266
48,2602595,169087,43900124,6766985,18,19524,24517,78034,6653209,1881,206992,4152,10.72,99266
49,2630215,172580,45805359,6831431,18,19524,24517,79692,6730011,1881,206992,4152,4.19,99266
50,2717153,175555,45566424,7010509,18,19524,24517,81189,6916098,1881,206992,4152,12.63,99266
51,2774165,178479,46394322,7132345,18,19524,24517,82892,7050913,1881,206992,4152,8.44,99266
52,2829299,181613,47230922,7248077,18,19524,24517,84337,7177152,1881,206992,4152,8.06,99266
53,2884031,184756,48066985,7365039,18,19524,24517,85916,7306784,1881,206992,4152,8.34,99266
54,2943322,187578,48900407,7490247,18,19524,24517,87507,7438396,1881,206992,4152,8.27,99266
