period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,351,550,4348198,7501,18,19529,24509,3603,702591,1881,206992,4152,0.01,99241
1,4001,11773,4520984,12393,18,19529,24509,5102,717678,1881,206992,4152,0.00,99241
2,4001,14359,5505000,14730,18,19529,24509,6415,731609,1881,206992,4152,0.00,99241
3,23235,16942,6441726,72976,18,19529,24509,8058,781000,1881,206992,4152,2.03,99241
4,129071,19744,7168763,301130,18,19529,24509,9338,990733,1881,206992,4152,14.58,99241
5,140374,27325,8109441,439688,18,19529,24509,11252,1042999,1881,206992,4152,2.13,99241
6,239107,30231,8839841,770270,18,19529,24509,12435,1249030,1881,206992,4152,14.26,99241
7,250597,33364,9779304,936558,18,19529,24509,14065,1298633,1881,206992,4152,2.10,99241
8,328970,36513,10538402,1225961,18,19529,24509,15668,1482803,1881,206992,4152,12.17,99241
9,359808,39645,11438099,1399856,18,19529,24509,17377,1560450,1881,206992,4152,4.38,99241
10,446594,47368,12181595,1645893,18,19529,24509,18901,1757569,1881,206992,4152,13.25,99241
11,446849,57858,13236054,1954878,18,19529,24509,21071,1782300,1881,206992,4152,0.04,99241
12,447323,60887,14211162,2175723,18,19529,24509,22954,1804389,1881,206992,4152,0.08,99241
13,572120,63933,14885276,2421305,18,19529,24509,24211,2050830,1881,206992,4152,17.50,99241
14,694368,67066,15552164,2669088,18,19529,24509,25543,2300833,1881,206992,4152,17.75,99241
15,741776,70202,16399580,2776895,18,19529,24509,27102,2420525,1881,206992,4152,7.44,99241
16,810076,73300,17212191,2906788,18,19529,24509,28788,2564162,1881,206992,4152,9.44,99241
17,825511,76224,18151919,2941264,18,19529,24509,30357,2613097,1881,206992,4152,2.11,99241
18,918282,79354,18901307,3128895,18,19529,24509,31694,2806767,1881,206992,4152,13.65,99241
19,982883,82574,19724909,3253992,18,19529,24509,33339,2941003,1881,206992,4152,8.80,99241
20,1038165,85679,20553355,3372808,18,19529,24509,35087,3074117,1881,206992,4152,8.41,99241
21,1039544,88818,21526686,3378823,18,19529,24509,36896,3095477,1881,206992,4152,0.18,99241
22,1147543,91959,22235726,3591887,18,19529,24509,38373,3315190,1881,206992,4152,15.38,99241
