period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,6853851,1038694,74925301,109032837,19,19466,24040,231622,24156250,1837,290608,4120,7.94,98598
1,417,0,4361001,7569,19,19456,23593,3538,701779,1836,290608,4152,0.01,98766
2,4425,11674,4535494,12923,19,19456,23593,4850,717183,1836,290608,4152,0.00,98766
3,4425,14281,5521549,14026,19,19456,23593,6024,729738,1836,290608,4152,0.00,98766
4,14192,16873,6465275,143135,19,19456,23593,7604,776817,1836,290608,4152,1.96,98766
5,33952,19674,7385582,318811,19,19456,23593,8975,838961,1836,290608,4152,3.46,98766
6,105367,22905,8177788,1194899,19,19456,23593,10179,1064339,1836,290608,4152,15.94,98766
7,143510,26314,8696841,1670250,19,19456,23593,11556,1190684,1836,290608,4152,8.30,98766
8,203066,29816,9727007,2368551,19,19456,23593,12707,1372534,1836,290608,4152,12.08,98766
9,235592,33324,9550882,2802393,19,19456,23593,14037,1489881,1836,290608,4152,7.25,98766
10,278226,37245,10061271,3290522,19,19456,23593,15549,1627200,1836,290608,4152,8.69,98766
11,320857,40663,12250977,3808381,19,19456,23593,16929,1764226,1836,290608,4152,8.85,98766
12,359240,44286,11105955,4240261,19,19456,23593,18488,1891022,1836,290608,4152,8.18,98766
13,397157,48146,11637967,4716671,19,19456,23593,19919,2015740,1836,290608,4152,8.07,98766
14,438059,51604,14804393,5212821,19,19456,23593,21458,2151134,1836,290608,4152,8.52,98766
15,478037,54133,15638519,5691337,19,19456,23593,22777,2289153,1836,290608,4152,8.63,98766
16,514610,57405,13216939,6127821,19,19456,23593,24320,2415923,1836,290608,4152,7.87,98766
17,555271,60814,17327761,6589989,19,19456,23593,25743,2548632,1836,290608,4152,8.30,98766
18,595459,68338,18158153,7083347,19,19456,23593,27156,2686049,1836,290608,4152,8.64,98766
19,632364,71469,14802414,7526979,19,19456,23593,28667,2812178,1836,290608,4152,7.98,98766
20,670517,75155,19851770,7974367,19,19456,23593,30180,2938013,1836,290608,4152,8.18,98766
21,707616,78106,20701053,8403289,19,19456,23593,31862,3059624,1836,290608,4152,7.56,98766
22,747104,81306,16456510,8861956,19,19456,23593,33249,3195660,1836,290608,4152,8.52,98766
23,787454,88205,17007545,9316446,19,19456,23593,34785,3333966,1836,290608,4152,8.36,98766
24,829363,92417,17523959,9805413,19,19456,23593,36224,3475495,1836,290608,4152,8.85,98766
25,868924,96223,18076570,10251810,19,19456,23593,37764,3605803,1836,290608,4152,8.18,98766
26,908058,99994,18619750,10710220,19,19456,23593,39241,3738589,1836,290608,4152,8.15,98766
27,949401,105338,25741714,11187058,19,19456,23593,40607,3871205,1836,290608,4152,8.51,98766
28,985296,119094,26597676,11599399,19,19456,23593,41917,3985939,1836,290608,4152,7.56,98766
29,1027260,121664,27427435,12079815,19,19456,23593,43299,4123019,1836,290608,4152,8.64,98766
30,1066901,125175,28262450,12527154,19,19456,23593,44788,4256173,1836,290608,4152,8.37,98766
31,1110129,128472,29091481,13015708,19,19456,23593,46283,4396582,1836,290608,4152,8.88,98766
32,1149410,132094,21874012,13449965,19,19456,23593,47727,4523533,1836,290608,4152,8.06,98766
33,1188204,138311,30783097,13895374,19,19456,23593,49143,4648213,1836,290608,4152,8.13,98766
34,1228369,140853,31619050,14363072,19,19456,23593,50476,4783872,1836,290608,4152,8.64,98766
35,1264474,144298,23545940,14761606,19,19456,23593,51902,4905383,1836,290608,4152,7.55,98766
36,1305315,149543,33304031,15226894,19,19456,23593,53348,5040459,1836,290608,4152,8.64,98766
37,1344473,153209,24624050,15681129,19,19456,23593,54837,5177452,1836,290608,4152,8.64,98766
38,1382936,158929,25209575,16090795,19,19456,23593,56410,5300562,1836,290608,4152,7.77,98766
39,1424559,162243,25757396,16544243,19,19456,23593,57750,5434402,1836,290608,4152,8.48,98766
40,1466915,165755,36666625,16997621,19,19456,23593,59179,5568294,1836,290608,4152,8.54,98766
41,1504244,170960,37514747,17399801,19,19456,23593,60599,5689029,1836,290608,4152,7.56,98766
42,1543245,174094,27456485,17829685,19,19456,23593,62000,5816945,1836,290608,4152,8.24,98766
43,1583049,177358,28010972,18272367,19,19456,23593,63537,5949705,1836,290608,4152,8.46,98766
44,1626274,181673,28536712,18751657,19,19456,23593,64878,6089633,1836,290608,4152,9.01,98766
45,1664663,184954,29115723,19175899,19,19456,23593,66291,6218530,1836,290608,4152,8.04,98766
46,1704259,188755,41725400,19618397,19,19456,23593,67578,6349969,1836,290608,4152,8.27,98766
47,1745080,192045,30214583,20072676,19,19456,23593,69055,6486335,1836,290608,4152,8.64,98766
48,1781433,195112,30808094,20468807,19,19456,23593,70527,6603044,1836,290608,4152,7.37,98766
49,1823996,198013,44244253,20938196,19,19456,23593,71755,6742526,1836,290608,4152,8.83,98766
50,1863586,201628,31887429,21373485,19,19456,23593,73282,6875769,1836,290608,4152,8.32,98766
51,1902551,205360,32442558,21816140,19,19456,23593,74763,7007778,1836,290608,4152,8.29,98766
52,1941998,209780,46768141,22266159,19,19456,23593,76234,7138992,1836,290608,4152,8.20,98766
53,1980714,213392,33527012,22720191,19,19456,23593,77722,7274224,1836,290608,4152,8.40,98766
54,2020927,217083,34069511,23180932,19,19456,23593,79043,7405443,1836,290608,4152,8.44,98766
55,2063483,220315,49293273,23607596,19,19456,23593,80457,7529590,1836,290608,4152,7.96,98766
56,2100894,226932,35211784,24033738,19,19456,23593,81989,7655919,1836,290608,4152,7.94,98766
57,2144631,230846,35731617,24515360,19,19456,23593,83347,7795430,1836,290608,4152,8.98,98766
58,2182928,233704,51832281,24936050,19,19456,23593,84758,7918815,1836,290608,4152,7.89,98766
59,2224492,236834,52662264,25396950,19,19456,23593,86040,8053837,1836,290608,4152,8.64,98766
60,2263040,240309,37400579,25830369,19,19456,23593,87550,8182396,1836,290608,4152,8.29,98766
61,2302003,243232,54349347,26255216,19,19456,23593,88896,8305227,1836,290608,4152,7.90,98766
62,2343913,246363,55184403,26710445,19,19456,23593,90278,8437143,1836,290608,4152,8.63,98766
63,2380492,249488,56039916,27115028,19,19456,23593,91619,8553889,1836,290608,4152,7.56,98766
64,2421363,252619,56870928,27572849,19,19456,23593,93099,8690607,1836,290608,4152,8.64,98766
65,2464151,255734,57701204,28024900,19,19456,23593,94589,8827049,1836,290608,4152,8.63,98766
66,2501040,258847,58550618,28427981,19,19456,23593,96198,8948764,1836,290608,4152,7.56,98766
67,2543161,261987,59384567,28880262,19,19456,23593,97473,9081617,1836,290608,4152,8.64,98766
68,2581355,265114,60234773,29280104,19,19456,23593,98776,9200870,1836,290608,4152,7.56,98766
69,2625733,268525,61060673,29758177,19,19456,23593,100128,9341801,1836,290608,4152,9.16,98766
70,2663888,271428,42988634,30171276,19,19456,23593,101593,9465687,1836,290608,4152,7.92,98766
71,2706404,275425,62747501,30639389,19,19456,23593,102930,9602232,1836,290608,4152,8.76,98766
72,2743621,278538,44088846,31068918,19,19456,23593,104310,9731612,1836,290608,4152,8.15,98766
73,2783072,282832,64437731,31492491,19,19456,23593,105922,9859724,1836,290608,4152,8.04,98766
74,2825225,286406,45219000,31952859,19,19456,23593,107265,9995991,1836,290608,4152,8.53,98766
75,2862162,289491,45799543,32362072,19,19456,23593,108635,10119515,1836,290608,4152,7.83,98766
76,2904297,294291,66977034,32809532,19,19456,23593,110129,10251094,1836,290608,4152,8.34,98766
77,2945946,297430,67810670,33263895,19,19456,23593,111322,10382497,1836,290608,4152,8.64,98766
78,2984823,304229,68654855,33687409,19,19456,23593,112879,10508065,1836,290608,4152,8.09,98766
79,3023050,309118,48014008,34139639,19,19456,23593,114120,10641216,1836,290608,4152,8.62,98766
80,3065790,312619,70344822,34569700,19,19456,23593,115667,10768500,1836,290608,4152,8.09,98766
81,3101828,319726,71202019,34968849,19,19456,23593,116975,10883854,1836,290608,4152,7.56,98766
82,3144924,322859,49695546,35452082,19,19456,23593,118399,11025825,1836,290608,4152,9.30,98766
83,3182780,327760,50279143,35871202,19,19456,23593,119935,11153185,1836,290608,4152,7.84,98766
84,3223903,331243,73704731,36333574,19,19456,23593,121322,11289566,1836,290608,4152,8.74,98766
85,3264042,334644,74547946,36765020,19,19456,23593,122617,11414759,1836,290608,4152,8.29,98766
86,3302027,337829,75405194,37189199,19,19456,23593,123954,11539311,1836,290608,4152,7.88,98766
87,3342319,340968,76236311,37642327,19,19456,23593,125198,11674611,1836,290608,4152,8.64,98766
88,3377840,344085,77090491,38038100,19,19456,23593,126562,11792685,1836,290608,4152,7.56,98766
89,3420023,347211,77921629,38496971,19,19456,23593,127916,11930034,1836,290608,4152,8.64,98766
90,3461335,350344,78752854,38949571,19,19456,23593,129239,12065717,1836,290608,4152,8.63,98766
91,3497105,353718,54753213,39357619,19,19456,23593,130678,12190600,1836,290608,4152,7.70,98766
92,3538175,357758,55300062,39815822,19,19456,23593,132006,12329490,1836,290608,4152,8.60,98766
93,3579014,361411,81288747,40265327,19,19456,23593,133423,12463295,1836,290608,4152,8.45,98766
94,3620780,364867,56390596,40719374,19,19456,23593,134744,12597512,1836,290608,4152,8.64,98766
95,3657654,368012,57002919,41099155,19,19456,23593,136163,12714447,1836,290608,4152,7.22,98766
96,3700038,371257,83817029,41574490,19,19456,23593,137552,12854317,1836,290608,4152,8.94,98766
97,3738512,377631,58083736,42020629,19,19456,23593,138758,12984138,1836,290608,4152,8.58,98766
98,3777182,381098,58643151,42461005,19,19456,23593,140054,13113680,1836,290608,4152,8.26,98766
99,3816445,384912,86355143,42886679,19,19456,23593,141436,13242505,1836,290608,4152,7.97,98766
100,3857076,388581,59751568,43339033,19,19456,23593,142724,13378743,1836,290608,4152,8.64,98766
101,3892798,391469,88040930,43739400,19,19456,23593,144146,13498709,1836,290608,4152,7.56,98766
102,3933184,394771,88869698,44193430,19,19456,23593,145445,13636616,1836,290608,4152,8.64,98766
103,3973496,398070,89707076,44642443,19,19456,23593,146808,13768308,1836,290608,4152,8.64,98766
104,4009664,405062,61998816,45066741,19,19456,23593,147856,13891725,1836,290608,4152,8.10,98766
105,4049194,408537,91401750,45495889,19,19456,23593,149093,14017660,1836,290608,4152,8.08,98766
106,4089233,411914,63110163,45946928,19,19456,23593,150546,14156499,1836,290608,4152,8.58,98766
107,4127686,415603,93075342,46379899,19,19456,23593,151694,14285036,1836,290608,4152,8.13,98766
108,4162604,419578,64272515,46778005,19,19456,23593,153066,14404722,1836,290608,4152,7.59,98766
109,4206905,423245,94764744,47262541,19,19456,23593,154440,14547705,1836,290608,4152,9.13,98766
110,4245411,426861,65349065,47690617,19,19456,23593,155426,14671247,1836,290608,4152,8.20,98766
111,4283176,430000,96469731,48114794,19,19456,23593,156548,14792357,1836,290608,4152,7.98,98766
112,4301170,433487,97384416,48342710,19,19456,23593,157784,14864957,1836,290608,4152,4.17,98766
113,4357861,439176,67056433,48973842,19,19456,23593,158947,15042528,1836,290608,4152,12.26,98766
114,4400722,443002,67579967,49444972,19,19456,23593,160018,15176710,1836,290608,4152,8.91,98766
115,4405502,446530,99974840,49522767,19,19456,23593,161326,15211244,1836,290608,4152,1.11,98766
116,4446462,450082,69053753,49973231,19,19456,23593,162395,15338792,1836,290608,4152,8.71,98766
117,4516353,453537,101552091,50738223,19,19456,23593,163506,15551791,1836,290608,4152,14.72,98766
118,4547896,457274,69929825,51084598,19,19456,23593,164868,15656221,1836,290608,4152,6.53,98766
119,4585920,460995,70493895,51524092,19,19456,23593,166193,15785803,1836,290608,4152,8.08,98766
120,4634584,464326,104089088,52060635,19,19456,23593,167617,15940609,1836,290608,4152,10.16,98766
121,4671867,468308,71528940,52478122,19,19456,23593,169058,16067418,1836,290608,4152,7.97,98766
122,4714192,471981,72055583,52953521,19,19456,23593,170281,16206185,1836,290608,4152,8.89,98766
123,4749153,475115,106624369,53368240,19,19456,23593,171350,16328547,1836,290608,4152,7.84,98766
124,4792218,478396,107454359,53828854,19,19456,23593,172488,16463088,1836,290608,4152,8.75,98766
125,4830499,481684,73726980,54260800,19,19456,23593,173746,16589959,1836,290608,4152,8.28,98766
126,4864981,485941,74337402,54652375,19,19456,23593,175096,16709785,1836,290608,4152,7.34,98766
127,4910629,489235,109980562,55146084,19,19456,23593,176436,16856665,1836,290608,4152,9.17,98766
128,4947651,492537,75404938,55572704,19,19456,23593,177659,16983742,1836,290608,4152,8.20,98766
129,4986683,496856,111672079,55997847,19,19456,23593,178737,17106953,1836,290608,4152,7.97,98766
130,5027295,499426,112514604,56450648,19,19456,23593,179854,17237810,1836,290608,4152,8.64,98766
131,5064290,502687,113370503,56848289,19,19456,23593,181166,17356673,1836,290608,4152,7.56,98766
132,5105271,505998,114200626,57306671,19,19456,23593,182559,17493461,1836,290608,4152,8.64,98766
133,5146841,509289,115030748,57759518,19,19456,23593,183898,17629357,1836,290608,4152,8.63,98766
134,5182803,512570,115888820,58159615,19,19456,23593,184995,17745610,1836,290608,4152,7.56,98766
135,5224860,515862,116716641,58615712,19,19456,23593,186298,17884154,1836,290608,4152,8.63,98766
136,5265950,519152,117553337,59070258,19,19456,23593,187266,18015506,1836,290608,4152,8.64,98766
