period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
133,7423404,432903,114568545,16023127,18,19523,24513,214718,17522529,1888,206992,4152,6.65
134,7490270,436191,115377733,16160797,18,19523,24513,216364,17669088,1888,206992,4152,9.70
135,7547825,439512,116210852,16280907,18,19523,24513,217869,17800032,1888,206992,4152,8.45
136,7607874,442819,117038379,16405711,18,19523,24513,219413,17936262,1888,206992,4152,8.63
137,7655986,446117,117895093,16505420,18,19523,24513,220977,18047295,1888,206992,4152,6.92
138,7717012,449555,118723403,16633831,18,19523,24513,222534,18184381,1888,206992,4152,8.82
139,7777718,452276,119540655,16760849,18,19523,24513,224120,18322761,1888,206992,4152,8.89
140,7830878,455585,120386805,16868319,18,19523,24513,225915,18441345,1888,206992,4152,7.55
141,7884044,458635,125874268,16980821,18,19523,24513,227531,18565757,1888,206992,4152,7.82
142,7948737,461657,122046115,17115108,18,19523,24513,229159,18711165,1888,206992,4152,9.43
143,8001072,464945,122890883,17221952,18,19523,24513,230834,18829026,1888,206992,4152,7.55
144,8053842,468454,123728835,17336265,18,19523,24513,232558,18954046,1888,206992,4152,7.96
145,8107782,470948,129337193,17449486,18,19523,24513,233869,19074919,1888,206992,4152,7.95
146,8170796,474088,125396382,17579356,18,19523,24513,235594,19215013,1888,206992,4152,8.84
147,8229767,477477,126220224,17702342,18,19523,24513,237376,19351571,1888,206992,4152,8.63
148,8291075,480859,127044274,17825542,18,19523,24513,238809,19485429,1888,206992,4152,8.63
149,8340921,484243,127897548,17929243,18,19523,24513,240348,19599514,1888,206992,4152,7.29
150,8395587,487419,128738625,18042346,18,19523,24513,242090,19722287,1888,206992,4152,7.81
151,8460869,491209,129550603,18176127,18,19523,24513,243875,19866851,1888,206992,4152,9.41
152,8516673,494175,130390684,18291615,18,19523,24513,245485,19994372,1888,206992,4152,8.21
153,8569694,496988,131234573,18403638,18,19523,24513,247029,20115486,1888,206992,4152,7.65
154,8632412,500378,132049206,18534841,18,19523,24513,248696,20259031,1888,206992,4152,9.23
155,8684365,504129,137969524,18644318,18,19523,24513,250402,20380808,1888,206992,4152,7.74
156,8742135,507046,133725935,18765935,18,19523,24513,252006,20514035,1888,206992,4152,8.44
157,8803340,510427,134550909,18889691,18,19523,24513,253595,20645936,1888,206992,4152,8.63
158,8854925,513815,135397055,18996932,18,19523,24513,255116,20765659,1888,206992,4152,7.55
159,8914345,517196,136223848,19120957,18,19523,24513,256720,20899148,1888,206992,4152,8.63
160,8972139,520595,137053959,19242849,18,19523,24513,258342,21030828,1888,206992,4152,8.63
161,9017906,524150,143174450,19340860,18,19523,24513,259653,21137889,1888,206992,4152,6.86
162,9084442,527209,138728618,19474680,18,19523,24513,261223,21281311,1888,206992,4152,9.31
163,9134792,530587,139577310,19581772,18,19523,24513,263001,21400855,1888,206992,4152,7.55
164,9195237,533986,140401419,19706408,18,19523,24513,264618,21534867,1888,206992,4152,8.63
165,9243684,537519,146636369,19809942,18,19523,24513,266106,21647360,1888,206992,4152,7.34
166,9312364,540574,142062707,19948226,18,19523,24513,267727,21796979,1888,206992,4152,9.66
167,9364087,543192,142908851,20059197,18,19523,24513,269249,21920662,1888,206992,4152,7.80
168,9423319,546587,143734036,20183376,18,19523,24513,270936,22054066,1888,206992,4152,8.63
169,9481539,550225,144569863,20301074,18,19523,24513,272487,22181176,1888,206992,4152,8.45
170,9534767,552575,145410171,20413171,18,19523,24513,274145,22303957,1888,206992,4152,7.73
171,9586910,555945,146259000,20522476,18,19523,24513,275653,22423890,1888,206992,4152,7.55
172,9649962,559485,152671436,20651342,18,19523,24513,277290,22563245,1888,206992,4152,9.08
173,9701471,563023,147932570,20755843,18,19523,24513,278816,22677303,1888,206992,4152,7.32
174,9767576,565735,148741063,20892637,18,19523,24513,280541,22824112,1888,206992,4152,9.48
175,9818562,569129,149589357,21000334,18,19523,24513,282163,22941817,1888,206992,4152,7.55
176,9877202,572026,150418203,21122505,18,19523,24513,284084,23077536,1888,206992,4152,8.32
177,9938040,575411,151246647,21245185,18,19523,24513,285500,23209634,1888,206992,4152,8.62
178,9988594,578804,152090291,21354375,18,19523,24513,287025,23330132,1888,206992,4152,7.55
179,10048545,582057,152912219,21479482,18,19523,24513,288827,23466249,1888,206992,4152,8.63
