period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,479,0,4345535,10112,18,19522,23854,3948,706647,1881,206992,4152,0.01,99368
1,4092,11589,4518775,13270,18,19522,23854,5269,718825,1881,206992,4152,0.00,99368
2,4092,14190,5506185,14096,18,19522,23854,6413,731081,1881,206992,4152,0.00,99368
3,24484,16779,6443199,71681,18,19522,23854,8167,781095,1881,206992,4152,2.07,99368
4,113398,19583,7214946,228894,18,19522,23854,9758,959042,1881,206992,4152,11.92,99368
5,187062,23013,8020736,498706,18,19522,23854,11068,1112157,1881,206992,4152,10.28,99368
6,205129,30310,8950857,600039,18,19522,23854,12753,1173619,1881,206992,4152,2.77,99368
7,207771,40950,9944727,736313,18,19522,23854,14501,1195787,1881,206992,4152,0.15,99368
8,272891,44417,10766093,963587,18,19522,23854,15948,1337390,1881,206992,4152,9.67,99368
9,415520,47008,11393369,1328665,18,19522,23854,17153,1627397,1881,206992,4152,20.60,99368
10,434185,49769,12317876,1504911,18,19522,23854,18755,1690829,1881,206992,4152,3.03,99368
11,455645,60976,13240053,1655697,18,19522,23854,20113,1752097,1881,206992,4152,3.20,99368
12,588563,63567,13893639,2002901,18,19522,23854,21647,2024155,1881,206992,4152,19.19,99368
13,593178,66708,14853606,2127344,18,19522,23854,23262,2057991,1881,206992,4152,1.01,99368
14,679196,69847,15628702,2388215,18,19522,23854,24644,2234373,1881,206992,4152,12.32,99368
15,753597,72525,16516796,2629710,18,19522,23854,26030,2392120,1881,206992,4152,10.63,99368
16,784380,75780,17323818,2800457,18,19522,23854,27792,2479354,1881,206992,4152,4.74,99368
17,855853,78624,18122351,3074726,18,19522,23854,29243,2639034,1881,206992,4152,10.73,99368
18,922475,85013,18929037,3303357,18,19522,23854,30858,2790517,1881,206992,4152,9.80,99368
19,933572,88160,19882649,3431599,18,19522,23854,32349,2827453,1881,206992,4152,1.47,99368
20,1033332,90803,20624006,3713755,18,19522,23854,33865,3038119,1881,206992,4152,14.32,99368
21,1049007,94039,21563490,3850640,18,19522,23854,35719,3086374,1881,206992,4152,1.91,99368
22,1149679,96969,22291246,4116746,18,19522,23854,37067,3303789,1881,206992,4152,14.97,99368
23,1166152,100577,23231233,4254187,18,19522,23854,38813,3352085,1881,206992,4152,1.98,99368
24,1259453,103174,23975470,4565024,18,19522,23854,40089,3552426,1881,206992,4152,13.84,99368
25,1322948,108108,24799708,4780378,18,19522,23854,41622,3693279,1881,206992,4152,9.11,99368
26,1349956,110995,25707522,4943550,18,19522,23854,43118,3769118,1881,206992,4152,4.12,99368
27,1448324,114139,26451831,5217807,18,19522,23854,44485,3967872,1881,206992,4152,13.72,99368
28,1507094,117364,27275495,5385237,18,19522,23854,46213,4105655,1881,206992,4152,8.63,99368
29,1558706,120510,28123454,5583287,18,19522,23854,47752,4225597,1881,206992,4152,7.56,99368
30,1617847,123637,28948143,5748031,18,19522,23854,49369,4361923,1881,206992,4152,8.63,99368
31,1668460,131516,29808359,5929207,18,19522,23854,50696,4480732,1881,206992,4152,7.56,99368
32,1726740,134653,30641242,6161675,18,19522,23854,52300,4617738,1881,206992,4152,8.64,99368
33,1771839,137794,31508424,6320633,18,19522,23854,54039,4726906,1881,206992,4152,6.48,99368
34,1807023,140937,32393104,6498246,18,19522,23854,55661,4819871,1881,206992,4152,5.48,99368
35,1860223,144490,32112125,6697129,18,19522,23854,57014,4930319,1881,206992,4152,7.04,99368
36,1948299,147408,34015668,6942020,18,19522,23854,58349,5122642,1881,206992,4152,12.85,99368
37,1970901,151789,33639770,7128563,18,19522,23854,60127,5186673,1881,206992,4152,3.19,99368
38,2079753,159929,34297927,7430363,18,19522,23854,61495,5413156,1881,206992,4152,15.78,99368
39,2133732,162699,35103059,7607518,18,19522,23854,63124,5532200,1881,206992,4152,7.56,99368
40,2145055,165329,37450644,7736953,18,19522,23854,64721,5580704,1881,206992,4152,1.97,99368
41,2238806,168467,38197840,8011011,18,19522,23854,66239,5778374,1881,206992,4152,13.54,99368
42,2298274,171702,39021907,8225204,18,19522,23854,67651,5917373,1881,206992,4152,8.79,99368
43,2358166,179516,38189926,8448916,18,19522,23854,69203,6058529,1881,206992,4152,8.93,99368
44,2418560,190890,38956671,8692720,18,19522,23854,70858,6191671,1881,206992,4152,8.65,99368
45,2457478,193748,41582491,8834491,18,19522,23854,72773,6290564,1881,206992,4152,5.88,99368
46,2526997,196888,42384647,9072007,18,19522,23854,74311,6441230,1881,206992,4152,10.01,99368
47,2585735,199964,43215720,9293687,18,19522,23854,75758,6574740,1881,206992,4152,8.83,99368
48,2635695,202847,42072832,9502825,18,19522,23854,77282,6698507,1881,206992,4152,7.74,99368
49,2692064,205635,44905138,9712134,18,19522,23854,78754,6830666,1881,206992,4152,8.26,99368
50,2747365,208782,45730923,9905700,18,19522,23854,80425,6966574,1881,206992,4152,8.46,99368
51,2804288,211921,46564665,10094528,18,19522,23854,81991,7096588,1881,206992,4152,8.27,99368
52,2807488,218603,45315915,10212363,18,19522,23854,83601,7124080,1881,206992,4152,0.41,99368
53,2913336,225566,48258773,10493006,18,19522,23854,85131,7351003,1881,206992,4152,15.66,99368
54,2974941,228780,49080306,10715699,18,19522,23854,86796,7486220,1881,206992,4152,8.79,99368
55,3017154,231568,47550664,10907300,18,19522,23854,88219,7589396,1881,206992,4152,6.36,99368
56,3092966,236506,50742171,11168300,18,19522,23854,89929,7756365,1881,206992,4152,10.92,99368
57,3149896,246345,49071892,11348180,18,19522,23854,91400,7887126,1881,206992,4152,8.44,99368
58,3201159,249352,49908765,11494451,18,19522,23854,93020,8006486,1881,206992,4152,7.60,99368
59,3219600,252188,50757011,11641698,18,19522,23854,94779,8066461,1881,206992,4152,2.80,99368
60,3313271,255068,54109958,11890976,18,19522,23854,96147,8265307,1881,206992,4152,13.54,99368
61,3373585,257655,54942482,12081675,18,19522,23854,97792,8399541,1881,206992,4152,8.64,99368
62,3431833,265937,55772765,12306550,18,19522,23854,99641,8536389,1881,206992,4152,8.64,99368
63,3490456,276840,56608605,12501750,18,19522,23854,101257,8669313,1881,206992,4152,8.64,99368
64,3541193,279536,57454477,12681802,18,19522,23854,102894,8791837,1881,206992,4152,7.63,99368
65,3599757,282660,58285951,12841466,18,19522,23854,104510,8923870,1881,206992,4152,8.56,99368
66,3656753,285786,59112657,13020912,18,19522,23854,106189,9058265,1881,206992,4152,8.63,99368
67,3711593,288937,59954101,13234391,18,19522,23854,107596,9182174,1881,206992,4152,7.93,99368
68,3768227,296710,60790343,13430021,18,19522,23854,109270,9314814,1881,206992,4152,8.13,99368
69,3826648,307181,61635156,13648787,18,19522,23854,110879,9450101,1881,206992,4152,8.64,99368
70,3877170,310319,62481389,13829730,18,19522,23854,112680,9572134,1881,206992,4152,7.56,99368
71,3927827,313589,63318142,14042313,18,19522,23854,114292,9700542,1881,206992,4152,8.08,99368
72,3994877,316513,64137072,14252312,18,19522,23854,115958,9845607,1881,206992,4152,9.19,99368
73,4043464,319657,64986988,14437466,18,19522,23854,117567,9964396,1881,206992,4152,7.56,99368
74,4101097,322267,65820798,14597902,18,19522,23854,119171,10099576,1881,206992,4152,8.63,99368
75,4159477,325413,66652648,14837401,18,19522,23854,120736,10234751,1881,206992,4152,8.64,99368
76,4217543,331338,67485767,15003887,18,19522,23854,122294,10365791,1881,206992,4152,8.63,99368
77,4266120,336419,64926746,15204801,18,19522,23854,124063,10485762,1881,206992,4152,7.13,99368
78,4329042,343236,69171483,15428050,18,19522,23854,125792,10625370,1881,206992,4152,9.07,99368
79,4373404,346089,70021825,15615918,18,19522,23854,127599,10745674,1881,206992,4152,7.32,99368
80,4437805,348681,70846234,15812820,18,19522,23854,129160,10884467,1881,206992,4152,8.87,99368
81,4495658,356960,71675353,16058618,18,19522,23854,130636,11023048,1881,206992,4152,8.64,99368
82,4547480,367396,72526356,16229539,18,19522,23854,132239,11146472,1881,206992,4152,7.91,99368
83,4608468,370315,73347895,16429901,18,19522,23854,133805,11288140,1881,206992,4152,8.84,99368
84,4663808,373438,74187379,16612055,18,19522,23854,135538,11413704,1881,206992,4152,8.08,99368
85,4713957,376598,75036066,16819218,18,19522,23854,136998,11534920,1881,206992,4152,7.56,99368
86,4773941,379163,75859801,17019474,18,19522,23854,138659,11674380,1881,206992,4152,8.83,99368
87,4829942,382048,76695032,17237743,18,19522,23854,140076,11804212,1881,206992,4152,8.45,99368
88,4885334,385369,77530544,17440846,18,19522,23854,141713,11938020,1881,206992,4152,8.51,99368
89,4936112,388323,78373551,17649156,18,19522,23854,143567,12063857,1881,206992,4152,7.69,99368
90,4987819,391858,75052548,17842164,18,19522,23854,145225,12191184,1881,206992,4152,8.05,99368
91,5051277,394543,80036268,18055011,18,19522,23854,146710,12333420,1881,206992,4152,9.23,99368
92,5084351,397670,80924927,18189521,18,19522,23854,148499,12423173,1881,206992,4152,5.18,99368
93,5162997,400822,81715222,18413854,18,19522,23854,149874,12588166,1881,206992,4152,11.02,99368
94,5215316,404056,82561153,18599765,18,19522,23854,151395,12709645,1881,206992,4152,7.76,99368
95,5269809,406929,83395694,18784601,18,19522,23854,153081,12840346,1881,206992,4152,8.26,99368
96,5328056,410192,84225247,19045618,18,19522,23854,154473,12975875,1881,206992,4152,8.64,99368
97,5377286,413396,85065660,19229881,18,19522,23854,156165,13101068,1881,206992,4152,7.56,99368
98,5429767,421948,85910148,19427914,18,19522,23854,157910,13223522,1881,206992,4152,7.56,99368
99,5439557,432829,86865343,19576638,18,19522,23854,159886,13267483,1881,206992,4152,1.65,99368
100,5540407,435484,87595798,19879004,18,19522,23854,161303,13478922,1881,206992,4152,14.66,99368
101,5608110,444102,88402734,20147994,18,19522,23854,162768,13629938,1881,206992,4152,9.96,99368
102,5618976,450812,89357366,20291475,18,19522,23854,164233,13675213,1881,206992,4152,1.98,99368
103,5722324,454126,90084842,20592262,18,19522,23854,165442,13887345,1881,206992,4152,14.95,99368
104,5733475,457502,91029959,20730490,18,19522,23854,167106,13933404,1881,206992,4152,1.89,99368
105,5734969,460800,92001144,20848334,18,19522,23854,168880,13956684,1881,206992,4152,0.20,99368
106,5838116,463816,92722982,21149323,18,19522,23854,170218,14170468,1881,206992,4152,14.99,99368
107,5943749,467207,93438157,21455494,18,19522,23854,171596,14395940,1881,206992,4152,15.72,99368
108,6002019,475568,94266758,21704489,18,19522,23854,173043,14533239,1881,206992,4152,8.64,99368
109,6053445,486079,95124719,21824185,18,19522,23854,174559,14653467,1881,206992,4152,7.55,99368
110,6108032,489399,95963112,22049239,18,19522,23854,176033,14780395,1881,206992,4152,7.93,99368
111,6170206,492698,96778260,22283168,18,19522,23854,177456,14925867,1881,206992,4152,9.35,99368
112,6230711,495455,92049395,22467001,18,19522,23854,179051,15058207,1881,206992,4152,8.63,99368
113,6251317,498986,92892305,22621931,18,19522,23854,180714,15119274,1881,206992,4152,2.97,99368
114,6335824,501553,99309323,22877708,18,19522,23854,182009,15302501,1881,206992,4152,12.36,99368
115,6391441,504789,100143331,23103847,18,19522,23854,183675,15435156,1881,206992,4152,8.43,99368
116,6450887,508107,100968380,23336754,18,19522,23854,185174,15571706,1881,206992,4152,8.64,99368
117,6508715,511422,101795557,23533036,18,19522,23854,186747,15707962,1881,206992,4152,8.64,99368
118,6554306,514721,102662776,23730660,18,19522,23854,188116,15813020,1881,206992,4152,6.59,99368
119,6619199,517991,103477237,23966155,18,19522,23854,189745,15962002,1881,206992,4152,9.61,99368
120,6678551,521170,104303081,24150409,18,19522,23854,191413,16096933,1881,206992,4152,8.63,99368
121,6729024,524469,105149836,24359627,18,19522,23854,193026,16219103,1881,206992,4152,7.56,99368
122,6780109,528002,106001587,24515901,18,19522,23854,194701,16335978,1881,206992,4152,7.48,99368
123,6844883,530787,106810243,24766272,18,19522,23854,196178,16489611,1881,206992,4152,9.79,99368
124,6901584,534082,107641730,24986351,18,19522,23854,197899,16621338,1881,206992,4152,8.38,99368
125,6954979,536820,108485843,25147158,18,19522,23854,199509,16743587,1881,206992,4152,7.82,99368
126,6996848,540320,109357095,25312478,18,19522,23854,200991,16845425,1881,206992,4152,6.18,99368
127,7031585,542728,110243663,25495914,18,19522,23854,202550,16938020,1881,206992,4152,5.51,99368
128,7123648,546052,110987353,25752583,18,19522,23854,204127,17133048,1881,206992,4152,13.14,99368
129,7175041,549444,111832021,25938540,18,19522,23854,205728,17254060,1881,206992,4152,7.56,99368
130,7220829,552756,112688901,26114703,18,19522,23854,207421,17367894,1881,206992,4152,7.21,99368
131,7240586,556355,113613321,26265796,18,19522,23854,209305,17428324,1881,206992,4152,2.67,99368
132,7334908,559409,114357569,26558047,18,19522,23854,210631,17631359,1881,206992,4152,14.04,99368
133,7405964,562819,115163106,26797103,18,19522,23854,212005,17780586,1881,206992,4152,9.86,99368
134,7425059,566113,116088125,26950550,18,19522,23854,213592,17841295,1881,206992,4152,3.08,99368
135,7506172,569437,116856483,27218453,18,19522,23854,215132,18021558,1881,206992,4152,11.93,99368
136,7569831,578072,110607845,27450991,18,19522,23854,216583,18160936,1881,206992,4152,8.93,99368
137,7590429,589172,118628349,27632937,18,19522,23854,218401,18226903,1881,206992,4152,3.44,99368
138,7592094,592328,119597144,27751068,18,19522,23854,220221,18252123,1881,206992,4152,0.23,99368
139,7653462,595652,120419385,27976782,18,19522,23854,221846,18387972,1881,206992,4152,8.75,99368
140,7796661,598951,113663656,28356005,18,19522,23854,223015,18682242,1881,206992,4152,21.26,99368
141,7815171,601661,121971470,28510925,18,19522,23854,224586,18743738,1881,206992,4152,3.09,99368
142,7879270,610287,122797764,28735529,18,19522,23854,225798,18879169,1881,206992,4152,8.95,99368
143,7953601,620954,123601719,29015023,18,19522,23854,227420,19047527,1881,206992,4152,11.11,99368
144,7990175,624446,124485741,29195290,18,19522,23854,229089,19136466,1881,206992,4152,5.12,99368
145,8066738,627843,125269449,29452311,18,19522,23854,230699,19305533,1881,206992,4152,11.47,99368
146,8068202,631332,126238087,29570624,18,19522,23854,232663,19330972,1881,206992,4152,0.20,99368
147,8069635,634077,127211866,29688457,18,19522,23854,234133,19353685,1881,206992,4152,0.20,99368
148,8214047,642638,119850174,30077991,18,19522,23854,235407,19653436,1881,206992,4152,21.00,99368
149,8292798,654524,128639928,30358400,18,19522,23854,236882,19826826,1881,206992,4152,11.94,99368
150,8326457,666940,129534079,30533932,18,19522,23854,238339,19908123,1881,206992,4152,4.88,99368
151,8399235,669639,130328211,30789223,18,19522,23854,239996,20076903,1881,206992,4152,11.10,99368
152,8482036,673140,131103714,31044797,18,19522,23854,241503,20248649,1881,206992,4152,11.57,99368
153,8540212,676904,131933835,31263581,18,19522,23854,243199,20383855,1881,206992,4152,8.72,99368
154,8586182,684638,132792415,31493937,18,19522,23854,244771,20499731,1881,206992,4152,6.83,99368
155,8616699,691557,133692474,31675413,18,19522,23854,246286,20583356,1881,206992,4152,4.61,99368
156,8664054,694954,134551502,31874213,18,19522,23854,247704,20689928,1881,206992,4152,6.57,99368
157,8744730,698343,135316653,32142620,18,19522,23854,249399,20873303,1881,206992,4152,12.33,99368
158,8795843,701024,136162709,32301108,18,19522,23854,251051,20998811,1881,206992,4152,7.79,99368
159,8848660,704674,137014623,32510311,18,19522,23854,252710,21115084,1881,206992,4152,7.34,99368
160,8903757,707401,137849341,32731902,18,19522,23854,254469,21248494,1881,206992,4152,8.32,99368
161,8985964,710797,138623818,33033808,18,19522,23854,255852,21426802,1881,206992,4152,12.06,99368
162,9005447,713594,139551897,33188135,18,19522,23854,257405,21489101,1881,206992,4152,2.96,99368
163,9072990,716095,140360904,33431449,18,19522,23854,259053,21642998,1881,206992,4152,10.22,99368
164,9088796,719578,141297617,33573765,18,19522,23854,260723,21693263,1881,206992,4152,2.02,99368
165,9204037,722798,142000631,33896732,18,19522,23854,261887,21928082,1881,206992,4152,16.74,99368
166,9205642,726117,142971336,34014873,18,19522,23854,263620,21951159,1881,206992,4152,0.23,99368
167,9207042,729525,143938077,34133209,18,19522,23854,265846,21979039,1881,206992,4152,0.20,99368
168,9293894,738152,144699973,34437704,18,19522,23854,267343,22164358,1881,206992,4152,12.36,99368
169,9442317,744678,145318915,34828130,18,19522,23854,268739,22462120,1881,206992,4152,21.60,99368
170,9446541,748133,146276913,34955699,18,19522,23854,270458,22497199,1881,206992,4152,0.94,99368
171,9496228,751546,147137007,35156926,18,19522,23854,271857,22605987,1881,206992,4152,6.79,99368
172,9598683,754101,147856749,35433784,18,19522,23854,273396,22826444,1881,206992,4152,15.44,99368
173,9651922,757874,138877178,35640330,18,19522,23854,275039,22945897,1881,206992,4152,7.40,99368
174,9695695,760520,149577020,35835529,18,19522,23854,276498,23049178,1881,206992,4152,6.26,99368
175,9755316,764122,150405262,36093518,18,19522,23854,278342,23183525,1881,206992,4152,8.42,99368
176,9818641,767276,151222848,36297432,18,19522,23854,279878,23329824,1881,206992,4152,9.57,99368
177,9876220,769972,152058511,36513262,18,19522,23854,281372,23456997,1881,206992,4152,8.15,99368
178,9923716,773374,142705506,36722249,18,19522,23854,282870,23576713,1881,206992,4152,7.63,99368
179,9977496,776610,153760408,36932964,18,19522,23854,284391,23696241,1881,206992,4152,7.72,99368
