period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,467,3401,4219194,7326,19,19470,23714,3337,690354,1843,290608,4152,0.01
1,6023,14116,4413678,10590,19,19470,23714,4672,702513,1843,290608,4152,0.00
2,6023,16587,5400459,12588,19,19470,23714,6002,714236,1843,290608,4152,0.00
3,78668,19171,6180673,622011,19,19470,23714,7129,874730,1843,290608,4152,12.06
4,152382,22025,6850493,1359836,19,19470,23714,8346,1065815,1843,290608,4152,14.66
5,225370,25573,7093537,2109396,19,19470,23714,9616,1258130,1843,290608,4152,14.77
6,299179,29133,7300470,2897594,19,19470,23714,10842,1458321,1843,290608,4152,15.32
7,372389,33019,7513445,3682208,19,19470,23714,12042,1664621,1843,290608,4152,15.17
8,448413,36150,7703463,4482087,19,19470,23714,13250,1873657,1843,290608,4152,15.43
9,525267,39646,7902426,5279136,19,19470,23714,14527,2083084,1843,290608,4152,15.35
10,602823,43072,8060500,6109690,19,19470,23714,15762,2296641,1843,290608,4152,16.08
11,676836,46715,8275939,6885754,19,19470,23714,16903,2498578,1843,290608,4152,14.92
12,756334,50435,8402834,7752259,19,19470,23714,18179,2727447,1843,290608,4152,16.82
13,835117,54093,13549905,8603843,19,19470,23714,19476,2952690,1843,290608,4152,16.51
14,913303,57357,8680947,9462366,19,19470,23714,20676,3178283,1843,290608,4152,16.55
15,993187,60932,8807255,10325889,19,19470,23714,21908,3406008,1843,290608,4152,16.80
16,1072104,64427,8955959,11168122,19,19470,23714,23173,3626896,1843,290608,4152,16.31
17,1149744,68290,9094293,12025842,19,19470,23714,24409,3852796,1843,290608,4152,16.59
18,1228896,71801,9226125,12881688,19,19470,23714,25679,4077476,1843,290608,4152,16.61
19,1311226,74954,9352537,13740925,19,19470,23714,26863,4301275,1843,290608,4152,16.64
20,1392360,78851,9463672,14623027,19,19470,23714,28064,4532996,1843,290608,4152,17.03
21,1473354,81938,9622831,15461545,19,19470,23714,29323,4751943,1843,290608,4152,16.21
22,1555563,86034,9756764,16323442,19,19470,23714,30542,4978261,1843,290608,4152,16.70
23,1635932,89282,9878807,17193126,19,19470,23714,31840,5205291,1843,290608,4152,16.80
24,1717203,92935,10001670,18060138,19,19470,23714,33076,5433708,1843,290608,4152,16.83
25,1797038,96325,10116094,18935765,19,19470,23714,34315,5663215,1843,290608,4152,17.02
26,1877070,99515,22858517,19787246,19,19470,23714,35687,5887402,1843,290608,4152,16.42
27,1959333,102406,23564892,20669616,19,19470,23714,36951,6117982,1843,290608,4152,17.10
28,2039457,105044,10486894,21532992,19,19470,23714,38145,6344160,1843,290608,4152,16.84
29,2120818,108871,10605905,22408400,19,19470,23714,39426,6572869,1843,290608,4152,16.87
30,2200588,112074,25711531,23241053,19,19470,23714,40689,6788689,1843,290608,4152,16.14
31,2280892,115223,10924524,24065931,19,19470,23714,41893,7006347,1843,290608,4152,16.08
32,2362919,119226,11065557,24918402,19,19470,23714,43136,7230294,1843,290608,4152,16.51
33,2442307,122318,11215774,25760728,19,19470,23714,44385,7454019,1843,290608,4152,16.47
34,2522157,126213,11384687,26586762,19,19470,23714,45621,7672348,1843,290608,4152,16.03
35,2602745,129775,11497888,27456946,19,19470,23714,46796,7902612,1843,290608,4152,16.95
36,2685300,133059,30012640,28332377,19,19470,23714,48131,8130971,1843,290608,4152,17.06
37,2764244,136171,30733604,29158160,19,19470,23714,49397,8349038,1843,290608,4152,16.08
38,2845339,139033,11885955,30036809,19,19470,23714,50680,8578636,1843,290608,4152,17.10
39,2925845,142815,12021849,30891554,19,19470,23714,51871,8804870,1843,290608,4152,16.59
40,3004265,145817,12202185,31697136,19,19470,23714,53166,9013756,1843,290608,4152,15.58
41,3083222,149292,12340380,32550799,19,19470,23714,54381,9237424,1843,290608,4152,16.49
42,3162362,152766,34330674,33372943,19,19470,23714,55573,9453349,1843,290608,4152,15.93
43,3239717,156509,12655175,34216612,19,19470,23714,56879,9679531,1843,290608,4152,16.39
44,3320115,159917,12783896,35078019,19,19470,23714,58180,9907967,1843,290608,4152,16.64
45,3402667,163081,12896365,35954239,19,19470,23714,59535,10136491,1843,290608,4152,17.02
46,3482152,166576,13025888,36817860,19,19470,23714,60783,10364959,1843,290608,4152,16.77
47,3560663,170349,13152007,37684576,19,19470,23714,61950,10595770,1843,290608,4152,16.76
48,3641469,173725,38608151,38531379,19,19470,23714,63196,10819265,1843,290608,4152,16.43
49,3717189,177071,13467077,39354643,19,19470,23714,64499,11036642,1843,290608,4152,16.05
50,3793720,180360,13624464,40191360,19,19470,23714,65892,11254345,1843,290608,4152,16.22
51,3874716,184433,40795812,41009227,19,19470,23714,67159,11466918,1843,290608,4152,15.80
52,3951855,187386,41525047,41820533,19,19470,23714,68425,11677790,1843,290608,4152,15.72
53,4032761,190532,14119307,42670286,19,19470,23714,69655,11896392,1843,290608,4152,16.45
54,4113205,194510,14282009,43505311,19,19470,23714,70957,12114403,1843,290608,4152,16.14
55,4191769,198017,14449708,44327451,19,19470,23714,72118,12326525,1843,290608,4152,15.92
56,4268897,201236,14621582,45147939,19,19470,23714,73350,12543322,1843,290608,4152,15.80
57,4349103,204751,45147130,46036442,19,19470,23714,74735,12780801,1843,290608,4152,17.22
58,4425442,207980,14893370,46857667,19,19470,23714,75970,13002625,1843,290608,4152,15.89
59,4504901,211683,15040380,47705435,19,19470,23714,77232,13227205,1843,290608,4152,16.34
60,4583847,215703,15171571,48572310,19,19470,23714,78557,13459708,1843,290608,4152,16.81
61,4659937,218900,48038983,49414296,19,19470,23714,79849,13687466,1843,290608,4152,16.26
62,4738144,222552,15438418,50289546,19,19470,23714,80991,13921526,1843,290608,4152,17.02
63,4820254,225858,15535707,51183249,19,19470,23714,82316,14160449,1843,290608,4152,17.40
64,4897132,229412,50170768,52002369,19,19470,23714,83652,14381647,1843,290608,4152,15.78
65,4974443,232898,15830432,52872179,19,19470,23714,84933,14613993,1843,290608,4152,16.87
66,5053828,236338,15971880,53721602,19,19470,23714,86273,14837904,1843,290608,4152,16.50
67,5132646,240122,16157392,54534122,19,19470,23714,87469,15046537,1843,290608,4152,15.70
68,5213123,243349,16267942,55424069,19,19470,23714,88632,15278920,1843,290608,4152,17.24
69,5291269,247164,16382667,56305244,19,19470,23714,89875,15510660,1843,290608,4152,17.10
70,5370678,250819,16501212,57172232,19,19470,23714,91020,15744512,1843,290608,4152,16.80
71,5447066,254145,55217632,57938583,19,19470,23714,92235,15944162,1843,290608,4152,14.87
72,5527643,257453,16821325,58829961,19,19470,23714,93462,16173703,1843,290608,4152,17.49
73,5605992,261308,16964956,59677114,19,19470,23714,94644,16394708,1843,290608,4152,16.46
74,5684764,264915,17071970,60566982,19,19470,23714,95874,16637123,1843,290608,4152,17.43
75,5761391,268576,17202375,61426655,19,19470,23714,97153,16876152,1843,290608,4152,16.83
76,5835033,271993,17368758,62250730,19,19470,23714,98398,17104270,1843,290608,4152,16.06
77,5913479,275502,17494018,63119399,19,19470,23714,99652,17339710,1843,290608,4152,17.02
78,5989119,279188,17633591,63968246,19,19470,23714,100793,17574863,1843,290608,4152,16.64
79,6066724,282566,17776234,64809821,19,19470,23714,102036,17805015,1843,290608,4152,16.35
80,6144834,286047,61666259,65676301,19,19470,23714,103334,18043024,1843,290608,4152,16.97
81,6221773,289697,18008362,66548360,19,19470,23714,104605,18280648,1843,290608,4152,17.20
82,6300395,292998,18126969,67425971,19,19470,23714,105924,18520504,1843,290608,4152,17.16
83,6379345,296327,18248166,68297994,19,19470,23714,107155,18760060,1843,290608,4152,17.10
84,6457116,300129,18383208,69149177,19,19470,23714,108408,18992220,1843,290608,4152,16.73
85,6535390,303320,18504562,70017937,19,19470,23714,109558,19229590,1843,290608,4152,16.96
86,6615516,306788,18611979,70908000,19,19470,23714,110837,19471933,1843,290608,4152,17.35
87,6697094,310582,18712772,71801770,19,19470,23714,112072,19712854,1843,290608,4152,17.46
88,6776541,313850,18832308,72672008,19,19470,23714,113305,19945511,1843,290608,4152,16.94
89,6855932,317823,18984120,73507451,19,19470,23714,114614,20165490,1843,290608,4152,16.29
90,6937955,320656,19096652,74384924,19,19470,23714,115921,20396819,1843,290608,4152,17.18
91,7018211,323785,19183384,75284925,19,19470,23714,117064,20630276,1843,290608,4152,17.63
92,7099522,327480,19322546,76141352,19,19470,23714,118304,20851820,1843,290608,4152,16.72
93,7180047,331056,19414427,77042436,19,19470,23714,119643,21091163,1843,290608,4152,17.60
94,7257822,334498,19521590,77923423,19,19470,23714,120950,21327890,1843,290608,4152,17.15
95,7335586,337918,19644792,78783873,19,19470,23714,122170,21564264,1843,290608,4152,16.83
96,7416292,341600,19744254,79670880,19,19470,23714,123384,21806370,1843,290608,4152,17.38
97,7494061,345202,19866760,80544405,19,19470,23714,124676,22042797,1843,290608,4152,16.97
98,7573437,348773,19987487,81415453,19,19470,23714,125959,22280580,1843,290608,4152,17.05
99,7652989,352331,20107269,82284125,19,19470,23714,127136,22509726,1843,290608,4152,16.99
100,7730283,355776,20222424,83167575,19,19470,23714,128414,22748014,1843,290608,4152,17.23
101,7809056,359584,20348205,84032789,19,19470,23714,129719,22977925,1843,290608,4152,16.83
102,7890947,362859,20426143,84945436,19,19470,23714,131027,23222193,1843,290608,4152,17.81
103,7971979,366350,20546045,85808252,19,19470,23714,132334,23454926,1843,290608,4152,16.83
104,8051592,369354,78668293,86713823,19,19470,23714,133532,23699633,1843,290608,4152,17.70
105,8132334,372651,20747983,87579768,19,19470,23714,134699,23930083,1843,290608,4152,17.03
106,8214542,376537,20862461,88450669,19,19470,23714,136007,24158983,1843,290608,4152,16.92
107,8294058,379817,20984856,89320027,19,19470,23714,137292,24388356,1843,290608,4152,17.05
108,8377608,383626,21101812,90197103,19,19470,23714,138580,24621796,1843,290608,4152,17.07
109,8449518,386680,21349810,90941750,19,19470,23714,139787,24820082,1843,290608,4152,14.37
110,8522992,390263,83018180,91674295,19,19470,23714,140956,25011426,1843,290608,4152,14.15
111,8596127,393458,21830192,92441523,19,19470,23714,142084,25214193,1843,290608,4152,15.00
112,8671408,397207,22044329,93219140,19,19470,23714,143215,25423847,1843,290608,4152,15.05
113,8748455,400615,22245936,94018646,19,19470,23714,144501,25635220,1843,290608,4152,15.50
114,8825654,403912,22415990,94833890,19,19470,23714,145671,25850505,1843,290608,4152,15.91
115,8904080,407452,22542585,95699219,19,19470,23714,146954,26084228,1843,290608,4152,16.75
116,8982581,411124,22672047,96560018,19,19470,23714,148164,26312168,1843,290608,4152,16.72
117,9055990,414522,88104100,97384965,19,19470,23714,149397,26532389,1843,290608,4152,16.02
118,9132527,417807,22997505,98226835,19,19470,23714,150633,26761492,1843,290608,4152,16.25
119,9213665,421382,23113417,99102472,19,19470,23714,151832,26993349,1843,290608,4152,17.05
120,9294561,425394,23240520,99973639,19,19470,23714,153217,27227496,1843,290608,4152,16.85
121,9370963,428570,90969095,100847594,19,19470,23714,154459,27466199,1843,290608,4152,16.87
122,9446090,431871,23461156,101732407,19,19470,23714,155606,27714420,1843,290608,4152,17.33
123,9520039,435259,23600542,102578429,19,19470,23714,156769,27949276,1843,290608,4152,16.47
124,9596279,438966,23710278,103469769,19,19470,23714,157961,28195096,1843,290608,4152,17.32
125,9674188,442397,23816678,104358294,19,19470,23714,159191,28439747,1843,290608,4152,17.28
126,9751069,446055,24013471,105165295,19,19470,23714,160427,28655628,1843,290608,4152,15.49
127,9828863,449631,95246502,106022479,19,19470,23714,161772,28882932,1843,290608,4152,16.64
128,9906945,453703,24292653,106867041,19,19470,23714,162992,29112858,1843,290608,4152,16.54
129,9982745,456717,24441782,107710570,19,19470,23714,164269,29345804,1843,290608,4152,16.38
130,10062038,460457,24561365,108583924,19,19470,23714,165535,29584701,1843,290608,4152,17.07
