period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,422,223,4347466,7896,19,19452,24373,3716,704511,1837,290608,4152,0.01,98714
1,4488,11653,4520097,12166,19,19452,24373,4906,717825,1837,290608,4152,0.00,98714
2,4488,14276,5503221,14387,19,19452,24373,6279,732718,1837,290608,4152,0.00,98714
3,51279,16880,6333148,473543,19,19452,24373,7665,866022,1837,290608,4152,8.63,98714
4,54499,19664,7298538,522818,19,19452,24373,9136,896466,1837,290608,4152,0.94,98714
5,106396,22832,8089263,1188293,19,19452,24373,10368,1065432,1837,290608,4152,11.16,98714
6,154557,26244,8893362,1805325,19,19452,24373,11748,1228570,1837,290608,4152,10.87,98714
7,200726,29620,8970906,2369136,19,19452,24373,12934,1376077,1837,290608,4152,9.81,98714
8,241027,32759,10544821,2881189,19,19452,24373,14180,1511358,1837,290608,4152,8.64,98714
9,275711,35789,11398792,3315012,19,19452,24373,15584,1631745,1837,290608,4152,7.56,98714
10,311372,38902,10551467,3766903,19,19452,24373,17107,1758680,1837,290608,4152,7.87,98714
11,356086,42653,13078660,4330163,19,19452,24373,18449,1902738,1837,290608,4152,9.38,98714
12,391696,45961,11534797,4781086,19,19452,24373,19878,2029999,1837,290608,4152,8.12,98714
13,430409,49446,14767329,5278807,19,19452,24373,21329,2161881,1837,290608,4152,8.06,98714
14,470816,64704,15625965,5781492,19,19452,24373,22850,2298704,1837,290608,4152,8.63,98714
15,505269,67732,16478206,6247731,19,19452,24373,24172,2420259,1837,290608,4152,7.56,98714
16,540166,70889,17321255,6752040,19,19452,24373,25797,2550337,1837,290608,4152,7.86,98714
17,584982,84565,18148679,7237008,19,19452,24373,27374,2698131,1837,290608,4152,9.34,98714
18,624460,87670,18978868,7757456,19,19452,24373,28877,2834178,1837,290608,4152,8.64,98714
19,659143,90975,15063115,8267720,19,19452,24373,30321,2963204,1837,290608,4152,7.92,98714
20,698210,94660,20671120,8772771,19,19452,24373,31731,3092976,1837,290608,4152,8.27,98714
21,733152,97628,21523351,9239688,19,19452,24373,33265,3213025,1837,290608,4152,7.56,98714
22,775236,101326,22343689,9785901,19,19452,24373,34739,3360994,1837,290608,4152,9.30,98714
23,814104,104593,23185462,10250243,19,19452,24373,36352,3488980,1837,290608,4152,7.96,98714
24,849278,107723,17576295,10726726,19,19452,24373,37952,3615776,1837,290608,4152,7.80,98714
25,891715,111577,18027765,11276314,19,19452,24373,39243,3757347,1837,290608,4152,9.13,98714
26,928386,115688,18542841,11766545,19,19452,24373,40548,3887299,1837,290608,4152,7.96,98714
27,968002,119375,26569646,12256025,19,19452,24373,42020,4021094,1837,290608,4152,8.48,98714
28,1008654,135460,27415349,12762351,19,19452,24373,43553,4157486,1837,290608,4152,8.63,98714
29,1044403,138400,28271182,13227827,19,19452,24373,45031,4274914,1837,290608,4152,7.56,98714
30,1079796,142514,20608067,13715881,19,19452,24373,46470,4400550,1837,290608,4152,8.09,98714
31,1123303,148362,21071423,14257039,19,19452,24373,47927,4543560,1837,290608,4152,8.87,98714
32,1164562,151849,21590582,14731366,19,19452,24373,49408,4679700,1837,290608,4152,8.80,98714
33,1200294,155520,31633233,15209720,19,19452,24373,50699,4801920,1837,290608,4152,7.66,98714
34,1240447,158360,32466301,15711915,19,19452,24373,52127,4939060,1837,290608,4152,8.64,98714
35,1276243,161626,23122378,16190108,19,19452,24373,53615,5063619,1837,290608,4152,7.83,98714
36,1313167,165259,23619715,16698583,19,19452,24373,55018,5193243,1837,290608,4152,8.07,98714
37,1354188,169090,24109353,17202841,19,19452,24373,56437,5331267,1837,290608,4152,8.75,98714
38,1395826,172654,35836927,17703951,19,19452,24373,57704,5466106,1837,290608,4152,8.75,98714
39,1430529,176239,25117678,18185604,19,19452,24373,59294,5589946,1837,290608,4152,7.70,98714
40,1469448,179436,37536640,18686165,19,19452,24373,60808,5723460,1837,290608,4152,8.48,98714
41,1509413,182176,38372194,19214100,19,19452,24373,61977,5859181,1837,290608,4152,8.64,98714
42,1545602,198264,26642493,19687571,19,19452,24373,63462,5985642,1837,290608,4152,7.83,98714
43,1584285,201794,40087031,20198554,19,19452,24373,64760,6116441,1837,290608,4152,8.33,98714
44,1623583,204923,40917417,20748068,19,19452,24373,66224,6255487,1837,290608,4152,8.64,98714
45,1663223,208030,41749930,21253126,19,19452,24373,67656,6392189,1837,290608,4152,8.64,98714
46,1698005,211141,42599455,21669930,19,19452,24373,69330,6513777,1837,290608,4152,7.55,98714
47,1736958,214277,43436505,22189095,19,19452,24373,70732,6648380,1837,290608,4152,8.64,98714
48,1776574,218097,44268772,22707810,19,19452,24373,72215,6784782,1837,290608,4152,8.64,98714
