period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
23,2838708,101393,20368416,5951301,18,36498,23669,36214,5716024,1888,206992,4152,16.54
24,2980796,104538,20143078,6258822,18,36498,23669,37547,5962759,1888,206992,4152,17.49
25,3098739,107572,20840803,6508308,18,36498,23669,38997,6175601,1888,206992,4152,14.90
26,3226328,110014,22431968,6767669,18,36498,23669,40391,6398571,1888,206992,4152,15.77
27,3337763,113079,22226655,7041469,18,36498,23669,41731,6614436,1888,206992,4152,14.76
28,3456766,115973,22925012,7297760,18,36498,23669,43148,6826766,1888,206992,4152,14.89
29,3589371,119163,23602496,7573412,18,36498,23669,44544,7057922,1888,206992,4152,16.45
30,3714725,121918,24291044,7851536,18,36498,23669,45939,7284649,1888,206992,4152,15.82
31,3840451,124662,24974761,8111970,18,36498,23669,47443,7513711,1888,206992,4152,15.95
32,3965070,131929,25667529,8370300,18,36498,23669,48985,7735524,1888,206992,4152,15.63
33,4090634,140089,26371846,8655103,18,36498,23669,50505,7962241,1888,206992,4152,16.06
34,4219029,142694,27053118,8905174,18,36498,23669,51894,8192518,1888,206992,4152,16.42
35,4344844,145333,27732420,9179935,18,36498,23669,53312,8424583,1888,206992,4152,16.26
36,4477583,148867,28413027,9445612,18,36498,23669,54807,8654467,1888,206992,4152,16.46
37,4589460,151394,29139641,9655959,18,36498,23669,56136,8851439,1888,206992,4152,13.47
38,4716927,154411,29823767,9913963,18,36498,23669,57594,9080559,1888,206992,4152,16.38
39,4848399,157313,31638509,10165584,18,36498,23669,59085,9310658,1888,206992,4152,16.06
40,4976727,159845,31187166,10424988,18,36498,23669,60501,9535211,1888,206992,4152,16.00
41,5117836,162600,31848337,10696130,18,36498,23669,62075,9776801,1888,206992,4152,16.97
42,5258366,166184,33730444,10961631,18,36498,23669,63713,10014067,1888,206992,4152,16.86
43,5401872,169509,33159076,11236450,18,36498,23669,65162,10259852,1888,206992,4152,17.37
44,5564588,179187,33828404,11548473,18,36498,23669,66686,10528446,1888,206992,4152,19.11
45,5700201,182280,35790789,11794459,18,36498,23669,68165,10762494,1888,206992,4152,16.60
46,5837605,185430,35162668,12046037,18,36498,23669,69648,11001073,1888,206992,4152,16.70
47,5967714,188623,35840267,12303123,18,36498,23669,71197,11227715,1888,206992,4152,16.07
48,6108097,192050,37915188,12556771,18,36498,23669,72733,11470355,1888,206992,4152,17.08
49,6256099,195032,37144673,12834210,18,36498,23669,74101,11724514,1888,206992,4152,18.11
50,6390043,198229,39302578,13085288,18,36498,23669,75591,11960448,1888,206992,4152,16.77
51,6520264,201261,38492218,13335911,18,36498,23669,76974,12193476,1888,206992,4152,16.15
52,6655577,203866,39161377,13592835,18,36498,23669,78416,12430625,1888,206992,4152,16.66
53,6806859,206506,39793564,13867568,18,36498,23669,79947,12694295,1888,206992,4152,18.73
54,6959484,209754,40429963,14145429,18,36498,23669,81457,12960601,1888,206992,4152,18.86
55,7095788,212936,42751535,14417714,18,36498,23669,82713,13205281,1888,206992,4152,17.55
56,7236546,215904,43459398,14675011,18,36498,23669,84172,13444943,1888,206992,4152,17.15
57,7365119,218730,42433475,14919320,18,36498,23669,85632,13673594,1888,206992,4152,15.99
58,7507169,224001,43090109,15190999,18,36498,23669,87141,13918064,1888,206992,4152,17.53
59,7658373,226656,43724832,15468748,18,36498,23669,88578,14181599,1888,206992,4152,18.53
60,7793615,229729,44389529,15730488,18,36498,23669,89976,14426867,1888,206992,4152,17.48
61,7922157,232163,45077415,15968303,18,36498,23669,91433,14650563,1888,206992,4152,15.88
62,8064066,235039,45743943,16221010,18,36498,23669,92995,14885280,1888,206992,4152,16.58
63,8201855,238307,46405255,16481805,18,36498,23669,94583,15120718,1888,206992,4152,16.69
64,8337615,240981,47073178,16734162,18,36498,23669,96110,15361628,1888,206992,4152,16.78
65,8486684,244069,49779574,17000051,18,36498,23669,97682,15609641,1888,206992,4152,17.72
66,8630102,247075,48388954,17279702,18,36498,23669,99202,15855750,1888,206992,4152,17.05
67,8784168,250078,49040527,17554424,18,36498,23669,100612,16113354,1888,206992,4152,18.12
68,8915481,252996,49728312,17796290,18,36498,23669,102192,16339649,1888,206992,4152,16.07
69,9056661,255922,50405903,18060040,18,36498,23669,103583,16579923,1888,206992,4152,16.69
70,9172594,258998,51119050,18274272,18,36498,23669,104859,16784606,1888,206992,4152,14.28
71,9289978,262143,54017139,18493798,18,36498,23669,106305,16994652,1888,206992,4152,14.69
72,9396350,265131,52551719,18719439,18,36498,23669,107991,17189534,1888,206992,4152,13.47
73,9528608,268180,53231234,18967810,18,36498,23669,109494,17423007,1888,206992,4152,16.47
74,9667868,270804,53888847,19233878,18,36498,23669,110913,17668347,1888,206992,4152,17.26
75,9805833,279854,54554330,19485583,18,36498,23669,112157,17908066,1888,206992,4152,16.72
76,9944871,283044,55218541,19742470,18,36498,23669,113563,18148259,1888,206992,4152,16.87
77,10078479,286655,58313864,19997019,18,36498,23669,114974,18384111,1888,206992,4152,16.65
78,10213822,289267,59015197,20253489,18,36498,23669,116376,18616397,1888,206992,4152,16.52
79,10355602,291933,57220678,20514321,18,36498,23669,117896,18861113,1888,206992,4152,17.21
80,10483580,294998,57890710,20771497,18,36498,23669,119152,19097404,1888,206992,4152,16.69
81,10607281,298671,58566589,21012468,18,36498,23669,120577,19331522,1888,206992,4152,16.30
82,10743958,301668,59234481,21259700,18,36498,23669,122097,19564503,1888,206992,4152,16.31
83,10890542,304358,59888037,21531083,18,36498,23669,123650,19813647,1888,206992,4152,17.59
84,11022101,307635,60578972,21769811,18,36498,23669,125273,20040944,1888,206992,4152,15.69
85,11164819,310808,61235549,22027981,18,36498,23669,126645,20284765,1888,206992,4152,17.29
86,11307567,314455,64644391,22305601,18,36498,23669,128252,20527623,1888,206992,4152,17.21
87,11431880,317518,62575110,22542282,18,36498,23669,129809,20759079,1888,206992,4152,16.09
88,11575543,321200,63241884,22808640,18,36498,23669,131180,21004404,1888,206992,4152,17.22
89,11721262,331347,66760551,23072283,18,36498,23669,132649,21256217,1888,206992,4152,17.90
90,11859249,334257,64565610,23324928,18,36498,23669,134084,21498571,1888,206992,4152,16.92
91,11985353,336803,65245085,23565057,18,36498,23669,135394,21732174,1888,206992,4152,16.19
92,12105212,340112,68932737,23786559,18,36498,23669,136905,21951376,1888,206992,4152,15.30
93,12258805,343094,66581882,24057600,18,36498,23669,138539,22211737,1888,206992,4152,18.08
94,12409823,346294,67239113,24325950,18,36498,23669,140026,22466940,1888,206992,4152,17.88
95,12544268,349633,71010007,24567571,18,36498,23669,141488,22710001,1888,206992,4152,17.21
96,12673991,352883,68580510,24818697,18,36498,23669,142889,22941117,1888,206992,4152,16.33
97,12820803,356476,72400702,25090581,18,36498,23669,144543,23190515,1888,206992,4152,17.77
98,12980553,359504,69895093,25360364,18,36498,23669,146008,23449820,1888,206992,4152,18.53
99,13109881,362981,70568313,25603879,18,36498,23669,147533,23689507,1888,206992,4152,16.59
100,13248725,366447,71223485,25876580,18,36498,23669,149099,23937758,1888,206992,4152,17.51
101,13380543,369899,71900753,26118275,18,36498,23669,150394,24168306,1888,206992,4152,16.47
102,13500793,372473,72604299,26351524,18,36498,23669,152011,24383544,1888,206992,4152,14.97
103,13638341,375782,73264520,26609598,18,36498,23669,153553,24624767,1888,206992,4152,17.08
104,13765472,379229,73933491,26849705,18,36498,23669,155065,24860338,1888,206992,4152,16.55
105,13899367,382683,74612475,27107054,18,36498,23669,156470,25092604,1888,206992,4152,16.29
106,14030458,385419,75293509,27356893,18,36498,23669,157863,25327382,1888,206992,4152,16.58
107,14167050,388123,75953753,27612261,18,36498,23669,159437,25573694,1888,206992,4152,17.38
108,14298165,390943,76616604,27871515,18,36498,23669,160916,25814410,1888,206992,4152,16.94
109,14439231,393471,77275457,28131057,18,36498,23669,162334,26060720,1888,206992,4152,17.12
110,14573206,396019,81590647,28378264,18,36498,23669,163809,26297573,1888,206992,4152,16.64
111,14698188,398883,78645016,28619759,18,36498,23669,165248,26514257,1888,206992,4152,15.08
112,14830823,401585,79317863,28862197,18,36498,23669,166704,26746205,1888,206992,4152,16.31
113,14968311,404950,79982014,29113963,18,36498,23669,168137,26985244,1888,206992,4152,16.83
114,15106861,408239,80643350,29380989,18,36498,23669,169615,27228132,1888,206992,4152,17.11
115,15238549,411716,81319185,29632254,18,36498,23669,170990,27469878,1888,206992,4152,17.23
116,15364139,417130,82017736,29874704,18,36498,23669,172572,27697869,1888,206992,4152,15.77
117,15489700,428545,82709886,30122185,18,36498,23669,174038,27921298,1888,206992,4152,15.58
118,15615756,431401,83394288,30364813,18,36498,23669,175629,28140972,1888,206992,4152,15.35
119,15761907,434197,84050511,30649180,18,36498,23669,177085,28384347,1888,206992,4152,17.03
120,15906280,437773,88715138,30912296,18,36498,23669,178559,28623221,1888,206992,4152,17.04
121,16041577,440526,85372790,31167588,18,36498,23669,179986,28876559,1888,206992,4152,17.62
122,16170453,444612,86043992,31438616,18,36498,23669,181387,29119518,1888,206992,4152,17.01
123,16300628,447486,86727781,31672492,18,36498,23669,182727,29349385,1888,206992,4152,16.22
124,16424312,450243,87412991,31906881,18,36498,23669,184190,29567127,1888,206992,4152,15.23
125,16553682,452899,88081781,32169022,18,36498,23669,185837,29803056,1888,206992,4152,16.59
126,16671424,455734,93037668,32393086,18,36498,23669,187239,30015572,1888,206992,4152,14.61
127,16797201,458814,89463852,32636668,18,36498,23669,188713,30241634,1888,206992,4152,15.95
128,16940623,461548,90117967,32900745,18,36498,23669,190255,30492300,1888,206992,4152,17.55
129,17071854,464121,95180750,33144255,18,36498,23669,191840,30730721,1888,206992,4152,16.48
130,17197333,467337,91474069,33382933,18,36498,23669,193219,30955432,1888,206992,4152,15.41
131,17313905,470921,92190187,33598450,18,36498,23669,194718,31155916,1888,206992,4152,14.19
132,17427666,473370,92893071,33815946,18,36498,23669,196125,31364431,1888,206992,4152,14.37
133,17563504,476212,93567959,34075987,18,36498,23669,197511,31604209,1888,206992,4152,16.68
134,17686829,479326,94263404,34302572,18,36498,23669,198963,31819585,1888,206992,4152,14.94
135,17811397,482335,94947763,34541669,18,36498,23669,200543,32050935,1888,206992,4152,15.68
136,17925864,487609,95648745,34772305,18,36498,23669,201891,32270355,1888,206992,4152,15.11
137,18047918,490625,96349562,35001479,18,36498,23669,203425,32481224,1888,206992,4152,14.69
138,18178152,493667,97030946,35252732,18,36498,23669,204788,32709142,1888,206992,4152,16.01
139,18310148,497195,97700988,35507059,18,36498,23669,206388,32944511,1888,206992,4152,16.30
140,18443627,500521,98366636,35753916,18,36498,23669,207758,33182649,1888,206992,4152,16.68
141,18571878,503824,99053702,35992714,18,36498,23669,209150,33406541,1888,206992,4152,15.68
142,18697498,506472,99755643,36234228,18,36498,23669,210527,33625258,1888,206992,4152,15.10
143,18837753,509618,100416014,36491978,18,36498,23669,212036,33861251,1888,206992,4152,16.50
144,18957105,513048,101114021,36725202,18,36498,23669,213417,34076144,1888,206992,4152,14.51
145,19089133,521415,106818693,36961508,18,36498,23669,214953,34299001,1888,206992,4152,15.56
146,19203720,524298,102505682,37174518,18,36498,23669,216350,34503003,1888,206992,4152,14.08
147,19322998,527234,103216113,37403432,18,36498,23669,217937,34707419,1888,206992,4152,13.99
148,19465957,529998,103895165,37653716,18,36498,23669,219370,34944119,1888,206992,4152,16.52
149,19610803,532822,104554729,37920277,18,36498,23669,220828,35194501,1888,206992,4152,17.73
150,19746225,540197,105243106,38173003,18,36498,23669,222242,35427291,1888,206992,4152,16.06
151,19880147,542766,105923070,38416912,18,36498,23669,223650,35662114,1888,206992,4152,16.30
152,19998719,546228,106618676,38641172,18,36498,23669,225117,35878238,1888,206992,4152,14.89
153,20125838,549734,107304775,38898829,18,36498,23669,226600,36106296,1888,206992,4152,16.02
154,20262584,552633,107980717,39150622,18,36498,23669,228161,36335967,1888,206992,4152,16.03
155,20402099,556001,108636555,39407066,18,36498,23669,229464,36570644,1888,206992,4152,16.47
156,20544458,560740,109299114,39666627,18,36498,23669,231003,36808163,1888,206992,4152,16.63
157,20687888,563219,109960551,39921371,18,36498,23669,232343,37047063,1888,206992,4152,16.72
158,20833724,569115,116092242,40190309,18,36498,23669,233912,37283844,1888,206992,4152,16.79
159,20961889,577318,116822983,40426925,18,36498,23669,235370,37503850,1888,206992,4152,15.12
160,21106290,580297,111978726,40686993,18,36498,23669,236865,37748919,1888,206992,4152,17.21
161,21246685,583379,112646977,40952887,18,36498,23669,238409,37988063,1888,206992,4152,16.88
162,21371428,586790,118943234,41184569,18,36498,23669,239875,38206188,1888,206992,4152,15.47
163,21499988,589498,114020408,41427384,18,36498,23669,241344,38438748,1888,206992,4152,16.15
164,21625502,592594,114707367,41669461,18,36498,23669,242889,38664105,1888,206992,4152,15.64
165,21752932,596224,115390998,41908534,18,36498,23669,244395,38892558,1888,206992,4152,15.91
166,21884022,599566,116063589,42154973,18,36498,23669,245709,39127854,1888,206992,4152,16.61
167,22012577,603011,116740465,42403027,18,36498,23669,247249,39358398,1888,206992,4152,16.10
168,22063441,605494,117590823,42516606,18,36498,23669,248978,39470652,1888,206992,4152,6.85
169,22091334,610810,118502332,42628467,18,36498,23669,250501,39540680,1888,206992,4152,3.47
170,22192585,621957,119247514,42822892,18,36498,23669,251987,39723692,1888,206992,4152,12.43
171,22310421,625435,119953983,43053588,18,36498,23669,253319,39932668,1888,206992,4152,14.53
172,22432768,628905,120644938,43283039,18,36498,23669,254910,40147080,1888,206992,4152,14.92
173,22582597,631979,121308414,43546825,18,36498,23669,256355,40398466,1888,206992,4152,17.57
174,22719028,635060,121986963,43794625,18,36498,23669,257804,40634820,1888,206992,4152,16.27
175,22868637,639704,122656836,44074903,18,36498,23669,259150,40882017,1888,206992,4152,17.47
176,23004185,642905,123335097,44321187,18,36498,23669,260567,41113988,1888,206992,4152,16.41
177,23135593,646370,124014882,44568057,18,36498,23669,262039,41346789,1888,206992,4152,15.96
178,23271139,649148,124673931,44824178,18,36498,23669,263608,41590789,1888,206992,4152,16.95
179,23401181,652635,125352605,45056531,18,36498,23669,264931,41820267,1888,206992,4152,16.14
