period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,331,689,4351667,8817,18,19524,24532,3518,701316,1881,206992,4152,0.01,99389
1,4134,11853,4534238,12323,18,19524,24532,5018,714546,1881,206992,4152,0.00,99389
2,4134,14568,5520532,13116,18,19524,24532,6165,726741,1881,206992,4152,0.00,99389
3,125985,17452,7046376,269101,18,19524,24532,7327,962838,1881,206992,4152,16.68,99389
4,241656,20440,6919322,499110,18,19524,24532,8418,1195869,1881,206992,4152,16.49,99389
5,353324,23284,7617862,804536,18,19524,24532,9678,1428559,1881,206992,4152,16.23,99389
6,463305,31055,9074213,1128374,18,19524,24532,10951,1661350,1881,206992,4152,16.19,99389
7,580743,39884,9015286,1455871,18,19524,24532,12147,1897714,1881,206992,4152,17.26,99389
8,691064,43015,9715859,1763580,18,19524,24532,13322,2130389,1881,206992,4152,16.44,99389
9,803392,46107,10407972,2042724,18,19524,24532,14468,2363878,1881,206992,4152,16.63,99389
10,921458,49045,11102702,2287609,18,19524,24532,15761,2599691,1881,206992,4152,16.53,99389
11,1035816,52087,11803436,2526931,18,19524,24532,16938,2828736,1881,206992,4152,16.23,99389
12,1152368,55280,12495352,2760574,18,19524,24532,18267,3063782,1881,206992,4152,16.78,99389
13,1269780,58594,13941608,2993614,18,19524,24532,19339,3299360,1881,206992,4152,16.59,99389
14,1380068,61682,13890616,3219572,18,19524,24532,20511,3527195,1881,206992,4152,16.36,99389
15,1496520,64435,15410285,3455204,18,19524,24532,21690,3761577,1881,206992,4152,16.52,99389
16,1615235,67405,15271933,3688341,18,19524,24532,23007,3994618,1881,206992,4152,16.57,99389
17,1728378,69933,15974575,3915136,18,19524,24532,24277,4222576,1881,206992,4152,16.17,99389
18,1846885,73156,16668040,4150569,18,19524,24532,25376,4455576,1881,206992,4152,16.73,99389
19,1963612,76364,18322052,4383633,18,19524,24532,26639,4692027,1881,206992,4152,16.58,99389
20,2075745,79291,18063229,4609849,18,19524,24532,27986,4917926,1881,206992,4152,16.17,99389
21,2191848,82548,19784094,4844200,18,19524,24532,29230,5151250,1881,206992,4152,16.75,99389
22,2305626,85565,19450991,5074374,18,19524,24532,30513,5383646,1881,206992,4152,16.67,99389
23,2418010,87934,20158215,5300431,18,19524,24532,31591,5611574,1881,206992,4152,16.17,99389
24,2535308,91305,21968626,5535696,18,19524,24532,32814,5847664,1881,206992,4152,16.72,99389
25,2649733,93914,21549813,5763775,18,19524,24532,33925,6078504,1881,206992,4152,16.55,99389
26,2766043,96519,22244556,5994965,18,19524,24532,35240,6312660,1881,206992,4152,16.33,99389
27,2882096,99968,24155656,6225791,18,19524,24532,36459,6543957,1881,206992,4152,16.72,99389
28,3001575,103018,24876726,6463379,18,19524,24532,37536,6782034,1881,206992,4152,16.71,99389
29,3113556,105954,24342471,6688162,18,19524,24532,38642,7007933,1881,206992,4152,16.17,99389
30,3226874,109145,25037461,6916881,18,19524,24532,39965,7239238,1881,206992,4152,16.69,99389
31,3342023,111882,25734826,7146616,18,19524,24532,41168,7470373,1881,206992,4152,16.39,99389
32,3455735,114718,26436995,7376330,18,19524,24532,42321,7702020,1881,206992,4152,16.52,99389
33,3569176,117929,27131088,7605369,18,19524,24532,43632,7931318,1881,206992,4152,16.36,99389
34,3685967,120534,29270555,7841033,18,19524,24532,44690,8169265,1881,206992,4152,16.74,99389
35,3799500,123582,28526060,8069673,18,19524,24532,45900,8399305,1881,206992,4152,16.31,99389
36,3912784,126794,30729215,8299702,18,19524,24532,47192,8631589,1881,206992,4152,16.45,99389
37,4028448,129862,31450392,8531803,18,19524,24532,48288,8864463,1881,206992,4152,16.69,99389
38,4143363,135603,30624269,8763614,18,19524,24532,49549,9094765,1881,206992,4152,16.47,99389
39,4258752,138826,31316909,8994246,18,19524,24532,50870,9326990,1881,206992,4152,16.44,99389
40,4374676,142049,32008397,9225371,18,19524,24532,52082,9559029,1881,206992,4152,16.91,99389
41,4489828,144771,32707552,9456285,18,19524,24532,53397,9791814,1881,206992,4152,16.26,99389
42,4605006,148145,35104178,9685376,18,19524,24532,54615,10021985,1881,206992,4152,16.34,99389
43,4725215,151397,35827345,9920175,18,19524,24532,55724,10259299,1881,206992,4152,16.91,99389
44,4839987,153799,34801891,10147412,18,19524,24532,56848,10486702,1881,206992,4152,16.35,99389
45,4955995,156794,35495447,10376767,18,19524,24532,58060,10719079,1881,206992,4152,16.60,99389
46,5072914,159736,38018730,10612323,18,19524,24532,59341,10954207,1881,206992,4152,16.69,99389
47,5187243,162537,36895328,10839042,18,19524,24532,60508,11183878,1881,206992,4152,16.22,99389
48,5300865,165804,39480200,11068479,18,19524,24532,61712,11414186,1881,206992,4152,16.36,99389
49,5418986,168845,38291480,11302271,18,19524,24532,62867,11645324,1881,206992,4152,16.91,99389
50,5533634,171372,38995797,11532498,18,19524,24532,63915,11876810,1881,206992,4152,16.33,99389
51,5646803,174561,39690947,11764010,18,19524,24532,65066,12107302,1881,206992,4152,16.36,99389
52,5762348,177839,40384985,11997009,18,19524,24532,66315,12344210,1881,206992,4152,16.78,99389
53,5875951,180776,41091574,12225284,18,19524,24532,67398,12572554,1881,206992,4152,16.45,99389
54,5989891,183995,43847615,12452441,18,19524,24532,68490,12798848,1881,206992,4152,16.36,99389
55,6108036,187236,42490307,12685878,18,19524,24532,69535,13033206,1881,206992,4152,16.76,99389
56,6222016,190097,43187420,12914592,18,19524,24532,70777,13264725,1881,206992,4152,16.47,99389
57,6335568,193302,43889864,13141352,18,19524,24532,71981,13493985,1881,206992,4152,16.36,99389
58,6451062,195650,44585730,13373666,18,19524,24532,73180,13727355,1881,206992,4152,16.47,99389
59,6567787,198843,45267481,13608142,18,19524,24532,74561,13963093,1881,206992,4152,16.77,99389
60,6679755,202057,45972762,13832828,18,19524,24532,75613,14189463,1881,206992,4152,16.17,99389
61,6796684,205275,46667668,14065332,18,19524,24532,76773,14422855,1881,206992,4152,16.71,99389
62,6910810,208733,47367514,14296370,18,19524,24532,77857,14654487,1881,206992,4152,16.60,99389
63,7024704,211397,48068897,14523693,18,19524,24532,79099,14882259,1881,206992,4152,16.29,99389
64,7141658,214981,48763743,14755309,18,19524,24532,80268,15114429,1881,206992,4152,16.68,99389
65,7260588,218097,51869047,14989828,18,19524,24532,81407,15354119,1881,206992,4152,16.74,99389
66,7374879,221146,50159612,15214909,18,19524,24532,82558,15579316,1881,206992,4152,16.17,99389
67,7491018,224571,53325401,15447819,18,19524,24532,83751,15814000,1881,206992,4152,16.71,99389
68,7605598,227943,51560582,15679899,18,19524,24532,84863,16045963,1881,206992,4152,16.70,99389
69,7721264,230632,52266438,15906458,18,19524,24532,86048,16272176,1881,206992,4152,16.19,99389
70,7838039,233870,52962876,16138957,18,19524,24532,87284,16504076,1881,206992,4152,16.58,99389
71,7932327,237331,53715344,16330875,18,19524,24532,88371,16695653,1881,206992,4152,13.73,99389
72,8068989,239770,54366261,16600516,18,19524,24532,89471,16962711,1881,206992,4152,19.30,99389
73,8184464,243107,55062437,16833003,18,19524,24532,90683,17195770,1881,206992,4152,16.56,99389
74,8301764,246355,55759876,17066467,18,19524,24532,91920,17428826,1881,206992,4152,16.63,99389
75,8416355,248955,56460783,17296023,18,19524,24532,93100,17661008,1881,206992,4152,16.41,99389
76,8531070,252405,59871655,17527310,18,19524,24532,94194,17893901,1881,206992,4152,16.71,99389
77,8645736,255245,60597655,17759012,18,19524,24532,95334,18127076,1881,206992,4152,16.71,99389
78,8759906,258013,58559215,17989675,18,19524,24532,96396,18356871,1881,206992,4152,16.18,99389
79,8874099,261354,62052489,18220035,18,19524,24532,97506,18588214,1881,206992,4152,16.71,99389
80,8990590,264326,62776658,18452011,18,19524,24532,98688,18822278,1881,206992,4152,16.55,99389
81,9103862,267455,60664874,18681110,18,19524,24532,99754,19050008,1881,206992,4152,16.33,99389
82,9219633,270748,64235576,18910316,18,19524,24532,100913,19280416,1881,206992,4152,16.68,99389
83,9334495,273974,62058715,19143391,18,19524,24532,102090,19515800,1881,206992,4152,16.65,99389
84,9448356,276278,62762492,19370818,18,19524,24532,103139,19744134,1881,206992,4152,16.26,99389
85,9562970,279560,66428837,19599196,18,19524,24532,104232,19971936,1881,206992,4152,16.71,99389
86,9682602,282679,64154504,19835775,18,19524,24532,105313,20210455,1881,206992,4152,16.68,99389
87,9797913,285286,64855741,20063131,18,19524,24532,106518,20438662,1881,206992,4152,16.17,99389
88,9911771,288584,65554001,20290751,18,19524,24532,107611,20667770,1881,206992,4152,16.36,99389
89,10028242,291288,69348514,20522955,18,19524,24532,108742,20902081,1881,206992,4152,16.82,99389
90,10144236,294416,66950502,20753182,18,19524,24532,109938,21130944,1881,206992,4152,16.41,99389
91,10261127,298204,70803650,20984995,18,19524,24532,110957,21363586,1881,206992,4152,16.71,99389
92,10378125,300938,71529681,21216333,18,19524,24532,112022,21595870,1881,206992,4152,16.71,99389
93,10491848,303526,69051584,21444646,18,19524,24532,113102,21825425,1881,206992,4152,16.17,99389
94,10606074,306821,69747090,21673104,18,19524,24532,114369,22056369,1881,206992,4152,16.40,99389
95,10721662,309784,70436211,21909089,18,19524,24532,115653,22292388,1881,206992,4152,16.86,99389
96,10834950,313061,74450040,22137285,18,19524,24532,116797,22520566,1881,206992,4152,16.34,99389
97,10949915,316369,71844670,22368324,18,19524,24532,117848,22749808,1881,206992,4152,16.44,99389
98,11065717,319841,72534024,22601258,18,19524,24532,119050,22985007,1881,206992,4152,16.71,99389
99,11181131,322502,73230195,22832031,18,19524,24532,120217,23217561,1881,206992,4152,16.26,99389
