period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,320,0,4346007,9460,18,19525,24539,3927,706534,1881,206992,4152,0.01,99330
1,3378,11746,4517685,12866,18,19525,24539,5256,719465,1881,206992,4152,0.00,99330
2,3378,14339,5504649,13657,18,19525,24539,6403,731154,1881,206992,4152,0.00,99330
3,18766,16930,6442633,72746,18,19525,24539,8119,779357,1881,206992,4152,2.02,99330
4,128342,19737,7161599,306854,18,19525,24539,9309,992142,1881,206992,4152,14.91,99330
5,132350,27621,8121540,433329,18,19525,24539,10948,1027938,1881,206992,4152,1.03,99330
6,223708,43101,8860241,839889,18,19525,24539,12233,1235902,1881,206992,4152,14.03,99330
7,266235,53040,9734367,1095844,18,19525,24539,13785,1338601,1881,206992,4152,6.19,99330
8,323352,55668,10556243,1350127,18,19525,24539,15409,1478677,1881,206992,4152,8.86,99330
9,332697,58411,11512312,1385741,18,19525,24539,16734,1511886,1881,206992,4152,1.17,99330
10,449883,61011,12188109,1646297,18,19525,24539,18141,1761420,1881,206992,4152,17.56,99330
11,509508,64134,13011030,1771403,18,19525,24539,19817,1895051,1881,206992,4152,8.69,99330
12,510994,67195,13981582,1779038,18,19525,24539,21745,1918924,1881,206992,4152,0.19,99330
13,613123,70264,14714231,1982208,18,19525,24539,23001,2120524,1881,206992,4152,14.41,99330
14,647244,72880,15598381,2061858,18,19525,24539,24747,2212574,1881,206992,4152,5.38,99330
15,741943,75950,16352022,2248616,18,19525,24539,26134,2405196,1881,206992,4152,13.19,99330
16,755385,78546,17289513,2286010,18,19525,24539,27881,2456070,1881,206992,4152,2.35,99330
17,859674,81484,18014180,2492713,18,19525,24539,29263,2665068,1881,206992,4152,14.50,99330
18,870827,84702,18957831,2524441,18,19525,24539,30872,2710119,1881,206992,4152,2.02,99330
19,966672,87586,20444875,2714754,18,19525,24539,32431,2904859,1881,206992,4152,13.66,99330
20,1035435,90431,20506859,2855000,18,19525,24539,34097,3054619,1881,206992,4152,9.66,99330
21,1075763,93553,21376269,2944309,18,19525,24539,35648,3155435,1881,206992,4152,6.34,99330
22,1120661,96540,23084771,3040667,18,19525,24539,37275,3263004,1881,206992,4152,6.41,99330
23,1179535,99335,23069027,3167310,18,19525,24539,38875,3397476,1881,206992,4152,8.84,99330
24,1261931,102062,23847054,3332875,18,19525,24539,40273,3567549,1881,206992,4152,11.57,99330
25,1300995,105512,24727775,3416525,18,19525,24539,41667,3660772,1881,206992,4152,5.76,99330
26,1332439,108448,25616999,3488931,18,19525,24539,43293,3747393,1881,206992,4152,5.00,99330
27,1416767,111586,26374164,3663297,18,19525,24539,44914,3929930,1881,206992,4152,12.25,99330
28,1485422,114812,27175827,3803594,18,19525,24539,46462,4079140,1881,206992,4152,9.85,99330
29,1498633,118272,28116543,3837057,18,19525,24539,48065,4126472,1881,206992,4152,2.09,99330
30,1578745,123036,28894794,4002225,18,19525,24539,49653,4299807,1881,206992,4152,11.82,99330
31,1651380,126257,29683794,4153895,18,19525,24539,51223,4461648,1881,206992,4152,10.65,99330
32,1652826,129475,30656118,4160937,18,19525,24539,53147,4483629,1881,206992,4152,0.18,99330
33,1712534,132607,31489790,4281265,18,19525,24539,54450,4611525,1881,206992,4152,8.42,99330
34,1817788,135737,32195831,4500929,18,19525,24539,55823,4836356,1881,206992,4152,15.87,99330
35,1836419,138310,33124498,4541792,18,19525,24539,57438,4890333,1881,206992,4152,2.53,99330
36,1910852,141327,33911834,4697859,18,19525,24539,59098,5053841,1881,206992,4152,11.10,99330
37,1982733,144555,34702552,4851370,18,19525,24539,60572,5217327,1881,206992,4152,10.66,99330
38,2028032,147756,35560691,4948433,18,19525,24539,62184,5325849,1881,206992,4152,6.73,99330
39,2084957,150896,36384912,5071800,18,19525,24539,63776,5458440,1881,206992,4152,8.67,99330
40,2155008,153361,37195101,5205606,18,19525,24539,65306,5608759,1881,206992,4152,9.82,99330
41,2216689,156748,39492959,5331482,18,19525,24539,66683,5745779,1881,206992,4152,9.00,99330
42,2274393,159511,38854704,5450321,18,19525,24539,68299,5876337,1881,206992,4152,8.25,99330
43,2329279,162643,39691233,5564035,18,19525,24539,69791,6000296,1881,206992,4152,7.90,99330
44,2387355,165202,40523267,5683925,18,19525,24539,71574,6129992,1881,206992,4152,8.27,99330
45,2442600,167749,41355962,5803929,18,19525,24539,73088,6260395,1881,206992,4152,8.47,99330
46,2505464,170882,42180756,5927791,18,19525,24539,74506,6393708,1881,206992,4152,8.78,99330
47,2554872,173660,44686130,6033123,18,19525,24539,76341,6513634,1881,206992,4152,7.19,99330
48,2611185,176604,43862499,6153941,18,19525,24539,78130,6644592,1881,206992,4152,8.31,99330
49,2666491,180082,44704252,6271071,18,19525,24539,79702,6772114,1881,206992,4152,8.22,99330
50,2726974,183222,45530345,6394822,18,19525,24539,81127,6906641,1881,206992,4152,8.63,99330
51,2785934,186351,46353849,6517741,18,19525,24539,82761,7042651,1881,206992,4152,8.63,99330
52,2837369,189485,47200684,6626031,18,19525,24539,84417,7164335,1881,206992,4152,7.55,99330
53,2896471,192630,48027777,6750242,18,19525,24539,85800,7299617,1881,206992,4152,8.63,99330
54,2947412,195775,48873349,6857923,18,19525,24539,87386,7419675,1881,206992,4152,7.55,99330
55,3008057,198915,49700235,6978844,18,19525,24539,89051,7552575,1881,206992,4152,8.63,99330
56,3067079,202054,50525565,7103175,18,19525,24539,90949,7688983,1881,206992,4152,8.63,99330
57,3126224,205499,53323227,7225581,18,19525,24539,92657,7823068,1881,206992,4152,8.54,99330
58,3184268,208269,52184201,7347250,18,19525,24539,94299,7955304,1881,206992,4152,8.65,99330
59,3239914,211097,53028269,7460536,18,19525,24539,95883,8079816,1881,206992,4152,7.61,99330
60,3290756,214229,53877441,7567514,18,19525,24539,97457,8199078,1881,206992,4152,7.55,99330
61,3354087,217648,54693650,7697545,18,19525,24539,98908,8342217,1881,206992,4152,9.15,99330
62,3409477,220470,55532116,7813378,18,19525,24539,100536,8469043,1881,206992,4152,8.10,99330
63,3464383,223736,58519151,7931344,18,19525,24539,102179,8597803,1881,206992,4152,8.27,99330
64,3521404,226995,57200027,8049010,18,19525,24539,103751,8726347,1881,206992,4152,8.29,99330
65,3579277,229296,58034383,8168577,18,19525,24539,105278,8857682,1881,206992,4152,8.23,99330
66,3638801,232438,58858902,8293183,18,19525,24539,106957,8992165,1881,206992,4152,8.63,99330
