period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,11829772,988416,31625329,156218848,18,19480,30037,214395,38809050,1837,290608,4152,15.29,99337
1,528,519,4405415,8032,18,19471,13777,3867,706820,1837,290608,4152,0.03,100878
2,1040,10601,4580183,13035,18,19471,13777,5120,720715,1837,290608,4152,0.00,100878
3,1040,13311,5565530,14278,18,19471,13777,6316,733862,1837,290608,4152,0.00,100878
4,27121,15976,6464853,251162,18,19471,13777,8007,813157,1837,290608,4152,4.67,100878
5,28929,19245,8134208,291895,18,19471,13777,9601,836029,1837,290608,4152,0.21,100878
6,66649,21963,8647774,770791,18,19471,13777,11024,958204,1837,290608,4152,7.95,100878
7,138897,25498,8760542,1651327,18,19471,13777,12154,1184374,1837,290608,4152,15.93,100878
8,207960,28736,8889511,2513085,18,19471,13777,13333,1408018,1837,290608,4152,15.62,100878
9,275712,35724,9006870,3385261,18,19471,13777,14489,1627014,1837,290608,4152,15.28,100878
10,352517,43115,9087048,4296169,18,19471,13777,15636,1863101,1837,290608,4152,16.64,100878
11,422130,45924,11937140,5152413,18,19471,13777,16768,2082108,1837,290608,4152,15.73,100878
12,494636,48794,9317040,6031687,18,19471,13777,17849,2304190,1837,290608,4152,15.85,100878
13,565981,52460,9450229,6893566,18,19471,13777,19090,2533464,1837,290608,4152,15.81,100878
14,636046,55547,9556727,7769005,18,19471,13777,20096,2762712,1837,290608,4152,16.14,100878
15,706111,58675,9669424,8640944,18,19471,13777,21251,2990391,1837,290608,4152,15.79,100878
16,778278,62150,9798009,9502734,18,19471,13777,22432,3216008,1837,290608,4152,16.01,100878
17,850183,65973,16291408,10372698,18,19471,13777,23565,3446323,1837,290608,4152,15.96,100878
18,921863,69437,10016808,11259841,18,19471,13777,24716,3678675,1837,290608,4152,16.17,100878
19,992401,72923,10136225,12132383,18,19471,13777,25960,3909589,1837,290608,4152,16.06,100878
20,1066180,76220,10246104,13019829,18,19471,13777,27150,4141824,1837,290608,4152,16.27,100878
21,1136549,80033,10372635,13884142,18,19471,13777,28239,4368789,1837,290608,4152,15.81,100878
22,1208431,83113,10467934,14767340,18,19471,13777,29311,4599042,1837,290608,4152,16.46,100878
23,1281717,86531,20645911,15634694,18,19471,13777,30518,4825658,1837,290608,4152,15.93,100878
24,1350119,89830,10734441,16476160,18,19471,13777,31597,5041219,1837,290608,4152,15.01,100878
25,1418268,93277,10867600,17336146,18,19471,13777,32827,5264404,1837,290608,4152,15.51,100878
26,1489565,96694,22849623,18186708,18,19471,13777,34052,5488571,1837,290608,4152,15.71,100878
27,1558959,99326,23613688,19079670,18,19471,13777,35247,5713800,1837,290608,4152,15.56,100878
28,1630974,102610,11215545,19984179,18,19471,13777,36429,5943259,1837,290608,4152,16.30,100878
29,1698641,106061,11343954,20848851,18,19471,13777,37592,6157406,1837,290608,4152,14.96,100878
30,1771541,109760,25806320,21726352,18,19471,13777,38819,6383507,1837,290608,4152,16.04,100878
31,1838687,112805,11595302,22578357,18,19471,13777,39901,6603969,1837,290608,4152,15.36,100878
32,1908369,116640,11732565,23428987,18,19471,13777,41118,6823893,1837,290608,4152,15.24,100878
33,1978379,119762,11883597,24276135,18,19471,13777,42306,7052127,1837,290608,4152,15.88,100878
34,2047927,123265,12024018,25132126,18,19471,13777,43432,7277697,1837,290608,4152,15.88,100878
35,2113209,126460,12173561,25967459,18,19471,13777,44683,7490654,1837,290608,4152,14.59,100878
36,2183758,133939,12302450,26827983,18,19471,13777,45839,7710862,1837,290608,4152,15.38,100878
37,2253841,137466,12429982,27692316,18,19471,13777,47011,7931715,1837,290608,4152,15.54,100878
38,2319955,140567,12597079,28507230,18,19471,13777,48205,8144032,1837,290608,4152,14.72,100878
39,2390453,145419,12706136,29392649,18,19471,13777,49257,8370473,1837,290608,4152,15.89,100878
40,2458476,149016,12870798,30227245,18,19471,13777,50460,8593662,1837,290608,4152,15.50,100878
41,2528763,152955,13032600,31058972,18,19471,13777,51649,8817622,1837,290608,4152,15.31,100878
42,2600337,163984,13175000,31949368,18,19471,13777,52953,9040602,1837,290608,4152,15.76,100878
43,2671047,167997,13311058,32801827,18,19471,13777,54065,9265734,1837,290608,4152,15.73,100878
44,2738399,171306,13490653,33618982,18,19471,13777,55239,9478847,1837,290608,4152,15.02,100878
45,2809806,175026,13627714,34471518,18,19471,13777,56317,9703593,1837,290608,4152,15.79,100878
46,2881315,178221,13745352,35346045,18,19471,13777,57498,9928604,1837,290608,4152,16.09,100878
47,2952977,181481,13865384,36212374,18,19471,13777,58687,10151307,1837,290608,4152,15.64,100878
48,3023169,185716,14012581,37066604,18,19471,13777,59891,10377043,1837,290608,4152,15.69,100878
