period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
1,437,741,4327146,9732,19,19475,24091,3789,708320,1836,290608,4152,0.01,100240
2,5899,11642,4499866,11107,19,19475,24091,4935,719589,1836,290608,4152,0.00,100240
3,5899,14446,5484886,12175,19,19475,24091,6103,732297,1836,290608,4152,0.00,100240
4,24055,16719,6408723,198159,19,19475,24091,7644,792463,1836,290608,4152,3.07,100240
5,64982,19848,7251025,621088,19,19475,24091,8954,918079,1836,290608,4152,8.42,100240
6,114842,23175,8049962,1248152,19,19475,24091,10381,1087479,1836,290608,4152,11.37,100240
7,116054,26226,9027746,1309517,19,19475,24091,11912,1107437,1836,290608,4152,0.15,100240
8,191142,39950,9176457,2168392,19,19475,24091,13050,1338083,1836,290608,4152,16.53,100240
9,219077,42904,10637309,2542516,19,19475,24091,14486,1441983,1836,290608,4152,6.21,100240
10,276530,46111,10108203,3225801,19,19475,24091,15652,1621602,1836,290608,4152,12.55,100240
11,315700,49795,12266201,3688866,19,19475,24091,16956,1745584,1836,290608,4152,8.00,100240
12,355694,52822,13099119,4180411,19,19475,24091,18287,1880673,1836,290608,4152,8.63,100240
13,389988,55845,13950861,4592542,19,19475,24091,19711,2002073,1836,290608,4152,7.55,100240
14,425610,58897,12319478,4994636,19,19475,24091,21252,2128710,1836,290608,4152,7.97,100240
15,467339,62394,15631913,5499105,19,19475,24091,22706,2266608,1836,290608,4152,8.81,100240
16,504885,65011,16479900,5958505,19,19475,24091,24043,2390201,1836,290608,4152,8.02,100240
17,545110,68058,17312409,6438273,19,19475,24091,25446,2524907,1836,290608,4152,8.63,100240
18,583014,71275,14400824,6890527,19,19475,24091,26867,2656983,1836,290608,4152,8.37,100240
19,619541,74743,19003474,7322189,19,19475,24091,28426,2784646,1836,290608,4152,7.79,100240
20,655264,78283,15514063,7772179,19,19475,24091,29956,2908811,1836,290608,4152,7.80,100240
21,699638,81689,20685127,8312907,19,19475,24091,31167,3054757,1836,290608,4152,9.43,100240
22,735351,84820,21536789,8753399,19,19475,24091,32670,3175196,1836,290608,4152,7.56,100240
23,775025,87949,22368836,9246928,19,19475,24091,34065,3312330,1836,290608,4152,8.63,100240
24,815149,91061,23204814,9712448,19,19475,24091,35509,3444987,1836,290608,4152,8.63,100240
25,851863,94507,18101234,10162770,19,19475,24091,37046,3576263,1836,290608,4152,8.14,100240
26,888926,97955,24895611,10604227,19,19475,24091,38652,3705954,1836,290608,4152,8.02,100240
27,929124,101083,25730695,11097920,19,19475,24091,39777,3841488,1836,290608,4152,8.64,100240
28,967553,104064,19680776,11574803,19,19475,24091,41271,3971360,1836,290608,4152,8.40,100240
29,1004197,112706,20239891,12019778,19,19475,24091,42750,4098891,1836,290608,4152,7.78,100240
30,1043659,123881,28284929,12499080,19,19475,24091,44004,4229804,1836,290608,4152,8.63,100240
31,1082573,127458,21293257,12984897,19,19475,24091,45710,4364882,1836,290608,4152,8.52,100240
32,1118378,130864,29972954,13433951,19,19475,24091,47073,4487605,1836,290608,4152,7.66,100240
33,1155888,134292,22408366,13867227,19,19475,24091,48582,4614117,1836,290608,4152,7.99,100240
34,1195616,137722,22952925,14324619,19,19475,24091,50062,4745003,1836,290608,4152,8.39,100240
35,1238406,141569,32514535,14838457,19,19475,24091,51606,4890559,1836,290608,4152,9.05,100240
36,1279927,157706,33369539,15339876,19,19475,24091,52938,5029209,1836,290608,4152,9.02,100240
37,1316623,161309,24531628,15804681,19,19475,24091,54301,5158405,1836,290608,4152,8.11,100240
38,1355339,164440,35057834,16249431,19,19475,24091,55724,5287280,1836,290608,4152,8.06,100240
39,1395860,167566,35889176,16717722,19,19475,24091,57034,5424399,1836,290608,4152,8.63,100240
40,1431892,170675,36745016,17133044,19,19475,24091,58544,5542133,1836,290608,4152,7.55,100240
41,1470485,174081,26742070,17573710,19,19475,24091,59983,5668122,1836,290608,4152,8.16,100240
42,1510648,177347,27229034,18079364,19,19475,24091,61173,5806093,1836,290608,4152,8.94,100240
43,1549584,181367,27777154,18534041,19,19475,24091,62624,5932311,1836,290608,4152,8.00,100240
44,1589877,184734,40123940,19015141,19,19475,24091,63999,6061935,1836,290608,4152,8.29,100240
45,1624701,187867,40978088,19455763,19,19475,24091,65464,6180027,1836,290608,4152,7.56,100240
46,1663047,191002,41816023,19928921,19,19475,24091,66895,6314022,1836,290608,4152,8.37,100240
47,1705658,205281,29918199,20400885,19,19475,24091,68539,6455428,1836,290608,4152,9.11,100240
48,1745055,208992,43502613,20887219,19,19475,24091,70018,6588737,1836,290608,4152,8.40,100240
