period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
1,533,1532,3510331,9914,19,19457,24538,3818,706766,1837,290608,4152,0.01,100204
2,6045,11957,4505440,11506,19,19457,24538,4921,718068,1837,290608,4152,0.00,100204
3,6045,14553,5487949,15251,19,19457,24538,6182,732886,1837,290608,4152,0.01,100204
4,84294,18165,6482962,859164,19,19457,24538,7329,967854,1837,290608,4152,16.33,100204
5,161099,21862,6628093,1701946,19,19457,24538,8448,1202117,1837,290608,4152,16.85,100204
6,231364,24916,6741767,2583476,19,19457,24538,9556,1420036,1837,290608,4152,15.46,100204
7,302915,28383,6852592,3471260,19,19457,24538,10615,1646313,1837,290608,4152,16.00,100204
8,376827,32013,9115586,4379954,19,19457,24538,11796,1876971,1837,290608,4152,16.34,100204
9,444235,34512,9858178,5212556,19,19457,24538,12939,2084081,1837,290608,4152,14.99,100204
10,476278,37781,7641718,5664777,19,19457,24538,14081,2187422,1837,290608,4152,6.76,100204
11,510083,41684,11619209,6082516,19,19457,24538,15453,2285806,1837,290608,4152,6.48,100204
12,576156,45193,8416702,6884908,19,19457,24538,16626,2477507,1837,290608,4152,14.33,100204
13,640909,48365,8609005,7691805,19,19457,24538,17730,2671539,1837,290608,4152,14.38,100204
14,713777,52127,8696513,8628045,19,19457,24538,18868,2904972,1837,290608,4152,16.33,100204
15,784493,56167,8817986,9493386,19,19457,24538,19970,3125664,1837,290608,4152,15.48,100204
16,856977,59696,8905820,10397536,19,19457,24538,21130,3357810,1837,290608,4152,16.19,100204
17,927711,62845,16078646,11299146,19,19457,24538,22290,3583164,1837,290608,4152,15.94,100204
18,998805,78969,9132227,12186778,19,19457,24538,23458,3805000,1837,290608,4152,15.67,100204
19,1071311,82955,9221785,13090908,19,19457,24538,24530,4034450,1837,290608,4152,16.19,100204
20,1144272,86584,9324952,13971065,19,19457,24538,25636,4255030,1837,290608,4152,15.86,100204
21,1214061,89515,19008420,14877390,19,19457,24538,26729,4474273,1837,290608,4152,15.75,100204
22,1286379,94980,9522177,15753911,19,19457,24538,27906,4699994,1837,290608,4152,15.85,100204
23,1359178,98193,9605453,16661057,19,19457,24538,29240,4931194,1837,290608,4152,16.37,100204
24,1428933,101453,9732446,17519679,19,19457,24538,30461,5149320,1837,290608,4152,15.36,100204
25,1501136,104922,21908381,18413124,19,19457,24538,31691,5380228,1837,290608,4152,16.08,100204
26,1573076,121175,9942024,19328226,19,19457,24538,32851,5612036,1837,290608,4152,16.36,100204
27,1646709,124877,10036205,20224727,19,19457,24538,33991,5839574,1837,290608,4152,16.27,100204
28,1719784,128535,10132609,21119151,19,19457,24538,35133,6068728,1837,290608,4152,16.13,100204
29,1791312,131844,10212887,22032676,19,19457,24538,36197,6299341,1837,290608,4152,16.12,100204
30,1863161,135369,10306366,22924875,19,19457,24538,37360,6527311,1837,290608,4152,16.09,100204
31,1936838,138653,10389792,23835512,19,19457,24538,38371,6761882,1837,290608,4152,16.37,100204
32,2007323,142312,10508004,24711443,19,19457,24538,39520,6987032,1837,290608,4152,15.71,100204
33,2074756,145848,10630264,25585893,19,19457,24538,40640,7204396,1837,290608,4152,15.12,100204
34,2144759,149644,10750871,26465100,19,19457,24538,41769,7425125,1837,290608,4152,15.81,100204
35,2217055,153209,10833336,27369243,19,19457,24538,42873,7655075,1837,290608,4152,16.21,100204
36,2289027,156683,10929580,28253485,19,19457,24538,43990,7881975,1837,290608,4152,15.84,100204
37,2359372,160142,11019526,29162531,19,19457,24538,45044,8104870,1837,290608,4152,15.82,100204
38,2431634,163812,11117844,30058847,19,19457,24538,46186,8334766,1837,290608,4152,16.10,100204
39,2500057,167084,32120275,30920634,19,19457,24538,47316,8555803,1837,290608,4152,15.33,100204
40,2574409,170537,11342866,31815506,19,19457,24538,48502,8784193,1837,290608,4152,16.21,100204
41,2647405,174423,11434161,32749992,19,19457,24538,49638,9016078,1837,290608,4152,16.26,100204
42,2718161,178201,11540508,33638066,19,19457,24538,50833,9243191,1837,290608,4152,15.93,100204
43,2788261,181715,11665624,34505612,19,19457,24538,51900,9464219,1837,290608,4152,15.51,100204
44,2855934,187468,11768236,35394947,19,19457,24538,53012,9685117,1837,290608,4152,15.41,100204
45,2929854,193246,11858997,36295848,19,19457,24538,54148,9921120,1837,290608,4152,16.58,100204
46,3002172,196482,11936375,37201289,19,19457,24538,55083,10151858,1837,290608,4152,16.31,100204
47,3074060,200086,12022257,38104212,19,19457,24538,56124,10381860,1837,290608,4152,16.21,100204
48,3141712,203785,12139776,38982703,19,19457,24538,57291,10601487,1837,290608,4152,15.11,100204
49,3214541,210291,12221274,39897699,19,19457,24538,58466,10835376,1837,290608,4152,16.44,100204
50,3285058,213495,12321181,40795259,19,19457,24538,59516,11063873,1837,290608,4152,16.09,100204
51,3354786,217005,12431409,41671422,19,19457,24538,60606,11286920,1837,290608,4152,15.72,100204
52,3426900,221057,12507883,42599670,19,19457,24538,61674,11515022,1837,290608,4152,16.16,100204
53,3498278,224066,12609289,43488225,19,19457,24538,62791,11739633,1837,290608,4152,15.90,100204
54,3568850,227852,12710647,44378373,19,19457,24538,63826,11967568,1837,290608,4152,15.99,100204
55,3643629,230962,12779998,45308411,19,19457,24538,65035,12203934,1837,290608,4152,16.77,100204
56,3714566,234572,44522177,46208117,19,19457,24538,66199,12429829,1837,290608,4152,15.73,100204
57,3785833,249388,12994734,47087953,19,19457,24538,67316,12653162,1837,290608,4152,15.74,100204
58,3853088,253495,13159596,47918492,19,19457,24538,68299,12862210,1837,290608,4152,14.77,100204
59,3924154,256455,46736666,48815512,19,19457,24538,69432,13090145,1837,290608,4152,16.10,100204
60,3993728,259963,13358882,49709876,19,19457,24538,70565,13314356,1837,290608,4152,15.45,100204
61,4064540,263718,13449879,50608599,19,19457,24538,71680,13540422,1837,290608,4152,16.16,100204
62,4136085,267046,48932986,51495173,19,19457,24538,72892,13764215,1837,290608,4152,15.86,100204
63,4206680,270681,13671277,52379683,19,19457,24538,74074,13991668,1837,290608,4152,15.80,100204
64,4274362,273486,13764824,53275170,19,19457,24538,75259,14215746,1837,290608,4152,15.53,100204
65,4345586,277095,13870207,54155588,19,19457,24538,76279,14438931,1837,290608,4152,15.83,100204
66,4415207,280372,13998090,55022038,19,19457,24538,77401,14660143,1837,290608,4152,15.46,100204
67,4485966,283991,14105421,55910854,19,19457,24538,78687,14885835,1837,290608,4152,15.95,100204
68,4554331,287657,14203402,56808885,19,19457,24538,79896,15109909,1837,290608,4152,15.56,100204
69,4625683,290737,14313513,57694922,19,19457,24538,81033,15335698,1837,290608,4152,15.98,100204
70,4699314,294434,14416913,58591183,19,19457,24538,82101,15562286,1837,290608,4152,16.17,100204
71,4772585,298247,14505132,59498036,19,19457,24538,83282,15793265,1837,290608,4152,16.37,100204
72,4842028,301601,56245270,60391885,19,19457,24538,84388,16015461,1837,290608,4152,15.45,100204
73,4911775,305364,14700165,61282119,19,19457,24538,85434,16244543,1837,290608,4152,16.10,100204
74,4984457,308514,14790893,62183595,19,19457,24538,86630,16474615,1837,290608,4152,16.18,100204
75,5056545,311831,14881200,63092827,19,19457,24538,87900,16705554,1837,290608,4152,16.35,100204
76,5128295,315575,14956659,64014989,19,19457,24538,89146,16932084,1837,290608,4152,16.03,100204
77,5200543,319212,15060995,64907566,19,19457,24538,90469,17160637,1837,290608,4152,16.02,100204
78,5271633,322559,15165850,65794270,19,19457,24538,91787,17384521,1837,290608,4152,15.96,100204
79,5344504,325759,61334271,66674859,19,19457,24538,93092,17604887,1837,290608,4152,15.90,100204
80,5412648,328965,15405575,67531780,19,19457,24538,94369,17815345,1837,290608,4152,14.98,100204
81,5485241,332733,15501917,68427714,19,19457,24538,95643,18041244,1837,290608,4152,16.08,100204
82,5559105,335826,15579492,69342187,19,19457,24538,96774,18270459,1837,290608,4152,16.52,100204
83,5630414,339890,15694302,70223185,19,19457,24538,97999,18495010,1837,290608,4152,15.78,100204
84,5698739,343010,64989497,71111750,19,19457,24538,99221,18718493,1837,290608,4152,15.39,100204
85,5769645,346135,15902581,71994638,19,19457,24538,100530,18944840,1837,290608,4152,15.90,100204
86,5839254,349469,16015990,72875718,19,19457,24538,101744,19167115,1837,290608,4152,15.85,100204
87,5910918,353145,16113708,73773113,19,19457,24538,103020,19398003,1837,290608,4152,16.12,100204
88,5982263,356723,67909636,74672701,19,19457,24538,104328,19622256,1837,290608,4152,15.78,100204
89,6053593,359937,16306047,75566450,19,19457,24538,105599,19850654,1837,290608,4152,16.18,100204
90,6126839,363223,16401576,76461705,19,19457,24538,106744,20080689,1837,290608,4152,16.28,100204
91,6200555,367014,16477442,77375237,19,19457,24538,108024,20316814,1837,290608,4152,16.68,100204
92,6268897,370628,16590663,78258431,19,19457,24538,109268,20540303,1837,290608,4152,15.48,100204
93,6340949,373558,16684865,79152373,19,19457,24538,110503,20768984,1837,290608,4152,16.05,100204
94,6413465,376947,16764524,80053847,19,19457,24538,111793,20999755,1837,290608,4152,16.28,100204
95,6485181,380188,16871481,80945984,19,19457,24538,113051,21227509,1837,290608,4152,16.02,100204
96,6553911,384021,16955633,81857098,19,19457,24538,114328,21452396,1837,290608,4152,15.72,100204
97,6627950,387405,17036774,82764247,19,19457,24538,115461,21681025,1837,290608,4152,16.23,100204
98,6698099,391252,17138940,83660248,19,19457,24538,116672,21910128,1837,290608,4152,16.00,100204
99,6771482,394802,17205459,84588353,19,19457,24538,117905,22142707,1837,290608,4152,16.67,100204
100,6841197,398237,17287907,85492919,19,19457,24538,119202,22367406,1837,290608,4152,15.59,100204
101,6910023,402070,17397816,86375978,19,19457,24538,120485,22591962,1837,290608,4152,15.74,100204
102,6984125,404825,17469813,87285473,19,19457,24538,121748,22822278,1837,290608,4152,16.32,100204
