period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,466,329,4337112,9036,19,19520,24520,3486,710716,1882,206992,4152,0.01,98093
1,4552,11735,4506386,12661,19,19520,24520,4717,723381,1882,206992,4152,0.00,98093
2,4552,14344,5492839,13516,19,19520,24520,5922,735507,1882,206992,4152,0.00,98093
3,126766,16937,6182316,269392,19,19520,24520,7048,972886,1882,206992,4152,16.44,98093
4,238832,24966,6882371,540944,19,19520,24520,8225,1207457,1882,206992,4152,16.25,98093
5,349581,33256,7585775,965151,19,19520,24520,9542,1446483,1882,206992,4152,17.34,98093
6,458640,36233,8816060,1408848,19,19520,24520,10817,1684302,1882,206992,4152,16.33,98093
7,568222,39160,8982369,1823718,19,19520,24520,11892,1918401,1882,206992,4152,16.55,98093
8,672469,42709,9895639,2262506,19,19520,24520,13086,2153821,1882,206992,4152,16.70,98093
9,783561,45734,10371189,2686534,19,19520,24520,14245,2393166,1882,206992,4152,16.69,98093
10,843143,53103,11185083,3398566,19,19520,24520,15808,2540864,1882,206992,4152,8.99,98093
11,955710,64260,11967240,3969859,19,19520,24520,17560,2778065,1882,206992,4152,16.27,98093
12,1099811,66452,12583750,4344177,19,19520,24520,18911,3067213,1882,206992,4152,20.58,98093
13,1243934,69728,12324465,4743246,19,19520,24520,19957,3362009,1882,206992,4152,21.29,98093
14,1361726,72517,13888884,4983775,19,19520,24520,21084,3604671,1882,206992,4152,17.29,98093
15,1475033,75045,14592059,5212888,19,19520,24520,22164,3834940,1882,206992,4152,16.23,98093
16,1591744,78467,14498603,5445453,19,19520,24520,23284,4067361,1882,206992,4152,16.65,98093
17,1635490,81422,16157511,5538087,19,19520,24520,24719,4169580,1882,206992,4152,6.37,98093
18,1770223,84936,16084208,5808921,19,19520,24520,26173,4438352,1882,206992,4152,19.06,98093
19,1915724,88214,17418988,6096734,19,19520,24520,27349,4722790,1882,206992,4152,20.61,98093
20,2054837,92211,17414680,6376017,19,19520,24520,28597,5001536,1882,206992,4152,20.12,98093
21,2168160,95036,18749662,6609592,19,19520,24520,29801,5236797,1882,206992,4152,16.45,98093
22,2282911,98555,19447222,6839921,19,19520,24520,31072,5466709,1882,206992,4152,16.41,98093
23,2400376,101121,19603975,7076066,19,19520,24520,32099,5702242,1882,206992,4152,16.81,98093
24,2515207,104147,20832798,7307942,19,19520,24520,33426,5934450,1882,206992,4152,16.38,98093
25,2629614,107680,21065784,7538091,19,19520,24520,34802,6163925,1882,206992,4152,16.43,98093
26,2745797,110164,21786056,7771359,19,19520,24520,35829,6402191,1882,206992,4152,16.64,98093
27,2860566,112453,22923323,8002317,19,19520,24520,37096,6633576,1882,206992,4152,16.45,98093
28,2974156,116624,23627974,8229727,19,19520,24520,38237,6861050,1882,206992,4152,16.17,98093
29,3092112,119960,23979453,8467293,19,19520,24520,39555,7097071,1882,206992,4152,17.21,98093
30,3206877,122715,25024943,8697360,19,19520,24520,40743,7327171,1882,206992,4152,16.22,98093
31,3321773,125905,25722508,8926883,19,19520,24520,41860,7557309,1882,206992,4152,16.55,98093
32,3438206,128436,26170754,9161241,19,19520,24520,43115,7792646,1882,206992,4152,16.51,98093
33,3553651,131453,27110797,9394840,19,19520,24520,44254,8024607,1882,206992,4152,16.54,98093
34,3668956,134640,27806469,9625223,19,19520,24520,45536,8252258,1882,206992,4152,16.28,98093
35,3787301,138219,28353585,9861850,19,19520,24520,46773,8487691,1882,206992,4152,16.81,98093
36,3901425,140993,29077841,10095797,19,19520,24520,48030,8723052,1882,206992,4152,16.52,98093
37,4014373,143841,29882830,10321652,19,19520,24520,49306,8950150,1882,206992,4152,16.08,98093
38,4131070,147015,30573556,10556507,19,19520,24520,50586,9184758,1882,206992,4152,16.79,98093
39,4248637,149858,31263885,10790629,19,19520,24520,51745,9417821,1882,206992,4152,16.73,98093
