period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,330,632,4347770,9002,18,19515,24515,3612,701742,1881,206992,4152,0.01,99289
1,4339,11845,4531648,12300,18,19515,24515,4916,713566,1881,206992,4152,0.00,99289
2,4339,14349,5518163,13377,18,19515,24515,6137,727653,1881,206992,4152,0.00,99289
3,128186,17057,6208623,268712,18,19515,24515,7246,965109,1881,206992,4152,16.70,99289
4,242219,20256,6902994,499453,18,19515,24515,8521,1195729,1881,206992,4152,16.71,99289
5,355333,23266,7602494,806188,18,19515,24515,9817,1426418,1881,206992,4152,16.21,99289
6,469327,26376,9120540,1090331,18,19515,24515,11001,1659789,1881,206992,4152,16.70,99289
7,482615,34249,9235125,1543649,18,19515,24515,12831,1716361,1881,206992,4152,2.07,99289
8,484624,45281,10208811,1806750,18,19515,24515,14956,1746145,1881,206992,4152,0.30,99289
9,486113,48078,11181168,1813298,18,19515,24515,16660,1767961,1881,206992,4152,0.19,99289
10,571641,51123,12263106,1983508,18,19515,24515,18002,1944411,1881,206992,4152,12.09,99289
11,733622,54082,12528614,2306876,18,19515,24515,19182,2262612,1881,206992,4152,23.45,99289
12,895541,56603,13104234,2636131,18,19515,24515,20465,2588435,1881,206992,4152,23.58,99289
13,1059320,59180,13677730,2961294,18,19515,24515,21748,2912352,1881,206992,4152,23.74,99289
14,1218089,61818,14258527,3279477,18,19515,24515,23033,3227927,1881,206992,4152,23.09,99289
15,1365493,64480,15404964,3579578,18,19515,24515,24329,3527432,1881,206992,4152,21.65,99289
16,1520216,67419,15459055,3890399,18,19515,24515,25627,3836557,1881,206992,4152,22.20,99289
17,1676077,70165,16046878,4206443,18,19515,24515,26988,4150978,1881,206992,4152,22.97,99289
18,1824756,73255,16648682,4506931,18,19515,24515,28312,4451479,1881,206992,4152,21.88,99289
19,1952523,75660,17311856,4764357,18,19515,24515,29477,4708194,1881,206992,4152,18.27,99289
20,2066972,81713,18009009,4993239,18,19515,24515,30604,4941050,1881,206992,4152,16.44,99289
21,2182287,84913,18703626,5224198,18,19515,24515,31804,5173952,1881,206992,4152,16.71,99289
22,2298109,87412,19401081,5455529,18,19515,24515,32919,5406438,1881,206992,4152,16.46,99289
23,2409954,90866,20105352,5679838,18,19515,24515,34205,5632699,1881,206992,4152,16.35,99289
24,2512741,93675,20823200,5889934,18,19515,24515,35609,5846690,1881,206992,4152,14.86,99289
25,2639778,96882,21485995,6145690,18,19515,24515,36820,6102834,1881,206992,4152,18.39,99289
26,2753801,100082,22186363,6370765,18,19515,24515,38050,6329362,1881,206992,4152,16.17,99289
27,2870606,103276,22875960,6606051,18,19515,24515,39258,6562876,1881,206992,4152,16.73,99289
28,2985370,106120,23567499,6839423,18,19515,24515,40505,6797396,1881,206992,4152,16.67,99289
29,3097759,108900,24268315,7065015,18,19515,24515,41775,7024166,1881,206992,4152,16.20,99289
30,3211216,112131,26075213,7295152,18,19515,24515,42995,7254819,1881,206992,4152,16.72,99289
31,3327344,115081,25664556,7530450,18,19515,24515,44157,7487223,1881,206992,4152,16.65,99289
32,3441111,117696,26367113,7756569,18,19515,24515,45298,7715155,1881,206992,4152,16.22,99289
33,3555719,120887,27063265,7986716,18,19515,24515,46413,7946194,1881,206992,4152,16.70,99289
34,3672042,123851,27756989,8219821,18,19515,24515,47687,8180597,1881,206992,4152,16.63,99289
35,3785201,126960,28460840,8445570,18,19515,24515,48766,8408069,1881,206992,4152,16.28,99289
36,3900370,130312,30458477,8674999,18,19515,24515,49956,8640055,1881,206992,4152,16.69,99289
37,4017011,133407,31188003,8908165,18,19515,24515,51308,8871167,1881,206992,4152,16.68,99289
38,4132153,136376,30557868,9136787,18,19515,24515,52610,9100396,1881,206992,4152,16.23,99289
39,4246876,140115,31256110,9366650,18,19515,24515,53780,9329827,1881,206992,4152,16.46,99289
40,4364290,143122,31951609,9603672,18,19515,24515,55151,9566082,1881,206992,4152,16.70,99289
41,4479727,145935,32649630,9831482,18,19515,24515,56260,9795252,1881,206992,4152,16.18,99289
42,4593322,149234,34836178,10060934,18,19515,24515,57482,10026929,1881,206992,4152,16.69,99289
43,4710124,152465,34045608,10293303,18,19515,24515,58682,10260860,1881,206992,4152,16.58,99289
44,4821801,155480,34741164,10520758,18,19515,24515,59929,10488960,1881,206992,4152,16.31,99289
45,4936698,158804,35435507,10752163,18,19515,24515,61215,10722215,1881,206992,4152,16.55,99289
46,5051113,161791,36133946,10980958,18,19515,24515,62307,10953096,1881,206992,4152,16.82,99289
47,5168196,164510,36832851,11212617,18,19515,24515,63530,11184341,1881,206992,4152,16.23,99289
48,5282950,167703,39229880,11442794,18,19515,24515,64759,11415368,1881,206992,4152,16.56,99289
49,5399869,170734,38226218,11678573,18,19515,24515,65993,11651235,1881,206992,4152,16.68,99289
50,5510717,173238,38931907,11902525,18,19515,24515,67236,11877583,1881,206992,4152,16.17,99289
51,5626870,176755,41416870,12137090,18,19515,24515,68417,12110820,1881,206992,4152,16.71,99289
52,5742317,179426,40321369,12368289,18,19515,24515,69611,12340965,1881,206992,4152,16.68,99289
53,5854888,182376,41028092,12594832,18,19515,24515,70735,12567292,1881,206992,4152,16.21,99289
54,5968578,185558,41724348,12824286,18,19515,24515,71893,12796761,1881,206992,4152,16.70,99289
55,6084536,188426,44345689,13060559,18,19515,24515,73158,13032690,1881,206992,4152,16.69,99289
56,6199501,191053,43118255,13289315,18,19515,24515,74439,13260917,1881,206992,4152,16.22,99289
57,6313512,194480,45813651,13521173,18,19515,24515,75508,13493986,1881,206992,4152,16.65,99289
58,6428681,197528,46541546,13755178,18,19515,24515,76847,13731162,1881,206992,4152,16.74,99289
59,6543487,199667,45204248,13982573,18,19515,24515,78061,13958828,1881,206992,4152,16.21,99289
60,6659489,203220,45894414,14216747,18,19515,24515,79505,14193613,1881,206992,4152,16.70,99289
61,6776157,206148,46593837,14451018,18,19515,24515,80730,14426430,1881,206992,4152,16.58,99289
62,6888913,208758,47301600,14675360,18,19515,24515,81847,14650534,1881,206992,4152,16.20,99289
63,7000837,211949,48000480,14903205,18,19515,24515,83062,14880936,1881,206992,4152,16.69,99289
64,7119096,214602,48698281,15137967,18,19515,24515,84225,15117279,1881,206992,4152,16.61,99289
65,7230701,217121,49396549,15363835,18,19515,24515,85473,15346115,1881,206992,4152,16.29,99289
66,7343922,220312,50094777,15592807,18,19515,24515,86713,15574795,1881,206992,4152,16.41,99289
67,7461959,223415,53118420,15828455,18,19515,24515,87778,15810374,1881,206992,4152,17.01,99289
68,7576539,225675,51490917,16055291,18,19515,24515,88895,16039645,1881,206992,4152,16.18,99289
69,7692031,228864,52186643,16285928,18,19515,24515,90047,16270845,1881,206992,4152,16.41,99289
70,7809108,231915,52884275,16518066,18,19515,24515,91162,16504216,1881,206992,4152,16.74,99289
71,7924918,234184,53584373,16748219,18,19515,24515,92290,16734463,1881,206992,4152,16.45,99289
72,8039972,237509,56752662,16976637,18,19515,24515,93351,16963233,1881,206992,4152,16.36,99289
73,8156741,240537,57475830,17212099,18,19515,24515,94502,17197801,1881,206992,4152,16.77,99289
74,8274517,243628,55677205,17442109,18,19515,24515,95532,17429071,1881,206992,4152,16.47,99289
75,8386433,246852,56373874,17671048,18,19515,24515,96821,17657539,1881,206992,4152,16.18,99289
76,8502725,249544,57067519,17904088,18,19515,24515,98100,17893255,1881,206992,4152,16.52,99289
77,8619348,252838,57762429,18137634,18,19515,24515,99235,18127151,1881,206992,4152,16.71,99289
78,8731097,256205,58461455,18365678,18,19515,24515,100480,18356335,1881,206992,4152,16.17,99289
79,8846469,261023,59155766,18598242,18,19515,24515,101733,18589640,1881,206992,4152,16.87,99289
80,8962367,263655,59853619,18831404,18,19515,24515,102902,18823192,1881,206992,4152,16.56,99289
81,9076169,266937,60559746,19054760,18,19515,24515,104029,19049108,1881,206992,4152,16.17,99289
82,9194786,270398,64043761,19289397,18,19515,24515,105332,19284812,1881,206992,4152,16.91,99289
83,9309236,273509,64769708,19520074,18,19515,24515,106366,19516341,1881,206992,4152,16.52,99289
84,9420997,276521,62653048,19746668,18,19515,24515,107507,19745693,1881,206992,4152,16.17,99289
85,9537493,279788,66229265,19978239,18,19515,24515,108775,19979887,1881,206992,4152,16.69,99289
86,9653970,283216,64047044,20211287,18,19515,24515,109774,20214654,1881,206992,4152,16.73,99289
87,9766979,286182,64753224,20437345,18,19515,24515,111010,20438667,1881,206992,4152,16.17,99289
88,9882783,289434,65447455,20669285,18,19515,24515,112220,20672594,1881,206992,4152,16.71,99289
89,10000362,295496,66144736,20904191,18,19515,24515,113431,20908096,1881,206992,4152,16.72,99289
90,10113473,298783,66851691,21128916,18,19515,24515,114438,21133999,1881,206992,4152,16.17,99289
91,10230960,302307,67541141,21362366,18,19515,24515,115661,21369598,1881,206992,4152,16.73,99289
92,10347445,305680,68235080,21594581,18,19515,24515,116920,21603124,1881,206992,4152,16.61,99289
93,10460966,307919,68935127,21822297,18,19515,24515,117986,21833392,1881,206992,4152,16.26,99289
94,10574065,311297,72778918,22052294,18,19515,24515,119108,22065096,1881,206992,4152,16.71,99289
95,10689506,314239,70335499,22282843,18,19515,24515,120215,22297856,1881,206992,4152,16.67,99289
96,10802384,316970,71035620,22513792,18,19515,24515,121388,22532621,1881,206992,4152,16.20,99289
97,10917668,320408,71735946,22742560,18,19515,24515,122477,22762937,1881,206992,4152,16.45,99289
98,11035162,323868,72425227,22976659,18,19515,24515,123655,22997701,1881,206992,4152,16.74,99289
99,11149718,328518,73123801,23205528,18,19515,24515,124920,23229398,1881,206992,4152,16.41,99289
100,11263860,331979,73819550,23435143,18,19515,24515,126170,23460560,1881,206992,4152,16.41,99289
101,11379352,335219,74513943,23666542,18,19515,24515,127305,23693252,1881,206992,4152,16.70,99289
102,11493903,338662,75212550,23896697,18,19515,24515,128365,23924625,1881,206992,4152,16.49,99289
103,11607877,342129,75912096,24125407,18,19515,24515,129419,24153921,1881,206992,4152,16.44,99289
104,11724510,344866,76609404,24359306,18,19515,24515,130610,24388091,1881,206992,4152,16.45,99289
105,11841192,348274,77306068,24590848,18,19515,24515,131767,24622380,1881,206992,4152,16.52,99289
106,11954969,351732,78005487,24818911,18,19515,24515,132968,24851649,1881,206992,4152,16.36,99289
107,12071343,354602,82255246,25052781,18,19515,24515,134303,25086933,1881,206992,4152,16.90,99289
108,12187279,357177,79403505,25284278,18,19515,24515,135425,25316531,1881,206992,4152,16.34,99289
109,12299497,360630,80100001,25510587,18,19515,24515,136588,25545366,1881,206992,4152,16.36,99289
110,12415469,364080,80789703,25742486,18,19515,24515,137892,25778894,1881,206992,4152,16.70,99289
111,12526552,366880,85187913,25969235,18,19515,24515,139198,26007609,1881,206992,4152,16.17,99289
112,12642747,370362,85912363,26201998,18,19515,24515,140382,26239839,1881,206992,4152,16.64,99289
113,12758062,373554,82891488,26433589,18,19515,24515,141584,26471697,1881,206992,4152,16.81,99289
114,12875974,376136,83586848,26666970,18,19515,24515,142601,26706315,1881,206992,4152,16.52,99289
115,12989282,379581,84289480,26892262,18,19515,24515,143900,26933570,1881,206992,4152,16.17,99289
116,13107017,382831,84990281,27127758,18,19515,24515,145076,27169941,1881,206992,4152,16.71,99289
117,13222070,385645,85687319,27360852,18,19515,24515,146224,27402894,1881,206992,4152,16.45,99289
118,13332997,388864,86390299,27586061,18,19515,24515,147428,27628821,1881,206992,4152,16.17,99289
119,13448400,392380,87086507,27818196,18,19515,24515,148530,27862389,1881,206992,4152,16.90,99289
120,13564068,395014,87787318,28050339,18,19515,24515,149518,28094315,1881,206992,4152,16.53,99289
121,13678355,399196,88491468,28276037,18,19515,24515,150550,28322858,1881,206992,4152,16.18,99289
122,13794797,401794,89190540,28508541,18,19515,24515,151691,28556026,1881,206992,4152,16.71,99289
123,13910324,405246,89884789,28741489,18,19515,24515,152945,28790710,1881,206992,4152,16.56,99289
124,14024718,408708,90587209,28968795,18,19515,24515,154042,29019713,1881,206992,4152,16.33,99289
125,14140552,412156,91282857,29201758,18,19515,24515,155196,29253596,1881,206992,4152,16.68,99289
126,14255638,415918,96086785,29435375,18,19515,24515,156345,29488097,1881,206992,4152,16.75,99289
127,14371306,418750,92684980,29661005,18,19515,24515,157475,29715317,1881,206992,4152,16.18,99289
128,14486126,422469,93379406,29890633,18,19515,24515,158733,29945568,1881,206992,4152,16.68,99289
129,14601425,425184,98277727,30125377,18,19515,24515,159799,30183382,1881,206992,4152,16.71,99289
130,14713604,428016,94769495,30352071,18,19515,24515,161063,30412749,1881,206992,4152,16.18,99289
131,14829084,431913,99746168,30584621,18,19515,24515,162296,30644872,1881,206992,4152,16.65,99289
132,14944802,434577,96165263,30816442,18,19515,24515,163444,30881008,1881,206992,4152,16.44,99289
133,15059378,438032,96867987,31044998,18,19515,24515,164602,31109666,1881,206992,4152,16.45,99289
134,15173338,441759,97568620,31275823,18,19515,24515,165714,31340950,1881,206992,4152,16.71,99289
135,15290609,444600,98262723,31509680,18,19515,24515,166877,31574531,1881,206992,4152,16.70,99289
136,15405640,447143,98967291,31737414,18,19515,24515,168013,31802676,1881,206992,4152,16.19,99289
137,15520543,450807,104112220,31967498,18,19515,24515,169163,32034233,1881,206992,4152,16.55,99289
138,15636953,453758,100356355,32202489,18,19515,24515,170453,32271306,1881,206992,4152,16.57,99289
139,15751673,457049,101055051,32431743,18,19515,24515,171641,32500235,1881,206992,4152,16.34,99289
140,15866203,460698,101755247,32662794,18,19515,24515,172644,32729526,1881,206992,4152,16.71,99289
141,15982054,463682,102454429,32895706,18,19515,24515,173872,32963097,1881,206992,4152,16.56,99289
142,16097478,466545,103155366,33123962,18,19515,24515,175139,33192843,1881,206992,4152,16.32,99289
143,16212195,469999,103854299,33353954,18,19515,24515,176333,33422343,1881,206992,4152,16.51,99289
144,16327866,473348,109219539,33588775,18,19515,24515,177580,33659243,1881,206992,4152,16.77,99289
145,16439880,476623,105254057,33815895,18,19515,24515,178741,33884887,1881,206992,4152,16.32,99289
146,16552068,480068,105957581,34042447,18,19515,24515,179776,34112346,1881,206992,4152,16.55,99289
147,16670232,482959,111407380,34279378,18,19515,24515,180869,34349776,1881,206992,4152,16.78,99289
148,16784146,485736,107353381,34505432,18,19515,24515,182020,34578705,1881,206992,4152,16.17,99289
149,16898183,489172,108057414,34731281,18,19515,24515,183280,34804956,1881,206992,4152,16.17,99289
150,17016728,492261,113593160,34969859,18,19515,24515,184517,35044002,1881,206992,4152,17.11,99289
151,17132360,495523,109447638,35197768,18,19515,24515,185666,35273833,1881,206992,4152,16.32,99289
152,17248363,499655,110143184,35428790,18,19515,24515,186724,35506343,1881,206992,4152,16.71,99289
153,17361662,502106,110839527,35659160,18,19515,24515,187950,35738711,1881,206992,4152,16.35,99289
154,17474826,504784,111544559,35888594,18,19515,24515,189182,35969049,1881,206992,4152,16.36,99289
155,17587096,508254,112242230,36115312,18,19515,24515,190434,36197311,1881,206992,4152,16.36,99289
156,17704217,511815,112935712,36350914,18,19515,24515,191595,36433969,1881,206992,4152,16.91,99289
157,17820825,514618,113634999,36581267,18,19515,24515,192840,36662816,1881,206992,4152,16.18,99289
158,17935958,518342,114336403,36811359,18,19515,24515,193969,36893007,1881,206992,4152,16.70,99289
159,18053069,520940,120163011,37046077,18,19515,24515,195144,37126928,1881,206992,4152,16.56,99289
160,18167539,524215,115734376,37273963,18,19515,24515,196308,37355206,1881,206992,4152,16.34,99289
161,18283987,527712,121625054,37505460,18,19515,24515,197448,37584362,1881,206992,4152,16.71,99289
162,18400277,530541,117129951,37740322,18,19515,24515,198593,37818751,1881,206992,4152,16.71,99289
163,18513016,533415,117832910,37964659,18,19515,24515,199792,38045591,1881,206992,4152,16.18,99289
