period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,481,339,4346546,9525,19,19510,24526,3664,703535,1882,206992,4152,0.01,99275
1,3704,11595,4523386,12314,19,19510,24526,4897,714683,1882,206992,4152,0.00,99275
2,3704,14202,5508368,13836,19,19510,24526,6226,728097,1882,206992,4152,0.00,99275
3,22580,16788,6444946,72892,19,19510,24526,7885,776741,1882,206992,4152,2.07,99275
4,111197,19609,7209192,271977,19,19510,24526,9269,958146,1882,206992,4152,12.37,99275
5,112948,27252,8184139,384937,19,19510,24526,11049,984140,1882,206992,4152,0.20,99275
6,192431,29842,8952680,682814,19,19510,24526,12355,1160450,1882,206992,4152,12.01,99275
7,271633,32291,9718280,933007,19,19510,24526,14093,1342093,1882,206992,4152,12.04,99275
8,272694,40560,10690546,1055559,19,19510,24526,15800,1366262,1882,206992,4152,0.16,99275
9,407097,51217,11338970,1456842,19,19510,24526,17042,1643216,1882,206992,4152,19.91,99275
10,412621,54108,12301044,1609149,19,19510,24526,18568,1676538,1882,206992,4152,0.99,99275
11,492549,57142,13075358,1879488,19,19510,24526,20051,1848129,1882,206992,4152,11.76,99275
12,538679,59583,13933511,2115502,19,19510,24526,21475,1963857,1882,206992,4152,6.99,99275
13,539514,62672,14907437,2265345,19,19510,24526,23168,1985830,1882,206992,4152,0.11,99275
14,554723,70891,15832127,2946556,19,19510,24526,24994,2051494,1882,206992,4152,2.51,99275
15,660804,81329,16552326,3314706,19,19510,24526,26498,2275609,1882,206992,4152,15.38,99275
16,729911,84478,17364240,3550824,19,19510,24526,27949,2420442,1882,206992,4152,9.64,99275
17,824789,87938,17277996,3922511,19,19510,24526,29643,2632743,1882,206992,4152,14.25,99275
18,903390,90896,18876867,4082902,19,19510,24526,31161,2801060,1882,206992,4152,11.49,99275
19,940308,94123,19758758,4165255,19,19510,24526,32685,2893885,1882,206992,4152,5.52,99275
20,994519,96697,20602147,4274642,19,19510,24526,34111,3011508,1882,206992,4152,7.53,99275
21,1062493,99557,21409012,4416843,19,19510,24526,35752,3161171,1882,206992,4152,9.91,99275
22,1142618,102698,22185278,4578745,19,19510,24526,37120,3331480,1882,206992,4152,11.49,99275
23,1153829,105920,23126253,4610300,19,19510,24526,38975,3379602,1882,206992,4152,2.01,99275
24,1250350,109265,23865240,4805608,19,19510,24526,40429,3578452,1882,206992,4152,13.95,99275
25,1268571,112337,24792341,4850518,19,19510,24526,42242,3637467,1882,206992,4152,2.93,99275
26,1312102,115482,25666746,4934784,19,19510,24526,43730,3732786,1882,206992,4152,5.86,99275
27,1410486,118072,26397255,5128542,19,19510,24526,45420,3938290,1882,206992,4152,14.14,99275
28,1411910,121306,27370954,5135682,19,19510,24526,47118,3960027,1882,206992,4152,0.19,99275
29,1547836,124447,28014349,5401108,19,19510,24526,48515,4229973,1882,206992,4152,19.06,99275
30,1598800,127673,28858015,5511471,19,19510,24526,50111,4350272,1882,206992,4152,7.63,99275
31,1638406,130819,29724675,5603786,19,19510,24526,51913,4455770,1882,206992,4152,6.34,99275
32,1700765,134009,30548427,5729412,19,19510,24526,53649,4590657,1882,206992,4152,8.66,99275
33,1746792,136999,31409517,5830502,19,19510,24526,55100,4700303,1882,206992,4152,7.09,99275
34,1821581,140266,32207893,5978867,19,19510,24526,56489,4855310,1882,206992,4152,10.63,99275
35,1841291,143127,33133902,6026645,19,19510,24526,58040,4917486,1882,206992,4152,3.05,99275
36,1907635,145669,33753650,6157958,19,19510,24526,59553,5055890,1882,206992,4152,9.26,99275
37,1973944,148743,34761058,6295753,19,19510,24526,60978,5202244,1882,206992,4152,9.75,99275
38,2055640,151881,35531567,6462164,19,19510,24526,62499,5373057,1882,206992,4152,11.62,99275
39,2066372,154945,36471677,6494475,19,19510,24526,64439,5422409,1882,206992,4152,2.03,99275
40,2158458,158098,37212015,6683303,19,19510,24526,65933,5618263,1882,206992,4152,13.49,99275
41,2159988,160743,38184766,6690666,19,19510,24526,67774,5641238,1882,206992,4152,0.19,99275
42,2254827,163884,38931053,6878019,19,19510,24526,68976,5831583,1882,206992,4152,13.54,99275
43,2327900,166901,39725283,7031135,19,19510,24526,70590,5992903,1882,206992,4152,10.76,99275
44,2390402,170343,40630096,7163098,19,19510,24526,72154,6138293,1882,206992,4152,9.38,99275
45,2392046,173071,41624917,7171556,19,19510,24526,73998,6162995,1882,206992,4152,0.33,99275
46,2463015,179646,42326135,7305720,19,19510,24526,75616,6307196,1882,206992,4152,9.66,99275
47,2548058,182546,43087685,7475326,19,19510,24526,77169,6488855,1882,206992,4152,12.47,99275
48,2549485,185772,44061899,7482046,19,19510,24526,78773,6510438,1882,206992,4152,0.19,99275
49,2683314,188903,44707756,7748615,19,19510,24526,80103,6776319,1882,206992,4152,19.08,99275
50,2695141,192127,45651710,7782691,19,19510,24526,81678,6821146,1882,206992,4152,2.03,99275
51,2768245,196041,46458873,7920233,19,19510,24526,83257,6968593,1882,206992,4152,10.19,99275
52,2827924,198494,47286153,8044195,19,19510,24526,84937,7102864,1882,206992,4152,8.76,99275
53,2860100,201629,48557712,8108975,19,19510,24526,86532,7180532,1882,206992,4152,4.34,99275
54,2972827,204732,48891179,8328044,19,19510,24526,87731,7403564,1882,206992,4152,15.96,99275
55,2984942,207928,49833644,8359802,19,19510,24526,89305,7449463,1882,206992,4152,2.04,99275
56,3093248,211076,50554158,8560942,19,19510,24526,90736,7661175,1882,206992,4152,14.81,99275
57,3104945,214306,51498537,8590786,19,19510,24526,92459,7706714,1882,206992,4152,2.06,99275
58,3205423,217450,52241747,8775239,19,19510,24526,93796,7901846,1882,206992,4152,13.68,99275
59,3209617,220676,53199694,8793086,19,19510,24526,95698,7936441,1882,206992,4152,0.98,99275
60,3311843,223818,53928364,8994494,19,19510,24526,97068,8142397,1882,206992,4152,14.50,99275
61,3313432,226829,54905410,9001556,19,19510,24526,98424,8163201,1882,206992,4152,0.20,99275
62,3420121,229974,55624425,9208601,19,19510,24526,99714,8374942,1882,206992,4152,14.94,99275
63,3460061,234278,56503661,9295421,19,19510,24526,101389,8473266,1882,206992,4152,6.20,99275
64,3559984,237157,57243396,9485344,19,19510,24526,102820,8669518,1882,206992,4152,13.73,99275
65,3564307,240372,58200675,9503152,19,19510,24526,104864,8705115,1882,206992,4152,1.02,99275
66,3665531,243530,58933869,9702056,19,19510,24526,106103,8910326,1882,206992,4152,14.48,99275
67,3666978,246737,59909532,9708395,19,19510,24526,107639,8930352,1882,206992,4152,0.18,99275
68,3787102,250059,61446591,9940448,19,19510,24526,108956,9169852,1882,206992,4152,16.77,99275
69,3800976,253145,61539141,9972839,19,19510,24526,110507,9215424,1882,206992,4152,2.15,99275
70,3881345,256505,62326182,10126719,19,19510,24526,111824,9377796,1882,206992,4152,11.10,99275
71,3933759,259308,63171990,10236531,19,19510,24526,113480,9498658,1882,206992,4152,7.86,99275
72,3976097,262636,65015600,10319135,19,19510,24526,115130,9595028,1882,206992,4152,5.82,99275
73,4051223,265613,64842308,10471033,19,19510,24526,116663,9755285,1882,206992,4152,11.02,99275
