period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,413,279,4343186,9769,18,19457,24018,3634,702398,1837,290608,4152,0.02,98682
1,4411,11677,4521881,13107,18,19457,24018,4935,714895,1837,290608,4152,0.00,98682
2,4411,14291,5507358,14220,18,19457,24018,6217,727770,1837,290608,4152,0.00,98682
3,16066,16877,6448755,145332,18,19457,24018,7875,774591,1837,290608,4152,1.96,98682
4,31312,19783,7371827,379380,18,19457,24018,9216,838431,1837,290608,4152,3.07,98682
5,91121,36965,8069153,1314620,18,19457,24018,10401,1033082,1837,290608,4152,13.27,98682
6,148320,43663,8154577,2233984,18,19457,24018,11517,1224285,1837,290608,4152,12.85,98682
7,198203,49073,9728444,3051279,18,19457,24018,12695,1387589,1837,290608,4152,10.78,98682
8,233754,63535,8704854,3674490,18,19457,24018,13989,1512036,1837,290608,4152,7.70,98682
9,237276,66883,11551098,4002171,18,19457,24018,15967,1552154,1837,290608,4152,0.88,98682
10,273736,73769,9751150,4641643,18,19457,24018,17461,1686676,1837,290608,4152,8.04,98682
11,334933,82571,13157789,5582051,18,19457,24018,18581,1895156,1837,290608,4152,13.96,98682
12,382212,91954,13977222,6330595,18,19457,24018,19702,2054055,1837,290608,4152,10.35,98682
13,417828,98756,10428687,6980045,18,19457,24018,21052,2196646,1837,290608,4152,8.38,98682
14,459726,109665,10723304,7688861,18,19457,24018,22206,2344746,1837,290608,4152,9.05,98682
15,499449,118568,16501777,8348481,18,19457,24018,23617,2481984,1837,290608,4152,8.58,98682
16,537450,125190,17344791,9033821,18,19457,24018,24882,2620518,1837,290608,4152,8.55,98682
17,573510,128406,18182138,9721400,18,19457,24018,26211,2758951,1837,290608,4152,8.26,98682
18,613549,142868,19023044,10422733,18,19457,24018,27607,2900485,1837,290608,4152,8.44,98682
19,652028,157753,12340354,11131878,18,19457,24018,28872,3040323,1837,290608,4152,8.53,98682
20,691091,160870,20723229,11815739,18,19457,24018,30053,3173832,1837,290608,4152,8.26,98682
21,728524,163982,12983810,12480842,18,19457,24018,31090,3310330,1837,290608,4152,8.54,98682
22,748306,171855,22465568,12938141,18,19457,24018,32666,3393511,1837,290608,4152,4.26,98682
23,766914,175179,23373503,13398187,18,19457,24018,34270,3468690,1837,290608,4152,3.94,98682
24,825946,179070,14132599,14324995,18,19457,24018,35369,3671684,1837,290608,4152,13.44,98682
25,875027,185483,24947389,15086260,18,19457,24018,36644,3836086,1837,290608,4152,10.72,98682
26,916554,188791,25766713,15773964,18,19457,24018,37896,3986710,1837,290608,4152,9.09,98682
27,948729,203799,26640506,16410835,18,19457,24018,39267,4101592,1837,290608,4152,6.90,98682
28,995030,206920,15317101,17153685,18,19457,24018,40729,4256899,1837,290608,4152,9.86,98682
29,1033224,210438,15658204,17807196,18,19457,24018,42127,4392341,1837,290608,4152,8.34,98682
30,1071913,214511,15984792,18474121,18,19457,24018,43369,4526350,1837,290608,4152,8.30,98682
31,1110865,218091,29982363,19149036,18,19457,24018,44607,4662696,1837,290608,4152,8.35,98682
32,1149404,221216,16607827,19846551,18,19457,24018,45885,4800514,1837,290608,4152,8.41,98682
33,1188678,224911,16898782,20556631,18,19457,24018,47109,4940852,1837,290608,4152,8.47,98682
34,1225490,228543,32496202,21242473,18,19457,24018,48453,5074952,1837,290608,4152,8.01,98682
35,1265653,234920,33326168,21925722,18,19457,24018,49698,5218767,1837,290608,4152,8.66,98682
36,1301947,250767,34170842,22555510,18,19457,24018,50873,5354118,1837,290608,4152,8.28,98682
37,1344022,264003,18266238,23217204,18,19457,24018,52075,5498334,1837,290608,4152,8.73,98682
38,1379848,267688,18593757,23917279,18,19457,24018,53177,5633638,1837,290608,4152,8.26,98682
39,1418549,270702,36738344,24575674,18,19457,24018,54286,5764158,1837,290608,4152,8.26,98682
40,1458865,277335,37576228,25270540,18,19457,24018,55351,5902802,1837,290608,4152,8.66,98682
41,1494411,293335,19591965,25923670,18,19457,24018,56507,6035030,1837,290608,4152,8.26,98682
42,1533330,301802,19914653,26601748,18,19457,24018,57671,6169627,1837,290608,4152,8.33,98682
43,1572328,305497,40117032,27272424,18,19457,24018,58749,6298922,1837,290608,4152,8.30,98682
44,1601243,308589,40987103,27828192,18,19457,24018,59993,6406853,1837,290608,4152,6.32,98682
45,1606429,315679,21371110,28150134,18,19457,24018,61438,6442750,1837,290608,4152,1.07,98682
46,1667188,327399,21436779,29079481,18,19457,24018,62589,6649531,1837,290608,4152,13.90,98682
47,1721945,334970,21583092,29930829,18,19457,24018,63721,6837107,1837,290608,4152,12.13,98682
48,1735092,338138,44458354,30330817,18,19457,24018,65281,6896956,1837,290608,4152,2.82,98682
49,1761053,341370,22610477,30943700,18,19457,24018,66810,7000029,1837,290608,4152,5.77,98682
50,1826467,345146,46073134,31864885,18,19457,24018,67936,7216790,1837,290608,4152,14.70,98682
51,1858362,359955,46943443,32465589,18,19457,24018,69477,7336105,1837,290608,4152,7.09,98682
52,1888994,363075,23573840,32989901,18,19457,24018,70849,7444793,1837,290608,4152,6.42,98682
53,1951120,371117,48566492,33843221,18,19457,24018,72027,7653051,1837,290608,4152,13.70,98682
54,1962869,379533,49514747,34183463,18,19457,24018,73506,7711110,1837,290608,4152,2.57,98682
55,2013400,391246,24661604,34919740,18,19457,24018,74711,7878512,1837,290608,4152,10.83,98682
56,2066795,395044,51101439,35707125,18,19457,24018,75953,8054965,1837,290608,4152,11.53,98682
57,2085210,398842,25487492,36090526,18,19457,24018,77180,8134928,1837,290608,4152,4.24,98682
58,2121982,405672,52852820,36654238,18,19457,24018,78798,8266021,1837,290608,4152,7.92,98682
59,2180929,409426,26073401,37500323,18,19457,24018,79938,8462475,1837,290608,4152,13.18,98682
60,2205827,412707,54513124,37964142,18,19457,24018,81215,8559258,1837,290608,4152,5.46,98682
61,2227399,416333,27172393,38403197,18,19457,24018,82633,8642546,1837,290608,4152,4.47,98682
62,2287974,419907,27291807,39279521,18,19457,24018,83854,8848822,1837,290608,4152,13.46,98682
63,2334374,423681,56998363,39978243,18,19457,24018,85071,9002142,1837,290608,4152,9.87,98682
64,2372949,426783,27991220,40576030,18,19457,24018,86117,9133936,1837,290608,4152,8.37,98682
65,2410388,430491,58686280,41148672,18,19457,24018,87128,9259574,1837,290608,4152,7.84,98682
66,2447790,433570,59521819,41796434,18,19457,24018,88382,9397765,1837,290608,4152,8.55,98682
67,2485594,442413,29132018,42417462,18,19457,24018,89315,9524988,1837,290608,4152,8.14,98682
68,2524425,446295,29516385,43028007,18,19457,24018,90461,9660271,1837,290608,4152,8.31,98682
69,2564068,449626,62053840,43651687,18,19457,24018,91682,9798657,1837,290608,4152,8.54,98682
70,2600539,452768,62895303,44194999,18,19457,24018,93052,9927257,1837,290608,4152,7.91,98682
71,2638839,456008,30713742,44834404,18,19457,24018,94361,10069117,1837,290608,4152,8.63,98682
72,2678481,460050,64579908,45510326,18,19457,24018,95660,10207089,1837,290608,4152,8.30,98682
73,2717139,466231,65409770,46169424,18,19457,24018,97009,10348044,1837,290608,4152,8.66,98682
74,2752274,482359,66262829,46806280,18,19457,24018,98291,10473032,1837,290608,4152,7.58,98682
75,2789080,485593,67098768,47439474,18,19457,24018,99699,10611218,1837,290608,4152,8.22,98682
76,2829592,506437,32426991,48155728,18,19457,24018,100974,10757659,1837,290608,4152,9.03,98682
77,2870340,515049,68805557,48883688,18,19457,24018,102209,10898315,1837,290608,4152,8.73,98682
78,2908490,518163,33013186,49578069,18,19457,24018,103450,11032432,1837,290608,4152,8.58,98682
79,2947664,522087,33347887,50241485,18,19457,24018,104742,11169420,1837,290608,4152,8.22,98682
80,2987244,525715,71333721,50872476,18,19457,24018,105965,11297863,1837,290608,4152,8.06,98682
81,3027088,529637,72162497,51530239,18,19457,24018,107215,11440028,1837,290608,4152,8.66,98682
82,3059580,542221,73014540,52099257,18,19457,24018,108356,11563451,1837,290608,4152,7.43,98682
83,3100684,545326,34818667,52759574,18,19457,24018,109631,11706497,1837,290608,4152,8.93,98682
84,3140316,548966,74684538,53412672,18,19457,24018,110894,11848162,1837,290608,4152,8.52,98682
85,3178995,552347,35553891,54027729,18,19457,24018,112165,11986944,1837,290608,4152,8.46,98682
86,3215682,555755,35947675,54632206,18,19457,24018,113533,12124170,1837,290608,4152,8.29,98682
87,3255069,559685,77199801,55258150,18,19457,24018,114774,12256271,1837,290608,4152,8.12,98682
88,3293465,562806,36627769,55949106,18,19457,24018,115865,12390362,1837,290608,4152,8.50,98682
89,3332479,566848,37009114,56569877,18,19457,24018,117170,12526423,1837,290608,4152,8.28,98682
90,3371710,570772,37404937,57173096,18,19457,24018,118388,12662465,1837,290608,4152,8.15,98682
91,3411559,573959,80561402,57802043,18,19457,24018,119636,12801761,1837,290608,4152,8.58,98682
92,3447491,580647,38181408,58394513,18,19457,24018,120691,12932600,1837,290608,4152,8.25,98682
93,3486783,588647,38576377,58994259,18,19457,24018,121799,13067591,1837,290608,4152,8.29,98682
94,3526643,592567,83095773,59578823,18,19457,24018,123022,13204064,1837,290608,4152,8.33,98682
95,3562032,596023,39447857,60120119,18,19457,24018,124342,13332168,1837,290608,4152,7.81,98682
96,3602677,599888,39849627,60723177,18,19457,24018,125557,13477720,1837,290608,4152,8.75,98682
97,3641813,604573,40249813,61327139,18,19457,24018,126718,13610107,1837,290608,4152,8.45,98682
98,3680391,608823,40612873,61966013,18,19457,24018,128117,13747517,1837,290608,4152,8.49,98682
99,3719535,616876,40925877,62645952,18,19457,24018,129193,13875149,1837,290608,4152,8.15,98682
100,3748590,628031,41324800,63283472,18,19457,24018,130715,13986156,1837,290608,4152,6.49,98682
101,3783739,631690,89081172,63984678,18,19457,24018,132228,14114518,1837,290608,4152,7.92,98682
102,3797759,634988,90011661,64425108,18,19457,24018,133508,14172639,1837,290608,4152,2.67,98682
103,3854088,638411,42263945,65334791,18,19457,24018,134670,14363963,1837,290608,4152,12.82,98682
104,3907358,642099,91561657,66194432,18,19457,24018,135804,14548750,1837,290608,4152,12.12,98682
105,3939173,657708,92441993,66808454,18,19457,24018,137216,14662743,1837,290608,4152,6.83,98682
106,3940792,663069,93411451,67105919,18,19457,24018,138940,14689810,1837,290608,4152,0.22,98682
107,3987977,669653,43726148,67889616,18,19457,24018,140186,14853716,1837,290608,4152,10.44,98682
108,4049579,673210,43794648,68819420,18,19457,24018,141396,15056456,1837,290608,4152,13.76,98682
109,4088929,676307,95806169,69517095,18,19457,24018,142544,15198419,1837,290608,4152,8.94,98682
110,4090210,679700,96778540,69833275,18,19457,24018,144048,15224846,1837,290608,4152,0.21,98682
111,4136018,696298,44984908,70629267,18,19457,24018,145447,15385373,1837,290608,4152,10.42,98682
112,4192160,700826,45062212,71542183,18,19457,24018,146537,15572099,1837,290608,4152,12.50,98682
113,4245543,708598,45179605,72415068,18,19457,24018,147723,15749802,1837,290608,4152,11.71,98682
114,4273475,716088,100048184,72985880,18,19457,24018,148996,15853240,1837,290608,4152,6.16,98682
115,4280594,719672,46277239,73331249,18,19457,24018,150758,15893644,1837,290608,4152,1.24,98682
116,4339956,725150,46347284,74265099,18,19457,24018,151867,16088033,1837,290608,4152,13.11,98682
117,4359854,728195,102690358,74758156,18,19457,24018,153164,16166475,1837,290608,4152,4.37,98682
118,4361842,731500,103652229,75077032,18,19457,24018,154783,16201443,1837,290608,4152,0.77,98682
119,4388351,736109,47914551,75704429,18,19457,24018,156042,16304002,1837,290608,4152,5.62,98682
120,4447738,743795,48000913,76611109,18,19457,24018,157223,16507131,1837,290608,4152,13.50,98682
121,4505860,749189,106061293,77514136,18,19457,24018,158373,16700047,1837,290608,4152,12.55,98682
122,4564466,764961,48167780,78464526,18,19457,24018,159545,16896006,1837,290608,4152,13.28,98682
123,4624838,772023,48254035,79380703,18,19457,24018,160715,17092888,1837,290608,4152,13.33,98682
124,4663321,779505,108442449,80066955,18,19457,24018,161797,17228302,1837,290608,4152,8.27,98682
125,4679555,797369,49149433,80520509,18,19457,24018,163407,17300168,1837,290608,4152,3.60,98682
126,4725497,807153,110211239,81304447,18,19457,24018,164516,17452887,1837,290608,4152,10.00,98682
127,4779655,810468,110996533,82184057,18,19457,24018,165683,17632884,1837,290608,4152,11.80,98682
128,4800535,813497,111897355,82710462,18,19457,24018,167011,17718380,1837,290608,4152,4.68,98682
129,4802694,821048,112870908,83045092,18,19457,24018,168505,17744143,1837,290608,4152,0.22,98682
130,4862207,828419,50707909,83943653,18,19457,24018,169641,17940083,1837,290608,4152,12.88,98682
131,4920399,833220,50787724,84858967,18,19457,24018,170784,18135643,1837,290608,4152,13.07,98682
132,4970126,840315,115220701,85665322,18,19457,24018,171968,18293937,1837,290608,4152,10.66,98682
133,4992798,843982,51441086,86205865,18,19457,24018,173645,18390127,1837,290608,4152,5.11,98682
134,5043814,848606,51578124,87062992,18,19457,24018,174704,18564755,1837,290608,4152,11.57,98682
135,5083367,851927,117736965,87736565,18,19457,24018,175885,18696561,1837,290608,4152,8.20,98682
136,5122761,854971,118565842,88396945,18,19457,24018,177132,18837095,1837,290608,4152,8.66,98682
137,5156850,858598,119418638,88989374,18,19457,24018,178298,18959489,1837,290608,4152,7.58,98682
138,5197083,866782,120247181,89704293,18,19457,24018,179520,19101712,1837,290608,4152,8.72,98682
139,5236762,872127,121089841,90397620,18,19457,24018,180830,19242640,1837,290608,4152,8.59,98682
140,5272957,879669,53597089,91034630,18,19457,24018,182182,19371211,1837,290608,4152,7.91,98682
141,5312555,886132,53892856,91743095,18,19457,24018,183334,19515508,1837,290608,4152,8.83,98682
142,5351384,889561,123609780,92428917,18,19457,24018,184390,19647460,1837,290608,4152,8.12,98682
143,5389077,892665,124443697,93123096,18,19457,24018,185696,19785447,1837,290608,4152,8.30,98682
144,5425407,895985,54797584,93820918,18,19457,24018,186833,19923869,1837,290608,4152,8.46,98682
145,5465638,899412,126119697,94471798,18,19457,24018,188011,20057125,1837,290608,4152,8.13,98682
146,5501154,902971,55505188,95101567,18,19457,24018,189157,20183832,1837,290608,4152,7.88,98682
147,5541847,906879,127804185,95798800,18,19457,24018,190348,20325941,1837,290608,4152,8.74,98682
148,5583198,921289,56130247,96508891,18,19457,24018,191491,20466847,1837,290608,4152,8.83,98682
149,5622083,925087,129490653,97177985,18,19457,24018,192749,20600741,1837,290608,4152,8.07,98682
150,5660085,928716,56776767,97855307,18,19457,24018,194040,20738976,1837,290608,4152,8.42,98682
151,5697087,932712,57068807,98561209,18,19457,24018,195266,20874829,1837,290608,4152,8.27,98682
152,5736553,936123,132006950,99248840,18,19457,24018,196612,21010192,1837,290608,4152,8.19,98682
153,5775683,939397,132837765,99936525,18,19457,24018,197831,21147586,1837,290608,4152,8.58,98682
154,5812016,942766,58059710,100556097,18,19457,24018,199049,21283376,1837,290608,4152,8.17,98682
155,5851040,946395,134524357,101197573,18,19457,24018,200307,21414535,1837,290608,4152,8.11,98682
156,5885745,949435,135375928,101822726,18,19457,24018,201534,21536203,1837,290608,4152,7.58,98682
157,5928373,952811,59074655,102515195,18,19457,24018,202806,21685983,1837,290608,4152,9.28,98682
158,5966062,956505,137069713,103214836,18,19457,24018,204014,21825531,1837,290608,4152,8.35,98682
159,6005396,973125,59758141,103896103,18,19457,24018,205265,21963488,1837,290608,4152,8.68,98682
160,6045478,976380,138769740,104559991,18,19457,24018,206392,22097469,1837,290608,4152,8.30,98682
161,6069671,979892,139652390,105074044,18,19457,24018,207869,22193851,1837,290608,4152,5.40,98682
162,6119629,983109,60779561,105860478,18,19457,24018,209150,22369598,1837,290608,4152,11.13,98682
163,6159398,986685,141284259,106515933,18,19457,24018,210529,22504288,1837,290608,4152,8.34,98682
164,6189076,990174,142144846,107097187,18,19457,24018,211963,22620549,1837,290608,4152,6.89,98682
165,6233465,1006758,61855635,107793239,18,19457,24018,213206,22772263,1837,290608,4152,9.53,98682
166,6273069,1013089,62207157,108446408,18,19457,24018,214337,22915902,1837,290608,4152,8.77,98682
167,6313124,1016538,144659850,109124120,18,19457,24018,215536,23049787,1837,290608,4152,8.32,98682
168,6349425,1019759,62815583,109832576,18,19457,24018,216703,23187676,1837,290608,4152,8.44,98682
169,6384343,1025535,146349125,110460575,18,19457,24018,218006,23314622,1837,290608,4152,7.34,98682
170,6427239,1038862,63450023,111205881,18,19457,24018,219036,23457604,1837,290608,4152,9.14,98682
171,6467055,1042593,148027841,111918426,18,19457,24018,220160,23598040,1837,290608,4152,8.54,98682
172,6503462,1045962,148867166,112540007,18,19457,24018,221401,23729645,1837,290608,4152,8.14,98682
173,6541371,1049920,64466729,113184897,18,19457,24018,222740,23866321,1837,290608,4152,8.32,98682
174,6582844,1053341,150548870,113803502,18,19457,24018,224057,24003988,1837,290608,4152,8.41,98682
175,6617826,1056738,151400682,114361365,18,19457,24018,225343,24128028,1837,290608,4152,7.58,98682
176,6656775,1063713,65651877,114997636,18,19457,24018,226579,24274261,1837,290608,4152,8.66,98682
177,6697420,1070404,66020338,115639954,18,19457,24018,227851,24419610,1837,290608,4152,8.86,98682
178,6736447,1073932,153913434,116270832,18,19457,24018,229227,24558221,1837,290608,4152,8.40,98682
