period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,417,0,4366248,8333,19,19464,24101,3561,702196,1837,290608,4120,0.01,98752
1,1003,7907,4540903,13428,19,19464,24101,4826,716753,1837,290608,4120,0.00,98752
2,1003,10503,5527923,13794,19,19464,24101,6029,727967,1837,290608,4120,0.00,98752
3,32696,13104,6408014,314488,19,19464,24101,7515,820356,1837,290608,4120,5.31,98752
4,64288,15716,7272248,675891,19,19464,24101,9104,932588,1837,290608,4120,7.13,98752
5,84425,19141,8411655,964082,19,19464,24101,10645,1007143,1837,290608,4120,4.04,98752
6,155832,23126,8526298,1845660,19,19464,24101,11854,1234148,1837,290608,4120,15.78,98752
7,172162,26321,9848955,2056829,19,19464,24101,13354,1300497,1837,290608,4120,3.52,98752
8,194755,29228,10770878,2370370,19,19464,24101,14908,1376554,1837,290608,4120,4.38,98752
9,265095,33059,10135412,3244108,19,19464,24101,16030,1601787,1837,290608,4120,15.73,98752
10,316260,36214,10531655,3855378,19,19464,24101,17543,1766888,1837,290608,4120,10.87,98752
11,352925,39888,13170867,4314926,19,19464,24101,18942,1893368,1837,290608,4120,7.66,98752
12,392347,55794,14039075,4822247,19,19464,24101,20615,2027049,1837,290608,4120,8.56,98752
13,433115,58853,14875491,5341728,19,19464,24101,22037,2162644,1837,290608,4120,8.64,98752
14,473313,61897,15714677,5841389,19,19464,24101,23357,2294365,1837,290608,4120,8.64,98752
15,512149,64925,13127895,6263757,19,19464,24101,24786,2421246,1837,290608,4120,8.21,98752
16,548950,68506,17401412,6724783,19,19464,24101,26317,2549142,1837,290608,4120,7.96,98752
17,589545,71517,18235589,7202610,19,19464,24101,27809,2685643,1837,290608,4120,8.63,98752
18,624826,74638,19089108,7671202,19,19464,24101,29157,2805531,1837,290608,4120,7.56,98752
19,664187,77922,15210816,8150617,19,19464,24101,30566,2941611,1837,290608,4120,8.40,98752
20,706633,87727,20801100,8663767,19,19464,24101,32116,3077800,1837,290608,4120,8.87,98752
21,748273,90859,21631889,9186677,19,19464,24101,33596,3214263,1837,290608,4120,8.64,98752
22,788436,93978,22477041,9682624,19,19464,24101,34953,3340103,1837,290608,4120,8.16,98752
23,825648,97019,23320362,10173553,19,19464,24101,36278,3466852,1837,290608,4120,8.03,98752
24,860299,101136,17762190,10613332,19,19464,24101,37695,3589804,1837,290608,4120,7.64,98752
