period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,552,4598,4096816,9277,18,36506,24103,3353,704479,1877,206992,4144,0.01
1,6103,15342,4277458,11032,18,36506,24103,4656,717778,1877,206992,4144,0.00
2,66348,17946,5119590,142107,18,36506,24103,6239,835770,1877,206992,4144,7.42
3,68015,20823,6092637,149859,18,36506,24103,8043,858641,1877,206992,4144,0.20
4,201233,24347,7659732,410969,18,36506,24103,9516,1099849,1877,206992,4144,17.42
5,335723,26903,7430183,667214,18,36506,24103,10870,1327961,1877,206992,4144,16.17
6,470968,30074,9072619,928440,18,36506,24103,12295,1561875,1877,206992,4144,16.40
7,611393,32772,8750182,1199377,18,36506,24103,13690,1798598,1877,206992,4144,16.99
8,764130,35866,10441861,1486259,18,36506,24103,15156,2052308,1877,206992,4144,17.96
9,880040,38834,10105473,1748100,18,36506,24103,16434,2260836,1877,206992,4144,14.43
10,1012800,41830,10762426,2012086,18,36506,24103,17945,2501636,1877,206992,4144,17.11
11,1148799,44871,11425018,2275527,18,36506,24103,19294,2737349,1877,206992,4144,16.89
12,1284449,47942,12089108,2539567,18,36506,24103,20526,2972703,1877,206992,4144,16.29
13,1439008,50616,12722327,2827714,18,36506,24103,22141,3230481,1877,206992,4144,18.23
14,1585522,53565,13368995,3108344,18,36506,24103,23561,3484046,1877,206992,4144,18.05
15,1720364,57084,14036342,3398458,18,36506,24103,24998,3718780,1877,206992,4144,16.58
16,1860218,59464,14703482,3667845,18,36506,24103,26298,3957080,1877,206992,4144,17.04
17,2002374,62461,15370151,3940404,18,36506,24103,27615,4199263,1877,206992,4144,17.31
18,2135388,64944,16032650,4203504,18,36506,24103,28864,4437384,1877,206992,4144,16.97
19,2271366,67790,16695482,4469175,18,36506,24103,30169,4676611,1877,206992,4144,17.30
20,2416379,70352,17327943,4744916,18,36506,24103,31560,4921229,1877,206992,4144,17.36
21,2540969,73578,19469960,5022530,18,36506,24103,32964,5148829,1877,206992,4144,16.24
22,2672279,76761,20188981,5275660,18,36506,24103,34260,5371912,1877,206992,4144,15.56
23,2818154,80128,20875170,5553063,18,36506,24103,35583,5619289,1877,206992,4144,17.22
24,2948334,83092,21589073,5807718,18,36506,24103,37052,5850118,1877,206992,4144,16.30
25,3084498,86472,22287992,6074272,18,36506,24103,38418,6087872,1877,206992,4144,17.14
26,3210944,89254,21361915,6320286,18,36506,24103,39782,6306207,1877,206992,4144,15.37
27,3338692,92150,22048027,6595487,18,36506,24103,41154,6528850,1877,206992,4144,15.42
28,3483816,95257,22698267,6871380,18,36506,24103,42789,6773386,1877,206992,4144,17.10
29,3631807,98009,23338913,7152118,18,36506,24103,44198,7019000,1877,206992,4144,17.46
30,3747251,100436,24048164,7381714,18,36506,24103,45741,7224161,1877,206992,4144,14.15
31,3751987,103653,25009480,7424782,18,36506,24103,47408,7256171,1877,206992,4144,0.93
32,3845265,107133,25784933,7609982,18,36506,24103,49004,7417875,1877,206992,4144,10.80
33,3982207,109737,26442142,7911765,18,36506,24103,50365,7658132,1877,206992,4144,17.28
34,4112670,112757,28936526,8181739,18,36506,24103,51783,7901788,1877,206992,4144,17.30
35,4243362,116066,27762920,8446928,18,36506,24103,53313,8135619,1877,206992,4144,16.64
36,4369287,118873,30368997,8703915,18,36506,24103,54826,8357357,1877,206992,4144,15.69
37,4507284,121753,29106733,8972908,18,36506,24103,56308,8593078,1877,206992,4144,16.74
38,4655510,124248,29743994,9265181,18,36506,24103,57683,8848685,1877,206992,4144,18.21
39,4792266,127163,32390668,9573773,18,36506,24103,59045,9105046,1877,206992,4144,18.40
40,4927771,130120,33070443,9862353,18,36506,24103,60335,9378916,1877,206992,4144,19.62
41,5058152,132963,33757742,10139855,18,36506,24103,61634,9634955,1877,206992,4144,18.20
42,5181789,135925,32339809,10404944,18,36506,24103,63004,9877473,1877,206992,4144,17.26
43,5321409,138704,35155828,10688702,18,36506,24103,64235,10131198,1877,206992,4144,18.32
44,5468441,141282,35822933,10982664,18,36506,24103,65725,10388526,1877,206992,4144,18.64
45,5618999,143811,34257255,11304867,18,36506,24103,67037,10650281,1877,206992,4144,18.56
46,5763602,147173,37120927,11591416,18,36506,24103,68397,10908535,1877,206992,4144,18.50
47,5895986,149726,35553216,11871987,18,36506,24103,69787,11168050,1877,206992,4144,18.71
48,6028160,152986,36193440,12155707,18,36506,24103,71089,11429533,1877,206992,4144,18.84
49,6163713,155722,39175442,12432466,18,36506,24103,72350,11687336,1877,206992,4144,18.38
50,6300667,158303,39868766,12703581,18,36506,24103,73793,11924095,1877,206992,4144,16.77
51,6434594,161327,38170978,12996157,18,36506,24103,75362,12160570,1877,206992,4144,16.44
52,6576210,163893,38826532,13273307,18,36506,24103,76796,12404892,1877,206992,4144,17.31
53,6728971,166585,39455836,13573137,18,36506,24103,78267,12668782,1877,206992,4144,18.94
54,6867437,169148,40085934,13863361,18,36506,24103,79702,12937956,1877,206992,4144,19.17
55,7015381,172451,43216602,14167848,18,36506,24103,81015,13219654,1877,206992,4144,20.26
56,7153433,175329,41335304,14453093,18,36506,24103,82424,13478969,1877,206992,4144,18.70
57,7291558,178338,41979889,14761238,18,36506,24103,83843,13731519,1877,206992,4144,17.90
58,7444728,181460,45226274,15059187,18,36506,24103,85331,13991578,1877,206992,4144,18.83
59,7591325,184707,45897243,15348551,18,36506,24103,86579,14248997,1877,206992,4144,18.35
60,7718373,187645,43923086,15611176,18,36506,24103,87971,14483438,1877,206992,4144,16.67
61,7836477,189961,47326006,15856200,18,36506,24103,89133,14701731,1877,206992,4144,15.58
62,7961908,192368,45308293,16105512,18,36506,24103,90523,14916662,1877,206992,4144,15.06
63,8093047,195207,45982158,16392771,18,36506,24103,91978,15142283,1877,206992,4144,16.03
64,8232834,198253,46650373,16663465,18,36506,24103,93223,15375368,1877,206992,4144,16.52
65,8362900,201419,47333306,16916601,18,36506,24103,94691,15591826,1877,206992,4144,15.34
66,8489658,204328,50865186,17168865,18,36506,24103,96077,15809366,1877,206992,4144,15.38
67,8634945,207155,48672542,17451465,18,36506,24103,97540,16054397,1877,206992,4144,17.57
68,8780990,210082,49324227,17737751,18,36506,24103,99002,16303566,1877,206992,4144,17.59
69,8921569,212455,49979767,18045244,18,36506,24103,100372,16551451,1877,206992,4144,17.81
70,9060437,215247,50630629,18323404,18,36506,24103,101730,16794849,1877,206992,4144,17.48
71,9200535,218396,51284553,18597161,18,36506,24103,103167,17032150,1877,206992,4144,16.87
72,9333727,221411,51953288,18862470,18,36506,24103,104686,17263990,1877,206992,4144,16.55
73,9469185,224502,52615612,19132075,18,36506,24103,106301,17500070,1877,206992,4144,16.62
74,9600254,227500,53285477,19395487,18,36506,24103,107693,17731435,1877,206992,4144,16.41
75,9730297,230349,53955675,19683025,18,36506,24103,108998,17962617,1877,206992,4144,16.37
76,9867876,234410,57755327,19952979,18,36506,24103,110401,18198066,1877,206992,4144,16.69
77,9999010,237012,55300140,20216712,18,36506,24103,111831,18426427,1877,206992,4144,16.39
78,10051254,239442,56150167,20346634,18,36506,24103,113525,18535430,1877,206992,4144,6.78
79,10081305,242673,57060696,20427713,18,36506,24103,114999,18599757,1877,206992,4144,3.50
80,10090610,246306,58009382,20478505,18,36506,24103,116659,18639216,1877,206992,4144,1.44
81,10211640,249041,58703841,20751650,18,36506,24103,118086,18852605,1877,206992,4144,15.09
82,10365113,253909,62558645,21041896,18,36506,24103,119636,19100044,1877,206992,4144,17.83
83,10514193,256940,59989531,21337522,18,36506,24103,121108,19358055,1877,206992,4144,18.48
84,10650390,259694,60646543,21607417,18,36506,24103,122516,19594948,1877,206992,4144,16.78
85,10792179,262443,61287928,21885838,18,36506,24103,123850,19845378,1877,206992,4144,17.70
86,10933157,265627,65302480,22166053,18,36506,24103,125371,20088589,1877,206992,4144,17.57
87,11084863,268148,62571234,22488075,18,36506,24103,126788,20351684,1877,206992,4144,18.92
88,11231161,274260,66611470,22779185,18,36506,24103,128261,20624691,1877,206992,4144,19.47
89,11371225,277407,63845888,23059260,18,36506,24103,129469,20879316,1877,206992,4144,18.33
90,11511721,279989,64496052,23332112,18,36506,24103,130838,21133243,1877,206992,4144,18.21
91,11661727,282658,65116898,23624401,18,36506,24103,132282,21405708,1877,206992,4144,19.54
92,11801488,285995,65753724,23913547,18,36506,24103,133588,21668936,1877,206992,4144,18.95
93,11939846,292602,69975354,24226212,18,36506,24103,135054,21927773,1877,206992,4144,18.62
94,12085250,298429,67045726,24506262,18,36506,24103,136476,22190095,1877,206992,4144,18.66
95,12222170,301272,67708932,24777172,18,36506,24103,137818,22430455,1877,206992,4144,17.17
96,12360939,304273,68361826,25054419,18,36506,24103,139204,22675072,1877,206992,4144,17.38
97,12502544,307142,69012979,25332563,18,36506,24103,140553,22916491,1877,206992,4144,17.32
98,12653557,309723,69656999,25623187,18,36506,24103,141807,23170224,1877,206992,4144,18.19
99,12789591,314369,74077908,25919317,18,36506,24103,143198,23409388,1877,206992,4144,16.74
100,12930053,322439,70984692,26195622,18,36506,24103,144584,23649850,1877,206992,4144,17.20
101,13068439,325750,75466504,26466854,18,36506,24103,145947,23882445,1877,206992,4144,16.33
102,13212827,328651,76150206,26751304,18,36506,24103,147424,24130351,1877,206992,4144,17.75
103,13355207,331535,72961708,27027726,18,36506,24103,148818,24371519,1877,206992,4144,17.10
104,13491910,334152,73618088,27296143,18,36506,24103,150286,24607526,1877,206992,4144,16.94
105,13645950,336587,74250235,27624596,18,36506,24103,151636,24869395,1877,206992,4144,18.61
106,13797563,339559,74887822,27922256,18,36506,24103,152944,25126486,1877,206992,4144,18.66
107,13940726,342661,75538682,28206805,18,36506,24103,154434,25374180,1877,206992,4144,17.72
108,14094864,346103,76161595,28499196,18,36506,24103,155940,25636704,1877,206992,4144,19.03
109,14230871,348840,76823314,28771197,18,36506,24103,157304,25878096,1877,206992,4144,17.13
110,14364030,352253,77498559,29036143,18,36506,24103,158600,26109869,1877,206992,4144,16.51
111,14483464,357042,82252674,29323633,18,36506,24103,159921,26342898,1877,206992,4144,16.75
112,14608935,364175,78856577,29585076,18,36506,24103,161217,26574295,1877,206992,4144,16.43
113,14731217,366922,79529993,29844485,18,36506,24103,162477,26807945,1877,206992,4144,16.49
114,14855485,370351,80196486,30107254,18,36506,24103,163843,27042203,1877,206992,4144,16.72
115,14986226,373329,80871965,30369176,18,36506,24103,165164,27269684,1877,206992,4144,16.27
116,15116933,376266,81539510,30635438,18,36506,24103,166474,27504554,1877,206992,4144,16.60
117,15242990,381877,86492951,30916129,18,36506,24103,167809,27724741,1877,206992,4144,15.65
118,15388373,388747,82887972,31197190,18,36506,24103,169105,27970897,1877,206992,4144,17.52
119,15520858,391790,83565685,31461743,18,36506,24103,170515,28200667,1877,206992,4144,16.54
120,15656407,394499,88571429,31729948,18,36506,24103,171856,28432710,1877,206992,4144,16.54
121,15789192,398148,89271876,31993161,18,36506,24103,173235,28663087,1877,206992,4144,16.71
122,15916986,401010,89982298,32256259,18,36506,24103,174550,28898663,1877,206992,4144,16.45
123,16038373,407183,90668066,32540642,18,36506,24103,175854,29129504,1877,206992,4144,16.45
124,16168700,413203,86950493,32805041,18,36506,24103,177276,29365236,1877,206992,4144,16.98
125,16291311,415905,87628835,33064718,18,36506,24103,178613,29597988,1877,206992,4144,16.08
126,16424181,419496,88294543,33331258,18,36506,24103,179995,29830972,1877,206992,4144,16.61
127,16558759,423002,93502405,33598212,18,36506,24103,181456,30065063,1877,206992,4144,16.70
128,16691746,425738,89635615,33865964,18,36506,24103,182738,30294973,1877,206992,4144,16.64
129,16827737,428784,90306802,34160854,18,36506,24103,184014,30528123,1877,206992,4144,16.44
130,16961463,431542,90980689,34430523,18,36506,24103,185354,30761905,1877,206992,4144,16.50
131,17079885,434865,91674711,34680494,18,36506,24103,186712,30985237,1877,206992,4144,15.77
132,17219533,438310,92334503,34955625,18,36506,24103,187960,31224840,1877,206992,4144,17.18
133,17355312,441434,97670881,35224854,18,36506,24103,189373,31455414,1877,206992,4144,16.48
134,17488182,444666,93673811,35495497,18,36506,24103,190573,31692633,1877,206992,4144,16.73
135,17606988,447655,94358997,35776672,18,36506,24103,191844,31925087,1877,206992,4144,16.31
136,17740992,452065,99744323,36046421,18,36506,24103,193158,32159307,1877,206992,4144,16.74
137,17877029,454734,95701446,36317108,18,36506,24103,194497,32391363,1877,206992,4144,16.47
138,18011858,457854,96382145,36583285,18,36506,24103,195853,32621683,1877,206992,4144,16.27
139,18137900,461406,97060152,36844980,18,36506,24103,197053,32854029,1877,206992,4144,16.72
140,18254587,464251,97746916,37095424,18,36506,24103,198372,33083124,1877,206992,4144,16.43
141,18376819,467045,98423827,37380425,18,36506,24103,199733,33316737,1877,206992,4144,16.45
142,18499648,470500,103962632,37639694,18,36506,24103,201015,33551991,1877,206992,4144,16.73
143,18620105,473719,99785561,37895321,18,36506,24103,202224,33782872,1877,206992,4144,16.61
144,18739432,476354,100467524,38149983,18,36506,24103,203501,34014074,1877,206992,4144,16.29
145,18856375,479983,101145598,38399088,18,36506,24103,204765,34240744,1877,206992,4144,16.33
146,18993011,482638,101807434,38674678,18,36506,24103,206394,34475916,1877,206992,4144,16.72
147,19126700,485433,102474618,38970359,18,36506,24103,207758,34709619,1877,206992,4144,16.47
148,19259440,488883,103154395,39230575,18,36506,24103,209076,34934946,1877,206992,4144,16.18
149,19397153,491483,103818014,39500941,18,36506,24103,210453,35165664,1877,206992,4144,16.89
150,19532296,494187,104484295,39769541,18,36506,24103,211783,35400296,1877,206992,4144,16.52
151,19670611,497925,110306255,40039989,18,36506,24103,213212,35631111,1877,206992,4144,16.62
152,19801098,501016,105824762,40300048,18,36506,24103,214716,35858067,1877,206992,4144,16.12
153,19935454,504446,106494631,40594490,18,36506,24103,216100,36089361,1877,206992,4144,16.85
154,20073603,510750,112385761,40864903,18,36506,24103,217657,36325489,1877,206992,4144,16.62
