period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,505,519,4335500,9122,19,19461,24428,3559,704131,1837,290608,4120,0.01,99508
1,4402,11760,4512580,12014,19,19461,24428,4698,715753,1837,290608,4120,0.00,99508
2,4402,14346,5496592,13410,19,19461,24428,5949,729282,1837,290608,4120,0.00,99508
3,37397,16928,7017309,335255,19,19461,24428,7468,827521,1837,290608,4120,5.87,99508
4,89906,20978,7170902,895392,19,19461,24428,9053,995510,1837,290608,4120,11.01,99508
5,126075,23914,8022925,1302945,19,19461,24428,10576,1113594,1837,290608,4120,7.55,99508
6,168149,26787,8850094,1828512,19,19461,24428,12017,1251850,1837,290608,4120,8.64,99508
7,207438,29619,9033169,2294648,19,19461,24428,13556,1380648,1837,290608,4120,8.19,99508
8,245626,33323,9515575,2813971,19,19461,24428,15024,1519401,1837,290608,4120,8.63,99508
9,284724,36835,10078911,3241425,19,19461,24428,16473,1648586,1837,290608,4120,7.97,99508
10,321450,42941,10591314,3723570,19,19461,24428,17986,1781098,1837,290608,4120,8.18,99508
11,361575,49836,13062998,4188454,19,19461,24428,19699,1911465,1837,290608,4120,7.99,99508
12,398210,52884,11653744,4650973,19,19461,24428,21188,2042977,1837,290608,4120,8.11,99508
13,441542,56988,12175788,5129220,19,19461,24428,22674,2183964,1837,290608,4120,8.81,99508
14,479198,60690,15591468,5585511,19,19461,24428,24169,2308367,1837,290608,4120,7.82,99508
15,520065,64112,13188342,6108916,19,19461,24428,25409,2450585,1837,290608,4120,8.83,99508
16,560525,67559,17266930,6595835,19,19461,24428,26762,2585794,1837,290608,4120,8.41,99508
17,600140,71057,14239293,7056879,19,19461,24428,28301,2719415,1837,290608,4120,8.63,99508
18,640252,74175,14749373,7536578,19,19461,24428,29803,2848418,1837,290608,4120,7.91,99508
19,679691,77811,19796205,8010346,19,19461,24428,31335,2978034,1837,290608,4120,8.25,99508
20,714440,80888,15809548,8472929,19,19461,24428,32799,3099220,1837,290608,4120,7.58,99508
21,757027,84976,16318168,8962349,19,19461,24428,34226,3239173,1837,290608,4120,9.14,99508
22,798967,88605,22322698,9435280,19,19461,24428,35710,3372436,1837,290608,4120,8.08,99508
23,838635,91556,23157568,9946384,19,19461,24428,37318,3505229,1837,290608,4120,8.46,99508
24,876223,94505,24011657,10393939,19,19461,24428,38671,3628526,1837,290608,4120,7.72,99508
25,916493,97638,24844242,10917526,19,19461,24428,39997,3765629,1837,290608,4120,8.64,99508
26,954150,100759,25688565,11359877,19,19461,24428,41534,3890026,1837,290608,4120,7.87,99508
27,993814,103641,19407460,11842173,19,19461,24428,42927,4024811,1837,290608,4120,8.48,99508
28,1033259,107108,27365330,12356434,19,19461,24428,44458,4158353,1837,290608,4120,8.46,99508
29,1072378,110620,20406325,12831115,19,19461,24428,45856,4290210,1837,290608,4120,8.31,99508
30,1109826,114677,20918731,13325486,19,19461,24428,47529,4422046,1837,290608,4120,8.03,99508
31,1150916,119219,29905024,13815500,19,19461,24428,48951,4555645,1837,290608,4120,8.43,99508
32,1186313,122563,21986278,14262863,19,19461,24428,50519,4682754,1837,290608,4120,7.78,99508
33,1230902,126723,22460416,14796938,19,19461,24428,52133,4829443,1837,290608,4120,9.26,99508
34,1267165,129832,32438790,15248165,19,19461,24428,53497,4950716,1837,290608,4120,7.73,99508
35,1307436,132964,33268950,15771231,19,19461,24428,54882,5088865,1837,290608,4120,8.64,99508
36,1346480,136078,23986307,16254346,19,19461,24428,56400,5221906,1837,290608,4120,8.53,99508
37,1383645,139998,34959673,16669775,19,19461,24428,57886,5346664,1837,290608,4120,7.63,99508
38,1424704,143133,35791427,17191316,19,19461,24428,59297,5484555,1837,290608,4120,8.64,99508
39,1460007,146261,36645261,17628099,19,19461,24428,60830,5602927,1837,290608,4120,7.56,99508
40,1498446,149606,26080709,18139933,19,19461,24428,62136,5739547,1837,290608,4120,8.51,99508
41,1540858,153185,38310133,18616002,19,19461,24428,63680,5878761,1837,290608,4120,8.73,99508
42,1581722,156295,39142818,19080395,19,19461,24428,65199,6014355,1837,290608,4120,8.63,99508
43,1619156,159410,27633270,19568708,19,19461,24428,66642,6143063,1837,290608,4120,8.00,99508
44,1657304,163228,40838102,20045210,19,19461,24428,67997,6273333,1837,290608,4120,8.16,99508
45,1693338,166362,41688688,20474515,19,19461,24428,69338,6395658,1837,290608,4120,7.55,99508
46,1734544,169499,42520958,20942938,19,19461,24428,70726,6533310,1837,290608,4120,8.63,99508
47,1772146,172859,29769587,21412206,19,19461,24428,72163,6661335,1837,290608,4120,8.19,99508
48,1814301,175901,44192305,21955464,19,19461,24428,73584,6804043,1837,290608,4120,9.08,99508
49,1850392,179011,30740922,22424441,19,19461,24428,75115,6936811,1837,290608,4120,8.13,99508
50,1889729,182817,45877726,22917132,19,19461,24428,76571,7066392,1837,290608,4120,8.02,99508
51,1930673,185799,46711089,23384254,19,19461,24428,78074,7203130,1837,290608,4120,8.63,99508
52,1964489,189278,32331166,23818626,19,19461,24428,79445,7322976,1837,290608,4120,7.55,99508
53,2000757,193356,32851879,24294254,19,19461,24428,81152,7450031,1837,290608,4120,7.69,99508
54,2042246,199660,33341636,24814167,19,19461,24428,82675,7596563,1837,290608,4120,9.10,99508
55,2081205,203573,33829518,25322927,19,19461,24428,84035,7730016,1837,290608,4120,8.31,99508
56,2121756,207539,34348650,25808561,19,19461,24428,85428,7866044,1837,290608,4120,8.40,99508
57,2162033,210693,51779483,26292403,19,19461,24428,86880,8000745,1837,290608,4120,8.50,99508
58,2202494,213821,52615427,26812550,19,19461,24428,88198,8134827,1837,290608,4120,8.64,99508
59,2238630,217460,35900721,27253959,19,19461,24428,89765,8255442,1837,290608,4120,7.67,99508
60,2279434,220876,54310666,27768966,19,19461,24428,91192,8389113,1837,290608,4120,8.49,99508
61,2316284,223982,55154229,28208135,19,19461,24428,92566,8516342,1837,290608,4120,8.12,99508
62,2356124,227574,37464987,28690604,19,19461,24428,94048,8650625,1837,290608,4120,8.40,99508
63,2395715,230985,56829328,29194055,19,19461,24428,95623,8781070,1837,290608,4120,8.26,99508
64,2430722,233683,57682021,29629727,19,19461,24428,97002,8902812,1837,290608,4120,7.56,99508
65,2470239,237254,39053099,30084811,19,19461,24428,98283,9034695,1837,290608,4120,8.44,99508
66,2512514,240509,59357297,30594145,19,19461,24428,99572,9172150,1837,290608,4120,8.79,99508
67,2548416,243639,40074241,31055638,19,19461,24428,101130,9300818,1837,290608,4120,8.12,99508
68,2591510,248098,40541770,31589379,19,19461,24428,102445,9438753,1837,290608,4120,8.80,99508
69,2629656,251282,61888561,32024516,19,19461,24428,104091,9565981,1837,290608,4120,7.86,99508
70,2670934,254628,62733398,32527990,19,19461,24428,105546,9702646,1837,290608,4120,8.58,99508
71,2706964,257556,63585612,32962978,19,19461,24428,107040,9821665,1837,290608,4120,7.56,99508
72,2746894,261057,42676926,33446666,19,19461,24428,108381,9954820,1837,290608,4120,8.58,99508
73,2786536,264566,65260226,33926415,19,19461,24428,109911,10088013,1837,290608,4120,8.30,99508
74,2829887,267876,66087514,34431505,19,19461,24428,111404,10232623,1837,290608,4120,8.98,99508
75,2864986,271469,44230219,34888328,19,19461,24428,112965,10354553,1837,290608,4120,7.65,99508
76,2906258,275094,67784294,35379339,19,19461,24428,114606,10493307,1837,290608,4120,8.52,99508
77,2942208,278197,68635348,35775211,19,19461,24428,116109,10612250,1837,290608,4120,7.55,99508
78,2980600,281335,45886248,36231041,19,19461,24428,117654,10742069,1837,290608,4120,8.18,99508
