period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,9945967,1315138,153909730,51177632,18,19510,24535,281767,24006508,1881,206992,4152,14.89,99213
1,356,551,4328806,7024,18,19538,23636,3566,699962,1881,206992,4152,0.01,100130
2,4466,11753,4504453,11643,18,19538,23636,4989,714600,1881,206992,4152,0.00,100130
3,4466,14351,5490892,12646,18,19538,23636,6169,726801,1881,206992,4152,0.00,100130
4,21365,16933,6430013,68559,18,19538,23636,7900,775097,1881,206992,4152,2.02,100130
5,123625,24792,7170356,262877,18,19538,23636,9326,977645,1881,206992,4152,13.69,100130
6,146308,40001,8910387,427944,18,19538,23636,10968,1042914,1881,206992,4152,3.55,100130
7,147667,54258,9087822,514236,18,19538,23636,12434,1065102,1881,206992,4152,0.20,100130
8,148853,64853,10065902,598660,18,19538,23636,13988,1089595,1881,206992,4152,0.19,100130
9,276484,80530,11461502,913601,18,19538,23636,15310,1341671,1881,206992,4152,18.03,100130
10,421081,94444,11419655,1293262,18,19538,23636,16669,1642672,1881,206992,4152,21.30,100130
11,436840,103046,12357489,1418798,18,19538,23636,18306,1697542,1881,206992,4152,2.81,100130
12,438162,106125,13329906,1541861,18,19538,23636,19960,1721174,1881,206992,4152,0.19,100130
13,439787,109200,14303705,1655429,18,19538,23636,21449,1743730,1881,206992,4152,0.22,100130
14,581805,112269,15320007,1999163,18,19538,23636,22719,2034150,1881,206992,4152,20.69,100130
15,698663,114619,15985303,2283627,18,19538,23636,24132,2278308,1881,206992,4152,17.31,100130
16,712669,117872,16569991,2389196,18,19538,23636,25502,2322379,1881,206992,4152,1.75,100130
17,797385,120678,17333588,2642463,18,19538,23636,27091,2512537,1881,206992,4152,12.76,100130
18,826204,123607,18235460,2796502,18,19538,23636,29027,2589560,1881,206992,4152,4.10,100130
19,923780,130484,18974988,3038228,18,19538,23636,30431,2795592,1881,206992,4152,14.35,100130
20,925468,145292,19952858,3144416,18,19538,23636,32096,2823125,1881,206992,4152,0.45,100130
21,1040176,161388,20657755,3438228,18,19538,23636,33582,3061432,1881,206992,4152,16.43,100130
22,1042058,176483,21643082,3527876,18,19538,23636,35033,3084180,1881,206992,4152,0.24,100130
23,1160634,187779,22353385,3815275,18,19538,23636,36500,3327187,1881,206992,4152,17.19,100130
24,1216255,196154,23206229,3998241,18,19538,23636,38144,3455531,1881,206992,4152,8.24,100130
25,1238633,206931,24152470,4137648,18,19538,23636,39950,3525484,1881,206992,4152,3.38,100130
26,1332486,210083,24904745,4406207,18,19538,23636,41325,3722294,1881,206992,4152,13.48,100130
