period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
1,410,0,4396024,9913,18,19457,24506,3825,706605,1837,290608,4152,0.01,100154
2,1828,11718,4566375,13860,18,19457,24506,5166,718423,1837,290608,4152,0.00,100154
3,1828,14321,5550660,15594,18,19457,24506,6424,732306,1837,290608,4152,0.00,100154
4,78018,17363,6570958,830269,18,19457,24506,7507,960913,1837,290608,4152,15.95,100154
5,151563,20776,6695538,1687542,18,19457,24506,8668,1193454,1837,290608,4152,16.21,100154
6,211963,30878,6802739,2591460,18,19457,24506,9871,1395501,1837,290608,4152,13.80,100154
7,276546,37442,6906894,3480659,18,19457,24506,11054,1607502,1837,290608,4152,14.35,100154
8,348721,42924,7000276,4391521,18,19457,24506,12321,1840946,1837,290608,4152,16.19,100154
9,421556,48929,7122780,5267901,18,19457,24506,13705,2075730,1837,290608,4152,16.23,100154
10,493400,52517,7229854,6155932,18,19457,24506,14964,2312741,1837,290608,4152,16.40,100154
11,563602,56907,7329204,7054658,18,19457,24506,16093,2548736,1837,290608,4152,16.30,100154
12,636234,65739,7443377,7922154,18,19457,24506,17360,2782976,1837,290608,4152,16.05,100154
13,707911,75076,7541817,8837011,18,19457,24506,18645,3023771,1837,290608,4152,16.60,100154
14,779757,80540,7671919,9694251,18,19457,24506,19930,3251895,1837,290608,4152,15.82,100154
15,849081,84574,7760197,10607099,18,19457,24506,21272,3481746,1837,290608,4152,15.88,100154
16,915943,91142,7836713,11525132,18,19457,24506,22443,3702888,1837,290608,4152,15.14,100154
17,983850,97305,7929035,12428863,18,19457,24506,23778,3930002,1837,290608,4152,15.29,100154
18,1054315,103141,8010924,13347827,18,19457,24506,25113,4165321,1837,290608,4152,16.16,100154
19,1126101,106347,8126351,14216963,18,19457,24506,26339,4398249,1837,290608,4152,15.90,100154
20,1198009,114832,8205670,15138858,18,19457,24506,27607,4634657,1837,290608,4152,16.16,100154
21,1267512,122975,8305744,16043169,18,19457,24506,28859,4862166,1837,290608,4152,15.63,100154
22,1339773,126875,8399494,16940934,18,19457,24506,30109,5102007,1837,290608,4152,16.34,100154
23,1409219,133054,8512222,17820076,18,19457,24506,31156,5336289,1837,290608,4152,15.99,100154
24,1476466,139014,8609534,18730851,18,19457,24506,32469,5558436,1837,290608,4152,15.22,100154
25,1545467,142598,8689221,19642233,18,19457,24506,33757,5781926,1837,290608,4152,15.35,100154
26,1618753,146066,8774047,20548586,18,19457,24506,35047,6020769,1837,290608,4152,16.47,100154
27,1692932,149695,8877976,21438913,18,19457,24506,36234,6260138,1837,290608,4152,16.64,100154
28,1764499,153394,8986988,22328402,18,19457,24506,37482,6496093,1837,290608,4152,16.26,100154
29,1837380,159086,9087871,23215698,18,19457,24506,38716,6734411,1837,290608,4152,16.19,100154
30,1909710,162971,9185729,24119128,18,19457,24506,39951,6974307,1837,290608,4152,16.43,100154
31,1980142,167486,9298098,24999166,18,19457,24506,41144,7207492,1837,290608,4152,15.94,100154
32,2055053,173355,26526589,25926707,18,19457,24506,42359,7454401,1837,290608,4152,16.84,100154
33,2124685,182667,9479302,26810985,18,19457,24506,43636,7686958,1837,290608,4152,15.79,100154
34,2195461,188685,9563298,27726164,18,19457,24506,44971,7922283,1837,290608,4152,16.00,100154
35,2265719,192760,9640962,28645629,18,19457,24506,46232,8157193,1837,290608,4152,16.01,100154
36,2334439,196226,29427553,29528543,18,19457,24506,47510,8381167,1837,290608,4152,15.37,100154
37,2400978,204697,9840360,30434350,18,19457,24506,48846,8604876,1837,290608,4152,15.28,100154
38,2471021,215432,9923024,31350156,18,19457,24506,50063,8837411,1837,290608,4152,16.04,100154
39,2541540,226301,10022130,32247694,18,19457,24506,51316,9072548,1837,290608,4152,15.98,100154
40,2613193,233952,10123808,33138869,18,19457,24506,52675,9309917,1837,290608,4152,16.40,100154
41,2686587,241709,10237464,34021426,18,19457,24506,54066,9550978,1837,290608,4152,16.52,100154
42,2760208,249339,33733105,34913657,18,19457,24506,55370,9790974,1837,290608,4152,16.64,100154
43,2835706,256332,10452914,35796582,18,19457,24506,56545,10030212,1837,290608,4152,16.58,100154
44,2910770,261733,10532419,36717452,18,19457,24506,57704,10278265,1837,290608,4152,17.22,100154
45,2985027,268501,10634608,37610298,18,19457,24506,59029,10519446,1837,290608,4152,16.61,100154
46,3058382,271907,10725587,38511718,18,19457,24506,60303,10759848,1837,290608,4152,16.66,100154
47,3131864,275654,10843524,39393290,18,19457,24506,61603,10999762,1837,290608,4152,16.31,100154
48,3203508,278733,10966509,40268144,18,19457,24506,62809,11235571,1837,290608,4152,16.24,100154
49,3278082,282367,38732449,41168738,18,19457,24506,64045,11473598,1837,290608,4152,16.71,100154
50,3351353,286942,11158810,42070305,18,19457,24506,65186,11710623,1837,290608,4152,16.59,100154
51,3425880,290810,11265945,42960995,18,19457,24506,66506,11951883,1837,290608,4152,16.41,100154
52,3500012,294255,11359197,43869432,18,19457,24506,67721,12198005,1837,290608,4152,16.72,100154
53,3572350,297956,11473494,44752443,18,19457,24506,68958,12432684,1837,290608,4152,16.16,100154
54,3644960,302715,11595711,45635415,18,19457,24506,70325,12672772,1837,290608,4152,16.53,100154
55,3718390,306326,11703951,46527727,18,19457,24506,71624,12913648,1837,290608,4152,16.51,100154
56,3791468,309655,43760274,47422468,18,19457,24506,72835,13151400,1837,290608,4152,16.27,100154
57,3863107,312659,11900979,48315988,18,19457,24506,74130,13387493,1837,290608,4152,16.50,100154
58,3937402,316214,12004298,49205287,18,19457,24506,75412,13628087,1837,290608,4152,16.54,100154
59,4010377,320269,12126116,50085806,18,19457,24506,76666,13864293,1837,290608,4152,16.29,100154
60,4083887,323938,12198633,51014180,18,19457,24506,77892,14108187,1837,290608,4152,16.82,100154
61,4157792,326909,12268795,51941595,18,19457,24506,79215,14349923,1837,290608,4152,16.87,100154
62,4228149,330766,12395030,52811797,18,19457,24506,80516,14583448,1837,290608,4152,15.79,100154
63,4300259,334175,12488852,53706803,18,19457,24506,81803,14818144,1837,290608,4152,16.16,100154
64,4371821,337621,12589949,54602083,18,19457,24506,83067,15054192,1837,290608,4152,16.09,100154
65,4441511,341130,12713771,55475719,18,19457,24506,84407,15285574,1837,290608,4152,15.70,100154
66,4515033,344904,12815638,56366826,18,19457,24506,85810,15523705,1837,290608,4152,16.43,100154
67,4589351,348988,12913578,57274482,18,19457,24506,87020,15768598,1837,290608,4152,17.01,100154
68,4665409,355036,12996403,58190633,18,19457,24506,88245,16016892,1837,290608,4152,17.18,100154
69,4739845,358274,13113960,59067530,18,19457,24506,89563,16257545,1837,290608,4152,16.49,100154
70,4815228,361545,13215727,59962175,18,19457,24506,90818,16502429,1837,290608,4152,16.88,100154
71,4890334,365119,13305317,60867408,18,19457,24506,92163,16747949,1837,290608,4152,17.01,100154
72,4961681,368488,13413052,61750717,18,19457,24506,93417,16987206,1837,290608,4152,16.44,100154
73,5035630,372112,13536610,62623875,18,19457,24506,94698,17225412,1837,290608,4152,16.25,100154
74,5107030,375363,13626782,63528503,18,19457,24506,96029,17457583,1837,290608,4152,15.97,100154
75,5177616,379086,13697036,64461171,18,19457,24506,97309,17691605,1837,290608,4152,16.10,100154
76,5245314,382956,13785227,65365223,18,19457,24506,98563,17918495,1837,290608,4152,15.42,100154
77,5315521,387475,13882392,66263993,18,19457,24506,99715,18148956,1837,290608,4152,15.84,100154
78,5388123,391433,13984605,67154272,18,19457,24506,100992,18383528,1837,290608,4152,16.11,100154
79,5461400,395211,14085352,68054892,18,19457,24506,102242,18623314,1837,290608,4152,16.59,100154
80,5532146,399058,14213434,68924457,18,19457,24506,103591,18856205,1837,290608,4152,15.93,100154
81,5605890,402334,14325631,69806671,18,19457,24506,104860,19093271,1837,290608,4152,16.31,100154
82,5676822,405850,14420983,70703565,18,19457,24506,106050,19327416,1837,290608,4152,16.16,100154
83,5747206,409457,14497505,71616641,18,19457,24506,107312,19560789,1837,290608,4152,16.09,100154
84,5814782,415640,14599365,72505771,18,19457,24506,108507,19786836,1837,290608,4152,15.37,100154
85,5887355,425966,14666174,73436728,18,19457,24506,109782,20025696,1837,290608,4152,16.50,100154
86,5959591,433875,65274552,74336936,18,19457,24506,111139,20262834,1837,290608,4152,16.19,100154
87,6032025,447019,14866937,75231254,18,19457,24506,112433,20504852,1837,290608,4152,16.55,100154
88,6105482,452052,14987366,76103519,18,19457,24506,113523,20743523,1837,290608,4152,16.26,100154
89,6179831,458365,15081680,77005167,18,19457,24506,114813,20986964,1837,290608,4152,16.99,100154
90,6251330,461733,15192125,77896356,18,19457,24506,116096,21220463,1837,290608,4152,16.03,100154
91,6325229,465612,15281204,78800821,18,19457,24506,117384,21457534,1837,290608,4152,16.44,100154
92,6394983,468778,69578373,79684435,18,19457,24506,118710,21683455,1837,290608,4152,15.59,100154
93,6465501,475422,15472892,80603661,18,19457,24506,119942,21921962,1837,290608,4152,16.43,100154
94,6536719,483006,71025407,81489700,18,19457,24506,121137,22153946,1837,290608,4152,15.92,100154
95,6605159,486482,15687060,82374779,18,19457,24506,122381,22385452,1837,290608,4152,15.70,100154
96,6674437,489562,15818825,83235635,18,19457,24506,123646,22614566,1837,290608,4152,15.57,100154
97,6750530,493162,15897741,84155425,18,19457,24506,124961,22863774,1837,290608,4152,17.27,100154
98,6822522,496630,16010728,85036108,18,19457,24506,126143,23101743,1837,290608,4152,16.46,100154
99,6897714,500460,16091507,85958350,18,19457,24506,127360,23347548,1837,290608,4152,17.19,100154
100,6972819,504190,16180025,86863532,18,19457,24506,128649,23595821,1837,290608,4152,16.91,100154
101,7045867,510569,16281952,87762913,18,19457,24506,130055,23840585,1837,290608,4152,16.71,100154
102,7120589,514423,16369547,88668032,18,19457,24506,131307,24084244,1837,290608,4152,16.64,100154
103,7193440,517631,16491638,89540185,18,19457,24506,132610,24319587,1837,290608,4152,16.27,100154
104,7265547,521062,16596013,90419055,18,19457,24506,133819,24557102,1837,290608,4152,16.52,100154
105,7339137,525200,16721975,91287087,18,19457,24506,135008,24797245,1837,290608,4152,16.14,100154
106,7411615,535342,16815251,92196627,18,19457,24506,136338,25032779,1837,290608,4152,16.35,100154
107,7483568,540090,16905522,93105285,18,19457,24506,137591,25267541,1837,290608,4152,16.21,100154
108,7556749,543171,17018614,93989398,18,19457,24506,138876,25502833,1837,290608,4152,16.39,100154
109,7631205,546785,17113811,94888357,18,19457,24506,140076,25745567,1837,290608,4152,17.00,100154
110,7706436,550766,17205374,95791074,18,19457,24506,141238,25989280,1837,290608,4152,16.86,100154
111,7781098,554843,17301477,96686066,18,19457,24506,142518,26231062,1837,290608,4152,16.69,100154
112,7855827,560400,83894433,97582853,18,19457,24506,143752,26470701,1837,290608,4152,16.40,100154
113,7927653,564153,17494955,98478650,18,19457,24506,145120,26708979,1837,290608,4152,16.37,100154
114,7999963,573448,17572068,99397727,18,19457,24506,146360,26949757,1837,290608,4152,16.59,100154
115,8071182,580067,17671404,100298143,18,19457,24506,147679,27184551,1837,290608,4152,16.17,100154
116,8142973,588869,17781824,101186117,18,19457,24506,148909,27417711,1837,290608,4152,15.77,100154
117,8214625,595218,17863735,102110410,18,19457,24506,150213,27653831,1837,290608,4152,16.27,100154
118,8284683,598768,88187015,103009866,18,19457,24506,151429,27885496,1837,290608,4152,15.66,100154
119,8352165,601602,18057253,103899000,18,19457,24506,152765,28115933,1837,290608,4152,15.61,100154
120,8421381,610909,18159709,104790205,18,19457,24506,153935,28343365,1837,290608,4152,15.30,100154
121,8489913,621549,18252991,105716958,18,19457,24506,155343,28572374,1837,290608,4152,15.79,100154
