period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,473,317,4447915,9284,19,19492,24077,3707,704859,1882,206992,4152,0.01,99503
1,4562,11596,4622341,12566,19,19492,24077,5089,717691,1882,206992,4152,0.00,99503
2,4562,14199,5609151,13318,19,19492,24077,6301,729442,1882,206992,4152,0.00,99503
3,22861,16787,6547958,69789,19,19492,24077,8019,778355,1882,206992,4152,2.03,99503
4,134579,19594,7275698,265401,19,19492,24077,9431,989791,1882,206992,4152,14.59,99503
5,145596,27988,9060057,356230,19,19492,24077,10864,1034962,1882,206992,4152,1.86,99503
6,151743,39018,9198214,439657,19,19492,24077,12533,1063589,1882,206992,4152,0.64,99503
7,291560,41823,9837540,783465,19,19492,24077,13665,1343925,1882,206992,4152,20.51,99503
8,323443,44817,10728750,932712,19,19492,24077,15178,1434347,1882,206992,4152,5.03,99503
9,401080,47861,11522302,1127063,19,19492,24077,16650,1594482,1882,206992,4152,10.96,99503
10,437274,50431,12401807,1283908,19,19492,24077,18246,1692846,1882,206992,4152,5.71,99503
11,507604,53487,13204330,1496851,19,19492,24077,19542,1847876,1882,206992,4152,10.21,99503
12,542094,56025,14093690,1593946,19,19492,24077,21182,1937685,1882,206992,4152,5.10,99503
13,640373,59026,15440099,1832066,19,19492,24077,22542,2148853,1882,206992,4152,14.48,99503
14,662132,67235,15745521,1948231,19,19492,24077,24399,2219515,1882,206992,4152,3.20,99503
15,754029,77550,16498683,2191015,19,19492,24077,25930,2419827,1882,206992,4152,13.69,99503
16,813225,80852,17860261,2384841,19,19492,24077,27620,2554722,1882,206992,4152,8.64,99503
17,863906,83870,18176542,2536161,19,19492,24077,29150,2675097,1882,206992,4152,7.55,99503
18,901594,87007,19052068,2683864,19,19492,24077,30882,2774681,1882,206992,4152,5.78,99503
19,977966,89783,20284198,2902180,19,19492,24077,32241,2940954,1882,206992,4152,11.25,99503
20,1032087,92302,20687162,3062103,19,19492,24077,33859,3071368,1882,206992,4152,8.21,99503
21,1091177,95028,21523605,3225805,19,19492,24077,35459,3201817,1882,206992,4152,8.22,99503
22,1146691,98397,22353801,3419880,19,19492,24077,37086,3340269,1882,206992,4152,8.63,99503
23,1198654,100578,23198673,3574146,19,19492,24077,38714,3462163,1882,206992,4152,7.55,99503
24,1258275,103715,24026435,3770027,19,19492,24077,40243,3599149,1882,206992,4152,8.63,99503
25,1307812,111804,24872726,3926794,19,19492,24077,41781,3721994,1882,206992,4152,7.54,99503
26,1366235,119330,25708711,4073982,19,19492,24077,43509,3856125,1882,206992,4152,8.36,99503
27,1414946,122465,26556380,4251898,19,19492,24077,45181,3977085,1882,206992,4152,7.42,99503
28,1482924,125573,27588301,4434401,19,19492,24077,46708,4128416,1882,206992,4152,9.59,99503
29,1542918,134991,28232800,4635616,19,19492,24077,48228,4268650,1882,206992,4152,8.88,99503
30,1595263,137432,29076481,4791000,19,19492,24077,49902,4391599,1882,206992,4152,7.55,99503
31,1648394,140913,29919784,4947800,19,19492,24077,51494,4517647,1882,206992,4152,7.85,99503
32,1712572,150259,30743801,5156929,19,19492,24077,53073,4662363,1882,206992,4152,9.41,99503
33,1772859,153406,31574230,5348823,19,19492,24077,54617,4794938,1882,206992,4152,8.63,99503
34,1823835,156531,32423599,5467415,19,19492,24077,56272,4914341,1882,206992,4152,7.55,99503
35,1882478,159180,33253116,5634183,19,19492,24077,57778,5051211,1882,206992,4152,8.63,99503
36,1934116,162138,34099119,5815051,19,19492,24077,59369,5172728,1882,206992,4152,7.56,99503
37,1990247,165283,34932296,5976300,19,19492,24077,60863,5305326,1882,206992,4152,8.33,99503
38,2046634,168026,35799558,6135289,19,19492,24077,62450,5433862,1882,206992,4152,8.15,99503
39,2109219,170796,36589652,6316786,19,19492,24077,63898,5576355,1882,206992,4152,9.13,99503
40,2164061,173460,37435001,6474202,19,19492,24077,65504,5702835,1882,206992,4152,7.84,99503
41,2222895,176549,38265116,6665784,19,19492,24077,66994,5836491,1882,206992,4152,8.63,99503
42,2278955,184828,39107610,6818801,19,19492,24077,68524,5963756,1882,206992,4152,7.85,99503
43,2336049,191679,39942146,6961981,19,19492,24077,70272,6098151,1882,206992,4152,8.32,99503
44,2394914,194230,40776814,7151502,19,19492,24077,71775,6229295,1882,206992,4152,8.34,99503
45,2453696,202506,41605941,7324062,19,19492,24077,73311,6365675,1882,206992,4152,8.63,99503
46,2514515,213034,42458124,7458924,19,19492,24077,74992,6500277,1882,206992,4152,8.50,99503
47,2566814,215508,43307035,7598339,19,19492,24077,76597,6623205,1882,206992,4152,7.68,99503
